@relation vehicle-weka.filters.unsupervised.attribute.RandomProjection-N6-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute Class {opel,saab,bus,van}

@data
760.370305,316.965298,284.056332,-86.60254,5.196152,-1006.321519,bus
966.484351,341.214009,289.252485,-102.190998,36.373067,-1257.468886,opel
795.011321,287.520434,297.912739,-83.138439,-31.176915,-1009.785621,opel
824.456184,334.285806,271.931977,-67.549981,19.052559,-1084.263806,van
893.738217,273.664028,261.539672,-57.157677,-13.856406,-1132.761228,saab
803.671575,303.108891,280.592231,-45.033321,3.464102,-1054.818942,van
1144.885584,239.023011,152.420471,-6.928203,122.975607,-1314.626563,van
928.379233,336.017857,330.821704,-67.549981,72.746134,-1257.468886,opel
703.212628,282.324282,296.180688,-72.746134,10.392305,-921.45103,bus
819.260032,181.865335,258.07557,32.908965,-50.229473,-994.197164,van
871.221556,230.362757,296.180688,-5.196152,-12.124356,-1108.512517,van
827.920286,318.697349,247.683265,-83.138439,-6.928203,-1065.211247,bus
860.829251,372.390924,261.539672,-110.851252,-1.732051,-1134.493279,saab
820.992083,221.702503,228.630707,5.196152,-45.033321,-1027.106129,opel
869.489505,443.405007,303.108891,-171.47303,103.923048,-1189.918905,bus
814.06388,258.07557,228.630707,-25.980762,-36.373067,-1034.034332,bus
862.561302,213.042249,249.415316,-12.124356,-50.229473,-1080.799704,bus
803.671575,258.07557,251.147367,-25.980762,-48.497423,-1004.589468,van
983.804859,329.089653,304.840942,-121.243557,39.837169,-1245.344531,saab
829.652337,221.702503,261.539672,-50.229473,-58.889727,-1011.517672,opel
859.097201,336.017857,304.840942,-93.530744,55.425626,-1139.689431,opel
866.025404,200.917894,270.199926,27.712813,-36.373067,-1072.13945,van
931.843334,263.271723,301.376841,-41.569219,12.124356,-1196.847108,opel
845.240794,249.415316,263.271723,-50.229473,-55.425626,-1060.015094,bus
736.121593,219.970453,275.396078,-43.30127,-46.765372,-916.254877,opel
770.762609,247.683265,261.539672,-34.641016,-55.425626,-969.948452,saab
805.403626,292.716586,256.34352,-62.353829,-22.51666,-1034.034332,bus
852.168997,223.434554,280.592231,-41.569219,-46.765372,-1065.211247,saab
872.953607,285.788383,259.807621,-34.641016,-24.248711,-1118.904822,saab
696.284425,226.898656,266.735824,-34.641016,-43.30127,-866.025404,opel
753.442101,292.716586,285.788383,-76.210236,13.856406,-980.340757,bus
838.312591,213.042249,280.592231,-67.549981,-84.87049,-1013.249722,opel
781.154914,280.592231,318.697349,-64.08588,27.712813,-1018.445875,van
895.470268,303.108891,341.214009,-53.693575,39.837169,-1203.775311,opel
826.188235,289.252485,268.467875,-76.210236,-38.105118,-1042.694586,bus
867.757455,209.578148,235.55891,-19.052559,-83.138439,-1065.211247,bus
819.260032,284.056332,256.34352,-64.08588,-1.732051,-1046.158688,bus
815.79593,206.114046,268.467875,-36.373067,-102.190998,-982.072808,saab
717.069034,249.415316,273.664028,-19.052559,-3.464102,-914.522826,van
902.398471,315.233247,263.271723,-72.746134,13.856406,-1167.402244,opel
819.260032,190.525589,230.362757,17.320508,-107.38715,-997.661265,saab
734.389542,310.037095,275.396078,-79.674337,13.856406,-959.556147,bus
917.986928,249.415316,265.003774,-72.746134,-25.980762,-1129.297127,opel
791.547219,209.578148,299.64479,-58.889727,-83.138439,-968.216401,opel
916.254877,351.606314,316.965298,-121.243557,51.961524,-1208.971464,opel
872.953607,240.755062,285.788383,-81.406388,-45.033321,-1072.13945,opel
933.575385,303.108891,310.037095,-91.798693,31.176915,-1195.115057,saab
810.599778,226.898656,254.611469,-29.444864,-50.229473,-989.001011,van
923.18308,342.94606,296.180688,-67.549981,27.712813,-1233.220175,saab
943.96769,313.501196,242.487113,-83.138439,12.124356,-1210.703514,bus
796.743371,245.951215,296.180688,-77.942286,-31.176915,-990.733062,saab
755.174152,285.788383,289.252485,-76.210236,19.052559,-971.680503,bus
867.757455,365.46272,318.697349,-135.099963,41.569219,-1148.349685,saab
800.207473,199.185843,265.003774,-3.464102,-83.138439,-985.53691,van
760.370305,256.34352,301.376841,-55.425626,3.464102,-954.359995,van
760.370305,273.664028,249.415316,-64.08588,1.732051,-950.895893,opel
895.470268,334.285806,270.199926,-84.87049,1.732051,-1160.474041,opel
935.307436,266.735824,320.429399,-58.889727,-20.78461,-1203.775311,saab
897.202318,361.998619,289.252485,-100.458947,3.464102,-1188.186854,saab
770.762609,301.376841,285.788383,-69.282032,27.712813,-1006.321519,van
762.102355,193.98969,278.86018,-3.464102,-77.942286,-931.843334,van
923.18308,316.965298,282.324282,-81.406388,13.856406,-1186.454803,opel
966.484351,412.228092,289.252485,-180.133284,74.478185,-1273.057344,bus
777.690813,290.984536,287.520434,-43.30127,36.373067,-1018.445875,van
935.307436,336.017857,297.912739,-105.655099,25.980762,-1205.507362,saab
950.895893,368.926822,277.128129,-72.746134,55.425626,-1281.717598,opel
890.274115,360.266568,285.788383,-114.315353,34.641016,-1186.454803,bus
859.097201,256.34352,247.683265,-57.157677,-32.908965,-1044.426637,van
869.489505,320.429399,244.219164,-93.530744,-12.124356,-1105.048415,bus
845.240794,213.042249,244.219164,-3.464102,-64.08588,-1046.158688,opel
860.829251,213.042249,282.324282,-41.569219,-57.157677,-1061.747145,opel
827.920286,285.788383,251.147367,-62.353829,-41.569219,-1044.426637,bus
937.039487,334.285806,266.735824,-71.014083,-0,-1221.095819,saab
751.71005,284.056332,280.592231,-58.889727,5.196152,-983.804859,bus
744.781847,287.520434,303.108891,-72.746134,-8.660254,-966.484351,van
833.116438,296.180688,247.683265,-69.282032,-20.78461,-1049.622789,van
957.824097,413.960143,277.128129,-135.099963,67.549981,-1267.861191,opel
902.398471,223.434554,258.07557,6.928203,-48.497423,-1139.689431,saab
822.724134,261.539672,268.467875,-46.765372,-65.817931,-1014.981773,van
959.556147,332.553755,297.912739,-98.726896,17.320508,-1241.880429,opel
876.417709,301.376841,254.611469,-64.08588,-0,-1117.172771,opel
734.389542,275.396078,254.611469,-72.746134,15.588457,-928.379233,opel
904.130522,332.553755,268.467875,-90.066642,-1.732051,-1182.990702,bus
793.27927,287.520434,259.807621,-71.014083,3.464102,-1013.249722,bus
770.762609,277.128129,271.931977,-48.497423,-6.928203,-1001.125367,bus
881.613861,367.194771,337.749907,-126.439709,79.674337,-1184.722752,opel
935.307436,330.821704,297.912739,-96.994845,48.497423,-1214.167616,saab
822.724134,245.951215,259.807621,-29.444864,-72.746134,-1006.321519,van
786.351067,277.128129,273.664028,-41.569219,-29.444864,-1018.445875,van
983.804859,370.658873,316.965298,-121.243557,48.497423,-1293.841953,opel
841.776692,349.874263,297.912739,-102.190998,51.961524,-1137.957381,bus
937.039487,348.142212,301.376841,-65.817931,81.406388,-1247.076581,opel
779.422863,251.147367,256.34352,-55.425626,-10.392305,-969.948452,opel
938.771538,370.658873,311.769145,-117.779455,48.497423,-1257.468886,saab
874.685658,330.821704,320.429399,-50.229473,64.08588,-1193.383006,opel
798.475422,285.788383,292.716586,-32.908965,17.320508,-1053.086891,van
928.379233,306.572993,249.415316,-84.87049,-17.320508,-1181.258651,bus
713.604933,285.788383,271.931977,-45.033321,10.392305,-942.235639,bus
897.202318,365.46272,282.324282,-69.282032,55.425626,-1219.363769,saab
904.130522,320.429399,310.037095,-69.282032,51.961524,-1212.435565,opel
871.221556,320.429399,278.86018,-110.851252,-6.928203,-1103.316364,opel
796.743371,225.166605,254.611469,-24.248711,-50.229473,-985.53691,van
779.422863,303.108891,284.056332,-34.641016,15.588457,-1040.962535,van
788.083117,332.553755,261.539672,-102.190998,8.660254,-1030.570231,bus
956.092046,356.802466,297.912739,-90.066642,76.210236,-1269.593242,opel
869.489505,313.501196,268.467875,-96.994845,-8.660254,-1099.852263,saab
805.403626,228.630707,280.592231,-46.765372,-20.78461,-995.929214,opel
917.986928,301.376841,313.501196,-69.282032,22.51666,-1203.775311,opel
917.986928,351.606314,339.481958,-110.851252,62.353829,-1219.363769,saab
878.149759,277.128129,282.324282,-67.549981,-20.78461,-1098.120212,saab
736.121593,280.592231,275.396078,-55.425626,13.856406,-963.020249,bus
860.829251,368.926822,325.625552,-110.851252,53.693575,-1170.866346,opel
846.972845,412.228092,297.912739,-148.956369,91.798693,-1150.081736,bus
848.704896,320.429399,242.487113,-88.334591,-27.712813,-1085.995856,bus
942.235639,351.606314,322.16145,-110.851252,34.641016,-1255.736835,opel
775.958762,261.539672,282.324282,-15.588457,-8.660254,-1014.981773,van
710.140831,230.362757,275.396078,-45.033321,-24.248711,-878.149759,van
836.58054,368.926822,358.534517,-121.243557,48.497423,-1160.474041,opel
900.66642,332.553755,315.233247,-43.30127,60.621778,-1233.220175,opel
871.221556,358.534517,311.769145,-93.530744,57.157677,-1181.258651,opel
751.71005,226.898656,289.252485,-62.353829,-46.765372,-921.45103,opel
769.030559,245.951215,277.128129,-64.08588,-20.78461,-957.824097,saab
909.326674,318.697349,259.807621,-88.334591,-8.660254,-1167.402244,opel
943.96769,351.606314,290.984536,-119.511506,67.549981,-1215.899667,saab
926.647182,316.965298,337.749907,-98.726896,8.660254,-1221.095819,saab
827.920286,223.434554,280.592231,-67.549981,-72.746134,-1009.785621,opel
846.972845,277.128129,306.572993,-53.693575,5.196152,-1094.65611,van
893.738217,368.926822,344.678111,-128.17176,79.674337,-1203.775311,opel
739.585695,285.788383,282.324282,-60.621778,20.78461,-964.7523,bus
808.867727,230.362757,247.683265,-24.248711,-62.353829,-1013.249722,opel
888.542064,327.357603,349.874263,-76.210236,46.765372,-1212.435565,opel
841.776692,200.917894,304.840942,-46.765372,-64.08588,-1039.230485,saab
791.547219,209.578148,256.34352,-3.464102,-45.033321,-978.608706,van
711.872882,242.487113,275.396078,-58.889727,-24.248711,-900.66642,opel
900.66642,263.271723,270.199926,-72.746134,-43.30127,-1089.459958,opel
987.26896,367.194771,316.965298,-138.564065,50.229473,-1278.253496,saab
770.762609,265.003774,271.931977,-72.746134,-15.588457,-971.680503,saab
836.58054,200.917894,254.611469,20.78461,-79.674337,-1039.230485,van
859.097201,254.611469,261.539672,-67.549981,-27.712813,-1068.675348,saab
775.958762,226.898656,254.611469,12.124356,-43.30127,-989.001011,van
819.260032,207.846097,297.912739,-48.497423,-74.478185,-1013.249722,saab
949.163843,204.381995,216.506351,29.444864,24.248711,-1115.44072,van
928.379233,322.16145,315.233247,-67.549981,19.052559,-1234.952226,opel
826.188235,294.448637,278.86018,-71.014083,-12.124356,-1061.747145,saab
930.111284,287.520434,252.879418,-83.138439,10.392305,-1153.545838,saab
909.326674,303.108891,303.108891,-90.066642,15.588457,-1169.134295,opel
892.006166,308.305044,275.396078,-93.530744,-13.856406,-1143.153533,bus
715.336984,284.056332,284.056332,-62.353829,20.78461,-931.843334,bus
885.077963,329.089653,289.252485,-116.047404,5.196152,-1129.297127,saab
833.116438,401.835787,360.266568,-164.544827,93.530744,-1158.74199,bus
933.575385,271.931977,296.180688,-32.908965,-6.928203,-1215.899667,saab
779.422863,249.415316,265.003774,-38.105118,-27.712813,-961.288198,van
722.265187,249.415316,290.984536,-43.30127,3.464102,-909.326674,van
892.006166,249.415316,266.735824,-31.176915,-13.856406,-1110.244568,van
923.18308,348.142212,322.16145,-81.406388,57.157677,-1248.808632,saab
810.599778,235.55891,280.592231,-25.980762,-81.406388,-1002.857418,van
937.039487,284.056332,270.199926,-39.837169,12.124356,-1210.703514,opel
878.149759,408.763991,304.840942,-143.760217,88.334591,-1195.115057,bus
874.685658,304.840942,233.826859,-81.406388,-25.980762,-1103.316364,bus
784.619016,185.329436,261.539672,15.588457,-93.530744,-961.288198,van
879.88181,207.846097,261.539672,-15.588457,-57.157677,-1085.995856,saab
859.097201,218.238402,249.415316,-19.052559,-45.033321,-1063.479196,saab
827.920286,258.07557,244.219164,-27.712813,-17.320508,-1039.230485,bus
784.619016,263.271723,308.305044,-20.78461,22.51666,-1025.374078,van
729.19339,244.219164,311.769145,-55.425626,8.660254,-921.45103,van
814.06388,285.788383,266.735824,-64.08588,-41.569219,-1032.302281,bus
860.829251,237.290961,219.970453,-22.51666,-46.765372,-1065.211247,bus
876.417709,356.802466,285.788383,-86.60254,29.444864,-1169.134295,saab
739.585695,256.34352,258.07557,-51.961524,-43.30127,-907.594623,van
753.442101,233.826859,294.448637,-48.497423,-17.320508,-943.96769,opel
879.88181,252.879418,249.415316,-69.282032,-24.248711,-1077.335602,saab
722.265187,308.305044,277.128129,-69.282032,10.392305,-957.824097,bus
950.895893,301.376841,301.376841,-119.511506,10.392305,-1193.383006,saab
893.738217,346.410162,266.735824,-112.583302,3.464102,-1144.885584,opel
989.001011,384.515279,275.396078,-133.367912,76.210236,-1300.770156,bus
770.762609,254.611469,268.467875,-58.889727,-38.105118,-968.216401,saab
713.604933,290.984536,282.324282,-45.033321,15.588457,-950.895893,bus
956.092046,356.802466,277.128129,-74.478185,46.765372,-1274.789394,saab
862.561302,358.534517,310.037095,-71.014083,62.353829,-1186.454803,opel
885.077963,247.683265,252.879418,-60.621778,-27.712813,-1094.65611,opel
892.006166,320.429399,316.965298,-88.334591,41.569219,-1186.454803,saab
808.867727,277.128129,303.108891,-107.38715,-20.78461,-1006.321519,opel
862.561302,193.98969,239.023011,-22.51666,-77.942286,-1053.086891,bus
893.738217,304.840942,301.376841,-86.60254,-25.980762,-1148.349685,saab
943.96769,396.639635,265.003774,-131.635861,36.373067,-1228.024023,saab
833.116438,254.611469,244.219164,-45.033321,-29.444864,-1039.230485,saab
729.19339,296.180688,280.592231,-64.08588,13.856406,-957.824097,bus
814.06388,180.133284,237.290961,29.444864,-79.674337,-983.804859,van
950.895893,327.357603,339.481958,-122.975607,58.889727,-1233.220175,saab
827.920286,311.769145,271.931977,-103.923048,-24.248711,-1042.694586,saab
867.757455,284.056332,265.003774,-55.425626,-19.052559,-1094.65611,van
756.906203,282.324282,310.037095,-13.856406,27.712813,-1025.374078,van
954.359995,355.070416,301.376841,-109.119201,48.497423,-1252.272734,opel
940.503589,348.142212,310.037095,-100.458947,32.908965,-1248.808632,saab
930.111284,348.142212,289.252485,-65.817931,53.693575,-1238.416327,saab
905.862572,401.835787,289.252485,-129.903811,27.712813,-1210.703514,opel
866.025404,270.199926,280.592231,-45.033321,-38.105118,-1106.780466,opel
774.226711,230.362757,258.07557,-20.78461,-57.157677,-957.824097,opel
720.533136,270.199926,277.128129,-34.641016,17.320508,-945.699741,bus
782.886965,206.114046,237.290961,5.196152,-45.033321,-963.020249,van
900.66642,351.606314,320.429399,-119.511506,58.889727,-1182.990702,saab
917.986928,365.46272,289.252485,-98.726896,72.746134,-1212.435565,saab
898.934369,344.678111,270.199926,-91.798693,24.248711,-1186.454803,bus
774.226711,202.649944,285.788383,-27.712813,-107.38715,-940.503589,van
867.757455,356.802466,363.73067,-114.315353,72.746134,-1186.454803,opel
784.619016,206.114046,271.931977,-36.373067,-41.569219,-956.092046,opel
803.671575,233.826859,242.487113,-29.444864,-64.08588,-997.661265,opel
969.948452,360.266568,299.64479,-96.994845,83.138439,-1278.253496,opel
725.729288,290.984536,292.716586,-55.425626,10.392305,-963.020249,bus
751.71005,218.238402,277.128129,-43.30127,-69.282032,-921.45103,opel
760.370305,287.520434,265.003774,-51.961524,-6.928203,-994.197164,bus
826.188235,287.520434,280.592231,-65.817931,-29.444864,-1037.498434,saab
720.533136,259.807621,277.128129,-53.693575,6.928203,-904.130522,van
874.685658,353.338365,268.467875,-95.262794,3.464102,-1155.277889,opel
841.776692,258.07557,247.683265,-55.425626,-34.641016,-1060.015094,opel
786.351067,266.735824,280.592231,-38.105118,-50.229473,-990.733062,van
817.527981,271.931977,256.34352,-38.105118,-22.51666,-1068.675348,bus
810.599778,261.539672,265.003774,-57.157677,-76.210236,-992.465113,saab
914.522826,299.64479,254.611469,-77.942286,-12.124356,-1151.813787,bus
857.36515,204.381995,254.611469,19.052559,-71.014083,-1063.479196,van
987.26896,337.749907,289.252485,-107.38715,48.497423,-1267.861191,opel
890.274115,230.362757,265.003774,-83.138439,-62.353829,-1072.13945,saab
846.972845,247.683265,284.056332,-58.889727,-39.837169,-1077.335602,opel
950.895893,329.089653,296.180688,-79.674337,41.569219,-1254.004785,saab
805.403626,197.453792,292.716586,5.196152,-71.014083,-1014.981773,van
786.351067,240.755062,275.396078,-34.641016,-86.60254,-966.484351,van
765.566457,197.453792,297.912739,-12.124356,-71.014083,-954.359995,opel
696.284425,285.788383,292.716586,-69.282032,6.928203,-919.718979,bus
902.398471,360.266568,332.553755,-121.243557,65.817931,-1203.775311,opel
782.886965,303.108891,318.697349,-34.641016,31.176915,-1061.747145,van
682.428018,204.381995,251.147367,-17.320508,-48.497423,-833.116438,opel
869.489505,223.434554,226.898656,-27.712813,-64.08588,-1073.871501,bus
680.695967,213.042249,296.180688,-62.353829,-62.353829,-831.384388,saab
834.848489,199.185843,277.128129,-53.693575,-102.190998,-997.661265,opel
829.652337,247.683265,289.252485,-62.353829,-60.621778,-1027.106129,opel
699.748526,244.219164,278.86018,-64.08588,-24.248711,-867.757455,van
772.49466,218.238402,290.984536,6.928203,-31.176915,-978.608706,van
833.116438,360.266568,308.305044,-67.549981,57.157677,-1157.009939,opel
973.412554,353.338365,275.396078,-71.014083,65.817931,-1288.645801,saab
789.815168,330.821704,275.396078,-64.08588,6.928203,-1047.890739,van
886.810013,263.271723,290.984536,-98.726896,-38.105118,-1101.584314,saab
966.484351,325.625552,342.94606,-138.564065,72.746134,-1234.952226,saab
782.886965,228.630707,297.912739,-81.406388,-64.08588,-961.288198,saab
907.594623,332.553755,311.769145,-103.923048,57.157677,-1191.650956,saab
826.188235,285.788383,249.415316,-60.621778,-25.980762,-1049.622789,bus
820.992083,285.788383,242.487113,-55.425626,-31.176915,-1042.694586,bus
919.718979,330.821704,270.199926,-86.60254,19.052559,-1198.579159,bus
812.331829,268.467875,266.735824,-53.693575,-43.30127,-1006.321519,van
769.030559,278.86018,258.07557,-64.08588,-39.837169,-961.288198,saab
883.345912,296.180688,299.64479,-43.30127,5.196152,-1165.670193,opel
772.49466,310.037095,252.879418,-77.942286,19.052559,-994.197164,bus
935.307436,304.840942,290.984536,-65.817931,-6.928203,-1222.82787,opel
717.069034,245.951215,251.147367,-51.961524,-12.124356,-888.542064,opel
755.174152,259.807621,284.056332,-32.908965,-17.320508,-963.020249,van
834.848489,280.592231,273.664028,-69.282032,-62.353829,-1037.498434,saab
729.19339,296.180688,296.180688,-65.817931,24.248711,-969.948452,bus
886.810013,310.037095,256.34352,-50.229473,-6.928203,-1169.134295,bus
985.53691,344.678111,278.86018,-79.674337,58.889727,-1281.717598,opel
902.398471,407.03194,270.199926,-135.099963,15.588457,-1191.650956,opel
846.972845,287.520434,245.951215,-69.282032,-5.196152,-1073.871501,bus
930.111284,277.128129,289.252485,-69.282032,-15.588457,-1189.918905,saab
898.934369,271.931977,226.898656,-48.497423,-32.908965,-1131.029177,bus
864.293353,299.64479,273.664028,-88.334591,-5.196152,-1082.531755,van
817.527981,266.735824,249.415316,-38.105118,-15.588457,-1034.034332,opel
872.953607,219.970453,233.826859,-22.51666,-69.282032,-1080.799704,bus
767.298508,239.023011,289.252485,-67.549981,-27.712813,-956.092046,saab
876.417709,358.534517,313.501196,-93.530744,38.105118,-1186.454803,saab
826.188235,252.879418,263.271723,-76.210236,-46.765372,-1014.981773,saab
937.039487,365.46272,301.376841,-117.779455,43.30127,-1241.880429,saab
751.71005,273.664028,290.984536,-77.942286,-24.248711,-961.288198,saab
874.685658,188.793538,273.664028,-13.856406,-84.87049,-1077.335602,opel
912.790776,218.238402,239.023011,12.124356,-46.765372,-1137.957381,opel
921.45103,275.396078,297.912739,-64.08588,-17.320508,-1162.206092,saab
687.624171,233.826859,245.951215,-36.373067,-34.641016,-845.240794,van
801.939524,259.807621,280.592231,-46.765372,-22.51666,-1034.034332,bus
817.527981,280.592231,308.305044,-55.425626,32.908965,-1054.818942,van
843.508743,199.185843,282.324282,-1.732051,-69.282032,-1040.962535,van
943.96769,355.070416,266.735824,-105.655099,8.660254,-1214.167616,saab
793.27927,176.669182,252.879418,34.641016,-107.38715,-973.412554,van
928.379233,261.539672,261.539672,-34.641016,-5.196152,-1172.598397,saab
782.886965,297.912739,251.147367,-98.726896,12.124356,-966.484351,saab
841.776692,315.233247,275.396078,-84.87049,3.464102,-1087.727907,saab
836.58054,275.396078,266.735824,-41.569219,-64.08588,-1056.550993,van
834.848489,303.108891,273.664028,-41.569219,25.980762,-1087.727907,van
921.45103,223.434554,258.07557,-12.124356,-27.712813,-1148.349685,opel
959.556147,346.410162,294.448637,-98.726896,24.248711,-1254.004785,saab
890.274115,311.769145,292.716586,-105.655099,10.392305,-1117.172771,van
734.389542,310.037095,263.271723,-74.478185,20.78461,-959.556147,bus
919.718979,391.443483,268.467875,-135.099963,27.712813,-1188.186854,opel
898.934369,223.434554,290.984536,-41.569219,-36.373067,-1122.368923,opel
872.953607,336.017857,249.415316,-93.530744,8.660254,-1127.565076,bus
810.599778,200.917894,237.290961,22.51666,-79.674337,-1006.321519,opel
864.293353,235.55891,230.362757,-38.105118,-50.229473,-1053.086891,saab
963.020249,339.481958,311.769145,-46.765372,64.08588,-1307.69836,opel
796.743371,287.520434,271.931977,-69.282032,-0,-1030.570231,bus
900.66642,315.233247,282.324282,-84.87049,22.51666,-1186.454803,bus
737.853644,310.037095,271.931977,-84.87049,20.78461,-959.556147,bus
866.025404,252.879418,235.55891,-51.961524,-25.980762,-1073.871501,bus
817.527981,278.86018,268.467875,-31.176915,19.052559,-1060.015094,van
900.66642,285.788383,254.611469,-76.210236,-8.660254,-1129.297127,bus
753.442101,303.108891,297.912739,-45.033321,15.588457,-1013.249722,van
916.254877,455.529362,304.840942,-199.185843,90.066642,-1231.488124,bus
864.293353,226.898656,252.879418,-41.569219,-60.621778,-1075.603552,bus
730.925441,265.003774,280.592231,-46.765372,20.78461,-942.235639,bus
796.743371,237.290961,251.147367,-8.660254,-77.942286,-995.929214,opel
964.7523,439.940905,327.357603,-213.042249,103.923048,-1288.645801,bus
717.069034,214.7743,265.003774,-29.444864,-41.569219,-883.345912,saab
954.359995,316.965298,282.324282,-74.478185,22.51666,-1212.435565,saab
886.810013,214.7743,251.147367,6.928203,-64.08588,-1110.244568,saab
836.58054,316.965298,256.34352,-95.262794,-8.660254,-1061.747145,bus
937.039487,330.821704,292.716586,-95.262794,5.196152,-1212.435565,saab
749.978,277.128129,320.429399,-25.980762,22.51666,-1014.981773,van
911.058725,247.683265,254.611469,-25.980762,-31.176915,-1143.153533,saab
744.781847,266.735824,308.305044,-64.08588,-1.732051,-952.627944,van
812.331829,223.434554,230.362757,-3.464102,-51.961524,-1011.517672,saab
864.293353,209.578148,218.238402,10.392305,-65.817931,-1072.13945,bus
786.351067,261.539672,249.415316,-22.51666,-19.052559,-1011.517672,bus
843.508743,336.017857,261.539672,-109.119201,8.660254,-1077.335602,opel
900.66642,311.769145,323.893501,-84.87049,50.229473,-1188.186854,opel
917.986928,355.070416,284.056332,-124.707658,20.78461,-1188.186854,saab
881.613861,325.625552,265.003774,-88.334591,0,-1120.636872,opel
879.88181,261.539672,275.396078,-60.621778,-45.033321,-1079.067653,van
871.221556,355.070416,292.716586,-76.210236,39.837169,-1170.866346,opel
933.575385,363.73067,308.305044,-124.707658,72.746134,-1221.095819,saab
973.412554,202.649944,199.185843,25.980762,17.320508,-1113.708669,van
782.886965,190.525589,282.324282,-1.732051,-86.60254,-956.092046,van
788.083117,304.840942,301.376841,-57.157677,34.641016,-1040.962535,van
907.594623,242.487113,282.324282,-50.229473,-36.373067,-1143.153533,opel
909.326674,389.711432,297.912739,-143.760217,62.353829,-1212.435565,bus
921.45103,398.371686,287.520434,-140.296115,34.641016,-1217.631718,saab
914.522826,304.840942,258.07557,-69.282032,-1.732051,-1162.206092,saab
952.627944,323.893501,315.233247,-86.60254,45.033321,-1245.344531,saab
872.953607,294.448637,233.826859,-60.621778,-39.837169,-1099.852263,bus
968.216401,341.214009,311.769145,-116.047404,46.765372,-1262.665039,opel
878.149759,239.023011,251.147367,-6.928203,-51.961524,-1108.512517,saab
897.202318,322.16145,245.951215,-90.066642,-15.588457,-1146.617635,bus
883.345912,360.266568,339.481958,-138.564065,55.425626,-1174.330448,opel
917.986928,363.73067,294.448637,-114.315353,58.889727,-1207.239413,saab
826.188235,237.290961,278.86018,-53.693575,-41.569219,-1040.962535,opel
980.340757,374.122974,303.108891,-128.17176,34.641016,-1283.449648,saab
859.097201,287.520434,282.324282,-65.817931,25.980762,-1084.263806,van
914.522826,263.271723,266.735824,-27.712813,-13.856406,-1170.866346,opel
827.920286,263.271723,282.324282,-3.464102,-10.392305,-1084.263806,van
789.815168,200.917894,278.86018,12.124356,-65.817931,-985.53691,van
942.235639,290.984536,292.716586,-71.014083,-15.588457,-1214.167616,saab
876.417709,275.396078,245.951215,-45.033321,-45.033321,-1111.976618,bus
762.102355,200.917894,296.180688,-41.569219,-69.282032,-930.111284,opel
952.627944,323.893501,263.271723,-88.334591,10.392305,-1224.559921,opel
921.45103,334.285806,358.534517,-100.458947,74.478185,-1240.148378,opel
843.508743,420.888346,320.429399,-188.793538,58.889727,-1144.885584,bus
827.920286,290.984536,247.683265,-38.105118,-25.980762,-1065.211247,van
853.901048,441.672956,332.553755,-188.793538,83.138439,-1186.454803,bus
689.356221,261.539672,284.056332,-32.908965,-5.196152,-895.470268,van
803.671575,239.023011,256.34352,-65.817931,-29.444864,-976.876655,opel
942.235639,320.429399,292.716586,-77.942286,22.51666,-1233.220175,saab
831.384388,348.142212,334.285806,-121.243557,64.08588,-1125.833025,bus
916.254877,358.534517,266.735824,-114.315353,38.105118,-1196.847108,bus
846.972845,258.07557,270.199926,-20.78461,-25.980762,-1085.995856,van
924.915131,346.410162,284.056332,-96.994845,34.641016,-1202.04326,saab
834.848489,230.362757,265.003774,-39.837169,-57.157677,-1040.962535,bus
801.939524,261.539672,259.807621,-24.248711,-60.621778,-1016.713824,opel
914.522826,285.788383,256.34352,-34.641016,-0,-1184.722752,saab
888.542064,297.912739,271.931977,-91.798693,-10.392305,-1108.512517,van
755.174152,297.912739,259.807621,-55.425626,8.660254,-990.733062,bus
788.083117,268.467875,271.931977,-41.569219,-41.569219,-994.197164,van
732.657492,292.716586,299.64479,-74.478185,17.320508,-957.824097,bus
853.901048,294.448637,256.34352,-46.765372,-43.30127,-1096.388161,van
917.986928,384.515279,252.879418,-126.439709,12.124356,-1189.918905,saab
831.384388,265.003774,292.716586,-79.674337,-32.908965,-1058.283043,saab
722.265187,211.310199,254.611469,-27.712813,-34.641016,-869.489505,van
897.202318,206.114046,230.362757,-29.444864,-60.621778,-1089.459958,bus
824.456184,195.721741,273.664028,-6.928203,-72.746134,-1023.642027,saab
801.939524,251.147367,280.592231,-36.373067,-50.229473,-1006.321519,van
756.906203,247.683265,275.396078,-38.105118,-64.08588,-937.039487,van
904.130522,393.175533,265.003774,-124.707658,20.78461,-1191.650956,saab
793.27927,273.664028,296.180688,-93.530744,-10.392305,-997.661265,saab
748.245949,297.912739,290.984536,-64.08588,19.052559,-992.465113,bus
784.619016,306.572993,316.965298,-31.176915,45.033321,-1063.479196,van
919.718979,258.07557,282.324282,-57.157677,-10.392305,-1155.277889,opel
961.288198,297.912739,277.128129,-57.157677,24.248711,-1212.435565,saab
796.743371,268.467875,259.807621,-25.980762,-22.51666,-1021.909976,van
937.039487,327.357603,284.056332,-71.014083,29.444864,-1240.148378,opel
888.542064,368.926822,334.285806,-147.224319,65.817931,-1170.866346,saab
727.461339,290.984536,290.984536,-60.621778,3.464102,-961.288198,bus
881.613861,230.362757,259.807621,-45.033321,-32.908965,-1085.995856,saab
