@relation pendigits-weka.filters.unsupervised.attribute.RandomProjection-N9-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
367.194771,273.664028,152.420471,112.583302,-315.233247,-219.970453,-76.210236,142.028166,-237.290961,4
336.017857,218.238402,136.832014,117.779455,-336.017857,-142.028166,-110.851252,128.17176,-244.219164,4
488.438328,275.396078,192.25764,237.290961,-516.151141,27.712813,-86.60254,173.205081,-71.014083,7
185.329436,233.826859,258.07557,265.003774,-438.208854,-109.119201,-27.712813,107.38715,-3.464102,0
450.33321,8.660254,100.458947,142.028166,-258.07557,-57.157677,-187.061487,90.066642,-322.16145,1
152.420471,183.597386,232.094808,284.056332,-457.261413,-39.837169,-48.497423,119.511506,1.732051,0
218.238402,187.061487,419.156295,348.142212,-516.151141,1.732051,-124.707658,103.923048,-124.707658,8
488.438328,216.506351,-19.052559,202.649944,-422.620397,166.276878,-81.406388,173.205081,-17.320508,8
523.079344,214.7743,24.248711,116.047404,-486.706277,256.34352,-128.17176,173.205081,-185.329436,2
374.122974,-3.464102,105.655099,190.525589,-431.280651,168.008928,-221.702503,112.583302,-344.678111,9
436.476804,258.07557,173.205081,213.042249,-510.954988,64.08588,-50.229473,173.205081,-51.961524,7
408.763991,221.702503,193.98969,171.47303,-313.501196,-102.190998,-150.68842,122.975607,-297.912739,4
424.352448,76.210236,-76.210236,187.061487,-491.902429,228.630707,-214.7743,173.205081,-278.86018,3
467.653718,20.78461,84.87049,154.152522,-355.070416,17.320508,-197.453792,128.17176,-303.108891,1
318.697349,19.052559,169.740979,142.028166,-403.567838,-12.124356,-202.649944,79.674337,-342.94606,9
568.112665,230.362757,6.928203,173.205081,-505.758836,277.128129,-204.381995,173.205081,-265.003774,2
458.993464,65.817931,67.549981,116.047404,-405.299889,55.425626,-161.080725,143.760217,-268.467875,1
569.844716,204.381995,-6.928203,162.812776,-486.706277,320.429399,-195.721741,173.205081,-242.487113,2
536.93575,239.023011,36.373067,148.956369,-474.581921,301.376841,-148.956369,173.205081,-226.898656,2
204.381995,254.611469,287.520434,270.199926,-453.797312,-109.119201,-45.033321,112.583302,-38.105118,0
391.443483,83.138439,107.38715,65.817931,-356.802466,-62.353829,-100.458947,166.276878,-251.147367,9
528.275496,218.238402,13.856406,173.205081,-590.629325,239.023011,-138.564065,169.740979,-116.047404,7
299.64479,322.16145,254.611469,292.716586,-569.844716,140.296115,-31.176915,86.60254,91.798693,5
346.410162,263.271723,157.616623,133.367912,-306.572993,-103.923048,-100.458947,133.367912,-245.951215,4
374.122974,103.923048,81.406388,168.008928,-445.137058,290.984536,-169.740979,152.420471,-192.25764,6
393.175533,254.611469,188.793538,135.099963,-327.357603,-72.746134,-109.119201,143.760217,-263.271723,4
323.893501,169.740979,124.707658,207.846097,-284.056332,-102.190998,-148.956369,110.851252,-254.611469,4
372.390924,100.458947,147.224319,159.348674,-419.156295,148.956369,-145.492268,173.205081,-252.879418,6
232.094808,206.114046,452.065261,368.926822,-502.294734,-46.765372,-145.492268,107.38715,-148.956369,8
348.142212,155.884573,178.401233,200.917894,-457.261413,166.276878,-110.851252,150.68842,-157.616623,6
517.883191,263.271723,8.660254,157.616623,-559.452411,218.238402,-116.047404,173.205081,-91.798693,7
358.534517,105.655099,216.506351,152.420471,-413.960143,58.889727,-117.779455,173.205081,-256.34352,6
294.448637,126.439709,72.746134,116.047404,-368.926822,150.68842,-96.994845,150.68842,-159.348674,6
469.385769,1.732051,71.014083,218.238402,-464.189616,173.205081,-235.55891,173.205081,-332.553755,5
361.998619,72.746134,230.362757,349.874263,-261.539672,-57.157677,-213.042249,20.78461,-195.721741,9
341.214009,155.884573,96.994845,166.276878,-322.16145,-25.980762,-171.47303,148.956369,-277.128129,4
251.147367,157.616623,53.693575,142.028166,-365.46272,136.832014,-96.994845,138.564065,-168.008928,6
336.017857,249.415316,129.903811,140.296115,-301.376841,-100.458947,-102.190998,128.17176,-233.826859,4
460.725515,213.042249,88.334591,60.621778,-400.103737,86.60254,-57.157677,173.205081,-133.367912,2
393.175533,-12.124356,181.865335,143.760217,-474.581921,119.511506,-169.740979,164.544827,-280.592231,5
377.587076,-38.105118,58.889727,145.492268,-306.572993,-0,-190.525589,103.923048,-265.003774,1
192.25764,90.066642,225.166605,107.38715,-344.678111,-45.033321,-168.008928,84.87049,-261.539672,0
457.261413,43.30127,143.760217,247.683265,-408.763991,136.832014,-265.003774,173.205081,-353.338365,5
117.779455,180.133284,237.290961,271.931977,-419.156295,-117.779455,-50.229473,100.458947,-5.196152,0
460.725515,199.185843,100.458947,51.961524,-386.24733,62.353829,-58.889727,173.205081,-140.296115,2
245.951215,275.396078,235.55891,256.34352,-465.921667,-43.30127,-27.712813,121.243557,-17.320508,0
133.367912,150.68842,330.821704,247.683265,-507.490887,50.229473,-12.124356,117.779455,13.856406,8
478.046023,31.176915,121.243557,230.362757,-446.869108,159.348674,-265.003774,173.205081,-361.998619,5
322.16145,346.410162,358.534517,301.376841,-566.380614,62.353829,-34.641016,126.439709,58.889727,5
102.190998,117.779455,219.970453,294.448637,-360.266568,-122.975607,-124.707658,45.033321,-71.014083,0
204.381995,197.453792,453.797312,266.735824,-498.830633,3.464102,-53.693575,136.832014,-84.87049,8
329.089653,154.152522,67.549981,128.17176,-297.912739,-46.765372,-166.276878,124.707658,-271.931977,4
439.940905,-5.196152,162.812776,187.061487,-504.026785,197.453792,-219.970453,169.740979,-304.840942,5
155.884573,204.381995,271.931977,287.520434,-446.869108,-122.975607,-58.889727,110.851252,-25.980762,0
353.338365,155.884573,150.68842,193.98969,-341.214009,-157.616623,-124.707658,168.008928,-219.970453,4
512.687039,183.597386,27.712813,84.87049,-363.73067,147.224319,-98.726896,173.205081,-171.47303,1
119.511506,81.406388,199.185843,258.07557,-278.86018,-109.119201,-110.851252,79.674337,-98.726896,0
368.926822,265.003774,166.276878,98.726896,-304.840942,-116.047404,-90.066642,131.635861,-251.147367,4
417.424245,164.544827,29.444864,34.641016,-268.467875,76.210236,-69.282032,86.60254,-142.028166,1
486.706277,252.879418,34.641016,131.635861,-504.026785,90.066642,-67.549981,173.205081,-116.047404,7
325.625552,17.320508,55.425626,100.458947,-410.496041,129.903811,-154.152522,122.975607,-259.807621,9
285.788383,252.879418,344.678111,289.252485,-536.93575,129.903811,-51.961524,145.492268,-29.444864,8
353.338365,-148.956369,103.923048,178.401233,-310.037095,148.956369,-209.578148,83.138439,-287.520434,8
284.056332,337.749907,370.658873,294.448637,-528.275496,58.889727,-31.176915,110.851252,65.817931,5
367.194771,81.406388,-34.641016,91.798693,-436.476804,96.994845,-133.367912,173.205081,-230.362757,3
448.601159,34.641016,114.315353,202.649944,-374.122974,174.937132,-244.219164,166.276878,-341.214009,5
516.151141,213.042249,88.334591,96.994845,-441.672956,154.152522,-126.439709,173.205081,-219.970453,2
486.706277,174.937132,-17.320508,57.157677,-389.711432,166.276878,-90.066642,155.884573,-147.224319,1
332.553755,294.448637,384.515279,401.835787,-431.280651,-10.392305,-169.740979,62.353829,-93.530744,5
303.108891,273.664028,368.926822,351.606314,-410.496041,-34.641016,-136.832014,62.353829,-72.746134,5
188.793538,166.276878,254.611469,296.180688,-400.103737,-72.746134,-83.138439,128.17176,-46.765372,0
148.956369,173.205081,384.515279,311.769145,-613.145986,20.78461,-79.674337,112.583302,-83.138439,8
207.846097,202.649944,427.816549,297.912739,-562.916512,38.105118,-65.817931,135.099963,-65.817931,8
484.974226,265.003774,46.765372,142.028166,-502.294734,96.994845,-72.746134,173.205081,-93.530744,7
381.051178,67.549981,41.569219,109.119201,-472.84987,96.994845,-145.492268,173.205081,-259.807621,3
315.233247,110.851252,107.38715,88.334591,-336.017857,27.712813,-69.282032,173.205081,-174.937132,6
408.763991,306.572993,178.401233,209.578148,-505.758836,41.569219,-53.693575,173.205081,-60.621778,7
105.655099,143.760217,247.683265,275.396078,-353.338365,-171.47303,-71.014083,64.08588,-38.105118,0
356.802466,109.119201,95.262794,164.544827,-455.529362,207.846097,-133.367912,166.276878,-195.721741,6
169.740979,219.970453,164.544827,181.865335,-280.592231,-150.68842,-90.066642,95.262794,-140.296115,0
462.457566,258.07557,116.047404,166.276878,-490.170379,38.105118,-53.693575,173.205081,-67.549981,7
254.611469,103.923048,76.210236,159.348674,-299.64479,6.928203,-152.420471,126.439709,-209.578148,4
528.275496,289.252485,109.119201,226.898656,-526.543446,105.655099,-126.439709,171.47303,-84.87049,7
112.583302,100.458947,178.401233,261.539672,-337.749907,-114.315353,-122.975607,62.353829,-84.87049,0
467.653718,296.180688,103.923048,202.649944,-533.471649,107.38715,-86.60254,157.616623,-41.569219,7
526.543446,304.840942,100.458947,155.884573,-478.046023,173.205081,-142.028166,173.205081,-221.702503,2
266.735824,311.769145,318.697349,280.592231,-486.706277,32.908965,-41.569219,93.530744,51.961524,5
342.94606,36.373067,3.464102,91.798693,-455.529362,138.564065,-128.17176,173.205081,-218.238402,3
258.07557,65.817931,263.271723,360.266568,-251.147367,-110.851252,-171.47303,0,-126.439709,9
363.73067,318.697349,370.658873,394.907584,-493.63448,17.320508,-157.616623,93.530744,-74.478185,5
424.352448,41.569219,8.660254,197.453792,-474.581921,193.98969,-230.362757,173.205081,-318.697349,3
381.051178,32.908965,-79.674337,154.152522,-510.954988,282.324282,-176.669182,173.205081,-216.506351,3
457.261413,83.138439,112.583302,136.832014,-457.261413,48.497423,-173.205081,161.080725,-329.089653,3
341.214009,48.497423,48.497423,81.406388,-448.601159,84.87049,-112.583302,173.205081,-223.434554,3
232.094808,188.793538,436.476804,370.658873,-607.949833,77.942286,-166.276878,107.38715,-178.401233,8
211.310199,169.740979,77.942286,142.028166,-337.749907,72.746134,-74.478185,133.367912,-140.296115,6
407.03194,55.425626,-91.798693,173.205081,-474.581921,247.683265,-206.114046,173.205081,-244.219164,3
495.366531,271.931977,103.923048,173.205081,-545.596004,88.334591,-83.138439,173.205081,-117.779455,7
185.329436,84.87049,171.47303,140.296115,-313.501196,-39.837169,-193.98969,90.066642,-280.592231,0
467.653718,81.406388,81.406388,204.381995,-315.233247,79.674337,-254.611469,173.205081,-365.46272,9
379.319127,25.980762,-46.765372,112.583302,-488.438328,237.290961,-164.544827,173.205081,-242.487113,3
521.347293,230.362757,12.124356,187.061487,-578.50497,233.826859,-138.564065,173.205081,-90.066642,7
531.739598,213.042249,34.641016,119.511506,-479.778074,261.539672,-126.439709,173.205081,-181.865335,2
543.863954,200.917894,122.975607,211.310199,-299.64479,22.51666,-239.023011,173.205081,-389.711432,9
381.051178,282.324282,188.793538,114.315353,-327.357603,-71.014083,-86.60254,129.903811,-259.807621,4
306.572993,323.893501,334.285806,299.64479,-547.328055,77.942286,-45.033321,112.583302,67.549981,5
162.812776,195.721741,465.921667,292.716586,-549.060106,-38.105118,-86.60254,122.975607,-100.458947,8
471.11782,19.052559,45.033321,221.702503,-478.046023,197.453792,-270.199926,173.205081,-370.658873,5
471.11782,174.937132,31.176915,20.78461,-384.515279,98.726896,-69.282032,173.205081,-155.884573,2
349.874263,55.425626,-39.837169,121.243557,-426.084499,116.047404,-157.616623,173.205081,-239.023011,3
375.855025,91.798693,58.889727,261.539672,-606.217783,284.056332,-147.224319,173.205081,-100.458947,8
439.940905,188.793538,-10.392305,148.956369,-540.399852,221.702503,-72.746134,173.205081,-25.980762,7
448.601159,-5.196152,-25.980762,219.970453,-384.515279,102.190998,-268.467875,136.832014,-310.037095,9
232.094808,143.760217,51.961524,126.439709,-360.266568,81.406388,-67.549981,135.099963,-121.243557,6
265.003774,142.028166,105.655099,159.348674,-384.515279,91.798693,-81.406388,152.420471,-142.028166,6
157.616623,-45.033321,148.956369,265.003774,-221.702503,-24.248711,-233.826859,0,-213.042249,0
398.371686,110.851252,110.851252,148.956369,-434.744753,237.290961,-155.884573,166.276878,-218.238402,6
327.357603,34.641016,3.464102,122.975607,-483.242175,233.826859,-142.028166,173.205081,-202.649944,3
358.534517,214.7743,84.87049,90.066642,-311.769145,-90.066642,-128.17176,138.564065,-256.34352,4
341.214009,57.157677,232.094808,289.252485,-621.80624,110.851252,-83.138439,173.205081,-53.693575,8
159.348674,155.884573,213.042249,287.520434,-427.816549,-41.569219,-79.674337,133.367912,-31.176915,0
268.467875,142.028166,86.60254,157.616623,-391.443483,129.903811,-100.458947,136.832014,-168.008928,6
356.802466,150.68842,173.205081,211.310199,-460.725515,142.028166,-114.315353,164.544827,-159.348674,6
502.294734,299.64479,174.937132,168.008928,-457.261413,110.851252,-142.028166,173.205081,-244.219164,2
368.926822,22.51666,277.128129,183.597386,-448.601159,-10.392305,-187.061487,129.903811,-290.984536,9
415.692194,84.87049,48.497423,95.262794,-436.476804,45.033321,-133.367912,173.205081,-197.453792,7
358.534517,36.373067,24.248711,138.564065,-394.907584,147.224319,-181.865335,152.420471,-271.931977,9
245.951215,161.080725,401.835787,377.587076,-514.41909,6.928203,-187.061487,90.066642,-228.630707,8
384.515279,53.693575,-19.052559,157.616623,-490.170379,202.649944,-187.061487,173.205081,-271.931977,3
457.261413,209.578148,81.406388,46.765372,-341.214009,43.30127,-43.30127,173.205081,-124.707658,1
528.275496,119.511506,96.994845,136.832014,-337.749907,6.928203,-181.865335,129.903811,-355.070416,1
353.338365,268.467875,379.319127,401.835787,-453.797312,6.928203,-178.401233,62.353829,-102.190998,5
299.64479,128.17176,142.028166,223.434554,-465.921667,121.243557,-95.262794,159.348674,-103.923048,6
504.026785,57.157677,110.851252,129.903811,-280.592231,-15.588457,-178.401233,103.923048,-310.037095,1
93.530744,129.903811,211.310199,278.86018,-374.122974,-133.367912,-93.530744,71.014083,-36.373067,0
367.194771,109.119201,133.367912,162.812776,-441.672956,216.506351,-145.492268,162.812776,-193.98969,6
497.098582,187.061487,15.588457,58.889727,-424.352448,133.367912,-91.798693,173.205081,-173.205081,2
431.280651,5.196152,-50.229473,128.17176,-436.476804,211.310199,-199.185843,173.205081,-278.86018,9
448.601159,-3.464102,280.592231,237.290961,-412.228092,32.908965,-226.898656,128.17176,-310.037095,9
420.888346,13.856406,41.569219,180.133284,-502.294734,266.735824,-206.114046,173.205081,-266.735824,3
382.783228,-64.08588,45.033321,150.68842,-332.553755,67.549981,-195.721741,116.047404,-249.415316,1
533.471649,204.381995,-24.248711,223.434554,-393.175533,209.578148,-131.635861,173.205081,-90.066642,8
469.385769,271.931977,124.707658,183.597386,-517.883191,72.746134,-65.817931,173.205081,-55.425626,7
252.879418,169.740979,458.993464,400.103737,-616.610087,88.334591,-183.597386,126.439709,-187.061487,8
193.98969,152.420471,84.87049,117.779455,-367.194771,43.30127,-45.033321,128.17176,-95.262794,6
256.34352,154.152522,96.994845,213.042249,-450.33321,88.334591,-86.60254,150.68842,-103.923048,6
566.380614,218.238402,102.190998,161.080725,-455.529362,12.124356,-190.525589,173.205081,-329.089653,1
313.501196,329.089653,311.769145,329.089653,-543.863954,90.066642,-84.87049,110.851252,34.641016,5
303.108891,290.984536,292.716586,266.735824,-464.189616,-13.856406,0,95.262794,112.583302,5
349.874263,221.702503,136.832014,148.956369,-306.572993,-83.138439,-119.511506,133.367912,-251.147367,4
105.655099,133.367912,221.702503,289.252485,-365.46272,-135.099963,-98.726896,72.746134,-51.961524,0
445.137058,34.641016,-50.229473,200.917894,-498.830633,273.664028,-230.362757,173.205081,-301.376841,3
408.763991,271.931977,159.348674,86.60254,-334.285806,-140.296115,-79.674337,161.080725,-223.434554,4
358.534517,-5.196152,-24.248711,58.889727,-419.156295,98.726896,-133.367912,162.812776,-228.630707,9
502.294734,270.199926,1.732051,136.832014,-531.739598,135.099963,-91.798693,173.205081,-124.707658,7
450.33321,20.78461,72.746134,135.099963,-341.214009,45.033321,-178.401233,121.243557,-254.611469,1
393.175533,45.033321,79.674337,162.812776,-308.305044,83.138439,-237.290961,173.205081,-374.122974,9
121.243557,128.17176,450.33321,278.86018,-536.93575,-25.980762,-51.961524,116.047404,-60.621778,8
400.103737,-34.641016,13.856406,171.47303,-315.233247,152.420471,-221.702503,133.367912,-294.448637,9
531.739598,263.271723,88.334591,187.061487,-530.007547,142.028166,-116.047404,173.205081,-135.099963,7
429.5486,247.683265,195.721741,206.114046,-476.313972,29.444864,-43.30127,173.205081,-41.569219,7
133.367912,193.98969,185.329436,221.702503,-408.763991,-119.511506,-36.373067,112.583302,-13.856406,0
360.266568,-60.621778,51.961524,131.635861,-292.716586,6.928203,-174.937132,105.655099,-245.951215,1
365.46272,34.641016,140.296115,129.903811,-550.792157,289.252485,-128.17176,116.047404,-173.205081,8
465.921667,244.219164,103.923048,64.08588,-429.5486,162.812776,-55.425626,173.205081,-142.028166,2
479.778074,31.176915,128.17176,247.683265,-458.993464,157.616623,-268.467875,173.205081,-342.94606,5
405.299889,71.014083,-91.798693,162.812776,-481.510125,214.7743,-195.721741,173.205081,-251.147367,3
389.711432,164.544827,90.066642,168.008928,-320.429399,-76.210236,-180.133284,147.224319,-306.572993,4
341.214009,346.410162,377.587076,363.73067,-545.596004,20.78461,-126.439709,109.119201,-45.033321,5
168.008928,219.970453,361.998619,232.094808,-583.701122,53.693575,-8.660254,121.243557,-19.052559,8
90.066642,131.635861,242.487113,280.592231,-341.214009,-157.616623,-84.87049,43.30127,-46.765372,0
242.487113,239.023011,232.094808,232.094808,-431.280651,-20.78461,-50.229473,129.903811,-83.138439,0
131.635861,195.721741,230.362757,280.592231,-462.457566,-122.975607,-53.693575,100.458947,-6.928203,0
103.923048,183.597386,200.917894,247.683265,-417.424245,-117.779455,-60.621778,93.530744,-24.248711,0
446.869108,32.908965,19.052559,190.525589,-469.385769,187.061487,-230.362757,173.205081,-320.429399,5
618.342138,112.583302,263.271723,273.664028,-361.998619,45.033321,-280.592231,162.812776,-438.208854,9
109.119201,60.621778,204.381995,306.572993,-341.214009,-39.837169,-152.420471,36.373067,-77.942286,0
413.960143,1.732051,32.908965,188.793538,-469.385769,237.290961,-223.434554,155.884573,-258.07557,1
439.940905,50.229473,41.569219,147.224319,-443.405007,136.832014,-185.329436,147.224319,-263.271723,1
351.606314,346.410162,367.194771,334.285806,-583.701122,96.994845,-79.674337,129.903811,10.392305,5
370.658873,135.099963,121.243557,365.46272,-633.930596,225.166605,-173.205081,159.348674,-124.707658,8
389.711432,292.716586,174.937132,86.60254,-308.305044,-131.635861,-77.942286,135.099963,-251.147367,4
502.294734,271.931977,148.956369,284.056332,-538.667801,252.879418,-110.851252,173.205081,-55.425626,8
332.553755,346.410162,361.998619,341.214009,-562.916512,53.693575,-86.60254,119.511506,15.588457,5
510.954988,192.25764,34.641016,69.282032,-436.476804,174.937132,-116.047404,173.205081,-197.453792,2
528.275496,292.716586,166.276878,174.937132,-478.046023,129.903811,-152.420471,173.205081,-252.879418,2
280.592231,290.984536,226.898656,218.238402,-467.653718,-45.033321,-13.856406,135.099963,-27.712813,0
88.334591,143.760217,202.649944,275.396078,-377.587076,-96.994845,-76.210236,74.478185,-17.320508,0
545.596004,245.951215,145.492268,174.937132,-462.457566,122.975607,-159.348674,173.205081,-256.34352,2
320.429399,133.367912,105.655099,211.310199,-543.863954,48.497423,-91.798693,164.544827,-129.903811,7
275.396078,209.578148,83.138439,117.779455,-325.625552,-22.51666,-57.157677,143.760217,-131.635861,6
573.308817,133.367912,-129.903811,171.47303,-438.208854,384.515279,-219.970453,152.420471,-216.506351,1
488.438328,207.846097,71.014083,57.157677,-420.888346,155.884573,-98.726896,173.205081,-185.329436,2
268.467875,183.597386,443.405007,310.037095,-545.596004,-71.014083,-71.014083,169.740979,-77.942286,8
322.16145,320.429399,339.481958,316.965298,-559.452411,105.655099,-64.08588,114.315353,51.961524,5
400.103737,219.970453,138.564065,88.334591,-337.749907,-117.779455,-98.726896,164.544827,-245.951215,4
79.674337,51.961524,188.793538,284.056332,-311.769145,-79.674337,-131.635861,24.248711,-55.425626,0
526.543446,192.25764,-17.320508,96.994845,-400.103737,185.329436,-117.779455,161.080725,-181.865335,1
284.056332,285.788383,379.319127,349.874263,-426.084499,-48.497423,-121.243557,60.621778,-48.497423,5
374.122974,62.353829,187.061487,221.702503,-538.667801,313.501196,-213.042249,105.655099,-280.592231,8
342.94606,-6.928203,-19.052559,91.798693,-448.601159,192.25764,-129.903811,171.47303,-200.917894,3
439.940905,29.444864,86.60254,138.564065,-313.501196,-39.837169,-181.865335,110.851252,-299.64479,1
407.03194,237.290961,102.190998,50.229473,-419.156295,98.726896,-10.392305,173.205081,-81.406388,2
429.5486,50.229473,-102.190998,199.185843,-491.902429,242.487113,-213.042249,173.205081,-226.898656,3
230.362757,256.34352,287.520434,282.324282,-455.529362,-74.478185,-60.621778,117.779455,-69.282032,0
275.396078,320.429399,327.357603,266.735824,-486.706277,12.124356,0,95.262794,102.190998,5
251.147367,109.119201,244.219164,299.64479,-377.587076,-62.353829,-109.119201,173.205081,-91.798693,0
110.851252,185.329436,221.702503,263.271723,-410.496041,-131.635861,-51.961524,83.138439,-10.392305,0
325.625552,213.042249,84.87049,88.334591,-306.572993,-83.138439,-109.119201,133.367912,-235.55891,4
235.55891,124.707658,62.353829,105.655099,-342.94606,-17.320508,-136.832014,121.243557,-214.7743,4
398.371686,-41.569219,20.78461,178.401233,-405.299889,183.597386,-221.702503,133.367912,-320.429399,1
344.678111,329.089653,316.965298,344.678111,-562.916512,124.707658,-110.851252,112.583302,8.660254,5
342.94606,116.047404,117.779455,168.008928,-448.601159,188.793538,-119.511506,166.276878,-166.276878,6
564.648563,71.014083,330.821704,282.324282,-417.424245,27.712813,-278.86018,128.17176,-426.084499,9
493.63448,-10.392305,275.396078,237.290961,-386.24733,60.621778,-254.611469,121.243557,-370.658873,9
226.898656,233.826859,287.520434,304.840942,-462.457566,-69.282032,-64.08588,124.707658,-45.033321,0
304.840942,25.980762,219.970453,129.903811,-491.902429,225.166605,-142.028166,109.119201,-244.219164,8
370.658873,252.879418,110.851252,209.578148,-559.452411,121.243557,0,164.544827,51.961524,8
221.702503,166.276878,349.874263,365.46272,-540.399852,-34.641016,-181.865335,95.262794,-180.133284,8
407.03194,67.549981,-53.693575,200.917894,-535.2037,299.64479,-223.434554,173.205081,-256.34352,3
387.979381,226.898656,168.008928,161.080725,-344.678111,22.51666,-131.635861,143.760217,-261.539672,4
386.24733,-12.124356,51.961524,114.315353,-361.998619,81.406388,-157.616623,126.439709,-200.917894,1
393.175533,25.980762,-36.373067,143.760217,-458.993464,225.166605,-180.133284,162.812776,-239.023011,9
351.606314,12.124356,12.124356,116.047404,-336.017857,98.726896,-178.401233,173.205081,-296.180688,9
258.07557,183.597386,297.912739,332.553755,-633.930596,271.931977,-93.530744,135.099963,-19.052559,8
386.24733,157.616623,157.616623,136.832014,-398.371686,93.530744,-102.190998,173.205081,-223.434554,6
284.056332,346.410162,398.371686,323.893501,-531.739598,22.51666,-55.425626,96.994845,24.248711,5
422.620397,34.641016,13.856406,169.740979,-510.954988,277.128129,-214.7743,173.205081,-266.735824,3
266.735824,142.028166,72.746134,114.315353,-355.070416,-13.856406,-128.17176,138.564065,-202.649944,4
510.954988,202.649944,15.588457,72.746134,-384.515279,135.099963,-96.994845,173.205081,-176.669182,1
355.070416,3.464102,81.406388,119.511506,-452.065261,142.028166,-176.669182,131.635861,-294.448637,9
311.769145,247.683265,93.530744,100.458947,-297.912739,-133.367912,-71.014083,124.707658,-188.793538,4
417.424245,237.290961,183.597386,117.779455,-341.214009,-77.942286,-102.190998,154.152522,-245.951215,4
420.888346,58.889727,-32.908965,176.669182,-490.170379,197.453792,-226.898656,173.205081,-323.893501,3
145.492268,164.544827,185.329436,265.003774,-453.797312,-81.406388,-17.320508,129.903811,48.497423,0
320.429399,195.721741,98.726896,152.420471,-292.716586,-102.190998,-129.903811,119.511506,-239.023011,4
484.974226,239.023011,98.726896,173.205081,-486.706277,72.746134,-72.746134,173.205081,-83.138439,7
361.998619,252.879418,126.439709,154.152522,-294.448637,-126.439709,-116.047404,121.243557,-249.415316,4
519.615242,235.55891,84.87049,129.903811,-471.11782,166.276878,-129.903811,173.205081,-178.401233,2
401.835787,-19.052559,62.353829,143.760217,-353.338365,32.908965,-185.329436,126.439709,-252.879418,1
374.122974,-76.210236,19.052559,148.956369,-367.194771,124.707658,-192.25764,133.367912,-207.846097,1
348.142212,318.697349,306.572993,275.396078,-555.988309,147.224319,-24.248711,138.564065,77.942286,5
88.334591,166.276878,228.630707,285.788383,-419.156295,-135.099963,-60.621778,74.478185,-3.464102,0
289.252485,136.832014,122.975607,126.439709,-374.122974,142.028166,-96.994845,135.099963,-169.740979,6
339.481958,327.357603,367.194771,372.390924,-538.667801,86.60254,-128.17176,102.190998,-24.248711,5
320.429399,62.353829,-91.798693,124.707658,-387.979381,154.152522,-100.458947,173.205081,-128.17176,1
509.222937,228.630707,36.373067,245.951215,-585.433173,290.984536,-142.028166,173.205081,-55.425626,7
112.583302,155.884573,237.290961,301.376841,-422.620397,-128.17176,-51.961524,105.655099,12.124356,0
408.763991,-3.464102,-1.732051,138.564065,-460.725515,237.290961,-204.381995,143.760217,-277.128129,9
351.606314,-20.78461,19.052559,136.832014,-438.208854,239.023011,-171.47303,147.224319,-181.865335,1
365.46272,8.660254,199.185843,193.98969,-512.687039,152.420471,-185.329436,86.60254,-240.755062,8
342.94606,-29.444864,17.320508,119.511506,-289.252485,91.798693,-169.740979,131.635861,-240.755062,9
377.587076,-5.196152,8.660254,147.224319,-355.070416,180.133284,-188.793538,129.903811,-284.056332,9
434.744753,65.817931,-19.052559,190.525589,-505.758836,244.219164,-228.630707,173.205081,-322.16145,3
500.562683,237.290961,71.014083,96.994845,-439.940905,162.812776,-102.190998,173.205081,-188.793538,2
299.64479,192.25764,116.047404,161.080725,-299.64479,-174.937132,-98.726896,126.439709,-202.649944,4
365.46272,50.229473,-93.530744,122.975607,-450.33321,213.042249,-159.348674,173.205081,-216.506351,3
472.84987,88.334591,166.276878,223.434554,-294.448637,1.732051,-280.592231,133.367912,-405.299889,9
79.674337,119.511506,213.042249,290.984536,-367.194771,-95.262794,-122.975607,43.30127,-62.353829,0
491.902429,251.147367,157.616623,169.740979,-483.242175,188.793538,-128.17176,173.205081,-199.185843,2
441.672956,251.147367,121.243557,55.425626,-382.783228,1.732051,-39.837169,173.205081,-140.296115,2
542.131903,79.674337,-38.105118,249.415316,-405.299889,322.16145,-232.094808,142.028166,-155.884573,8
519.615242,126.439709,-19.052559,114.315353,-474.581921,159.348674,-133.367912,157.616623,-180.133284,7
147.224319,152.420471,213.042249,325.625552,-439.940905,-55.425626,-91.798693,105.655099,-20.78461,0
178.401233,169.740979,453.797312,290.984536,-531.739598,46.765372,-60.621778,126.439709,-67.549981,8
244.219164,245.951215,424.352448,292.716586,-552.524208,46.765372,-79.674337,140.296115,-90.066642,8
419.156295,13.856406,-103.923048,152.420471,-446.869108,342.94606,-193.98969,148.956369,-183.597386,1
218.238402,168.008928,445.137058,382.783228,-618.342138,116.047404,-171.47303,107.38715,-171.47303,8
407.03194,60.621778,25.980762,124.707658,-469.385769,96.994845,-159.348674,173.205081,-225.166605,7
465.921667,226.898656,116.047404,100.458947,-393.175533,135.099963,-74.478185,173.205081,-159.348674,2
389.711432,-24.248711,39.837169,159.348674,-420.888346,169.740979,-195.721741,140.296115,-223.434554,1
382.783228,46.765372,-5.196152,148.956369,-457.261413,174.937132,-185.329436,173.205081,-280.592231,3
493.63448,19.052559,77.942286,228.630707,-479.778074,230.362757,-277.128129,173.205081,-346.410162,5
452.065261,32.908965,98.726896,142.028166,-336.017857,-29.444864,-183.597386,121.243557,-301.376841,1
