@relation vehicle-weka.filters.unsupervised.attribute.RandomProjection-N3-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute Class {opel,saab,bus,van}

@data
914.522826,322.16145,263.271723,saab
812.331829,377.587076,325.625552,bus
921.45103,306.572993,277.128129,saab
722.265187,226.898656,316.965298,van
916.254877,315.233247,268.467875,saab
817.527981,265.003774,261.539672,van
923.18308,290.984536,258.07557,opel
895.470268,355.070416,318.697349,saab
732.657492,239.023011,292.716586,van
727.461339,285.788383,285.788383,bus
940.503589,355.070416,287.520434,saab
765.566457,190.525589,292.716586,van
928.379233,353.338365,280.592231,saab
829.652337,261.539672,252.879418,saab
725.729288,292.716586,273.664028,bus
803.671575,285.788383,251.147367,van
852.168997,316.965298,325.625552,opel
881.613861,290.984536,287.520434,bus
833.116438,251.147367,259.807621,bus
699.748526,261.539672,285.788383,van
801.939524,237.290961,268.467875,opel
983.804859,355.070416,282.324282,saab
895.470268,360.266568,311.769145,opel
866.025404,237.290961,235.55891,bus
803.671575,265.003774,280.592231,van
746.513898,235.55891,252.879418,opel
897.202318,301.376841,256.34352,opel
917.986928,336.017857,271.931977,bus
930.111284,336.017857,277.128129,opel
769.030559,284.056332,252.879418,bus
815.79593,280.592231,268.467875,saab
876.417709,365.46272,297.912739,saab
763.834406,306.572993,265.003774,bus
704.944679,242.487113,245.951215,saab
902.398471,360.266568,325.625552,opel
775.958762,271.931977,259.807621,opel
871.221556,230.362757,213.042249,bus
755.174152,306.572993,303.108891,van
723.997238,287.520434,294.448637,bus
775.958762,284.056332,263.271723,bus
819.260032,303.108891,315.233247,van
945.699741,332.553755,336.017857,saab
916.254877,270.199926,280.592231,opel
909.326674,284.056332,266.735824,saab
734.389542,237.290961,259.807621,saab
950.895893,358.534517,292.716586,opel
867.757455,226.898656,265.003774,van
954.359995,353.338365,297.912739,opel
895.470268,349.874263,313.501196,opel
795.011321,258.07557,280.592231,opel
904.130522,278.86018,259.807621,opel
859.097201,346.410162,339.481958,opel
762.102355,268.467875,306.572993,van
784.619016,301.376841,310.037095,van
843.508743,193.98969,244.219164,bus
872.953607,285.788383,258.07557,bus
952.627944,353.338365,284.056332,saab
820.992083,308.305044,273.664028,saab
711.872882,242.487113,251.147367,saab
864.293353,431.280651,322.16145,bus
767.298508,289.252485,289.252485,van
853.901048,299.64479,263.271723,saab
781.154914,258.07557,308.305044,van
834.848489,282.324282,259.807621,van
801.939524,185.329436,280.592231,opel
874.685658,244.219164,268.467875,saab
826.188235,285.788383,304.840942,van
940.503589,325.625552,285.788383,saab
803.671575,244.219164,275.396078,saab
748.245949,218.238402,284.056332,van
