@relation 'vehicle_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N9-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute hidden_unit_6output numeric
@attribute hidden_unit_7output numeric
@attribute hidden_unit_8output numeric
@attribute Class {opel,saab,bus,van}

@data
0.007851,0.141096,0.951486,0.999971,0.996733,0.572562,0.001777,0.028585,0.999999,saab
0.041417,0.027014,0.932676,0.999956,0.396483,0.085571,0.50046,0.979167,0.999999,van
0.527978,0.999119,0.000048,1,1,0.999892,0.999999,0.000143,0,van
0.73099,0.693881,0.468519,0.999379,0.416002,0.382601,0.205569,0.561663,0.999972,bus
0.024523,0.009642,0.952858,0.999989,0.070315,0.906413,0.78214,0.98335,0.999999,van
1,0.942525,0.461977,0.000034,0.341557,0.028323,0.000461,0.578435,0.000059,bus
0.165545,0.225405,0.091048,0.99996,0.029631,0.023877,0.978181,0.96231,0.999998,bus
0.999993,0.992748,0.076973,0.403017,0.012559,0.079205,0.804825,0.275742,0.648737,bus
0.014139,0.016913,0.990688,0.999851,0.990079,0.056942,0.022309,0.071089,1,saab
0.998667,0.009894,0.254362,0.988327,0.005964,0.997232,0.900946,0.60683,0.997154,saab
0.986496,0.060121,0.135439,0.999119,0.002374,0.441028,0.551728,0.921131,0.998591,bus
1,0.676278,0.441618,0.009033,0.081224,0.655617,0.691003,0.555277,0.002478,saab
0.948355,0.046065,0.834852,0.996838,0.173891,0.01291,0.751469,0.035204,0.999926,opel
0.23018,0.262611,0.008485,0.999991,0.002096,0.665075,0.965447,0.893953,0.999967,bus
0.014735,0.002692,0.88531,0.999998,0.002955,0.547984,0.991862,0.884105,1,van
0.76297,0.983367,0.95596,0.999111,0.989166,0.053151,0.087915,0.914126,0.999888,bus
0.760615,0.831835,0.831318,0.998555,0.451474,0.021322,0.805605,0.480035,0.999988,bus
1,0.157471,0.089925,0.060693,0.01393,0.957383,0.850997,0.897937,0.024631,saab
1,0.259278,0.131876,0.012856,0.104828,0.020549,0.934863,0.873605,0.031419,opel
0.999999,0.030063,0.318689,0.151236,0.01227,0.008981,0.988912,0.067222,0.169302,opel
1,0.008146,0.087701,0.088761,0.001873,0.98049,0.97599,0.681892,0.056859,opel
0.999982,0.858533,0.761302,0.814086,0.057702,0.735619,0.937492,0.55956,0.733302,saab
0.995332,0.738165,0.971886,0.994164,0.790087,0.73572,0.684263,0.983027,0.993122,van
0.288007,0.603613,0.77033,0.999809,0.59771,0.761002,0.484499,0.758114,0.999995,bus
1,0.628242,0.246484,0.034154,0.016513,0.842366,0.977396,0.04042,0.132979,opel
0.61117,0.946845,0.961286,0.999107,0.984169,0.314347,0.008134,0.986431,0.999951,bus
0.136975,0.250948,0.996442,0.999809,0.986353,0.012662,0.015867,0.818739,0.999995,van
0.056554,0.318974,0.982429,0.999991,0.640244,0.08699,0.751767,0.93718,0.999991,van
0.999966,0.012863,0.159392,0.937477,0.00098,0.992865,0.996109,0.779949,0.87386,saab
0.000539,0.482637,0.990293,0.999992,0.996426,0.016989,0.003029,0.734747,1,van
1,0.966318,0.056321,0.010195,0.179247,0.045371,0.015188,0.513808,0.008956,bus
1,0.983523,0.007841,0.020513,0.079142,0.514895,0.963267,0.896146,0.001289,saab
1,0.974884,0.183488,0.000001,0.243002,0.410088,0.000403,0.342049,0.000001,bus
0.472015,0.951707,0.956009,0.999836,0.998076,0.026239,0.007694,0.702835,0.999773,bus
0.999996,0.851356,0.171446,0.412088,0.105653,0.026316,0.98405,0.051357,0.347839,saab
0.982218,0.016398,0.16802,0.99527,0.003798,0.964513,0.781501,0.985622,0.999915,saab
0.624049,0.987145,0.986902,0.998596,0.996452,0.028397,0.010902,0.919558,0.999976,bus
0.999993,0.001529,0.647077,0.791918,0.000791,0.204379,0.997609,0.008718,0.556308,opel
0.955225,0.080216,0.98916,0.971267,0.506206,0.159947,0.308852,0.650053,0.999995,opel
0.824619,0.11295,0.488242,0.999804,0.022936,0.690351,0.997901,0.924473,0.999904,van
0.817065,0.048334,0.254299,0.999045,0.086096,0.478799,0.454145,0.920701,0.999986,saab
0.870801,0.003767,0.953367,0.999656,0.009039,0.0088,0.997206,0.003657,0.999918,van
0.999999,0.213702,0.611454,0.151887,0.029996,0.040447,0.961025,0.193507,0.420158,opel
1,0.898553,0.292174,0.001164,0.049887,0.949086,0.965606,0.140287,0.000264,opel
0.45718,0.967816,0.956837,0.999745,0.995346,0.08138,0.003382,0.958442,0.99993,bus
1,0.947621,0.350869,0.000068,0.126577,0.04582,0.031104,0.753255,0.000464,bus
1,0.792579,0.101532,0.003205,0.096015,0.31461,0.955271,0.662726,0.000375,saab
0.974129,0.209873,0.994554,0.997497,0.964206,0.146049,0.241678,0.374291,0.998727,van
0.999999,0.899632,0.539439,0.038055,0.023154,0.874581,0.042374,0.3901,0.334093,bus
0.990338,0.002657,0.964647,0.998185,0.036208,0.641336,0.991377,0.014167,0.998163,van
0.385969,0.694074,0.416528,0.999891,0.444912,0.180539,0.590988,0.837375,0.999981,bus
0.249657,0.335633,0.478637,0.999952,0.231894,0.219192,0.631711,0.828314,0.999988,bus
0.165749,0.604749,0.906816,0.99897,0.894507,0.855902,0.191107,0.91963,1,opel
0.001546,0.938944,0.7984,0.999989,0.994869,0.109023,0.002344,0.859152,1,saab
1,0.405262,0.372138,0.003818,0.120852,0.030469,0.796133,0.157777,0.002765,opel
1,0.930887,0.134063,0.004048,0.170539,0.8545,0.858547,0.073797,0.000541,opel
1,0.990636,0.184927,0.000172,0.253409,0.204915,0.006015,0.720025,0.000251,bus
1,0.004996,0.151094,0.004774,0.006072,0.858368,0.983343,0.002296,0.000183,saab
0.935954,0.058751,0.941303,0.999216,0.000726,0.140514,0.988252,0.378274,0.999978,opel
0.904209,0.027058,0.87857,0.999845,0.021282,0.043092,0.998105,0.239271,0.999644,van
0.123346,0.001428,0.983915,0.999958,0.001679,0.020371,0.989338,0.045495,1,opel
0.999978,0.346534,0.057382,0.410743,0.012279,0.993616,0.931616,0.966555,0.961921,opel
0.065836,0.731849,0.793246,0.999887,0.996774,0.016347,0.001382,0.095465,0.999994,saab
0.977822,0.267787,0.987281,0.996787,0.485177,0.161162,0.934226,0.063275,0.999416,van
0.777384,0.992646,0.904432,0.996442,0.952845,0.024449,0.310532,0.426225,0.999985,bus
0.999935,0.394245,0.361324,0.759212,0.049256,0.015094,0.989731,0.126499,0.96012,saab
0.998883,0.440958,0.048,0.989263,0.212137,0.43267,0.748837,0.910799,0.979325,opel
0.839728,0.395815,0.568035,0.999567,0.078769,0.028356,0.978699,0.021146,0.999891,bus
1,0.021538,0.469125,0.013203,0.014014,0.958446,0.700011,0.269787,0.007174,saab
0.940232,0.821666,0.576098,0.99859,0.373256,0.030585,0.891698,0.899572,0.999882,opel
0.999976,0.317902,0.059098,0.725173,0.003165,0.04757,0.997961,0.85225,0.930443,opel
1,0.10671,0.771457,0.008319,0.058539,0.884259,0.802155,0.698036,0.000257,saab
0.999999,0.032073,0.380921,0.18038,0.005076,0.997006,0.914094,0.853862,0.391258,saab
0.998778,0.651994,0.568846,0.925478,0.072439,0.023825,0.912416,0.82015,0.999007,saab
0.989689,0.312759,0.978473,0.997118,0.902937,0.075715,0.801522,0.102424,0.99662,van
0.963143,0.282771,0.968051,0.989722,0.93691,0.346157,0.080897,0.051848,0.999866,opel
1,0.509641,0.247331,0.017857,0.100297,0.01815,0.983169,0.056579,0.007032,saab
0.9848,0.945414,0.865276,0.998593,0.898481,0.068042,0.914776,0.934146,0.99548,van
0.005166,0.406615,0.960963,0.999986,0.996869,0.955871,0.004648,0.228837,0.999999,saab
0.44565,0.976064,0.827211,0.998618,0.963176,0.03046,0.219964,0.487514,0.999994,bus
0.997766,0.586085,0.964387,0.959719,0.561116,0.329492,0.374812,0.455037,0.998662,opel
0.978512,0.586227,0.013369,0.998887,0.009199,0.045362,0.430247,0.957438,0.999181,bus
0.969836,0.672605,0.181434,0.996802,0.006708,0.114282,0.965084,0.129116,0.999746,bus
0.990355,0.59816,0.655944,0.996165,0.08232,0.315852,0.990051,0.925951,0.998462,van
0.99535,0.697283,0.133781,0.995765,0.001671,0.645036,0.98551,0.182266,0.997229,bus
0.000272,0.387233,0.988897,0.999995,0.996953,0.375882,0.001105,0.488248,1,van
1,0.982844,0.04602,0.001114,0.03929,0.385571,0.002462,0.980142,0.004913,bus
1,0.058013,0.406839,0.020192,0.05724,0.749808,0.736846,0.108289,0.001066,saab
0.003892,0.243664,0.927138,0.999974,0.771034,0.310847,0.17116,0.985121,1,saab
0.000483,0.638424,0.958979,0.999996,0.996914,0.045597,0.010182,0.987451,1,saab
1,0.961744,0.138391,0.016849,0.061677,0.703011,0.962508,0.870745,0.000932,opel
0.006685,0.924422,0.929757,0.999966,0.9954,0.068382,0.015287,0.985268,1,opel
1,0.99966,0.002492,0.000042,0.271172,0.263518,0.000829,0.286517,0.000032,bus
0.842635,0.994062,0.951269,0.998865,0.964616,0.507518,0.086256,0.916077,0.999871,bus
1,0.842123,0.015009,0.018576,0.039789,0.808931,0.882984,0.500543,0.007095,opel
0.709325,0.199926,0.990847,0.998157,0.435223,0.481535,0.730035,0.775899,0.999993,opel
0.996879,0.974049,0.754456,0.989013,0.961727,0.022572,0.936146,0.571601,0.979939,van
0.999818,0.156551,0.041123,0.864744,0.040522,0.363593,0.775842,0.743325,0.980065,saab
0.983724,0.828726,0.940409,0.996656,0.842836,0.02032,0.917057,0.841843,0.999001,van
0.257573,1,0,1,1,0.999998,0.999999,0,0,van
1,0.926831,0.204378,0.00186,0.17304,0.741799,0.934924,0.69772,0.000279,opel
0.650777,0.86151,0.993666,0.999608,0.996311,0.321278,0.001724,0.966712,0.999858,bus
0.034447,0.050605,0.214723,1,0.970299,0.703783,0.999833,0.777088,0.50837,van
0.969403,0.042159,0.78656,0.99931,0.129295,0.646726,0.995428,0.420513,0.999074,van
0.900256,0.962901,0.657368,0.997838,0.587345,0.065247,0.759334,0.154911,0.999911,bus
0.999793,0.991418,0.32731,0.79601,0.132469,0.031782,0.874361,0.800672,0.992048,saab
0.67156,0.318309,0.026247,0.999666,0.60518,0.017872,0.335312,0.980166,0.999921,opel
1,0.990202,0.221337,0.000002,0.497571,0.002967,0.000135,0.368786,0.000004,bus
0.42075,0.813558,0.157346,0.999336,0.466279,0.028295,0.644198,0.83884,0.999997,bus
0.737474,0.089082,0.027122,0.999946,0.001642,0.656278,0.865691,0.839697,0.999779,bus
0.043871,0.344522,0.858943,0.999995,0.353942,0.020456,0.989994,0.339901,0.999991,van
1,0.007195,0.409583,0.029896,0.014217,0.782694,0.990011,0.003069,0.003382,saab
0.365988,0.030175,0.547746,0.999888,0.20196,0.858729,0.385131,0.900417,0.999995,opel
1,0.262302,0.754501,0.0101,0.464767,0.071481,0.217993,0.487376,0.009027,opel
0.4233,0.001124,0.829701,0.999953,0.010227,0.015722,0.997752,0.060341,0.999988,van
0.999999,0.044989,0.089531,0.482018,0.033945,0.849925,0.976335,0.698321,0.080655,opel
0.337706,0.413408,0.296768,0.999957,0.018484,0.873319,0.925003,0.85667,0.999984,bus
0.004446,0.611454,0.940159,0.999981,0.991803,0.938961,0.038208,0.984438,1,opel
0.261794,0.177041,0.839582,0.998433,0.717569,0.038879,0.155071,0.991694,1,saab
0.577783,0.89012,0.787147,0.999654,0.496506,0.112415,0.860219,0.47892,0.999976,bus
0.961577,0.085538,0.200471,0.998767,0.066166,0.982657,0.616297,0.990627,0.999829,saab
0.980084,0.724847,0.27956,0.998699,0.054253,0.04107,0.990718,0.630614,0.999123,saab
0.000073,0.898931,0.984932,0.999996,0.998384,0.328172,0.001943,0.976153,1,opel
0.643431,0.961968,0.973103,0.999125,0.993664,0.56304,0.018423,0.688089,0.99996,bus
0.052163,0.008144,0.756122,0.999939,0.016831,0.995474,0.705339,0.956805,1,opel
0.990469,0.381803,0.993809,0.997087,0.972181,0.786578,0.372952,0.592917,0.99508,van
1,0.254667,0.637028,0.016908,0.04271,0.784367,0.946643,0.979275,0.004539,opel
0.501666,0.278321,0.932906,0.999206,0.079243,0.18261,0.934267,0.217937,0.999998,bus
0.106668,0.080873,0.018574,0.999995,0.001327,0.747758,0.960953,0.936108,0.999989,bus
0.575517,0.968201,0.351256,0.999452,0.941106,0.604142,0.33039,0.212465,0.999921,bus
0.018039,0.001048,0.862046,0.999989,0.00231,0.520281,0.892366,0.963006,1,saab
0.032219,0.606678,0.980845,0.999957,0.997584,0.003677,0.002603,0.850594,0.999993,van
0.999999,0.668607,0.029905,0.416142,0.186776,0.116817,0.779783,0.793134,0.060784,opel
0.007806,0.01,0.229405,0.999998,0.002229,0.023961,0.984546,0.980625,1,saab
0.83087,0.915606,0.99116,0.998003,0.993653,0.021374,0.013491,0.590826,0.999922,bus
0.998898,0.019938,0.080153,0.978714,0.030638,0.95546,0.802205,0.296763,0.996067,opel
0.024891,0.005323,0.963966,0.999972,0.025446,0.992919,0.670333,0.987838,1,opel
1,0.52536,0.219215,0.005918,0.070542,0.866159,0.751539,0.29898,0.000929,opel
0.978655,0.011231,0.508012,0.99842,0.024706,0.994039,0.656264,0.898697,0.99981,opel
1,0.005821,0.311291,0.015979,0.026294,0.622605,0.87375,0.163796,0.007891,saab
0.032752,0.023867,0.868535,0.999996,0.224368,0.190699,0.930338,0.243497,0.999998,van
1,0.88532,0.048205,0.008862,0.059388,0.13569,0.987355,0.971547,0.008244,saab
0.999983,0.979525,0.001008,0.720849,0.035579,0.515359,0.225221,0.289587,0.370757,bus
0.675018,0.072348,0.954222,0.998818,0.786214,0.967739,0.028385,0.957156,0.999994,saab
0.78708,0.729941,0.984707,0.999008,0.991017,0.322095,0.007425,0.431639,0.999878,bus
1,0.269336,0.809947,0.007518,0.152835,0.446986,0.434009,0.756299,0.014449,saab
0.005375,0.031139,0.858966,0.999991,0.037694,0.364992,0.930804,0.957938,1,van
0.375844,0.04605,0.998183,0.999541,0.979197,0.0627,0.011127,0.10686,0.999983,van
0.4364,0.469531,0.94444,0.999276,0.99611,0.017115,0.008984,0.243357,0.999989,opel
0.999869,0.834592,0.382607,0.825139,0.057998,0.062805,0.958975,0.316302,0.984963,opel
0.999998,0.033013,0.185887,0.284149,0.002308,0.990488,0.994257,0.993492,0.696382,saab
0.999999,0.886553,0.215571,0.274571,0.017753,0.127405,0.984081,0.957287,0.208983,saab
0.989065,0.686616,0.978642,0.997634,0.981227,0.08751,0.350311,0.225271,0.98735,van
0.000933,0.008623,0.982346,0.999994,0.266105,0.178863,0.644203,0.91746,1,van
0.99999,0.248183,0.296075,0.698428,0.022697,0.203137,0.981766,0.066228,0.527475,opel
1,0.998774,0.003233,0.000223,0.154412,0.932529,0.004432,0.109924,0.000366,bus
0.976098,0.736786,0.979161,0.998109,0.980577,0.024192,0.322143,0.124701,0.996074,van
0.999999,0.125105,0.625703,0.134522,0.024621,0.326135,0.974776,0.049949,0.343205,saab
1,0.999652,0.007998,0.040643,0.438354,0.20993,0.984733,0.560192,0.003498,opel
1,0.977163,0.13154,0.143986,0.028483,0.305755,0.256911,0.488217,0.05217,bus
0.455774,0.037011,0.499136,0.999937,0.492825,0.29476,0.972227,0.045526,0.999922,van
0.916926,0.923991,0.245747,0.999369,0.138455,0.314742,0.973384,0.039214,0.999409,bus
0.716138,0.008468,0.185288,0.999617,0.005131,0.043593,0.930858,0.872394,0.999992,opel
0.841707,0.004637,0.425633,0.999752,0.003553,0.975239,0.950183,0.837018,0.999942,opel
0.692912,0.211745,0.720594,0.999304,0.037243,0.025606,0.938569,0.28864,0.999988,bus
0.999999,0.711968,0.023065,0.181669,0.017603,0.044779,0.997283,0.847373,0.07742,saab
0.371556,0.992177,0.904972,0.9998,0.993137,0.585249,0.025427,0.922473,0.999948,bus
0.555863,0.670488,0.994565,0.99852,0.96507,0.22216,0.01615,0.94906,0.99999,van
0.435105,0.768045,0.81626,0.999929,0.454907,0.078698,0.964155,0.052643,0.999962,van
1,0.989001,0.050802,0.005037,0.335177,0.044564,0.968138,0.027185,0.00027,opel
0.997548,0.01931,0.047604,0.993311,0.001747,0.10005,0.99652,0.951372,0.998587,saab
0.053877,0.008896,0.985201,0.999962,0.003481,0.013475,0.994022,0.086098,1,van
1,0.192136,0.164275,0.019305,0.006156,0.425076,0.959024,0.368089,0.139621,opel
0.998296,0.391571,0.37015,0.983633,0.144167,0.022553,0.919161,0.074895,0.991893,opel
0.462029,0.548949,0.976972,0.998894,0.995312,0.015045,0.000289,0.231302,0.999992,opel
0.999862,0.945097,0.064022,0.963788,0.002321,0.362357,0.935696,0.448158,0.862538,bus
0.463072,0.969144,0.730836,0.999397,0.988075,0.510992,0.121773,0.256044,0.999971,bus
0.272602,0.990147,0.820263,0.999805,0.988765,0.579627,0.205454,0.892839,0.999984,bus
1,0.698791,0.914071,0.004513,0.381076,0.784099,0.380284,0.18803,0.00274,opel
1,0.209717,0.091589,0.014896,0.085105,0.481827,0.820544,0.195699,0.000783,saab
0.02288,0.003636,0.978262,0.999998,0.002543,0.005774,0.997734,0.08914,0.999999,van
0.255456,0.881574,0.871128,0.999837,0.594334,0.139383,0.812014,0.899801,0.999991,van
1,0.766214,0.083996,0.005995,0.017948,0.892848,0.99449,0.242765,0.00036,opel
1,0.948948,0.161906,0.0026,0.183852,0.066208,0.000858,0.94366,0.021207,bus
1,0.57729,0.204829,0.002473,0.246585,0.009309,0.909877,0.028423,0.000114,opel
0.491968,0.286818,0.893641,0.999111,0.989334,0.182682,0.027395,0.391842,0.999992,opel
1,0.995846,0.062742,0.016392,0.135468,0.969116,0.933355,0.766715,0.009552,saab
1,0.845937,0.398933,0.010206,0.336392,0.113187,0.932352,0.899233,0.000341,opel
0.981111,0.87911,0.897989,0.998446,0.934143,0.202818,0.91701,0.694469,0.994621,van
0.999648,0.840224,0.012144,0.896654,0.00636,0.559707,0.827006,0.474105,0.993157,bus
0.358054,0.986546,0.956191,0.999752,0.997244,0.022264,0.002949,0.966949,0.999956,bus
1,0.995477,0.036428,0.016774,0.455812,0.025247,0.934493,0.813702,0.002877,saab
1,0.944742,0.065855,0.07436,0.153676,0.85877,0.871521,0.70507,0.001656,opel
0.998493,0.20303,0.791834,0.945438,0.087224,0.385045,0.844588,0.094813,0.998297,opel
0.08704,0.113108,0.744802,0.999971,0.638609,0.213366,0.558541,0.891812,0.999998,van
0.987912,0.967697,0.909057,0.998098,0.961763,0.02737,0.882928,0.894986,0.989617,van
0.75024,0.998066,0.737291,0.998381,0.976965,0.514932,0.160635,0.448582,0.999918,bus
1,0.956959,0.039415,0.005706,0.427186,0.480213,0.974255,0.030327,0.000139,opel
0.992971,0.313517,0.711023,0.98798,0.097411,0.217633,0.874205,0.094739,0.999332,saab
0.741958,0.032806,0.9493,0.994372,0.952709,0.623047,0.039033,0.715292,0.999998,opel
1,0.097702,0.300369,0.011441,0.019357,0.659391,0.915846,0.887486,0.067043,opel
1,0.131899,0.689278,0.001215,0.045893,0.673575,0.870783,0.38606,0.00036,saab
0.993654,0.00625,0.903061,0.995932,0.007379,0.128291,0.988037,0.032632,0.998853,saab
0.524129,0.972614,0.949951,0.999619,0.994517,0.134008,0.00404,0.861625,0.999925,bus
1,0.859867,0.702009,0.002334,0.15258,0.323193,0.60537,0.905257,0.005576,opel
1,0.929144,0.427827,0.000006,0.676439,0.001858,0.000161,0.490931,0.000162,bus
0.937328,0.861581,0.287554,0.997567,0.048186,0.073199,0.940108,0.292431,0.99989,bus
1,0.910134,0.075063,0.012175,0.016093,0.980996,0.986662,0.839351,0.002966,opel
0.956445,0.453687,0.889497,0.999328,0.834317,0.039841,0.762742,0.986975,0.998838,van
0.000282,0.561234,0.990329,0.999995,0.996855,0.275318,0.00067,0.714479,1,van
1,0.866686,0.915899,0.003863,0.038934,0.93164,0.574822,0.99552,0.004378,opel
1,0.986328,0.073917,0.013306,0.237215,0.258144,0.951625,0.961885,0.000258,opel
1,0.900014,0.342782,0.007768,0.156232,0.12099,0.496917,0.853906,0.001036,opel
0.007883,0.129434,0.974724,0.999981,0.974067,0.952191,0.021631,0.941776,1,opel
0.438458,0.082189,0.94849,0.999498,0.932192,0.498542,0.015934,0.748891,0.999988,saab
0.999971,0.909655,0.009677,0.824305,0.11923,0.668507,0.889685,0.921586,0.581925,opel
1,0.045253,0.153504,0.002812,0.108832,0.106416,0.812476,0.0022,0.000177,saab
1,0.25347,0.269439,0.013588,0.005703,0.995025,0.980178,0.994635,0.032731,saab
0.308776,0.014093,0.502401,0.999813,0.071759,0.99112,0.46387,0.986365,0.999997,opel
0.997655,0.208492,0.882045,0.994963,0.468115,0.825336,0.97574,0.667607,0.981332,van
1,0.651981,0.88817,0.001867,0.266889,0.875485,0.554163,0.244973,0.001474,opel
0.608424,0.949364,0.977944,0.999127,0.997586,0.111711,0.003558,0.761195,0.999938,bus
0.724203,0.102586,0.29785,0.999301,0.068786,0.117712,0.506382,0.989873,0.999995,opel
1,0.701916,0.492129,0.002316,0.039547,0.943723,0.900126,0.995207,0.001845,opel
0.731276,0.001795,0.657537,0.999812,0.002256,0.998264,0.934633,0.962845,0.999967,saab
0.048728,0.071143,0.789242,0.999969,0.767601,0.076843,0.350563,0.7742,0.999999,van
0.002031,0.966904,0.965969,0.999991,0.99744,0.903833,0.001225,0.982419,1,opel
0.898581,0.000451,0.952494,0.999884,0.00051,0.072924,0.994426,0.002156,0.999893,opel
1,0.299734,0.114349,0.003309,0.021157,0.944476,0.991555,0.04235,0.000364,saab
0.633886,0.394871,0.928464,0.998348,0.966641,0.495065,0.017631,0.834537,0.999992,saab
0.042449,0.024816,0.612129,0.999997,0.005042,0.070084,0.998025,0.923152,0.999999,van
0.996243,0.067644,0.216863,0.983434,0.185836,0.704944,0.221495,0.859093,0.999303,saab
0.077218,0.585417,0.657222,0.999866,0.887121,0.009026,0.284601,0.980285,0.999999,van
0.044255,0.02351,0.791343,0.999952,0.011594,0.998041,0.828014,0.986523,1,saab
0.097909,0.997441,0.000024,1,0.999999,0.998902,1,0.001681,0,van
1,0.58436,0.084486,0.014082,0.010397,0.693959,0.987044,0.985799,0.010821,opel
0.991021,0.305102,0.886443,0.978513,0.205883,0.0909,0.569087,0.595285,0.999817,saab
0.999937,0.089948,0.042625,0.89457,0.213289,0.368758,0.616105,0.02409,0.749607,saab
1,0.009024,0.404739,0.039342,0.021714,0.537246,0.8993,0.47108,0.070262,opel
0.996011,0.425928,0.443499,0.997888,0.0011,0.751469,0.988966,0.083143,0.993859,bus
0.556733,0.895737,0.990896,0.999702,0.99824,0.064416,0.002891,0.661941,0.999814,bus
0.999888,0.247989,0.877651,0.817154,0.061788,0.475019,0.826784,0.097583,0.989263,saab
1,0.945478,0.727938,0.000003,0.379645,0.851724,0.000385,0.982604,0.00002,bus
1,0.161207,0.025719,0.189324,0.004506,0.710809,0.994518,0.989378,0.119783,saab
0.009004,0.246273,0.983308,0.999969,0.972596,0.019404,0.136633,0.111151,1,van
0.058912,0.196865,0.99746,0.999965,0.995929,0.025696,0.001206,0.450032,0.999989,van
0.98551,0.01976,0.458316,0.998235,0.149224,0.171522,0.991741,0.037488,0.997295,van
1,0.972788,0.073822,0.012887,0.101917,0.883371,0.979943,0.855433,0.000377,saab
0.008181,0.017198,0.987848,0.999998,0.003855,0.110877,0.995357,0.681176,1,van
0.999997,0.669238,0.010377,0.312412,0.166486,0.383046,0.94617,0.749091,0.246087,opel
1,0.990297,0.121992,0.000127,0.329669,0.038546,0.001923,0.45705,0.000037,bus
0.891011,0.791816,0.139741,0.999651,0.036099,0.180898,0.98244,0.05127,0.999616,bus
0.001188,0.007362,0.861901,0.999999,0.006936,0.105024,0.962963,0.945015,1,van
0.961496,0.005147,0.169718,0.999116,0.007665,0.574408,0.952293,0.911615,0.999877,saab
0.585686,0.155358,0.028595,0.999734,0.17966,0.741734,0.782291,0.857121,0.999943,saab
0.316301,0.982625,0.045823,1,0.994757,0.736813,0.983217,0.546209,0.541743,bus
0.985602,0.406059,0.97762,0.998992,0.980772,0.206569,0.736251,0.846018,0.990604,van
0.341711,0.080684,0.998322,0.999764,0.994437,0.316402,0.000839,0.639464,0.999959,van
0.498403,0.275511,0.944113,0.999937,0.039248,0.083034,0.976166,0.474282,0.999978,bus
0.335274,0.403835,0.019044,0.999955,0.162875,0.186679,0.959438,0.506837,0.999943,bus
1,0.797548,0.130401,0.037241,0.141158,0.017401,0.845923,0.960967,0.00417,saab
0.000945,0.384888,0.990509,0.999979,0.982922,0.011819,0.016931,0.435587,1,van
0.171201,0.234865,0.98717,0.9999,0.989285,0.823456,0.026174,0.917471,0.999994,opel
0.992727,0.042166,0.109798,0.988967,0.298676,0.608044,0.254477,0.332076,0.999339,saab
0.577542,0.995662,0.961007,0.999797,0.997679,0.087963,0.011958,0.958576,0.99963,bus
1,0.001633,0.229733,0.020409,0.003779,0.925465,0.879963,0.048115,0.208077,saab
0.999826,0.738243,0.597472,0.904378,0.083375,0.131493,0.961278,0.064861,0.981821,opel
1,0.997288,0.000906,0.000358,0.17462,0.556596,0.055786,0.027067,0.000047,bus
0.059501,0.408332,0.947954,0.999609,0.74898,0.309942,0.055703,0.787674,1,saab
0.507967,0.99207,0.971187,0.999769,0.997791,0.040764,0.005431,0.9783,0.999863,bus
1,0.996254,0.006241,0.024288,0.154019,0.213081,0.985114,0.502283,0.00232,saab
1,0.948692,0.376264,0.002768,0.168304,0.015477,0.56098,0.899269,0.002237,opel
0.93169,0.625046,0.022489,0.998804,0.626407,0.972726,0.318747,0.820566,0.999535,opel
1,0.398074,0.175861,0.02453,0.052809,0.847971,0.820611,0.782661,0.001545,saab
0.8781,0.010595,0.995566,0.997132,0.146453,0.833659,0.194516,0.175838,0.999989,opel
0.161637,0.017183,0.022768,0.999993,0.000547,0.879801,0.787311,0.881304,0.999985,bus
0.999884,0.062283,0.655128,0.964711,0.001571,0.746716,0.998156,0.836832,0.926846,saab
1,0.899618,0.04034,0.023205,0.150946,0.013878,0.958634,0.093446,0.001366,saab
0.916523,0.322453,0.1915,0.997681,0.786653,0.123608,0.232012,0.845232,0.999891,saab
0.643582,0.977542,0.974111,0.999491,0.995782,0.0574,0.00267,0.928594,0.999885,bus
0.002507,0.010517,0.335549,0.999998,0.180561,0.022526,0.961183,0.710566,1,van
1,0.05632,0.439399,0.006784,0.039652,0.993561,0.892172,0.09186,0.000241,saab
0.948744,0.094036,0.939283,0.995582,0.063894,0.099238,0.748347,0.129497,0.99995,saab
0.968832,0.19766,0.605963,0.998779,0.267601,0.15308,0.993602,0.179104,0.998839,van
0.992746,0.925948,0.979148,0.997312,0.981468,0.062462,0.685759,0.982438,0.988047,van
1,0.852678,0.114198,0.0368,0.150513,0.735294,0.966505,0.125729,0.002707,opel
1,0.888224,0.035218,0.015074,0.032167,0.899558,0.97861,0.914021,0.001432,saab
1,0.840766,0.030821,0.008093,0.129087,0.026298,0.966056,0.550576,0.000589,saab
1,0.985031,0.256692,0.030798,0.061103,0.077173,0.959527,0.801402,0.065743,opel
0.99596,0.029746,0.84496,0.992966,0.001365,0.104035,0.994893,0.660956,0.999712,opel
0.002817,0.441833,0.892037,0.999957,0.937085,0.11798,0.396377,0.851161,1,opel
0.526702,0.935007,0.974373,0.999722,0.997391,0.025703,0.003695,0.88797,0.999911,bus
0.022886,0.069785,0.571947,0.999994,0.770896,0.021108,0.461007,0.732942,0.999998,van
1,0.080211,0.688437,0.003389,0.086645,0.311963,0.609278,0.140596,0.000496,saab
1,0.780976,0.242815,0.018246,0.46834,0.036205,0.888301,0.023347,0.000916,saab
