@relation 'pendigits_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N18-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute hidden_unit_6output numeric
@attribute hidden_unit_7output numeric
@attribute hidden_unit_8output numeric
@attribute hidden_unit_9output numeric
@attribute hidden_unit_10output numeric
@attribute hidden_unit_11output numeric
@attribute hidden_unit_12output numeric
@attribute hidden_unit_13output numeric
@attribute hidden_unit_14output numeric
@attribute hidden_unit_15output numeric
@attribute hidden_unit_16output numeric
@attribute hidden_unit_17output numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0.488833,0.166144,0.874616,0.999973,0.50442,0.733096,0.240056,0.058971,0.455079,0.747827,0.460675,0.046555,0.725535,0.952371,0.098886,0.805702,0.04273,0.711536,3
0.599377,0.924801,0.782817,0.997731,0.968302,0.043173,0.978887,0.058605,0.887658,0.376946,0.740221,0.002679,0.078368,0.327084,0.953941,0.844118,0.263354,0.256603,6
0.073723,0.943097,0.927566,0.736773,0.392629,0.17669,0.993604,0.901722,0.862566,0.205051,0.709747,0.010108,0.329513,0.007725,0.963471,0.510369,0.953835,0.845179,8
0.297154,0.053486,0.382786,0.999983,0.110114,0.978672,0.048241,0.047986,0.935599,0.633648,0.738217,0.155921,0.394806,0.977906,0.425136,0.199258,0.743107,0.22481,1
0.826021,0.880973,0.86125,0.996429,0.858029,0.04001,0.950454,0.055152,0.367062,0.507644,0.652969,0.006023,0.181088,0.201828,0.751946,0.925078,0.028507,0.101048,6
0.930693,0.898908,0.883465,0.093854,0.659747,0.039802,0.916049,0.076295,0.034104,0.261281,0.804814,0.627118,0.326929,0.000385,0.666689,0.620295,0.04971,0.902545,0
0.21372,0.071635,0.09407,0.999928,0.044298,0.945554,0.00402,0.914306,0.151687,0.981763,0.026657,0.839476,0.819274,0.908326,0.056448,0.05951,0.169949,0.606178,1
0.284832,0.089302,0.715303,0.999873,0.951351,0.3427,0.897681,0.058291,0.993678,0.604155,0.688394,0.004874,0.024201,0.893206,0.954679,0.356126,0.846128,0.267594,6
0.090718,0.090555,0.847384,0.992394,0.711114,0.608402,0.963324,0.960111,0.959172,0.053472,0.407227,0.008355,0.546464,0.177243,0.095495,0.663276,0.820017,0.78727,7
0.244029,0.073642,0.924071,0.999985,0.028784,0.872176,0.255949,0.048865,0.475466,0.510462,0.822905,0.028565,0.27078,0.973481,0.597093,0.687966,0.216763,0.623327,3
0.791712,0.809489,0.841602,0.998723,0.262026,0.048782,0.017098,0.162875,0.020447,0.299382,0.639974,0.791683,0.579182,0.48745,0.367729,0.901267,0.321456,0.882523,4
0.611056,0.96447,0.266495,0.118408,0.028709,0.802675,0.016019,0.229223,0.041477,0.959702,0.034955,0.998667,0.968565,0.000716,0.443718,0.983043,0.940861,0.22612,0
0.0834,0.316423,0.932169,0.999731,0.882505,0.399781,0.908278,0.946226,0.990497,0.405255,0.146192,0.002103,0.058135,0.806029,0.717498,0.97941,0.826329,0.255444,2
0.388632,0.838875,0.870881,0.970568,0.102067,0.016592,0.991571,0.957057,0.279449,0.091954,0.896909,0.003989,0.372205,0.060134,0.962725,0.174584,0.910517,0.901137,8
0.510411,0.779273,0.392945,0.999993,0.382628,0.760242,0.035147,0.053415,0.333468,0.728846,0.625224,0.138598,0.719874,0.985846,0.194175,0.781034,0.07461,0.853053,9
0.533884,0.184022,0.855556,0.99997,0.711313,0.686638,0.238315,0.102981,0.524488,0.789186,0.353748,0.046782,0.8664,0.948416,0.067786,0.593047,0.05183,0.575561,3
0.781072,0.716066,0.053451,0.999984,0.474875,0.948891,0.004358,0.052514,0.477522,0.901744,0.152726,0.617583,0.872443,0.971978,0.112332,0.92133,0.038192,0.915077,9
0.03477,0.976634,0.819901,0.999965,0.09705,0.164489,0.03234,0.950568,0.215473,0.183357,0.218095,0.13659,0.925286,0.960132,0.35001,0.391173,0.978887,0.901355,2
0.061261,0.344771,0.793821,0.999893,0.193486,0.963775,0.908427,0.809868,0.916898,0.230864,0.931249,0.006514,0.649428,0.912362,0.044758,0.563587,0.670765,0.95122,7
0.056946,0.196828,0.938064,0.999933,0.011081,0.958502,0.83517,0.925712,0.402391,0.262498,0.835135,0.005468,0.750825,0.917093,0.042018,0.523815,0.219626,0.806055,7
0.433114,0.407455,0.972093,0.92601,0.928175,0.092153,0.978877,0.964281,0.854942,0.285361,0.113212,0.013308,0.818961,0.028764,0.067835,0.724983,0.725689,0.654228,7
0.088359,0.817419,0.806498,0.999959,0.041061,0.741421,0.012614,0.421328,0.028064,0.436285,0.34931,0.559581,0.972809,0.9405,0.032321,0.317083,0.308578,0.965377,7
0.306538,0.082719,0.117158,0.999934,0.386334,0.889927,0.031008,0.950136,0.793786,0.937396,0.024212,0.306382,0.788376,0.926188,0.066881,0.114242,0.504484,0.338054,1
0.767204,0.965692,0.746464,0.997345,0.108562,0.128387,0.008154,0.145565,0.015225,0.209638,0.657718,0.919857,0.928107,0.363927,0.226944,0.898596,0.693382,0.827659,4
0.08268,0.308001,0.92814,0.99938,0.835166,0.444124,0.724965,0.957635,0.919312,0.186696,0.058338,0.012518,0.831074,0.634026,0.075185,0.669979,0.768288,0.431391,2
0.4074,0.031973,0.888501,0.999982,0.062437,0.933703,0.168429,0.046404,0.616147,0.608596,0.765807,0.061883,0.192128,0.970638,0.786419,0.666026,0.11638,0.611688,3
0.138611,0.982615,0.738968,0.042685,0.710518,0.431974,0.996254,0.957809,0.772213,0.15031,0.723751,0.082734,0.826506,0.000238,0.221955,0.590857,0.881964,0.732273,5
0.973841,0.020993,0.008093,0.994648,0.030787,0.895936,0.000563,0.635708,0.093325,0.932701,0.406592,0.998114,0.988082,0.299724,0.041776,0.005476,0.940654,0.007778,1
0.464391,0.09454,0.170703,0.999977,0.134442,0.858688,0.21757,0.960287,0.830201,0.692659,0.455161,0.034696,0.917352,0.9748,0.036381,0.03898,0.880997,0.034858,1
0.59002,0.939674,0.702427,0.996835,0.96285,0.022888,0.978971,0.186463,0.733994,0.878918,0.155332,0.002611,0.085047,0.22478,0.961638,0.850029,0.068977,0.252179,6
0.36986,0.933739,0.745048,0.999418,0.973201,0.04203,0.951347,0.233002,0.948407,0.789649,0.223531,0.00239,0.117231,0.62454,0.971757,0.866274,0.56164,0.423622,6
0.172967,0.488578,0.872291,0.99992,0.930572,0.258395,0.825985,0.964031,0.970625,0.374897,0.124752,0.0031,0.887152,0.925022,0.194139,0.551156,0.933779,0.274571,2
0.045894,0.351754,0.906352,0.999959,0.068936,0.965402,0.800249,0.463544,0.905625,0.230521,0.910492,0.006291,0.715957,0.957852,0.052929,0.748755,0.812318,0.947389,7
0.887244,0.624925,0.781448,0.999733,0.683752,0.033415,0.005483,0.611876,0.101062,0.590266,0.391094,0.819115,0.094633,0.821032,0.955293,0.249267,0.312637,0.903675,9
0.702531,0.963471,0.678019,0.015761,0.977805,0.315263,0.989022,0.101292,0.719983,0.922136,0.053819,0.458845,0.883132,0.000082,0.636151,0.520251,0.271261,0.888199,8
0.55628,0.89285,0.825054,0.999207,0.842403,0.117435,0.946973,0.050221,0.802482,0.621034,0.767175,0.003789,0.066939,0.535778,0.952856,0.914041,0.173386,0.143943,6
0.076983,0.772274,0.869834,0.999963,0.051702,0.895515,0.01893,0.037185,0.251626,0.698138,0.823302,0.481486,0.301696,0.946386,0.97439,0.868665,0.364668,0.843958,9
0.733091,0.090506,0.435454,0.999989,0.921932,0.720359,0.026067,0.051928,0.772614,0.775562,0.363665,0.261052,0.227246,0.981375,0.138927,0.841214,0.033675,0.957108,5
0.944543,0.803059,0.563917,0.064015,0.323003,0.032088,0.991812,0.275468,0.035265,0.833639,0.676038,0.163489,0.722025,0.000214,0.505411,0.324804,0.071825,0.567952,0
0.992474,0.025938,0.025838,0.012368,0.421418,0.730658,0.457294,0.041574,0.538681,0.737291,0.966149,0.990584,0.025733,0.000094,0.721929,0.838934,0.333176,0.05625,8
0.242382,0.021211,0.583791,0.999988,0.028245,0.985763,0.136994,0.940734,0.939353,0.177236,0.977416,0.044102,0.252643,0.987696,0.074779,0.229788,0.881642,0.100294,1
0.91015,0.916186,0.705929,0.995125,0.469839,0.018362,0.271978,0.957672,0.015085,0.533459,0.041269,0.162157,0.918926,0.181121,0.054796,0.926925,0.041084,0.584532,4
0.430569,0.285103,0.068886,0.999243,0.037444,0.941264,0.003471,0.501505,0.291996,0.542064,0.752323,0.964705,0.994018,0.677342,0.06057,0.015557,0.988063,0.028843,1
0.939463,0.339191,0.934231,0.033034,0.110115,0.34824,0.277023,0.109694,0.015562,0.01657,0.919903,0.98803,0.955383,0.000208,0.047716,0.744974,0.615155,0.276229,0
0.270338,0.228531,0.744889,0.747188,0.200625,0.058634,0.992185,0.965723,0.621878,0.303075,0.633451,0.016838,0.682899,0.008152,0.684645,0.02657,0.970218,0.791582,8
0.135786,0.437398,0.78951,0.999976,0.272464,0.469168,0.201697,0.959301,0.451553,0.665932,0.109739,0.02887,0.935259,0.965004,0.054476,0.287799,0.599562,0.734412,2
0.122705,0.064592,0.972524,0.996205,0.068896,0.892715,0.914008,0.047974,0.402726,0.461825,0.748243,0.021676,0.178536,0.185134,0.312886,0.743695,0.02233,0.709724,7
0.617082,0.178168,0.54482,0.9975,0.155457,0.015051,0.985054,0.962186,0.569478,0.288711,0.827364,0.001852,0.096145,0.362662,0.903333,0.052365,0.875833,0.747283,8
0.350948,0.192557,0.926794,0.999973,0.032152,0.460085,0.076384,0.044651,0.186157,0.802662,0.889704,0.141619,0.165676,0.958944,0.963577,0.478465,0.415105,0.565063,9
0.062427,0.218843,0.93339,0.999653,0.2674,0.949298,0.971494,0.85488,0.959689,0.019147,0.96457,0.002254,0.659899,0.78383,0.059051,0.634356,0.784686,0.715329,7
0.410806,0.03579,0.93214,0.99997,0.071655,0.944576,0.306098,0.049336,0.748829,0.752373,0.858108,0.040664,0.24764,0.957666,0.825796,0.500519,0.191288,0.471615,3
0.738321,0.354053,0.06906,0.999356,0.036966,0.815019,0.001151,0.5203,0.037502,0.764197,0.467553,0.98659,0.990786,0.677917,0.036891,0.037568,0.83619,0.242907,1
0.215808,0.75788,0.866719,0.999885,0.891255,0.1725,0.863174,0.194245,0.988948,0.438057,0.471301,0.002554,0.071776,0.89807,0.981824,0.930541,0.938952,0.533333,6
0.847158,0.962543,0.858462,0.995999,0.901043,0.013188,0.943686,0.145718,0.147854,0.413385,0.488168,0.006934,0.486995,0.182591,0.564318,0.887695,0.026893,0.083669,6
0.11918,0.141536,0.878248,0.999695,0.929535,0.432081,0.743961,0.957734,0.984354,0.494911,0.114259,0.007527,0.503249,0.770663,0.287806,0.723955,0.838861,0.377942,2
0.317768,0.889203,0.855702,0.961689,0.432867,0.026007,0.990984,0.963777,0.596932,0.064414,0.824446,0.004424,0.57663,0.048664,0.936825,0.229985,0.929966,0.907225,8
0.036202,0.676286,0.869665,0.999958,0.116966,0.87532,0.010127,0.505165,0.263857,0.254877,0.502191,0.589541,0.839197,0.952778,0.040617,0.728451,0.692988,0.980417,7
0.059426,0.227146,0.815029,0.99994,0.699673,0.948224,0.101619,0.292189,0.716688,0.945024,0.037305,0.167326,0.726499,0.90669,0.07316,0.544118,0.044285,0.844678,3
0.940701,0.900447,0.879394,0.285373,0.703239,0.035575,0.911203,0.052857,0.06074,0.259186,0.836938,0.386514,0.290054,0.001157,0.690593,0.77568,0.052724,0.704178,0
0.236332,0.194851,0.740885,0.999974,0.774017,0.848868,0.182335,0.18735,0.656647,0.922569,0.086759,0.063067,0.799506,0.950234,0.079246,0.561957,0.031454,0.748764,3
0.202611,0.100924,0.946067,0.999978,0.031863,0.822031,0.460969,0.047794,0.496129,0.474197,0.855621,0.014169,0.134752,0.961934,0.635899,0.94808,0.164769,0.736755,3
0.309424,0.245891,0.207725,0.999712,0.038903,0.92817,0.002058,0.325243,0.129598,0.668455,0.537415,0.966292,0.963226,0.806958,0.040076,0.117653,0.854112,0.519104,1
0.066687,0.874361,0.933237,0.999884,0.182973,0.685953,0.002976,0.035808,0.081319,0.851256,0.605875,0.925017,0.466051,0.877631,0.915014,0.736495,0.409961,0.957515,9
0.905673,0.188926,0.303952,0.025039,0.940741,0.926028,0.952409,0.041441,0.951937,0.950267,0.15874,0.788629,0.043323,0.000143,0.950965,0.931465,0.055396,0.657247,8
0.93832,0.918805,0.923923,0.995612,0.856303,0.019738,0.772938,0.092814,0.23296,0.027054,0.959888,0.02763,0.12099,0.215414,0.918394,0.877387,0.075295,0.12798,6
0.531292,0.053085,0.058846,0.999513,0.018327,0.952781,0.0013,0.525979,0.102888,0.907004,0.330509,0.984479,0.945429,0.720868,0.048512,0.043944,0.763422,0.207447,1
0.20319,0.711224,0.878635,0.999883,0.921628,0.115879,0.781634,0.965733,0.821084,0.411803,0.063509,0.004703,0.963853,0.881166,0.053967,0.448888,0.794732,0.316449,2
0.894482,0.671321,0.643871,0.690527,0.942947,0.009229,0.996769,0.513173,0.262234,0.939424,0.231599,0.014166,0.10182,0.004327,0.948028,0.062311,0.017298,0.921368,0
0.239226,0.810117,0.78341,0.999792,0.948978,0.130581,0.891153,0.116944,0.982247,0.714891,0.226346,0.003237,0.044139,0.821975,0.978671,0.92554,0.766577,0.438246,6
0.121055,0.067452,0.938288,0.996196,0.157041,0.89296,0.893202,0.055259,0.402386,0.370596,0.747966,0.030536,0.500032,0.18162,0.070024,0.459665,0.025483,0.758996,7
0.041547,0.596275,0.950075,0.999988,0.05856,0.970503,0.618699,0.351628,0.917169,0.05702,0.969155,0.00574,0.853053,0.985657,0.075017,0.793504,0.921798,0.850823,7
0.083134,0.128641,0.932515,0.999898,0.351621,0.768973,0.66138,0.95511,0.960414,0.315459,0.1264,0.008374,0.750157,0.91105,0.457924,0.418848,0.943355,0.245656,2
0.606912,0.850581,0.591513,0.019841,0.908723,0.625307,0.99215,0.958914,0.945861,0.358347,0.550401,0.236949,0.778364,0.000147,0.408201,0.511362,0.876748,0.523277,5
0.66125,0.741641,0.938936,0.999967,0.442077,0.162001,0.159014,0.046778,0.426597,0.413767,0.84711,0.052755,0.125321,0.957763,0.965159,0.831222,0.322494,0.708089,5
0.834161,0.949659,0.762301,0.997878,0.954734,0.020273,0.387567,0.760262,0.18279,0.567279,0.185791,0.07859,0.322071,0.30941,0.734807,0.858182,0.027514,0.389192,4
0.953332,0.007921,0.059109,0.006635,0.972163,0.95407,0.965314,0.075158,0.987426,0.970974,0.165139,0.888493,0.343457,0.000054,0.16138,0.762611,0.398621,0.099954,8
0.749932,0.846257,0.918996,0.980866,0.120721,0.042481,0.199098,0.41564,0.020002,0.046788,0.504057,0.386301,0.841315,0.070917,0.121351,0.924324,0.372923,0.512917,4
0.877532,0.763936,0.733546,0.992084,0.369222,0.023231,0.165481,0.601417,0.03048,0.324574,0.214522,0.305849,0.214308,0.124333,0.563886,0.925461,0.041932,0.56064,4
0.97606,0.390211,0.200972,0.009993,0.960732,0.592839,0.918969,0.109067,0.693652,0.9446,0.488019,0.920918,0.231161,0.000066,0.603164,0.972064,0.075298,0.545208,8
0.27871,0.98213,0.912454,0.999665,0.104808,0.067279,0.004959,0.603399,0.009247,0.662958,0.429995,0.862354,0.600898,0.750199,0.935125,0.539567,0.49532,0.932304,9
0.398212,0.048914,0.69492,0.999372,0.152639,0.066103,0.967913,0.961986,0.850452,0.125172,0.845569,0.001778,0.118281,0.688393,0.464358,0.284333,0.958984,0.656491,8
0.24863,0.976129,0.269716,0.999836,0.587182,0.903576,0.703577,0.318384,0.988219,0.940116,0.202265,0.016188,0.856422,0.880506,0.969849,0.846829,0.958022,0.9449,8
0.044344,0.075561,0.947289,0.998936,0.296306,0.914452,0.981381,0.956268,0.975037,0.105895,0.761233,0.00257,0.352408,0.59202,0.082277,0.884194,0.85045,0.693591,7
0.109075,0.280083,0.899925,0.999985,0.426339,0.955879,0.146895,0.052702,0.783309,0.544948,0.604758,0.066677,0.698503,0.974903,0.073123,0.861485,0.172069,0.868383,3
0.08037,0.859643,0.857562,0.999854,0.04056,0.881342,0.019536,0.037719,0.173175,0.650584,0.78191,0.639191,0.479668,0.848597,0.923647,0.884022,0.48598,0.773831,9
0.579622,0.168929,0.843794,0.999985,0.215394,0.663533,0.262724,0.098323,0.268774,0.745731,0.590376,0.03032,0.815613,0.971261,0.06407,0.670643,0.055149,0.768697,3
0.203308,0.626112,0.026472,0.999534,0.963977,0.823509,0.943345,0.121747,0.989758,0.983542,0.055398,0.005992,0.031079,0.657962,0.241621,0.820301,0.070155,0.780433,8
0.691679,0.899784,0.835014,0.996629,0.888554,0.015305,0.492633,0.957568,0.047652,0.658691,0.037263,0.07167,0.862189,0.219675,0.031102,0.882324,0.02985,0.559866,4
0.791525,0.861417,0.922694,0.951169,0.774376,0.020815,0.303784,0.850622,0.017425,0.424759,0.033513,0.382366,0.819134,0.025238,0.061543,0.871332,0.017111,0.614256,4
0.796615,0.232284,0.395997,0.999964,0.970922,0.176839,0.022314,0.288501,0.786279,0.791113,0.268311,0.306798,0.010314,0.954807,0.906088,0.668727,0.048215,0.929949,9
0.837196,0.060111,0.728971,0.999984,0.232522,0.332539,0.021116,0.039713,0.447705,0.798132,0.678795,0.26091,0.015993,0.976826,0.974762,0.363517,0.152003,0.747209,9
0.412321,0.938284,0.771384,0.999506,0.976914,0.039201,0.952222,0.107563,0.947012,0.665325,0.37392,0.002479,0.116492,0.666864,0.967977,0.85203,0.596746,0.412398,6
0.026253,0.979191,0.937416,0.362369,0.188994,0.034992,0.984368,0.121948,0.046606,0.762221,0.057908,0.094978,0.436517,0.001123,0.952244,0.147358,0.382124,0.937183,8
0.669512,0.800864,0.738824,0.993705,0.158512,0.039334,0.04891,0.84475,0.009784,0.833039,0.065178,0.649096,0.412468,0.150332,0.236363,0.934367,0.058555,0.68335,4
0.713467,0.012205,0.231421,0.999898,0.075677,0.729166,0.81106,0.693953,0.967731,0.170136,0.992835,0.008374,0.040606,0.932965,0.644426,0.057529,0.954718,0.404479,8
0.058969,0.250328,0.823591,0.999918,0.462748,0.949194,0.945872,0.792042,0.984912,0.037737,0.969011,0.002426,0.383117,0.936573,0.050425,0.819238,0.861226,0.920251,7
0.049117,0.224624,0.879259,0.999954,0.328448,0.966121,0.076455,0.085823,0.879895,0.367145,0.257162,0.191641,0.866529,0.948152,0.084379,0.590997,0.77002,0.89449,3
0.978993,0.039945,0.012934,0.99997,0.617952,0.59383,0.081142,0.124278,0.792218,0.896541,0.919477,0.142929,0.828751,0.963307,0.031255,0.021744,0.477607,0.034039,8
0.082275,0.97828,0.936455,0.304232,0.88902,0.012336,0.996026,0.71981,0.493715,0.835406,0.030222,0.018498,0.574672,0.001072,0.930437,0.193875,0.654695,0.948866,8
0.702197,0.29057,0.830894,0.999986,0.080031,0.098338,0.020558,0.049101,0.122176,0.767523,0.936025,0.265904,0.164674,0.979509,0.910932,0.217072,0.641045,0.741946,9
0.055871,0.30706,0.916885,0.999976,0.054993,0.901585,0.073316,0.891523,0.570344,0.127658,0.600972,0.098615,0.941542,0.972418,0.046577,0.284494,0.902614,0.764145,2
0.013344,0.960573,0.974736,0.128205,0.579675,0.367547,0.997004,0.637645,0.757634,0.839664,0.018308,0.033715,0.813055,0.000446,0.873821,0.256785,0.778168,0.958795,8
0.038752,0.240272,0.95738,0.999677,0.139057,0.955956,0.934876,0.924297,0.921336,0.110186,0.856044,0.006001,0.709138,0.808057,0.054922,0.761788,0.841527,0.776868,7
0.815358,0.951316,0.864096,0.98974,0.799719,0.013046,0.973707,0.313097,0.091894,0.707283,0.224832,0.005917,0.606651,0.087663,0.352602,0.882627,0.023424,0.1383,6
0.175081,0.137229,0.889481,0.996874,0.226918,0.332546,0.976541,0.960011,0.686608,0.132234,0.578309,0.003242,0.370515,0.285208,0.074883,0.870271,0.44327,0.872096,7
0.096491,0.434556,0.776541,0.999955,0.108698,0.810464,0.004849,0.394484,0.126798,0.34751,0.525261,0.808674,0.964111,0.951444,0.039986,0.107173,0.785568,0.941217,7
0.12304,0.377692,0.873804,0.999019,0.971116,0.261409,0.694027,0.956376,0.923239,0.344329,0.036081,0.021604,0.727508,0.532002,0.093666,0.647065,0.572528,0.461284,2
0.138582,0.048459,0.77659,0.999991,0.058266,0.971123,0.054287,0.043195,0.800652,0.721182,0.681612,0.111244,0.192332,0.984462,0.588247,0.339897,0.331192,0.636367,1
0.056779,0.127826,0.894539,0.999813,0.157296,0.947564,0.953098,0.944871,0.928904,0.119948,0.914757,0.002842,0.207285,0.856949,0.051199,0.863594,0.466773,0.897005,7
0.906468,0.619929,0.576053,0.005414,0.035592,0.552628,0.927929,0.083734,0.026745,0.476427,0.876244,0.907629,0.90247,0.000033,0.032136,0.814909,0.290355,0.693686,0
0.097142,0.135972,0.869752,0.985031,0.751346,0.568267,0.983708,0.962391,0.960353,0.066589,0.697661,0.006971,0.556897,0.11353,0.077138,0.64125,0.857064,0.834661,7
0.630938,0.243675,0.402741,0.999979,0.591076,0.232085,0.516389,0.968639,0.93309,0.052406,0.874475,0.006235,0.925165,0.981565,0.030284,0.073563,0.989548,0.074286,1
0.896751,0.774984,0.678327,0.013278,0.067388,0.298537,0.916855,0.220547,0.009747,0.491788,0.680788,0.866538,0.913939,0.000066,0.026979,0.768514,0.110683,0.633463,0
0.554347,0.9087,0.885755,0.999242,0.97858,0.019274,0.945577,0.087978,0.493229,0.685147,0.32122,0.00391,0.074366,0.480931,0.94045,0.687024,0.016053,0.396311,6
0.08188,0.378897,0.896368,0.999953,0.629643,0.592349,0.688872,0.959123,0.936842,0.419544,0.106034,0.004988,0.813485,0.948682,0.081999,0.829221,0.850854,0.628544,2
0.15544,0.877551,0.847416,0.063887,0.707576,0.750712,0.996744,0.962881,0.946075,0.05988,0.823093,0.067246,0.930232,0.00042,0.172835,0.261512,0.97248,0.639333,5
0.891292,0.90889,0.926661,0.991892,0.183202,0.041962,0.198679,0.071354,0.022382,0.103934,0.785567,0.342766,0.651367,0.13937,0.469585,0.913252,0.186174,0.378627,4
0.569465,0.937466,0.789389,0.998709,0.97009,0.036115,0.972448,0.072524,0.848586,0.643261,0.424857,0.00233,0.075663,0.419814,0.954514,0.898786,0.153581,0.11612,6
0.059181,0.021362,0.885221,0.994456,0.554388,0.863916,0.972576,0.948786,0.994542,0.17033,0.607086,0.006086,0.043902,0.248193,0.81542,0.692011,0.900745,0.626225,7
0.094381,0.787306,0.92629,0.134381,0.65131,0.615484,0.99681,0.898545,0.971717,0.655317,0.41728,0.030961,0.129566,0.000677,0.97356,0.624759,0.878183,0.685339,8
0.811359,0.89266,0.88818,0.985901,0.279752,0.029354,0.112118,0.715034,0.013441,0.472279,0.145296,0.495155,0.336921,0.078915,0.686088,0.857544,0.034726,0.585136,4
0.160296,0.793637,0.950472,0.999574,0.966445,0.04247,0.955983,0.962562,0.848881,0.415378,0.051081,0.00115,0.794648,0.665275,0.085301,0.90421,0.4749,0.253215,2
0.804104,0.960847,0.828653,0.994728,0.906829,0.013052,0.974541,0.087457,0.162449,0.563469,0.576035,0.005321,0.47312,0.149823,0.615913,0.773829,0.028831,0.268006,6
0.380945,0.086707,0.047359,0.99985,0.986939,0.648167,0.033017,0.724616,0.987609,0.914711,0.040555,0.413444,0.027617,0.877311,0.777034,0.150472,0.496437,0.434628,9
0.120312,0.159618,0.889748,0.999981,0.189442,0.967131,0.088454,0.048918,0.714688,0.49932,0.702884,0.135339,0.619998,0.971943,0.22835,0.56336,0.274447,0.805603,3
0.055592,0.670713,0.847356,0.999947,0.069607,0.849291,0.008183,0.463419,0.137619,0.247847,0.526766,0.664875,0.86402,0.939855,0.041336,0.745732,0.596288,0.980848,7
0.956928,0.620516,0.54344,0.006368,0.025435,0.717614,0.336095,0.052502,0.030007,0.076251,0.982423,0.995398,0.946411,0.000056,0.164174,0.692294,0.878918,0.137967,0
0.216297,0.156888,0.813254,0.999982,0.531796,0.918018,0.159387,0.091696,0.671041,0.85589,0.30691,0.059783,0.903784,0.965707,0.049011,0.132413,0.090559,0.431234,3
0.131861,0.79927,0.869369,0.051871,0.771555,0.68599,0.994066,0.400781,0.85322,0.955543,0.03652,0.149722,0.781024,0.000216,0.538444,0.367119,0.512494,0.819965,8
0.970984,0.217506,0.042446,0.005174,0.009782,0.967027,0.060169,0.046563,0.092192,0.517578,0.959961,0.999435,0.918872,0.000047,0.198486,0.533808,0.912849,0.023646,0
0.055159,0.984022,0.662763,0.228734,0.517093,0.635779,0.99402,0.95833,0.85491,0.029191,0.931438,0.054667,0.827061,0.001385,0.219395,0.309384,0.966218,0.890194,5
0.433468,0.077906,0.910935,0.999984,0.069328,0.948064,0.294418,0.058262,0.701082,0.390412,0.925946,0.029972,0.633323,0.97608,0.380148,0.686139,0.268859,0.740642,3
0.205844,0.086303,0.845715,0.999991,0.290728,0.641548,0.457893,0.960214,0.953934,0.023827,0.917896,0.005099,0.553013,0.990697,0.051429,0.593647,0.970034,0.493696,1
0.08695,0.162561,0.954805,0.998327,0.917179,0.543242,0.788606,0.951254,0.981025,0.177087,0.077429,0.016164,0.421661,0.462179,0.333059,0.829086,0.85155,0.32492,2
0.919337,0.867631,0.644231,0.023789,0.34514,0.038653,0.983827,0.265767,0.020687,0.73228,0.579669,0.436917,0.562115,0.000095,0.523541,0.533421,0.052035,0.79843,0
0.037751,0.164765,0.927443,0.999977,0.064383,0.954678,0.145468,0.919933,0.862882,0.128311,0.498516,0.045883,0.902243,0.975372,0.062857,0.384769,0.945084,0.683618,2
0.805969,0.904035,0.754049,0.992843,0.938705,0.030196,0.96828,0.253317,0.336339,0.420322,0.728304,0.007374,0.34995,0.131225,0.292461,0.896601,0.035158,0.189071,6
0.06665,0.049959,0.91955,0.999812,0.25933,0.829409,0.852728,0.944823,0.986631,0.436833,0.294655,0.005099,0.068533,0.867751,0.905764,0.800737,0.928095,0.44349,2
0.919904,0.876921,0.943894,0.98192,0.702009,0.024285,0.895081,0.051821,0.124678,0.135007,0.762923,0.022396,0.207194,0.059257,0.773667,0.924311,0.025927,0.076619,6
0.021163,0.974278,0.945144,0.123861,0.315464,0.551752,0.995554,0.327136,0.44765,0.934711,0.059295,0.069141,0.834168,0.000375,0.902034,0.16542,0.454009,0.889885,8
0.133953,0.101141,0.928681,0.997232,0.92663,0.36492,0.954143,0.958591,0.978324,0.293351,0.095711,0.004509,0.530649,0.327775,0.252671,0.608117,0.782458,0.197408,2
0.576179,0.95406,0.676024,0.998816,0.969229,0.026435,0.954474,0.129666,0.809547,0.911752,0.131257,0.003164,0.094635,0.420916,0.961539,0.897576,0.125311,0.178708,6
0.578859,0.116172,0.630875,0.997904,0.311413,0.024034,0.984259,0.965253,0.80708,0.177289,0.751428,0.00164,0.247005,0.416553,0.805469,0.090193,0.951283,0.555374,8
0.479922,0.742761,0.787789,0.985297,0.262867,0.034662,0.047991,0.863565,0.008235,0.653442,0.04881,0.720871,0.410891,0.066592,0.239951,0.88492,0.031791,0.784819,4
0.055025,0.361466,0.906681,0.999961,0.220578,0.955342,0.83575,0.502943,0.970241,0.084515,0.920832,0.004605,0.725639,0.964233,0.059397,0.827231,0.926197,0.912828,7
0.092846,0.471465,0.881396,0.999969,0.462915,0.749415,0.244063,0.960557,0.912029,0.130089,0.270942,0.02539,0.962663,0.968548,0.113118,0.361185,0.965766,0.60759,2
0.905432,0.818691,0.639202,0.170034,0.500654,0.019615,0.996722,0.481124,0.049239,0.882237,0.457988,0.037568,0.71103,0.000495,0.308205,0.482857,0.036823,0.728018,0
