@relation 'vehicle_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N12-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute hidden_unit_6output numeric
@attribute hidden_unit_7output numeric
@attribute hidden_unit_8output numeric
@attribute hidden_unit_9output numeric
@attribute hidden_unit_10output numeric
@attribute hidden_unit_11output numeric
@attribute Class {opel,saab,bus,van}

@data
0.005664,0.840602,0.087417,0.128781,0.971095,0.041266,0.212734,0.661925,0.999839,0.999988,0.3117,0.790736,saab
0.992903,0.88593,0.078458,0.000002,0.480307,0.052153,0.942464,0.225714,0.997157,0.000884,0.999999,0.237209,opel
0.001634,0.854839,0.066876,0.255201,0.946177,0.038967,0.580847,0.531392,0.99644,0.999993,0.175116,0.076313,bus
0.000005,0.044061,0.982387,0.988185,0.465499,0.09605,0.965392,0.072162,0.999999,1,0.000675,0.976772,van
0.995429,0.545714,0.043373,0.000002,0.39923,0.03015,0.920531,0.550197,0.997795,0.005634,0.999996,0.06889,opel
0.017632,0.163112,0.316031,0.016702,0.93295,0.535809,0.51958,0.903079,0.997035,0.999799,0.685831,0.183945,van
0.098523,0.951464,0.366718,0.001846,0.041075,0.034721,0.947251,0.051959,0.999972,0.756351,0.999656,0.537969,bus
0.004692,0.914468,0.025069,0.117267,0.966995,0.651969,0.121572,0.919983,0.997784,0.99999,0.215022,0.130491,bus
0.0008,0.656499,0.497917,0.550885,0.965575,0.453666,0.12486,0.766089,0.999931,1,0.015137,0.293643,saab
0.000124,0.169922,0.909151,0.566387,0.339797,0.190783,0.916756,0.044387,0.99999,0.999927,0.684253,0.050786,van
0.973542,0.643153,0.490064,0.000007,0.380903,0.014619,0.93285,0.140803,0.999193,0.003412,0.999998,0.970542,saab
0.000002,0.119976,0.985223,0.988689,0.391322,0.088852,0.506926,0.016983,0.999885,0.999997,0.129738,0.25492,van
0.973005,0.246229,0.589884,0.000006,0.249814,0.89516,0.901489,0.059794,0.99995,0.007176,0.999996,0.961861,saab
0.001004,0.962916,0.132844,0.422932,0.976125,0.217347,0.073054,0.773518,0.998667,0.999994,0.163342,0.528892,saab
0.000003,0.985284,0.594073,0.996402,0.99474,0.270107,0.008409,0.983571,0.997027,1,0.000287,0.545071,van
0.000001,0.946891,0.891185,0.99916,0.995092,0.90278,0.005964,0.961132,0.998072,1,0.000105,0.965062,saab
0.007597,0.940124,0.031302,0.115117,0.9909,0.079049,0.069746,0.994979,0.99582,0.999998,0.04655,0.458083,bus
0.982634,0.221333,0.215712,0.000012,0.144443,0.777256,0.438772,0.482585,0.999993,0.221424,0.999958,0.032127,saab
0.000042,0.64578,0.877818,0.712286,0.731603,0.596993,0.951045,0.049828,0.995199,0.999958,0.323793,0.378678,van
0.128352,0.553515,0.26416,0.002907,0.967663,0.445266,0.797247,0.978356,0.995966,0.999825,0.59355,0.037069,van
0.000013,0.9223,0.567677,0.903347,0.112714,0.088709,0.274356,0.001264,0.999885,0.994236,0.995127,0.047322,bus
0.012582,0.944018,0.068615,0.062922,0.989573,0.258373,0.11262,0.981953,0.982654,0.999996,0.079503,0.121728,bus
0.998449,0.217788,0.167579,0.000001,0.091104,0.431784,0.790894,0.789582,0.999996,0.046879,0.999988,0.456071,opel
0.013558,0.776975,0.01928,0.043136,0.96946,0.343362,0.61201,0.797766,0.998104,0.999987,0.234991,0.617158,bus
0.000023,0.02038,0.8634,0.903424,0.034585,0.825682,0.271962,0.003604,0.999999,0.999965,0.756102,0.07478,opel
0.012602,0.166847,0.820502,0.035516,0.09211,0.437623,0.903871,0.064304,0.999999,0.999908,0.771926,0.814994,opel
0.001326,0.959572,0.128097,0.315122,0.995223,0.074173,0.083769,0.973654,0.95895,0.999996,0.072234,0.835936,bus
0.970258,0.570157,0.078847,0.000005,0.277451,0.647543,0.891726,0.062141,0.99702,0.001553,0.999999,0.072709,saab
0.073006,0.576461,0.116773,0.01018,0.963311,0.097436,0.698023,0.989484,0.999574,0.999986,0.221532,0.04625,van
0.002705,0.62688,0.858754,0.21382,0.962224,0.354992,0.036398,0.958363,0.999904,0.999999,0.035893,0.241839,van
0.000002,0.595342,0.842722,0.965262,0.040525,0.865294,0.326228,0.001209,0.999936,0.998494,0.980285,0.041923,bus
0.001767,0.112716,0.556947,0.217665,0.089105,0.876882,0.055068,0.03977,0.999999,0.9998,0.939029,0.013069,saab
0.995939,0.751249,0.111684,0.000002,0.215408,0.571332,0.857848,0.201266,0.999005,0.011008,0.999994,0.405674,opel
0.000004,0.536553,0.879019,0.995728,0.967877,0.818266,0.033679,0.381264,0.999912,1,0.000433,0.077703,saab
0.000263,0.699649,0.96058,0.624002,0.987227,0.080978,0.0407,0.951622,0.997845,0.999999,0.019049,0.855623,van
0.998068,0.885077,0.068515,0.000001,0.387983,0.07103,0.974404,0.10316,0.997596,0.000617,0.999999,0.649567,opel
0.012491,0.176158,0.171622,0.02765,0.96887,0.660309,0.624843,0.87886,0.995707,0.999931,0.450947,0.195257,van
0.000165,0.519403,0.918818,0.5415,0.160533,0.218248,0.981795,0.005671,0.999995,0.999969,0.517981,0.728164,bus
0.006121,0.668247,0.352921,0.017355,0.974573,0.28861,0.87839,0.521768,0.808756,0.995583,0.942857,0.05381,van
0.985502,0.021969,0.967124,0.000004,0.035305,0.851878,0.406262,0.419147,0.999997,0.015144,0.999995,0.989275,saab
0.000088,0.025802,0.919586,0.825248,0.083571,0.297028,0.096775,0.02734,1,0.99999,0.554236,0.291731,saab
0.001482,0.038186,0.957273,0.201161,0.047756,0.565496,0.916985,0.049034,1,0.999992,0.3181,0.916393,opel
0.616114,0.405503,0.195508,0.000197,0.380221,0.038256,0.444955,0.115124,0.999521,0.175921,0.99996,0.632163,saab
0.997039,0.607582,0.029932,0.000001,0.538256,0.023421,0.966312,0.466121,0.998567,0.00268,0.999998,0.396614,opel
0.000046,0.911898,0.378641,0.966391,0.989163,0.42533,0.009612,0.952891,0.999772,1,0.001545,0.309877,saab
0.002292,0.165789,0.303811,0.110666,0.175407,0.881712,0.056296,0.023442,0.999923,0.995867,0.991784,0.017347,saab
0.000044,0.201651,0.970588,0.933275,0.652966,0.125175,0.893677,0.141808,0.999999,1,0.002001,0.624447,van
0.000002,0.02216,0.983887,0.993417,0.089944,0.693809,0.680231,0.019308,1,1,0.014688,0.030214,van
0.264398,0.020982,0.945725,0.000542,0.021607,0.066119,0.980552,0.013619,1,0.699752,0.999769,0.796814,saab
0.008892,0.713193,0.043728,0.087529,0.975225,0.631085,0.163372,0.965941,0.999162,0.999998,0.07151,0.212494,bus
0.004669,0.949244,0.118927,0.185156,0.987458,0.048104,0.026684,0.992863,0.996476,0.999998,0.06089,0.546272,bus
0.010159,0.073175,0.965061,0.015371,0.042559,0.128421,0.984405,0.012471,0.999998,0.99359,0.98906,0.838667,saab
0.000003,0.063915,0.963689,0.98902,0.137165,0.153559,0.9821,0.010373,0.999999,1,0.004076,0.176582,van
0.000034,0.839889,0.448141,0.969426,0.993437,0.112367,0.021572,0.946354,0.999159,1,0.000718,0.035987,van
0.000998,0.989178,0.020142,0.33083,0.994955,0.067582,0.403094,0.54902,0.977586,0.999975,0.329233,0.63178,bus
0.060702,0.710806,0.161476,0.005798,0.083328,0.061462,0.955942,0.007388,0.999992,0.989305,0.996261,0.031332,saab
0.00086,0.020372,0.899161,0.156393,0.105876,0.94873,0.960281,0.059789,0.999999,0.999913,0.733194,0.006892,van
0.000505,0.129159,0.956141,0.230907,0.10217,0.226662,0.989222,0.016151,0.999995,0.999881,0.736296,0.079257,van
0.999997,0.921845,0.023193,0,0.071726,0.443721,0.006939,0.998001,0.999991,0.000759,1,0.289065,bus
0.00006,0.866297,0.252176,0.720341,0.58461,0.097797,0.98048,0.003197,0.999536,0.999802,0.813922,0.424655,bus
0.004943,0.744913,0.1096,0.135726,0.950998,0.025505,0.687436,0.67889,0.999856,0.999995,0.149146,0.744018,bus
0.001191,0.79088,0.368355,0.51967,0.991603,0.052049,0.111993,0.844721,0.999484,1,0.010597,0.141612,opel
0.986546,0.151167,0.768786,0.000002,0.123212,0.988491,0.874893,0.051309,0.999962,0.001084,0.999999,0.781484,saab
0.000005,0.445805,0.82719,0.955302,0.09848,0.227556,0.643793,0.000984,0.99996,0.999572,0.950385,0.031155,bus
0.045747,0.440284,0.602576,0.008743,0.09787,0.018035,0.338151,0.023111,0.999997,0.939518,0.999437,0.01359,opel
0.000497,0.772172,0.069958,0.382241,0.95695,0.420085,0.284628,0.394853,0.996272,0.999959,0.466033,0.37243,bus
0.01943,0.894347,0.140527,0.040294,0.990205,0.308619,0.160487,0.9778,0.998622,0.999993,0.130618,0.888919,bus
0.985663,0.090532,0.965967,0.000002,0.04075,0.955288,0.930525,0.018638,0.999955,0.000232,1,0.971102,saab
0.055708,0.295264,0.449107,0.008072,0.949535,0.544207,0.488427,0.988785,0.999058,0.999959,0.318773,0.443342,van
0.017546,0.097987,0.455118,0.012927,0.241336,0.073876,0.981662,0.010578,0.999992,0.996762,0.981563,0.981888,saab
0.000107,0.480997,0.238227,0.742907,0.858609,0.463645,0.51956,0.126258,0.999738,0.999989,0.285238,0.146772,bus
0.00473,0.139131,0.421887,0.067935,0.941569,0.021889,0.614699,0.751833,0.998069,0.999945,0.499795,0.222575,van
0.299006,0.669849,0.057883,0.00054,0.607259,0.108755,0.301802,0.025078,0.993158,0.087353,0.999977,0.484125,opel
0.000013,0.850029,0.744563,0.961116,0.996316,0.686461,0.015097,0.831175,0.974975,0.999999,0.023686,0.994169,saab
0.000097,0.441133,0.988612,0.82351,0.638368,0.201014,0.207842,0.454322,0.999994,0.999999,0.037662,0.039826,van
0,0.457566,0.040455,0.258724,0.999997,0.98541,0.998478,0.01371,0,0,0.999997,0.475964,van
0.000389,0.767968,0.222785,0.436384,0.702428,0.44045,0.236477,0.166966,0.999895,0.999913,0.754241,0.478203,bus
0.000021,0.081768,0.982296,0.928552,0.279102,0.946765,0.312749,0.193803,0.999996,0.999999,0.040784,0.026046,van
0.999981,0.96281,0.101039,0,0.084544,0.069781,0.015618,0.995131,0.999995,0.010607,0.999998,0.971028,bus
0.000037,0.325979,0.639121,0.892842,0.172256,0.021019,0.653083,0.00715,0.999993,0.999975,0.70376,0.011932,bus
0.519638,0.981933,0.090954,0.000282,0.083388,0.161807,0.928044,0.060567,0.99997,0.559853,0.999843,0.4435,bus
0.000059,0.127976,0.7198,0.936966,0.990027,0.07495,0.052853,0.62814,0.999837,1,0.003787,0.990859,saab
0.003373,0.008424,0.64754,0.050818,0.047637,0.994218,0.280894,0.006307,0.999997,0.988213,0.996379,0.463034,saab
0.000778,0.39025,0.862975,0.212638,0.00977,0.530837,0.243667,0.057252,0.999999,0.997631,0.989885,0.115473,bus
0.993329,0.465388,0.505453,0.000003,0.119484,0.738012,0.68213,0.629085,0.99997,0.035041,0.999987,0.621355,saab
0.001861,0.247525,0.850044,0.149654,0.466509,0.023857,0.783419,0.052758,0.999987,0.999919,0.70306,0.973368,opel
0.000005,0.677153,0.763764,0.939519,0.030775,0.6286,0.576424,0.001481,0.999961,0.998642,0.979277,0.016028,bus
0.000003,0.015063,0.978966,0.98329,0.039397,0.648248,0.890288,0.008874,0.999999,0.999999,0.07201,0.071719,van
0.009519,0.919801,0.071594,0.070424,0.985807,0.088742,0.259284,0.942925,0.989199,0.999993,0.140586,0.16352,bus
0.001607,0.700119,0.226536,0.237031,0.780713,0.038516,0.855865,0.157093,0.999956,0.999983,0.417798,0.413187,bus
0.92161,0.113309,0.683122,0.000031,0.037325,0.942898,0.298578,0.111888,0.999994,0.054464,0.99999,0.162035,saab
0.985714,0.180277,0.704119,0.000011,0.11762,0.019446,0.603602,0.304591,0.999996,0.116853,0.999981,0.202295,opel
0.775443,0.127895,0.963505,0.000073,0.047259,0.015336,0.959029,0.034297,0.999998,0.356358,0.999912,0.918742,opel
0.673311,0.023124,0.961377,0.000082,0.010643,0.975925,0.591415,0.021333,1,0.032686,0.999994,0.348067,opel
0.500055,0.229506,0.101583,0.000296,0.19764,0.75877,0.912059,0.144413,0.99985,0.968748,0.99636,0.393252,saab
0.069035,0.343588,0.492332,0.005834,0.838732,0.819622,0.548836,0.892595,0.999559,0.999778,0.746471,0.032244,van
0.000169,0.385466,0.182594,0.67031,0.839004,0.754059,0.33805,0.170213,0.999745,0.999988,0.304715,0.243956,bus
0.885531,0.171002,0.183562,0.000032,0.121992,0.829632,0.953528,0.015637,0.999983,0.108175,0.99997,0.920441,opel
0.007589,0.951253,0.264483,0.109553,0.972404,0.500515,0.028981,0.982728,0.99743,0.999996,0.095757,0.06461,bus
0.001291,0.810722,0.909106,0.380141,0.976158,0.048305,0.098214,0.983112,0.99965,1,0.006389,0.638328,van
0.000157,0.524168,0.896732,0.648742,0.815962,0.201306,0.704201,0.622651,0.999387,0.999999,0.018277,0.067979,van
0.02206,0.004557,0.757657,0.005111,0.010642,0.986473,0.839911,0.004425,0.999999,0.696191,0.999799,0.144026,saab
0.000023,0.962905,0.825206,0.976283,0.995121,0.057771,0.026896,0.96493,0.99789,1,0.000555,0.661236,van
0.986268,0.968216,0.069973,0.000012,0.118912,0.065236,0.079489,0.802689,0.999955,0.0489,0.99999,0.818358,bus
0.975012,0.851866,0.124834,0.000007,0.168188,0.433542,0.784973,0.153411,0.999614,0.00126,0.999999,0.032266,saab
0.999999,0.976095,0.065907,0,0.067896,0.596101,0.014202,0.993845,0.999991,0.000049,1,0.985622,bus
0.001887,0.958076,0.161184,0.205887,0.993997,0.047514,0.06774,0.986055,0.89911,0.999992,0.100896,0.639281,bus
0.655152,0.564289,0.237223,0.000145,0.356145,0.028543,0.96905,0.024392,0.999545,0.519142,0.999781,0.84527,saab
0.001531,0.040032,0.801484,0.207216,0.023861,0.950539,0.09655,0.015575,1,0.999326,0.97967,0.024753,saab
0.012269,0.943679,0.041558,0.09093,0.991758,0.058453,0.108728,0.988361,0.994657,0.999999,0.033741,0.306059,bus
0.087468,0.014039,0.991633,0.000981,0.008951,0.325025,0.991053,0.005792,1,0.684422,0.999672,0.986189,opel
0.017217,0.129147,0.717562,0.058993,0.736024,0.299631,0.38373,0.516218,1,0.999997,0.177583,0.731358,opel
0.000247,0.08151,0.876235,0.339453,0.232881,0.706909,0.946651,0.011398,0.999989,0.999642,0.891598,0.016338,van
0.00041,0.115684,0.584142,0.50876,0.218154,0.394948,0.073998,0.044438,0.999996,0.999923,0.842273,0.150397,saab
0.000235,0.064348,0.992709,0.334961,0.133107,0.028904,0.996969,0.006812,0.999998,0.999919,0.627197,0.989789,van
0.834993,0.263952,0.830694,0.000075,0.10373,0.076975,0.939731,0.120623,0.999997,0.754435,0.999605,0.812529,opel
0.998232,0.192906,0.079692,0.000001,0.149045,0.938787,0.947227,0.178896,0.999906,0.00159,0.999999,0.822139,opel
0.003133,0.961158,0.104885,0.195925,0.986263,0.143208,0.023901,0.989577,0.98439,0.999997,0.068395,0.212675,bus
0.999927,0.903088,0.139736,0,0.07096,0.096233,0.17915,0.954996,0.999998,0.013266,0.999997,0.76201,bus
0.996673,0.484418,0.499163,0.000001,0.145957,0.329331,0.853476,0.403699,0.999944,0.002139,0.999999,0.295005,saab
0.012648,0.165908,0.598684,0.035289,0.948487,0.234707,0.508273,0.947367,0.99919,0.99997,0.308079,0.895227,van
0.933038,0.897266,0.177019,0.000046,0.062395,0.943949,0.268689,0.563219,0.999997,0.663044,0.999786,0.852984,bus
0.001524,0.013649,0.984926,0.061938,0.284772,0.76432,0.978523,0.02235,0.999988,0.999185,0.894545,0.98025,van
0.000178,0.686537,0.301356,0.608626,0.716466,0.193894,0.373415,0.124045,0.999615,0.999961,0.568689,0.118513,bus
0.00008,0.540091,0.588495,0.75297,0.526901,0.253898,0.365426,0.091566,0.999857,0.999976,0.479131,0.142082,bus
0.000644,0.590806,0.38739,0.527253,0.968402,0.886551,0.104832,0.340244,0.999918,0.999998,0.078059,0.119838,opel
0.000014,0.985388,0.153735,0.979914,0.993653,0.169808,0.012125,0.896476,0.991596,1,0.010328,0.314597,saab
0.993056,0.182358,0.338312,0.000004,0.112661,0.034983,0.817928,0.565009,0.999993,0.027009,0.999992,0.938335,opel
0.987883,0.504909,0.079062,0.000003,0.298604,0.830983,0.881592,0.314525,0.999625,0.001368,0.999999,0.905721,opel
0.999904,0.939003,0.012915,0,0.12582,0.256796,0.049501,0.948153,0.999965,0.010723,0.999997,0.816234,bus
0.977404,0.046595,0.987942,0.000003,0.033038,0.874346,0.930583,0.015044,0.999978,0.000445,1,0.997238,saab
0.000915,0.062015,0.777725,0.240667,0.012577,0.299425,0.984587,0.012029,1,0.999982,0.550348,0.538239,opel
0.000481,0.054872,0.960227,0.20903,0.175702,0.076767,0.990096,0.016995,0.999982,0.999851,0.737006,0.499203,van
0.000022,0.017293,0.982055,0.923715,0.030247,0.062218,0.986855,0.006787,1,0.999999,0.05008,0.950398,opel
0.212039,0.14033,0.417968,0.001153,0.088921,0.989362,0.30838,0.01724,0.999998,0.708789,0.999823,0.022251,opel
0.000093,0.975028,0.30722,0.848707,0.993185,0.02796,0.018657,0.913122,0.97977,0.999995,0.114665,0.977676,saab
0.008235,0.204342,0.728434,0.032742,0.808159,0.308259,0.968013,0.273264,0.999821,0.999922,0.520353,0.928588,van
0.00662,0.938671,0.023853,0.10287,0.978771,0.042433,0.708044,0.550847,0.99841,0.99999,0.233823,0.524949,bus
0.184291,0.31162,0.634352,0.001317,0.229762,0.021136,0.970194,0.022226,0.999984,0.956866,0.997993,0.725573,saab
0.015847,0.265779,0.243103,0.016939,0.325413,0.262505,0.158647,0.060765,0.999515,0.973727,0.997631,0.084906,opel
0.000299,0.559005,0.652655,0.336416,0.485341,0.049672,0.979365,0.010589,0.999864,0.999662,0.85587,0.909551,bus
0.976162,0.04977,0.906471,0.000009,0.036027,0.963799,0.417757,0.204844,0.999998,0.0486,0.999988,0.910646,saab
0.004353,0.508591,0.182291,0.084787,0.642268,0.034597,0.720653,0.127117,0.999889,0.999918,0.737294,0.068057,opel
0.186314,0.178465,0.681128,0.001209,0.025495,0.047813,0.955883,0.006429,0.999999,0.80696,0.999734,0.043214,opel
0.997169,0.048722,0.805173,0.000001,0.061597,0.906469,0.644287,0.790411,0.999989,0.022092,0.999991,0.668719,saab
0.69576,0.017066,0.762312,0.000151,0.026628,0.995914,0.398627,0.050486,0.999999,0.50135,0.999898,0.253147,saab
0.083244,0.562102,0.499908,0.006309,0.246051,0.042078,0.823451,0.105918,0.999997,0.999046,0.967151,0.147254,saab
0.011457,0.16152,0.501794,0.021619,0.93524,0.109122,0.876342,0.599191,0.998525,0.999795,0.666558,0.932416,van
0.006078,0.388674,0.395265,0.064395,0.958061,0.453238,0.286295,0.631446,0.999672,0.999941,0.493046,0.985357,opel
0.985878,0.407381,0.709489,0.000005,0.243191,0.025199,0.963382,0.087395,0.99991,0.043564,0.999983,0.906383,saab
0.019226,0.62794,0.213301,0.014446,0.93324,0.089027,0.845303,0.669044,0.995512,0.999673,0.788704,0.04183,van
0.000013,0.725601,0.364455,0.961677,0.99701,0.960407,0.017225,0.839901,0.944177,0.999999,0.015426,0.924657,saab
0.001855,0.943404,0.0782,0.267582,0.98289,0.049484,0.459624,0.474814,0.998021,0.999992,0.19,0.471073,bus
0.086551,0.350512,0.288907,0.006086,0.727544,0.462877,0.573891,0.571049,0.999936,0.999834,0.769533,0.761405,opel
0.000934,0.86639,0.410787,0.248751,0.029171,0.048588,0.14614,0.036282,0.999993,0.995889,0.995078,0.036134,bus
0.001118,0.88118,0.701229,0.14941,0.108166,0.228579,0.960224,0.006463,0.999989,0.997405,0.98296,0.534849,bus
0.012682,0.425396,0.764862,0.019911,0.402621,0.433358,0.935412,0.071847,0.999959,0.998997,0.942408,0.023355,van
0.001953,0.777882,0.621022,0.049713,0.039116,0.773409,0.974151,0.003634,0.999985,0.979648,0.996278,0.368199,bus
0.000006,0.955537,0.790115,0.990861,0.996965,0.642488,0.012624,0.953677,0.99652,1,0.000796,0.855427,van
0.998827,0.991406,0.127771,0.000002,0.028672,0.576923,0.011141,0.922464,0.999998,0.032579,0.999996,0.154915,bus
0.972788,0.04308,0.657729,0.000008,0.072685,0.721714,0.594872,0.366047,0.999979,0.015101,0.999994,0.967698,saab
0.000036,0.570988,0.764054,0.957616,0.894802,0.435049,0.073269,0.454831,0.99997,1,0.00684,0.030609,saab
0.000019,0.824654,0.384439,0.982835,0.993987,0.062666,0.011257,0.941408,0.99647,1,0.000898,0.056241,saab
0.992659,0.6794,0.251635,0.000002,0.131492,0.73192,0.894873,0.388186,0.999801,0.007424,0.999996,0.072324,opel
0.0001,0.88485,0.09287,0.917759,0.992554,0.087592,0.024946,0.936159,0.998178,1,0.006262,0.050538,opel
0.999874,0.999287,0.003655,0,0.177761,0.302223,0.014864,0.82607,0.999299,0.000077,1,0.906695,bus
0.008338,0.921145,0.020961,0.062685,0.972631,0.622731,0.310846,0.903865,0.993148,0.999985,0.228825,0.132447,bus
0.946241,0.422062,0.096659,0.000016,0.108317,0.699929,0.562886,0.052385,0.999941,0.004626,0.999999,0.406362,opel
0.003501,0.1642,0.725844,0.158668,0.750049,0.668088,0.710363,0.410498,0.999988,0.999998,0.077555,0.348447,opel
0.070115,0.852416,0.248307,0.003823,0.979113,0.032801,0.920203,0.544248,0.980768,0.99699,0.945665,0.209889,van
0.043672,0.288164,0.621805,0.007531,0.11825,0.290237,0.236065,0.028992,0.999991,0.911124,0.999437,0.259585,saab
0.021869,0.464643,0.345747,0.017889,0.907755,0.034038,0.892374,0.625889,0.999658,0.999897,0.642008,0.141053,van
0,0.999936,0.000422,0.935777,1,0.998071,0.999718,0.000956,0,0,1,0.990518,van
0.997832,0.274208,0.086872,0.000001,0.221462,0.692704,0.858318,0.578465,0.999928,0.002084,0.999999,0.323245,opel
0.006855,0.837298,0.191566,0.112227,0.984342,0.489797,0.015585,0.997375,0.992204,0.999999,0.035544,0.342742,bus
0.000001,0.00943,0.924985,0.866134,0.96296,0.275943,0.933478,0.048365,0.000009,0.995547,0.744741,0.016152,van
0.000676,0.037479,0.90641,0.122632,0.518023,0.668602,0.957695,0.038219,0.999955,0.998784,0.933302,0.332928,van
0.002226,0.894473,0.099564,0.123029,0.882124,0.10406,0.885694,0.107898,0.999272,0.999832,0.76133,0.670088,bus
0.368343,0.891222,0.035012,0.001179,0.390333,0.045152,0.866156,0.105376,0.999926,0.994898,0.990564,0.102662,saab
0.00043,0.772566,0.696654,0.477654,0.648864,0.012475,0.027822,0.111473,0.999596,0.999646,0.932219,0.020861,opel
0.999998,0.98749,0.016303,0,0.089928,0.006905,0.011728,0.997707,0.999994,0.000738,1,0.990838,bus
0.000294,0.858799,0.262252,0.618235,0.782415,0.031884,0.360956,0.054252,0.999949,0.999954,0.727888,0.086857,bus
0.000028,0.603367,0.903938,0.771433,0.01502,0.694679,0.431984,0.006781,0.999991,0.997323,0.988182,0.06556,bus
0.000026,0.323785,0.740219,0.859111,0.758489,0.030187,0.971846,0.041937,0.997567,0.999995,0.098449,0.302202,van
0.883834,0.014151,0.944327,0.000015,0.067377,0.775634,0.963994,0.020962,0.999984,0.00912,0.999995,0.99667,saab
0.000093,0.049194,0.539743,0.781066,0.418595,0.786906,0.058223,0.061242,0.999973,0.999987,0.458116,0.212937,opel
0.993803,0.13252,0.35905,0.000006,0.274796,0.083184,0.28943,0.90978,0.99999,0.320006,0.999925,0.915796,opel
0.000018,0.022117,0.994434,0.838826,0.107414,0.030809,0.986626,0.006661,0.999999,0.999955,0.604391,0.858339,van
0.407275,0.035227,0.826281,0.000234,0.082821,0.762379,0.610619,0.053857,0.999967,0.108957,0.99997,0.279495,opel
0.00005,0.430353,0.528802,0.75118,0.176669,0.882171,0.672849,0.012317,0.999941,0.999913,0.747101,0.05024,bus
0.000041,0.473206,0.217354,0.940253,0.992834,0.926087,0.015203,0.786276,0.995161,1,0.007578,0.043606,opel
0.001637,0.442954,0.729388,0.497043,0.807403,0.057251,0.03953,0.459726,0.999998,0.999999,0.071065,0.031204,saab
0.000622,0.757379,0.228232,0.33182,0.83576,0.171631,0.875485,0.12796,0.999529,0.999969,0.434861,0.30369,bus
0.001,0.032715,0.287091,0.248554,0.162429,0.95782,0.047487,0.057209,0.999986,0.999499,0.957736,0.018435,saab
0.002609,0.390978,0.296356,0.071847,0.257815,0.042567,0.953406,0.017849,0.999854,0.998717,0.958714,0.118636,saab
0.000006,0.950215,0.173216,0.99496,0.997962,0.485029,0.009033,0.968153,0.997558,1,0.000216,0.106273,opel
0.002791,0.829935,0.038469,0.168507,0.992116,0.639601,0.108421,0.946835,0.990226,0.999994,0.117407,0.613088,bus
0.000018,0.036958,0.904408,0.94457,0.181186,0.995452,0.125055,0.013792,0.999999,0.999998,0.164952,0.059495,opel
0.017768,0.079964,0.293833,0.017047,0.963338,0.812705,0.510692,0.945143,0.997201,0.999892,0.511509,0.73592,van
0.993051,0.025029,0.478511,0.000004,0.048363,0.763085,0.690725,0.687477,0.999998,0.115603,0.999974,0.063438,opel
0.000494,0.406231,0.751006,0.41697,0.513437,0.355461,0.936963,0.033973,0.999994,0.999993,0.219792,0.64225,bus
0.000003,0.52462,0.914864,0.962257,0.022501,0.745778,0.474777,0.001457,0.999988,0.999683,0.938292,0.012858,bus
0.000422,0.953239,0.122328,0.316967,0.982469,0.619074,0.399913,0.164227,0.95875,0.99964,0.785661,0.565097,bus
0.000009,0.026431,0.989705,0.978059,0.025663,0.662506,0.363792,0.01316,1,1,0.048524,0.061565,saab
0.000317,0.982099,0.890107,0.680184,0.992485,0.014634,0.027131,0.993407,0.99444,1,0.010117,0.546103,van
0.727275,0.308248,0.143051,0.000134,0.194383,0.061012,0.294237,0.146566,0.999592,0.187422,0.999964,0.250265,opel
0.000003,0.074876,0.942235,0.991398,0.021277,0.026197,0.612649,0.00285,1,0.999999,0.145296,0.009552,saab
0.013017,0.868903,0.131235,0.065337,0.987263,0.04924,0.162352,0.981331,0.997543,0.999997,0.064768,0.814143,bus
0.003442,0.025344,0.509454,0.051423,0.128865,0.896639,0.192003,0.007112,0.999983,0.968499,0.998374,0.744796,opel
0.000025,0.026244,0.95986,0.943352,0.176529,0.995146,0.159193,0.087819,1,1,0.028667,0.028341,opel
0.992018,0.321996,0.493124,0.000003,0.115109,0.867984,0.630378,0.379648,0.999916,0.006388,0.999997,0.793444,opel
0.000903,0.007405,0.50384,0.220843,0.092066,0.987267,0.092948,0.030471,0.999996,0.999629,0.943041,0.239825,opel
0.95167,0.035313,0.974178,0.000015,0.049635,0.642275,0.538909,0.164987,0.999998,0.028995,0.999991,0.936844,saab
0.000006,0.048066,0.782501,0.961508,0.567984,0.191521,0.785196,0.036676,0.999799,0.999997,0.103087,0.706564,van
0.993885,0.333694,0.231783,0.000004,0.113872,0.103837,0.819039,0.161361,0.999986,0.022753,0.999995,0.017267,saab
0.075023,0.986643,0.06253,0.002033,0.128384,0.444888,0.166162,0.020204,0.999296,0.04117,0.999991,0.473762,bus
0.001266,0.077763,0.402038,0.347282,0.83092,0.964208,0.01289,0.672116,0.999982,0.999997,0.160283,0.301044,saab
0.003225,0.747385,0.1975,0.1396,0.983835,0.457619,0.069365,0.970605,0.995954,0.999992,0.138107,0.904407,bus
0.996217,0.13612,0.557111,0.000004,0.14451,0.537005,0.392589,0.821489,0.999996,0.38017,0.999911,0.687937,saab
0.000006,0.08201,0.865022,0.98564,0.268367,0.451533,0.600351,0.026142,0.999999,1,0.024574,0.034242,van
