@relation 'vehicle_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N18-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute hidden_unit_6output numeric
@attribute hidden_unit_7output numeric
@attribute hidden_unit_8output numeric
@attribute hidden_unit_9output numeric
@attribute hidden_unit_10output numeric
@attribute hidden_unit_11output numeric
@attribute hidden_unit_12output numeric
@attribute hidden_unit_13output numeric
@attribute hidden_unit_14output numeric
@attribute hidden_unit_15output numeric
@attribute hidden_unit_16output numeric
@attribute hidden_unit_17output numeric
@attribute Class {opel,saab,bus,van}

@data
0.000605,0.000024,0.734555,0.303981,0.883764,0.109878,0.974325,0.969107,0.370162,0.993724,0.085246,1,0.751973,0.000001,0.252363,0.939291,0.016061,0.281265,saab
0.00005,0.00013,0.200319,0.777171,0.993536,0.974928,0.876888,0.440905,0.885062,0.999377,0.904734,1,0.247367,0,0.540076,0.491626,0.270586,0.769581,van
0.062229,0.000059,0.159045,0.311985,0.013671,0.29417,0.956132,0.256803,0.14005,0.058734,0.559989,1,0.999812,0.016366,0.578156,0.800655,0.000055,0.681868,saab
0.033765,0.000589,0.168963,0.985763,0.05835,0.778062,0.623427,0.189452,0.773968,0.706261,0.840546,1,0.992704,0.00031,0.296824,0.765185,0.000184,0.181796,bus
0.002182,0.000014,0.189439,0.677351,0.855384,0.915463,0.97728,0.8483,0.90407,0.999929,0.790774,1,0.036801,0,0.438294,0.966314,0.012003,0.807346,opel
0.759893,0.000604,0.137159,0.63548,0.000253,0.775654,0.718439,0.298685,0.730474,0.038368,0.879331,1,0.999833,0.060815,0.730075,0.437801,0.000001,0.832714,saab
0.000083,0.008382,0.641392,0.39344,0.985576,0.340914,0.159613,0.409184,0.154975,0.991203,0.715009,1,0.792001,0.000001,0.62194,0.299302,0.130861,0.296581,van
0.988168,0.778786,0.101974,0.921062,0.000004,0.156043,0.000793,0.027195,0.207452,0.000019,0.338583,1,1,0.997674,0.066711,0.245679,0,0.440301,bus
0.001017,0.000997,0.543798,0.431985,0.928563,0.515658,0.496233,0.946237,0.852349,0.999913,0.548899,1,0.039004,0,0.736078,0.843217,0.02356,0.58184,opel
0.000004,0.079605,0.37868,0.104879,0.999347,0.092373,0.024037,0.262714,0.438299,0.988475,0.661851,1,0.838242,0,0.279508,0.190419,0.769748,0.780021,van
0.000437,0.024358,0.145727,0.80841,0.930013,0.912058,0.058206,0.6072,0.962421,0.998585,0.856811,1,0.3743,0,0.900469,0.223304,0.030301,0.904089,saab
0.000198,0.003783,0.867967,0.136009,0.951583,0.036584,0.309595,0.771086,0.242945,0.971966,0.031083,1,0.913689,0.000004,0.296232,0.483487,0.037934,0.254474,opel
0.000001,0.97987,0.190786,0.855743,0.999943,0.364472,0.000066,0.045484,0.042273,0.997155,0.797167,1,0.531338,0,0.474262,0.042242,0.973309,0.81113,opel
0.430947,0.000045,0.888929,0.128379,0.000868,0.077105,0.971687,0.799935,0.08945,0.020433,0.149909,1,0.999918,0.089253,0.092984,0.710896,0.000004,0.080223,opel
0.010611,0.000038,0.318344,0.480022,0.280573,0.670718,0.963297,0.723305,0.546252,0.996453,0.791231,1,0.600636,0.000002,0.287136,0.683557,0.001058,0.405918,saab
0.000014,0.011002,0.206421,0.479799,0.998595,0.12751,0.107232,0.298989,0.508316,0.99867,0.576312,1,0.391674,0,0.778364,0.495159,0.563833,0.774815,saab
0.330929,0.045903,0.125105,0.632636,0.000913,0.655289,0.052641,0.650394,0.895555,0.001475,0.660388,1,0.999993,0.483229,0.936267,0.195826,0.000004,0.854157,opel
0.500421,0.023292,0.068969,0.65965,0.000408,0.908092,0.109817,0.90022,0.914239,0.00337,0.689991,1,0.999983,0.315673,0.75846,0.085323,0.000002,0.955279,opel
0.002099,0.000016,0.144481,0.39924,0.843639,0.47791,0.977055,0.903319,0.575205,0.999858,0.837707,1,0.07501,0,0.565197,0.969456,0.010913,0.88195,saab
0.798756,0.003045,0.883077,0.036291,0.000185,0.06686,0.444727,0.881174,0.063914,0.021061,0.202586,1,0.999897,0.102698,0.060512,0.264827,0.000001,0.134553,saab
0.000004,0.780532,0.116014,0.836071,0.998949,0.165755,0.000746,0.050351,0.116118,0.792779,0.510237,1,0.990088,0.000011,0.837273,0.097274,0.651466,0.578419,bus
0.000012,0.306552,0.078124,0.054728,0.998386,0.350014,0.005755,0.177861,0.738513,0.998156,0.945746,1,0.452697,0,0.258106,0.057847,0.576221,0.933771,van
0.602909,0.001447,0.277987,0.158849,0.000469,0.106535,0.590346,0.509203,0.055926,0.016312,0.609958,1,0.99993,0.112483,0.287294,0.312792,0.000002,0.571177,opel
0.983193,0.99403,0.140787,0.586643,0.000012,0.075297,0.000023,0.352023,0.431089,0.000224,0.202974,1,0.999998,0.956752,0.233529,0.169391,0,0.963646,bus
0.000158,0.000243,0.779795,0.215312,0.956275,0.534867,0.84507,0.533804,0.606214,0.929465,0.223944,1,0.968106,0.00001,0.587869,0.579449,0.050119,0.248994,van
0.683985,0.32468,0.343827,0.845674,0.000587,0.694977,0.004561,0.543885,0.935067,0.062685,0.279927,1,0.999639,0.025193,0.629626,0.39937,0.000002,0.435845,bus
0.000098,0.0236,0.729461,0.211598,0.931208,0.54389,0.101768,0.652636,0.638542,0.213817,0.491352,1,0.999215,0.000365,0.789896,0.069392,0.038399,0.473359,van
0.000474,0.001747,0.134181,0.96592,0.921649,0.560203,0.34821,0.072888,0.249807,0.979626,0.882443,1,0.901765,0.000004,0.583358,0.774973,0.023878,0.316458,bus
0.070209,0.01776,0.228238,0.947717,0.069054,0.944076,0.058689,0.790589,0.966174,0.996621,0.895193,1,0.551492,0.000002,0.947722,0.686757,0.000189,0.545648,opel
0.000031,0.002234,0.739741,0.469322,0.992006,0.107975,0.406089,0.415978,0.128582,0.948741,0.177186,1,0.956318,0.000005,0.402592,0.383672,0.212946,0.205174,bus
0.000582,0.000136,0.137695,0.85822,0.930838,0.897914,0.848941,0.32981,0.624467,0.998509,0.903798,1,0.434849,0,0.525095,0.857666,0.027496,0.7784,bus
0.000008,0.396882,0.741377,0.272859,0.998352,0.084736,0.003743,0.286758,0.363982,0.961223,0.302311,1,0.941285,0.000002,0.268513,0.1369,0.544658,0.375264,van
0.487032,0.001771,0.09342,0.665037,0.000451,0.924099,0.49997,0.175927,0.804248,0.000853,0.547451,1,0.999996,0.708396,0.945912,0.605753,0.000002,0.63651,saab
0.000001,0.880463,0.32671,0.679502,0.99994,0.609398,0.000394,0.294306,0.570341,0.999931,0.861171,1,0.028232,0,0.859766,0.021247,0.973238,0.72156,opel
0.000045,0.000054,0.17895,0.681996,0.99224,0.137427,0.935193,0.46279,0.066378,0.982017,0.425232,1,0.910592,0.000002,0.258766,0.958605,0.201505,0.687301,bus
0.000002,0.362028,0.797566,0.540708,0.999915,0.905309,0.00387,0.503433,0.946723,0.999983,0.41637,1,0.006261,0,0.472436,0.049366,0.965749,0.662718,saab
0.519791,0.002121,0.516895,0.312185,0.001259,0.490264,0.42171,0.204395,0.147154,0.080155,0.415038,1,0.999627,0.021282,0.539793,0.717419,0.000004,0.168648,saab
0.022648,0.000574,0.234996,0.939673,0.127227,0.779265,0.614353,0.169747,0.668043,0.953026,0.643504,1,0.945639,0.00003,0.050499,0.785482,0.000335,0.246089,bus
0.004874,0.000122,0.19874,0.953672,0.463499,0.758743,0.866301,0.341408,0.795563,0.98009,0.69137,1,0.893192,0.000008,0.637853,0.914879,0.001982,0.607457,bus
0.001042,0.007201,0.741677,0.167844,0.710352,0.303969,0.203617,0.510929,0.439377,0.872892,0.083703,1,0.97954,0.00003,0.21279,0.291654,0.005782,0.349294,opel
0.494854,0.01217,0.305783,0.689482,0.000575,0.859759,0.152248,0.20023,0.714187,0.003394,0.488283,1,0.999983,0.337428,0.848987,0.267134,0.000003,0.306285,opel
0.001625,0.001535,0.055308,0.727445,0.826468,0.809794,0.402852,0.252314,0.517479,0.999142,0.88425,1,0.286827,0,0.787982,0.67844,0.009747,0.54788,opel
0.056456,0.000114,0.940133,0.205202,0.026219,0.12758,0.919381,0.910173,0.523679,0.525352,0.051847,1,0.996379,0.000717,0.223363,0.816594,0.000073,0.034557,opel
0.000063,0.002506,0.156587,0.65876,0.988351,0.700527,0.342571,0.211241,0.267844,0.980313,0.910573,1,0.905347,0.000002,0.920069,0.501685,0.165437,0.553847,van
0.000185,0.025394,0.801338,0.096358,0.958246,0.056337,0.072496,0.54653,0.12262,0.974982,0.088898,1,0.903329,0.000003,0.265588,0.269003,0.0423,0.268431,saab
0.900103,0.69735,0.038536,0.669066,0.000047,0.061224,0.001321,0.094119,0.096055,0.000064,0.205076,1,1,0.984078,0.144688,0.294494,0,0.621565,bus
0.005829,0.0077,0.546785,0.452126,0.549237,0.642773,0.151439,0.520891,0.710757,0.998816,0.713344,1,0.300246,0,0.609985,0.413126,0.002588,0.359131,saab
0.000034,0.909849,0.373793,0.595778,0.991394,0.537384,0.000305,0.449549,0.521611,0.952289,0.41839,1,0.947658,0.000003,0.599258,0.065326,0.186939,0.646929,bus
0.758309,0.001443,0.937036,0.42472,0.00009,0.382746,0.652631,0.5496,0.334008,0.00049,0.078407,1,0.999997,0.840776,0.132716,0.12113,0.000001,0.011988,saab
0.000028,0.573168,0.127395,0.909057,0.992182,0.653403,0.00163,0.158207,0.607502,0.846991,0.727387,1,0.986307,0.000013,0.900257,0.178375,0.213802,0.589184,bus
0.000015,0.921978,0.298537,0.703807,0.994677,0.421964,0.000285,0.434897,0.583083,0.749692,0.382385,1,0.991694,0.000017,0.923941,0.07441,0.28938,0.769398,bus
0.00002,0.854372,0.506861,0.738352,0.995201,0.643049,0.000478,0.304763,0.711264,0.91663,0.407744,1,0.969542,0.000005,0.858179,0.085556,0.299944,0.400185,bus
0.000141,0.021976,0.717881,0.348476,0.910544,0.71168,0.106534,0.392382,0.492164,0.369044,0.676333,1,0.998268,0.000189,0.813421,0.054817,0.032683,0.358151,van
0.002329,0.000138,0.148821,0.599786,0.794331,0.637705,0.865974,0.838983,0.619068,0.99983,0.774983,1,0.078735,0,0.574212,0.78192,0.00799,0.580868,saab
0.854712,0.015685,0.760799,0.029037,0.000088,0.043286,0.164614,0.957942,0.196629,0.003472,0.164065,1,0.999981,0.425331,0.085336,0.161507,0,0.655099,opel
0.262885,0.021986,0.562725,0.340523,0.000933,0.342246,0.124525,0.692695,0.508949,0.000678,0.245041,1,0.999997,0.643187,0.482818,0.11061,0.000004,0.310421,opel
0.000002,0.000117,0.34674,0.154771,0.999809,0.107716,0.89354,0.796213,0.280833,0.999208,0.227063,1,0.318217,0,0.34636,0.844967,0.912647,0.834927,van
0.000023,0.012127,0.197056,0.460176,0.99136,0.204211,0.126056,0.307731,0.221752,0.632007,0.693935,1,0.996311,0.000048,0.929021,0.430961,0.220531,0.825694,van
0.000487,0.001715,0.102569,0.594453,0.819444,0.304792,0.468344,0.287734,0.338001,0.738494,0.510375,1,0.992973,0.000072,0.775867,0.461017,0.011882,0.656907,opel
0.000005,0.981604,0.169884,0.624659,0.998781,0.291335,0.00007,0.221801,0.217931,0.896199,0.704529,1,0.977314,0.000004,0.618328,0.04235,0.622064,0.847793,bus
0.000014,0.299473,0.397218,0.637715,0.995115,0.35793,0.006043,0.180819,0.213535,0.755778,0.308305,1,0.991601,0.000018,0.714758,0.095118,0.312546,0.284666,bus
0.107245,0.184309,0.097773,0.215724,0.003241,0.054868,0.015876,0.577215,0.120561,0.000311,0.45511,1,0.999999,0.753329,0.732153,0.129471,0.000014,0.866215,opel
0.042111,0.000019,0.173584,0.745683,0.103848,0.651691,0.975274,0.852583,0.669969,0.997274,0.948128,1,0.555278,0.000002,0.569955,0.936175,0.000335,0.666786,opel
0.000013,0.010713,0.121765,0.67606,0.998477,0.280659,0.114949,0.262779,0.141517,0.998874,0.932692,1,0.378123,0,0.620497,0.3301,0.568506,0.624093,van
0.000136,0.002544,0.176723,0.833085,0.973616,0.772202,0.315954,0.237031,0.639133,0.98554,0.696812,1,0.867825,0.000002,0.587908,0.57274,0.072816,0.511213,bus
0.610204,0.386439,0.047103,0.781264,0.000984,0.456487,0.002949,0.349878,0.897034,0.058867,0.534126,1,0.999719,0.026473,0.195595,0.514924,0.000003,0.960148,bus
0.00003,0.085344,0.10901,0.308662,0.997394,0.126071,0.017878,0.153116,0.064959,0.999568,0.901913,1,0.176016,0,0.53889,0.313065,0.416479,0.802503,opel
0.003311,0.103143,0.141089,0.790454,0.622582,0.797049,0.013651,0.140241,0.688915,0.99274,0.934488,1,0.734963,0.000002,0.834293,0.273116,0.003769,0.605271,opel
0.000052,0.563474,0.607783,0.623665,0.986495,0.066515,0.001989,0.188499,0.181212,0.931569,0.267104,1,0.961845,0.000006,0.7058,0.133069,0.128953,0.335084,saab
0.315928,0.005311,0.218416,0.67193,0.000527,0.179555,0.336903,0.181031,0.070349,0.000078,0.524529,1,1,0.958203,0.573051,0.143812,0.000003,0.339906,opel
0.000009,0.179647,0.092635,0.639107,0.99758,0.155781,0.009758,0.225595,0.074973,0.902014,0.460628,1,0.979187,0.000006,0.859478,0.238691,0.461108,0.652018,bus
0.000001,0.000745,0.914372,0.092583,0.999914,0.08788,0.631457,0.934218,0.540397,0.999912,0.045121,1,0.039336,0,0.229527,0.620688,0.959263,0.35337,van
0.227158,0.011907,0.075433,0.555839,0.000811,0.100126,0.210391,0.609089,0.057939,0.000149,0.668148,1,0.999999,0.916261,0.80293,0.121042,0.000005,0.531402,opel
0.000172,0.183257,0.547527,0.271829,0.931565,0.540503,0.011726,0.795041,0.509864,0.726369,0.776868,1,0.993051,0.000042,0.903408,0.146864,0.034965,0.754548,van
0.008521,0.001422,0.243808,0.806846,0.118281,0.095722,0.480307,0.204035,0.133374,0.037324,0.233552,1,0.999879,0.013966,0.090552,0.844517,0.00036,0.468487,bus
0.000023,0.821174,0.189735,0.880876,0.993614,0.464692,0.000538,0.240688,0.638327,0.864736,0.643693,1,0.983783,0.00001,0.897257,0.140901,0.238666,0.715657,bus
0.00001,0.375487,0.33663,0.394389,0.998353,0.454977,0.004235,0.326876,0.599388,0.996567,0.404664,1,0.571603,0,0.756156,0.078866,0.562145,0.757894,saab
0.000079,0.000222,0.384784,0.438107,0.982482,0.185788,0.840108,0.574716,0.38588,0.984507,0.881999,1,0.88891,0.000002,0.462333,0.572052,0.117631,0.760249,van
0.416394,0.003694,0.746409,0.258831,0.000541,0.132796,0.424855,0.468233,0.040471,0.000955,0.117961,1,0.999995,0.65019,0.135716,0.165355,0.000003,0.090412,saab
0.000039,0.000394,0.372596,0.197236,0.997322,0.369618,0.718578,0.598539,0.16617,0.999889,0.813234,1,0.058826,0,0.123885,0.660851,0.411088,0.464971,van
0.661996,0.001092,0.863618,0.402208,0.000228,0.762159,0.670341,0.560017,0.811015,0.00371,0.143914,1,0.99998,0.344359,0.546353,0.216339,0.000001,0.105012,saab
0.000019,0.736485,0.309199,0.790752,0.995705,0.406097,0.000975,0.114952,0.266913,0.973715,0.362532,1,0.90071,0.000001,0.504229,0.08421,0.319371,0.508818,saab
0,0.98177,0.62117,0.669469,0.999988,0.641275,0.000054,0.099125,0.333113,0.999851,0.612881,1,0.053839,0,0.15377,0.072266,0.994048,0.875681,van
0,0.954399,0.870247,0.663349,0.999989,0.913613,0.000139,0.293395,0.856947,0.999986,0.338546,1,0.004733,0,0.066563,0.029612,0.994903,0.518501,saab
0.000006,0.989552,0.423873,0.687445,0.99823,0.142791,0.000041,0.374469,0.232147,0.858711,0.491928,1,0.983187,0.000006,0.73877,0.062139,0.531158,0.789187,bus
0.43034,0.010541,0.116301,0.546545,0.000862,0.571245,0.175019,0.588689,0.712906,0.011763,0.777401,1,0.999949,0.114966,0.897773,0.243032,0.000004,0.866655,saab
0.000012,0.00098,0.507682,0.406476,0.997636,0.811233,0.563823,0.355883,0.407066,0.977048,0.374768,1,0.918399,0.000002,0.389627,0.558422,0.488962,0.462589,van
0.000033,0.277589,0.220535,0.282565,0.972132,0.436284,0.009431,0.713343,0.549595,0.164725,0.74116,1,0.999469,0.000354,0.898566,0.037235,0.094291,0.912519,van
0.001682,0.000286,0.094578,0.957839,0.79788,0.443429,0.721712,0.02819,0.043489,0.992228,0.903066,1,0.778444,0.000003,0.10955,0.89001,0.007764,0.400107,bus
0.000009,0.942768,0.119427,0.550509,0.997023,0.472365,0.000223,0.260083,0.321327,0.814314,0.486754,1,0.98816,0.00001,0.825793,0.044428,0.426448,0.820868,bus
0.57473,0.019091,0.315424,0.528735,0.000264,0.220757,0.130355,0.894081,0.623748,0.00089,0.347776,1,0.999995,0.68812,0.6957,0.160719,0.000001,0.711594,opel
0.000021,0.545168,0.446714,0.764075,0.992668,0.262253,0.00213,0.434956,0.413515,0.684989,0.17419,1,0.994139,0.000029,0.938931,0.173983,0.212975,0.401266,bus
0.002248,0.000122,0.167567,0.701804,0.820488,0.734122,0.867873,0.776357,0.626482,0.999812,0.833005,1,0.087075,0,0.658765,0.887115,0.009227,0.576157,opel
0.001034,0.001072,0.491979,0.297864,0.760586,0.357645,0.557369,0.81052,0.648292,0.94273,0.060847,1,0.957184,0.000014,0.463395,0.686619,0.007211,0.524077,opel
0.000006,0.959699,0.484385,0.618303,0.998471,0.293002,0.000163,0.310721,0.14562,0.941612,0.299004,1,0.954009,0.000002,0.351363,0.024933,0.575673,0.384182,bus
0.480645,0.00152,0.148418,0.724304,0.000355,0.641405,0.579656,0.231806,0.379623,0.000547,0.742855,1,0.999998,0.800071,0.886755,0.360195,0.000002,0.338425,saab
0.000013,0.558293,0.22821,0.416752,0.992391,0.102298,0.002797,0.765785,0.314935,0.367576,0.704827,1,0.998491,0.000095,0.892857,0.046691,0.254342,0.93848,van
0.000033,0.691284,0.380864,0.108816,0.994202,0.307794,0.001311,0.368659,0.799232,0.993755,0.782616,1,0.712988,0,0.436787,0.062275,0.261526,0.844661,van
0.001382,0.000076,0.16193,0.952394,0.866715,0.89088,0.886736,0.14318,0.48249,0.998782,0.94117,1,0.391431,0,0.173429,0.943042,0.012403,0.504215,bus
0.008924,0.002896,0.055219,0.773746,0.369373,0.732674,0.285854,0.47488,0.746967,0.996692,0.902285,1,0.581987,0.000001,0.824707,0.657975,0.001407,0.841383,saab
0.476164,0.010771,0.18788,0.39808,0.000449,0.675808,0.174497,0.24163,0.456766,0.000448,0.182262,1,0.999998,0.810996,0.817518,0.46847,0.000002,0.389816,opel
0.000001,0.11527,0.125051,0.404451,0.999933,0.796058,0.014461,0.263658,0.793605,0.999982,0.690982,1,0.007918,0,0.647148,0.073077,0.969736,0.759963,saab
0.000011,0.732561,0.678705,0.051481,0.998358,0.234956,0.001215,0.447253,0.498674,0.997946,0.627699,1,0.435183,0,0.077592,0.031338,0.561117,0.467153,van
0.447371,0.003587,0.280443,0.53377,0.000249,0.220718,0.431775,0.171449,0.098222,0.00004,0.135348,1,1,0.98247,0.641266,0.22306,0.000002,0.157716,opel
0.000055,0.181031,0.43678,0.417851,0.974646,0.550606,0.013411,0.82133,0.580377,0.758051,0.677884,1,0.991453,0.000025,0.945758,0.066399,0.094989,0.619435,van
0.000059,0.000097,0.557293,0.395772,0.988213,0.307624,0.909923,0.37461,0.402037,0.98228,0.094202,1,0.891739,0.000002,0.246776,0.837202,0.138638,0.364166,bus
0.000065,0.026469,0.388561,0.326575,0.958638,0.59532,0.079351,0.248923,0.200293,0.250154,0.871797,1,0.999227,0.000302,0.84524,0.153226,0.063689,0.601857,van
0.968799,0.004433,0.95625,0.050147,0.000029,0.806624,0.31318,0.93504,0.857803,0.03871,0.224928,1,0.999788,0.083469,0.16678,0.45262,0,0.370648,saab
0.002229,0.001397,0.333833,0.406335,0.828399,0.334799,0.431478,0.802034,0.415015,0.999846,0.743055,1,0.068111,0,0.392949,0.732206,0.008899,0.628622,saab
0.000445,0.000383,0.677993,0.197238,0.912346,0.34106,0.766228,0.946144,0.812654,0.995074,0.059231,1,0.672716,0.000001,0.31697,0.739687,0.021846,0.496389,opel
0.249337,0.015095,0.513923,0.398501,0.003704,0.190144,0.11003,0.287573,0.059007,0.049265,0.549144,1,0.999793,0.025233,0.595773,0.531511,0.000013,0.241002,saab
0.230666,0.009993,0.246075,0.673478,0.000676,0.062152,0.252258,0.622355,0.051332,0.000066,0.385437,1,1,0.960849,0.749778,0.073662,0.000004,0.274979,opel
0.000002,0.930927,0.316598,0.712235,0.999847,0.536524,0.000218,0.219919,0.498618,0.999682,0.59493,1,0.106727,0,0.485815,0.037441,0.928224,0.828158,saab
0.021255,0.003964,0.052935,0.804086,0.166163,0.855368,0.232752,0.32657,0.574104,0.985143,0.92144,1,0.85022,0.000008,0.876299,0.699478,0.000535,0.603578,saab
0.000002,0.002258,0.600111,0.09215,0.999793,0.152072,0.391999,0.678877,0.540008,0.999577,0.13769,1,0.166968,0,0.3905,0.420757,0.910432,0.712635,van
0.000022,0.000101,0.332669,0.308927,0.998898,0.511602,0.886118,0.802382,0.766922,0.99997,0.883611,1,0.018251,0,0.562411,0.879839,0.641023,0.903235,van
0.125226,0.000031,0.786533,0.108187,0.00829,0.089339,0.977031,0.880904,0.277166,0.259462,0.301446,1,0.998912,0.003136,0.31388,0.773913,0.000029,0.38578,saab
0.000016,0.845607,0.27971,0.738874,0.99529,0.415174,0.000553,0.553189,0.67376,0.909731,0.514347,1,0.973707,0.000005,0.928151,0.073739,0.318468,0.766436,bus
0.000014,0.987153,0.401182,0.521323,0.997127,0.201015,0.000046,0.299814,0.15071,0.94989,0.477765,1,0.949669,0.000002,0.446042,0.059037,0.387541,0.799854,bus
0.004146,0.000043,0.72018,0.150168,0.314145,0.21242,0.965844,0.841931,0.334646,0.797259,0.150386,1,0.990009,0.000104,0.194123,0.774325,0.001318,0.38389,saab
0.000002,0.000048,0.347931,0.237242,0.999842,0.168555,0.94736,0.811603,0.414895,0.999816,0.289821,1,0.098777,0,0.534505,0.877536,0.927598,0.750313,van
0.000001,0.867164,0.160431,0.369536,0.999952,0.246375,0.000427,0.15666,0.309202,0.999633,0.87385,1,0.143226,0,0.725625,0.061551,0.976532,0.901497,van
0.000005,0.625457,0.398623,0.90862,0.998475,0.165069,0.001509,0.040299,0.105377,0.777677,0.287503,1,0.990151,0.000012,0.698301,0.074824,0.552828,0.190103,bus
0.003194,0.000304,0.061442,0.689022,0.35619,0.124352,0.783328,0.111014,0.120249,0.246792,0.36813,1,0.999136,0.00141,0.845673,0.896012,0.001502,0.667626,saab
0.000246,0.000058,0.283083,0.471475,0.931042,0.555298,0.948848,0.86693,0.94885,0.968332,0.940458,1,0.945315,0.000005,0.90155,0.693662,0.034561,0.923948,van
0.000122,0.000035,0.369182,0.192865,0.968668,0.259294,0.967794,0.636259,0.44964,0.950406,0.581356,1,0.962364,0.000007,0.518421,0.842974,0.072603,0.786917,van
0.99526,0.972275,0.053652,0.699631,0.000002,0.334661,0.000119,0.569191,0.698052,0.000039,0.539436,1,1,0.995081,0.389329,0.082827,0,0.926256,bus
0.000025,0.000279,0.402093,0.88511,0.994362,0.25113,0.780617,0.099019,0.082424,0.921969,0.225722,1,0.973703,0.000009,0.56742,0.779417,0.26874,0.183193,bus
0.000016,0.268439,0.604606,0.526971,0.995882,0.052782,0.0065,0.391048,0.126894,0.888377,0.160228,1,0.97905,0.000007,0.754168,0.195159,0.326338,0.469874,bus
0.000004,0.62157,0.199199,0.235934,0.999276,0.202249,0.001871,0.174059,0.156634,0.994095,0.472652,1,0.699292,0,0.7993,0.041763,0.749934,0.78026,opel
0.888929,0.000333,0.760413,0.413093,0.000043,0.944458,0.860327,0.597492,0.940736,0.002372,0.373108,1,0.999987,0.563425,0.629347,0.212155,0,0.248607,saab
0.000488,0.000046,0.147846,0.855534,0.941672,0.618532,0.941093,0.146031,0.082877,0.998348,0.876887,1,0.459172,0,0.311009,0.898296,0.032759,0.562721,bus
0.040697,0.000803,0.043787,0.558503,0.046131,0.067084,0.632019,0.179392,0.070207,0.693734,0.9158,1,0.993655,0.00034,0.408712,0.54555,0.000143,0.735114,opel
0.000037,0.185785,0.333379,0.873263,0.990953,0.35146,0.008575,0.285718,0.405995,0.955007,0.637836,1,0.95033,0.000004,0.78856,0.164777,0.185151,0.26518,bus
0.000024,0.938702,0.75316,0.470553,0.992744,0.301086,0.000231,0.35397,0.560231,0.820277,0.208099,1,0.985764,0.000011,0.65523,0.047614,0.214752,0.518317,bus
0.970691,0.000082,0.917185,0.106751,0.000012,0.950376,0.956043,0.661386,0.842755,0.002943,0.158737,1,0.999983,0.623913,0.238113,0.464491,0,0.153324,saab
0.000065,0.57388,0.616343,0.203955,0.967674,0.434208,0.002666,0.890885,0.723184,0.628187,0.556131,1,0.995177,0.000044,0.760812,0.052824,0.074233,0.830586,van
0.002203,0.000384,0.840463,0.413047,0.459128,0.065018,0.790631,0.800019,0.256456,0.678734,0.043192,1,0.993892,0.000152,0.575093,0.66482,0.002162,0.052422,saab
0.000027,0.013408,0.267001,0.844554,0.994997,0.392578,0.101981,0.407382,0.396968,0.991402,0.697523,1,0.794516,0.000001,0.792382,0.256452,0.305118,0.456155,bus
0.000079,0.092161,0.536161,0.131664,0.976696,0.106604,0.023237,0.722501,0.072207,0.901462,0.748546,1,0.979375,0.000011,0.826097,0.199977,0.088864,0.665948,van
0.206721,0.013803,0.293817,0.720267,0.0047,0.375995,0.114903,0.087518,0.064805,0.06415,0.634478,1,0.999719,0.018602,0.751577,0.485206,0.000017,0.080167,opel
0.00001,0.870662,0.943983,0.566658,0.999011,0.863417,0.000453,0.337383,0.512192,0.99957,0.254239,1,0.119482,0,0.103685,0.025157,0.662676,0.098891,saab
0.000022,0.010046,0.161917,0.108563,0.997479,0.301696,0.135559,0.411908,0.624999,0.999289,0.871837,1,0.265612,0,0.151565,0.202949,0.444924,0.926369,van
0.000005,0.003226,0.355111,0.297632,0.983783,0.999991,0.517848,0.707602,0.003647,0.000581,0.999585,0,0.999999,0.128351,0.837259,0.087445,0.311094,0.000001,van
0.000213,0.048277,0.475634,0.877751,0.961836,0.371242,0.026849,0.223788,0.458978,0.978276,0.609394,1,0.901717,0.000003,0.521986,0.488547,0.04431,0.402202,bus
0.000041,0.001358,0.177231,0.340238,0.995673,0.87798,0.474144,0.808032,0.912107,0.999799,0.878917,1,0.097521,0,0.447274,0.395327,0.339484,0.931176,van
0.978578,0.975826,0.37935,0.333802,0.000014,0.128287,0.000089,0.425532,0.473305,0.000204,0.082656,1,0.999998,0.95675,0.079191,0.235372,0,0.728535,bus
0.000158,0.00029,0.083094,0.674463,0.981209,0.139106,0.757643,0.228418,0.031164,0.997566,0.851486,1,0.566898,0,0.593044,0.855421,0.09092,0.805795,bus
0.015448,0.004475,0.177165,0.90121,0.049658,0.173601,0.245958,0.076513,0.32391,0.006922,0.160932,1,0.999975,0.085317,0.315453,0.787547,0.000149,0.43565,bus
0.000012,0.531357,0.905974,0.154488,0.999024,0.154109,0.002536,0.754927,0.275395,0.999887,0.149252,1,0.037636,0,0.455446,0.043974,0.666635,0.095469,saab
0.122014,0.000306,0.628099,0.693623,0.031206,0.950042,0.761051,0.814205,0.943784,0.989359,0.701936,1,0.78209,0.000009,0.908235,0.868336,0.00009,0.288252,saab
0.011429,0.001072,0.160842,0.803855,0.304171,0.503688,0.456882,0.618664,0.581543,0.982284,0.836776,1,0.884415,0.000009,0.097644,0.903708,0.000897,0.825588,bus
0.550543,0.015295,0.428593,0.361844,0.000373,0.682751,0.141889,0.688386,0.718118,0.002219,0.292329,1,0.999989,0.440914,0.440191,0.22769,0.000002,0.657241,saab
