@relation 'pendigits_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N6-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0.101483,0.993536,0.000636,0,0.260608,0.007752,0
0.611004,0.896969,0.00459,0.799271,0.206562,0.001791,4
0.645583,0.061336,0.00189,0.99953,0.512895,0.969005,3
0.000002,0.999993,0.042801,0.000283,0.999982,0.999106,9
0.030879,0.005457,0.401258,0.004722,0.010803,0.111491,8
0.991981,0.014025,0.99955,0.995569,0.527706,0.02775,6
0.891628,0.052485,0.211225,0.999925,0.994103,0.993609,5
0.008715,0.000552,0.450457,0.913463,0.015565,0.998527,7
0.010155,0.414925,0.977908,0.999914,0.056551,0.998575,2
0.998892,0.011918,0.996325,0.998921,0.68248,0.045528,6
0.926263,0.871772,0.014934,0.000004,0.023654,0.000844,0
0.539652,0.004845,0.015462,0.999678,0.962505,0.991407,3
0.896121,0.960859,0.008378,0.998103,0.632784,0.001143,4
0.000559,0.99964,0.000314,0.987787,0.997725,0.997155,1
0.00012,0.997036,0.000171,0.913862,0.99995,0.97513,1
0.040019,0.000455,0.901223,0.970698,0.10951,0.998971,7
0.071138,0.148207,0.975023,0.978293,0.005274,0.993934,7
0.453738,0.960696,0.000624,0,0.038283,0.002456,0
0.998721,0.044762,0.948445,0.837508,0.279128,0.00103,6
0.970233,0.061485,0.018943,0.99996,0.997181,0.988489,5
0.041803,0.153108,0.978512,0.999869,0.238404,0.998648,2
0.988,0.866027,0.074406,0.000292,0.002899,0.006522,0
0.037063,0.002743,0.405433,0.994994,0.018139,0.998172,7
0.048186,0.206513,0.632057,0.999897,0.021141,0.996217,2
0.137406,0.122651,0.000205,0.999787,0.993018,0.041949,9
0.833017,0.242043,0.002343,0.999873,0.301496,0.997624,3
0.897637,0.992218,0.010393,0.957624,0.006559,0.007235,4
0.991836,0.080831,0.23557,0.037263,0.042312,0.000891,6
0.211063,0.997913,0.002069,0,0.06715,0.02146,0
0.997213,0.010529,0.993133,0.698017,0.413334,0.003902,6
0.118272,0.209934,0.965868,0.924662,0.002856,0.983041,7
0.999491,0.993563,0.950029,0.000006,0.922817,0.723535,8
0.914944,0.988589,0.012308,0.945747,0.001394,0.040408,4
0.038086,0.999743,0.000918,0,0.741305,0.215526,0
0.243969,0.98158,0.00056,0,0.071562,0.006522,0
0.999779,0.030936,0.977905,0.935531,0.069685,0.038926,6
0.019009,0.003848,0.738072,0.901371,0.007764,0.997995,7
0.984044,0.011812,0.020538,0.999717,0.868046,0.975453,3
0.009702,0.999144,0.00011,0.000001,0.912924,0.017027,0
0.021151,0.755911,0.157451,0.99998,0.080016,0.998353,2
0.936466,0.951511,0.021572,0.932454,0.117307,0.001788,4
0.850169,0.994492,0.00776,0.97599,0.998107,0.929669,9
0.908755,0.995859,0.328341,0.994694,0.000897,0.09472,4
0.974527,0.000885,0.030741,0.999645,0.979468,0.935552,3
0.001415,0.35297,0.994772,0.000034,0.009205,0.656628,5
0.977397,0.109247,0.018354,0.999909,0.690507,0.010817,5
0.998866,0.220267,0.86351,0.89107,0.02505,0.003108,6
0.907664,0.003793,0.009835,0.999472,0.941295,0.979023,3
0.940144,0.138063,0.0061,0.999955,0.995025,0.169899,9
0.932555,0.342145,0.006864,0.999831,0.205617,0.067876,9
0.120938,0.828159,0.999605,0.000014,0.02634,0.047119,5
0.029286,0.999591,0.997722,0.000001,0.263328,0.109931,5
0.03412,0.008179,0.654198,0.993379,0.072764,0.999309,7
0.705719,0.996415,0.037651,0.98076,0.865985,0.982361,9
0.9988,0.051304,0.863957,0.521312,0.247845,0.000506,6
0.926367,0.000849,0.04991,0.999919,0.928513,0.069721,5
0.976716,0.936869,0.074528,0.745049,0.562682,0.00035,4
0.917925,0.107584,0.003056,0.999883,0.80038,0.857029,3
0.032652,0.002496,0.996393,0.999913,0.931531,0.990146,1
0.893888,0.949246,0.006292,0.000004,0.007269,0.002781,0
0.246617,0.082768,0.831211,0.885641,0.003858,0.988284,7
0.16558,0.006246,0.952537,0.992431,0.100307,0.008589,8
0.042836,0.022977,0.999005,0.919129,0.102609,0.998614,7
0.000747,0.99827,0.000304,0.93769,0.999954,0.998948,1
0.114228,0.023813,0.997562,0.999645,0.157852,0.990562,1
0.992436,0.9663,0.061955,0.999974,0.974976,0.014002,9
0.993571,0.843977,0.440585,0.000115,0.016896,0.00077,0
0.635835,0.2195,0.001189,0.999949,0.953348,0.108845,9
0.261278,0.925594,0.005724,0.999669,0.999218,0.001133,9
0.000153,0.150807,0.119537,0.999625,0.20295,0.993779,2
0.000256,0.372352,0.590689,0.999856,0.733601,0.999824,2
0.861167,0.217139,0.004728,0.999971,0.988966,0.667511,9
0.104277,0.077213,0.99863,0.994156,0.016845,0.197772,8
0.998987,0.010898,0.896451,0.608193,0.521286,0.005599,6
0.040779,0.705321,0.99844,0.000004,0.063099,0.472874,5
0.002961,0.000278,0.871414,0.999946,0.718477,0.994895,1
0.224275,0.017401,0.529501,0.995388,0.029419,0.995623,7
0.997259,0.012406,0.858256,0.936443,0.446811,0.001743,6
0.074995,0.566945,0.99319,0.999792,0.014655,0.998504,2
0.998833,0.111973,0.8499,0.849578,0.059894,0.002587,6
0.002174,0.002086,0.244796,0.999613,0.965706,0.994364,2
0.028504,0.367549,0.993789,0.998467,0.011164,0.997708,2
0.425225,0.995702,0.00165,0,0.049494,0.009742,0
0.956703,0.368689,0.008199,0.999931,0.136873,0.1115,9
0.642452,0.023894,0.026223,0.999549,0.950544,0.996536,3
0.000676,0.99999,0.00154,0.978877,0.999787,0.999584,1
0.370918,0.098293,0.838481,0.97805,0.030706,0.998858,7
0.180212,0.319956,0.999301,0.958116,0.011596,0.965503,7
0.991475,0.902202,0.988547,0.969483,0.751523,0.99224,8
0.609434,0.003904,0.001999,0.999872,0.975952,0.104797,9
0.984759,0.068876,0.098908,0.932972,0.015992,0.99219,7
0.961183,0.987874,0.050234,0.995473,0.006796,0.026602,4
0.316536,0.000967,0.707269,0.240509,0.51392,0.998173,8
0.863649,0.202214,0.003175,0.999715,0.644088,0.99445,3
0.995187,0.01282,0.998843,0.977573,0.720636,0.024881,6
0.989705,0.870398,0.247394,0.000166,0.000787,0.003671,0
0.006007,0.966992,0.000288,0,0.887222,0.028272,0
0.073721,0.31041,0.999401,0.999664,0.026959,0.998621,2
0.987926,0.01247,0.634639,0.852029,0.247525,0.00047,6
0.997561,0.930591,0.999457,0.00002,0.360022,0.399703,8
0.936582,0.017229,0.008432,0.999625,0.459842,0.987461,3
0.505705,0.990776,0.003995,0.000001,0.129211,0.001739,0
0.844224,0.048375,0.002811,0.999494,0.658273,0.957935,3
0.992477,0.003597,0.999559,0.97877,0.585312,0.016817,6
0.821973,0.901657,0.003248,0.000007,0.020176,0.001177,0
0.081596,0.248898,0.996571,0.999892,0.078999,0.996121,2
0.358751,0.000255,0.125636,0.999224,0.997052,0.511996,1
0.001251,0.508866,0.995882,0.000022,0.020462,0.767756,5
0.923265,0.095057,0.031364,0.999972,0.999042,0.288181,9
0.994458,0.629256,0.444769,0.998584,0.742884,0.023696,4
0.511641,0.982965,0.004169,0.999893,0.99783,0.005692,9
0.00594,0.637247,0.000117,0.46656,0.915391,0.00331,4
0.005444,0.064281,0.813904,0.999847,0.087718,0.999369,2
0.733899,0.847411,0.019686,0.79741,0.486046,0.00083,4
0.004693,0.095057,0.957348,0.999971,0.13383,0.993247,1
0.991411,0.986551,0.997253,0.000012,0.348853,0.075439,8
0.00105,0.995241,0.001089,0.990301,0.998372,0.998009,1
0.469905,0.008664,0.003211,0.999942,0.990426,0.076355,9
0.126004,0.380432,0.998644,0.295918,0.004309,0.069826,8
0.279869,0.046929,0.7923,0.986687,0.003761,0.995047,7
0.823686,0.351198,0.000469,0.999971,0.418359,0.220712,9
0.254163,0.960211,0.999852,0.000013,0.299583,0.120955,5
0.014752,0.006322,0.971914,0.999702,0.526424,0.998426,2
0.099196,0.022443,0.870578,0.985322,0.004634,0.994129,7
0.233466,0.115916,0.998549,0.999807,0.058977,0.997916,2
0.000968,0.141246,0.838876,0.999937,0.766687,0.997732,2
0.012333,0.999248,0.000406,0.997551,0.982737,0.997552,1
0.704261,0.080276,0.004532,0.999926,0.920504,0.30188,9
0.202521,0.008814,0.458914,0.997462,0.994872,0.99729,8
0.025842,0.890309,0.99821,0.000003,0.089166,0.215621,5
0.009903,0.999719,0.000543,0.998495,0.484924,0.985233,1
0.077735,0.386628,0.998549,0.999564,0.006939,0.994485,2
0.014881,0.993827,0.996294,0.000002,0.236484,0.393041,5
0.410271,0.998014,0.999531,0.000002,0.414615,0.092701,5
0.091309,0.999067,0.998915,0.000001,0.15566,0.058479,5
0.019786,0.098435,0.987594,0.011631,0.006023,0.178982,8
0.818741,0.802146,0.746904,0.000006,0.01272,0.731888,8
0.066636,0.049037,0.897461,0.972691,0.008754,0.998206,7
0.308969,0.458101,0.980079,0.999899,0.007084,0.988607,2
0.994083,0.952287,0.657935,0.000165,0.00732,0.002968,0
0.252761,0.809867,0.001617,0.978748,0.080803,0.004076,4
0.002762,0.001285,0.455592,0.995973,0.238259,0.999185,7
0.055317,0.032992,0.989529,0.999733,0.124107,0.998017,2
0.302562,0.053957,0.012911,0.995532,0.007195,0.997789,7
0.409503,0.015909,0.004016,0.999792,0.856361,0.997911,3
0.012822,0.003491,0.053787,0.992829,0.084028,0.999204,7
0.994418,0.998882,0.566616,0.000001,0.160745,0.520819,8
0.020339,0.328561,0.999694,0.000583,0.143983,0.932157,5
0.068365,0.978068,0.000267,0,0.091892,0.006007,0
0.866801,0.005598,0.002974,0.999865,0.984189,0.655947,9
0.95353,0.91973,0.102298,0.000056,0.04236,0.000852,0
0.017959,0.9305,0.985596,0.000007,0.004228,0.463266,5
0.001227,0.191471,0.978561,0.000004,0.038553,0.30768,5
0.177985,0.018242,0.999185,0.998377,0.186822,0.98478,1
0.064437,0.009145,0.991452,0.986124,0.011301,0.995871,7
0.885881,0.017923,0.004815,0.999793,0.731182,0.997109,3
0.028218,0.008376,0.854537,0.925164,0.059196,0.999597,7
0.887876,0.909839,0.900973,0.95802,0.611481,0.855231,8
0.458119,0.490736,0.958695,0.999884,0.003352,0.988976,2
0.920681,0.879448,0.824271,0.000067,0.001612,0.592554,8
0.023661,0.007281,0.971187,0.999791,0.530104,0.997679,2
0.000803,0.038177,0.122552,0.999847,0.39793,0.999652,2
0.057439,0.784437,0.999163,0.000011,0.079061,0.088312,5
0.000917,0.098817,0.02065,0.995819,0.990744,0.998809,1
0.000836,0.99989,0.000152,0,0.995312,0.363906,0
0.944464,0.983242,0.03859,0.746061,0.120677,0.000906,4
0.05787,0.158592,0.995878,0.999972,0.16664,0.992402,1
0.001897,0.317617,0.985709,0.000016,0.004872,0.610988,5
0.025918,0.014853,0.005709,0.999695,0.193093,0.998573,7
0.146677,0.020797,0.00153,0.998918,0.990196,0.134883,9
0.954308,0.223647,0.778167,0.000072,0.280452,0.014947,8
0.001439,0.070702,0.720799,0.999928,0.331585,0.999485,2
0.997642,0.492108,0.795254,0.962475,0.005489,0.012229,6
0.116339,0.083431,0.824832,0.599251,0.004171,0.988714,7
0.008897,0.00028,0.928694,0.685125,0.091503,0.996201,7
0.973708,0.007324,0.13154,0.415994,0.39798,0.984453,7
0.994873,0.958009,0.346648,0.999946,0.999729,0.47966,9
0.133967,0.997941,0.000557,0.999806,0.870743,0.998806,1
0.562129,0.040236,0.015162,0.999241,0.926509,0.998322,3
0.598997,0.018546,0.016551,0.999923,0.991208,0.061113,9
0.137883,0.999652,0.998987,0.000001,0.347017,0.37334,5
0.042317,0.000077,0.968197,0.963958,0.688395,0.989328,7
0.63875,0.996014,0.003297,0.953532,0.006462,0.03049,4
0.101777,0.331152,0.882259,0.207431,0.005432,0.065629,8
0.002657,0.000769,0.473,0.98292,0.331298,0.999284,7
0.55185,0.054842,0.000708,0.999877,0.966443,0.218733,9
0.862309,0.269998,0.005011,0.999787,0.544033,0.983231,3
0.006657,0.899386,0.000385,0.999338,0.988541,0.997776,1
0.958856,0.995626,0.02187,0.998349,0.005317,0.061568,4
0.001879,0.999471,0.000313,0.990212,0.998798,0.998261,1
0.822871,0.927141,0.017284,0.999776,0.789654,0.001928,9
0.036982,0.969547,0.997453,0.000009,0.038256,0.53651,5
0.996003,0.003401,0.976822,0.980737,0.577552,0.00891,6
0.002014,0.001074,0.921305,0.990318,0.661869,0.999412,7
0.212154,0.987466,0.000238,0.994593,0.111036,0.027608,4
0.101022,0.215982,0.000999,0.99944,0.897483,0.99782,3
0.042986,0.99581,0.996158,0.000006,0.007059,0.266058,5
0.999129,0.12214,0.92485,0.997572,0.01658,0.006429,6
0.966498,0.010045,0.086277,0.998884,0.906071,0.991762,3
0.761094,0.025661,0.000981,0.999703,0.681683,0.995572,3
0.288689,0.418289,0.001259,0.975231,0.722026,0.00091,4
0.994452,0.980735,0.881443,0.997349,0.004046,0.04966,4
0.006251,0.999298,0.000197,0.99908,0.973502,0.99487,1
0.025602,0.000951,0.057107,0.979855,0.088128,0.998527,7
0.997662,0.00992,0.997155,0.973258,0.542461,0.007546,6
0.985325,0.968689,0.080397,0.999029,0.995837,0.922267,9
0.118387,0.002175,0.998987,0.636502,0.178459,0.082292,8
0.083094,0.03686,0.393176,0.99313,0.006235,0.997806,7
0.185231,0.02182,0.552363,0.995637,0.006971,0.998796,7
0.98853,0.780306,0.118673,0.000226,0.001485,0.003843,0
0.407029,0.585792,0.001887,0.954019,0.820021,0.00148,4
0.091664,0.778586,0.000661,0.000001,0.39866,0.004232,0
0.07859,0.037786,0.030237,0.999153,0.042111,0.999296,7
0.956553,0.702622,0.008143,0.999909,0.217364,0.998772,3
0.970538,0.033733,0.016863,0.999687,0.863475,0.971316,3
0.974364,0.934396,0.132548,0.000062,0.003945,0.012328,0
0.364652,0.016727,0.999756,0.999493,0.117678,0.981353,2
0.011118,0.996446,0.00011,0.99765,0.981295,0.99341,1
0.682036,0.498559,0.005904,0.999933,0.998269,0.054032,9
0.949324,0.94204,0.021457,0.000027,0.00372,0.002159,0
0.967413,0.994248,0.012882,0.99976,0.876679,0.947184,9
0.965202,0.936217,0.033074,0.000026,0.010064,0.00114,0
0.387276,0.994012,0.725907,0.997752,0.997487,0.984931,9
0.923177,0.975583,0.008902,0.98625,0.137291,0.007182,4
0.940125,0.843695,0.008409,0.994362,0.137487,0.014677,4
0.182437,0.016934,0.998312,0.999752,0.235668,0.990341,2
0.040603,0.149053,0.986702,0.956949,0.006733,0.997977,7
0.015339,0.998494,0.000713,0.99886,0.950668,0.997464,1
0.034464,0.057267,0.800015,0.988693,0.003464,0.99542,7
0.008841,0.002074,0.99817,0.939186,0.863176,0.051917,8
0.969336,0.047146,0.011018,0.999786,0.517953,0.933223,3
0.877183,0.687622,0.008459,0.747492,0.445749,0.000572,4
0.021601,0.001726,0.991372,0.999885,0.578351,0.996126,1
0.996126,0.940199,0.421982,0.000344,0.003682,0.003187,0
0.095758,0.01372,0.997095,0.999452,0.373082,0.990684,1
0.393232,0.597895,0.001507,0.000006,0.066582,0.001234,0
0.001933,0.651785,0.995108,0.000012,0.015134,0.564834,5
0.002647,0.953032,0.000545,0.998883,0.97259,0.995306,1
0.899057,0.019536,0.03321,0.665598,0.102056,0.000246,6
0.998996,0.669072,0.313493,0.99998,0.79237,0.874513,5
0.997229,0.991443,0.831858,0.860614,0.007697,0.006759,4
0.026888,0.153987,0.984261,0.997229,0.016317,0.995291,2
0.003076,0.862745,0.00054,0.998411,0.976504,0.998576,1
0.561931,0.902684,0.001192,0.00001,0.010449,0.003372,0
0.942366,0.112185,0.999526,0.999667,0.011032,0.904662,2
0.553264,0.278637,0.999089,0.999274,0.093784,0.986512,2
0.09547,0.067918,0.0004,0.99828,0.964693,0.121295,9
0.956119,0.990992,0.574651,0.000001,0.985143,0.969664,8
0.066834,0.997762,0.505625,0.999906,0.963619,0.999848,1
0.011258,0.788616,0.563509,0.999981,0.049613,0.977428,2
0.981364,0.164111,0.012721,0.999516,0.986439,0.416182,9
0.160325,0.051566,0.997768,0.754777,0.009256,0.978903,7
0.962754,0.199886,0.011436,0.999814,0.315304,0.995714,3
0.775771,0.019353,0.005407,0.999732,0.983126,0.95833,3
0.940348,0.955804,0.022367,0.99997,0.870386,0.009911,9
0.885299,0.652737,0.94981,0.001961,0.001745,0.291876,8
0.109681,0.005966,0.298688,0.975161,0.014076,0.998896,7
0.991694,0.972975,0.862641,0.995959,0.001308,0.374098,4
0.900422,0.123337,0.097565,0.999568,0.341491,0.989411,1
0.998878,0.028259,0.849713,0.993758,0.037544,0.003142,6
0.990625,0.999042,0.960932,0.999771,0.999163,0.998939,9
0.092372,0.99998,0.996233,0.000002,0.631073,0.107686,5
0.003619,0.001199,0.95076,0.990108,0.451365,0.999655,7
0.972382,0.920581,0.077289,0.000052,0.000555,0.01231,0
0.999845,0.392201,0.997984,0.986042,0.060673,0.018008,6
0.009623,0.999829,0.000348,0.99665,0.989054,0.995148,1
0.599302,0.300326,0.001465,0.999859,0.75825,0.99819,3
0.011325,0.983186,0.000234,0,0.862167,0.027874,0
0.994162,0.939477,0.062702,0.999992,0.998212,0.262419,9
0.064821,0.005162,0.999562,0.997151,0.667085,0.102315,8
0.765847,0.000146,0.019369,0.99959,0.985007,0.834193,3
0.992881,0.986454,0.461328,0.992542,0.015476,0.015881,4
0.257775,0.187272,0.995718,0.77056,0.004888,0.986761,7
0.8929,0.342394,0.002402,0.999796,0.611492,0.993009,3
0.859154,0.644196,0.001427,0.999943,0.936048,0.143907,9
0.003115,0.99945,0.000499,0.996175,0.989157,0.997386,1
0.151731,0.794206,0.998728,0.000064,0.010462,0.276885,5
0.027924,0.653925,0.000101,0.865674,0.829602,0.001352,4
0.398582,0.954145,0.082819,0.998424,0.998089,0.997709,8
0.724318,0.222523,0.007687,0.998603,0.906882,0.002076,4
0.001054,0.082612,0.000678,0.99925,0.696495,0.992651,7
0.691593,0.931841,0.007717,0.989881,0.381215,0.005109,4
0.087677,0.243276,0.997681,0.999925,0.039991,0.995953,1
0.999288,0.013316,0.997333,0.998131,0.371653,0.016505,6
0.908808,0.66315,0.00565,0.987353,0.226602,0.002018,4
0.009963,0.999308,0.000658,0.999724,0.765401,0.997833,1
0.846975,0.991259,0.013819,0.000001,0.012331,0.004662,0
0.242726,0.760856,0.996019,0.997889,0.008542,0.995677,2
0.997665,0.952509,0.999143,0.999696,0.07524,0.710436,4
0.002415,1,0.000779,0.506089,0.999279,0.992294,1
0.840713,0.003923,0.059132,0.999975,0.974285,0.019231,5
0.965265,0.989774,0.073296,0.686501,0.034973,0.001165,4
0.181835,0.036114,0.710374,0.99912,0.007229,0.999045,7
0.046496,0.676304,0.960093,0.99997,0.052074,0.999369,2
0.022244,0.029147,0.981894,0.999823,0.377403,0.999086,2
0.032959,0.926712,0.998807,0.000007,0.013284,0.090433,5
0.916844,0.846152,0.002382,0.999775,0.201216,0.978811,3
0.992747,0.927805,0.925399,0.000001,0.95784,0.757592,8
0.030116,0.969739,0.000179,0.781798,0.013569,0.066247,4
0.014687,0.994292,0.000144,0,0.78956,0.012001,0
0.006857,0.064778,0.944004,0.999856,0.153475,0.99824,2
0.011266,0.320252,0.000097,0.99961,0.445702,0.915212,7
0.228272,0.026123,0.998873,0.9995,0.138828,0.988967,2
0.989357,0.010192,0.99959,0.971013,0.686764,0.037158,6
0.003717,0.992855,0.000196,0.000004,0.992925,0.013116,0
0.892266,0.840664,0.008574,0.000012,0.018277,0.000532,0
0.164758,0.133089,0.993936,0.675559,0.00124,0.887852,7
0.127079,0.998395,0.000715,0.999886,0.68416,0.999007,1
0.001829,0.221876,0.991894,0.000003,0.009849,0.89644,5
0.956877,0.361368,0.017997,0.999809,0.078489,0.991952,3
0.09605,0.064146,0.976773,0.856385,0.006682,0.995347,7
0.131587,0.148648,0.99186,0.968931,0.005332,0.988648,7
0.999554,0.984843,0.990788,0.000003,0.860116,0.068424,8
0.561809,0.201092,0.003028,0.999673,0.902796,0.991835,3
0.005496,0.997249,0.002912,0.998932,0.994945,0.999775,1
0.948283,0.078215,0.004044,0.999653,0.668397,0.981956,3
0.889894,0.138035,0.074502,0.999208,0.78084,0.998999,3
0.061793,0.493149,0.999523,0.000008,0.244499,0.466666,5
0.002842,0.397945,0.997054,0.000013,0.018161,0.813058,5
0.077213,0.471791,0.999532,0.000052,0.011499,0.030839,5
0.853673,0.931659,0.980449,0.995689,0.999812,0.998111,9
0.004974,0.024784,0.724851,0.994335,0.262736,0.999847,7
0.818552,0.214686,0.004175,0.999958,0.979516,0.022956,9
0.032723,0.222068,0.997878,0.998572,0.078604,0.99895,2
0.06168,0.015216,0.693888,0.82262,0.006302,0.998027,7
0.249994,0.514338,0.999396,0.999523,0.038633,0.99755,2
0.17685,0.551581,0.965407,0.999957,0.017045,0.99729,2
0.970456,0.77861,0.989339,0.000005,0.366393,0.81213,8
0.764847,0.025121,0.002765,0.999682,0.873909,0.98152,3
0.07074,0.203937,0.999463,0.106993,0.002913,0.050832,8
0.001955,0.14969,0.971826,0.000028,0.005635,0.608239,5
0.177819,0.037563,0.649219,0.948916,0.004984,0.994614,7
0.967193,0.997236,0.555168,0.999943,0.821953,0.033344,9
0.211574,0.976565,0.001065,0,0.052064,0.007356,0
0.065958,0.662781,0.996138,0.999293,0.153055,0.998752,2
0.020374,0.557921,0.999414,0.000007,0.037017,0.227848,5
0.18522,0.333746,0.996631,0.999861,0.023073,0.994807,2
0.037239,0.057589,0.995252,0.999219,0.516034,0.992704,2
0.908575,0.918451,0.013125,0.579484,0.004315,0.007467,4
0.680247,0.068515,0.000617,0.998974,0.708664,0.993418,3
0.979317,0.022707,0.637498,0.999902,0.991549,0.763822,5
0.002607,0.692357,0.006512,0.999885,0.216744,0.99568,3
0.809561,0.546919,0.000378,0.999949,0.350966,0.215707,9
0.965213,0.073623,0.00335,0.999508,0.612127,0.796505,3
0.999886,0.03305,0.999786,0.998874,0.796627,0.313468,6
0.984889,0.989865,0.435765,0.999001,0.001496,0.168262,4
0.001027,0.997876,0.000188,0.990144,0.998317,0.996476,1
0.332104,0.334594,0.999618,0.025669,0.00227,0.712568,7
0.083832,0.0952,0.992287,0.597929,0.003798,0.984682,7
0.000035,0.999998,0.001448,0.000418,0.999931,0.996877,9
0.99978,0.300371,0.999121,0.997921,0.060893,0.017834,6
0.236699,0.771177,0.000878,0.980843,0.604712,0.002212,4
0.00023,0.999998,0.002235,0.000014,0.999665,0.988232,9
0.029145,0.987745,0.000626,0.99978,0.946839,0.99859,1
0.999599,0.669943,0.973909,0.865681,0.021638,0.005997,6
0.003397,0.976167,0.992153,0.000003,0.009563,0.742542,5
0.010328,0.438159,0.980969,0.999956,0.093954,0.99938,2
0.998855,0.001515,0.992696,0.931998,0.702987,0.025714,6
0.004212,0.308477,0.997835,0.00004,0.013024,0.643986,5
0.135315,0.958849,0.001822,0.884546,0.154565,0.004632,4
0.361331,0.971726,0.003249,0.999681,0.999394,0.005711,9
0.999457,0.504255,0.998495,0.38084,0.008579,0.010895,0
0.055641,0.936538,0.998336,0.000005,0.02542,0.163031,5
0.063578,0.034623,0.998942,0.683366,0.060463,0.994186,7
0.994763,0.924295,0.992716,0.964802,0.684514,0.877843,8
0.995153,0.975494,0.096097,0.99999,0.993585,0.234179,9
0.993435,0.550424,0.198017,0.000886,0.001968,0.004401,0
0.040547,0.321871,0.996595,0.999568,0.048087,0.997586,2
0.986925,0.973723,0.665101,0.000001,0.051165,0.896362,8
0.988725,0.102513,0.629936,0.999988,0.989969,0.01476,5
0.995312,0.066116,0.372436,0.999857,0.817143,0.474723,5
0.998293,0.589493,0.77447,0.010524,0.00129,0.00648,0
0.003112,0.239948,0.994556,0.00002,0.010898,0.514036,5
0.830891,0.000498,0.011489,0.999206,0.844148,0.551209,3
0.612505,0.70142,0.930572,0.997322,0.780446,0.84456,8
0.971312,0.028298,0.021275,0.999145,0.668727,0.988644,3
0.834,0.965664,0.004189,0.987163,0.019441,0.044994,4
0.007236,0.999687,0.000121,0.996698,0.961106,0.983306,1
0.094278,0.622265,0.999519,0.000014,0.081928,0.154083,5
0.999699,0.011441,0.983389,0.947403,0.474557,0.005486,6
0.008226,0.444368,0.000696,0.998675,0.98773,0.998682,1
0.017292,0.999947,0.006001,0,0.99124,0.939657,0
0.787638,0.021866,0.109149,0.999341,0.938964,0.986166,3
0.969702,0.977493,0.068085,0.90685,0.082963,0.001813,4
0.525899,0.258679,0.999637,0.999749,0.243737,0.950645,2
0.157184,0.009329,0.862185,0.846468,0.006617,0.998784,7
0.500297,0.956957,0.001707,0.999954,0.227284,0.998413,3
0.937378,0.002001,0.324057,0.999976,0.981461,0.110332,5
0.9954,0.99033,0.994884,0,0.993407,0.51211,8
0.997536,0.090985,0.599235,0.426034,0.062667,0.002621,6
0.988285,0.983883,0.147397,0.863657,0.002252,0.023987,4
0.020374,0.005297,0.461421,0.999386,0.999757,0.990481,1
0.96436,0.963968,0.942452,0,0.999304,0.7484,8
0.995076,0.999027,0.65693,0.000001,0.512649,0.053496,8
0.991337,0.99694,0.154825,0.997956,0.005399,0.030522,4
0.000002,0.999974,0.005493,0.00087,0.999978,0.99786,9
0.99851,0.330703,0.755516,0.831018,0.012619,0.005742,6
0.999149,0.977433,0.979656,0.000001,0.655119,0.828074,8
0.496594,0.243799,0.999414,0.999759,0.049295,0.991672,2
0.000026,0.997261,0.000339,0,0.999909,0.236715,0
0.20741,0.454137,0.010309,0.999933,0.999047,0.021089,9
0.992943,0.001679,0.992684,0.945653,0.543441,0.015963,6
0.49192,0.005498,0.009156,0.999819,0.994557,0.236951,9
0.029703,0.344182,0.968289,0.999953,0.019006,0.997684,2
0.896247,0.054128,0.004388,0.999257,0.814592,0.994876,3
0.11059,0.279379,0.998326,0.999628,0.104667,0.998589,2
0.885982,0.032523,0.005892,0.999757,0.773947,0.990346,3
0.72457,0.141746,0.003251,0.005402,0.628954,0.00058,0
0.997283,0.321044,0.414752,0.999917,0.996506,0.991062,5
0.081277,0.003898,0.994424,0.002136,0.072485,0.031501,8
0.998524,0.013866,0.999598,0.996645,0.640779,0.050423,6
0.699298,0.005566,0.003294,0.999618,0.84607,0.966924,3
0.954111,0.005303,0.152126,0.139636,0.816204,0.981363,8
0.96919,0.163252,0.045035,0.997989,0.53765,0.991884,3
0.000292,0.980562,0.000753,0.986894,0.998933,0.997314,1
0.86373,0.98676,0.746436,0.000005,0.009196,0.719293,8
0.014179,0.011105,0.430737,0.862084,0.006825,0.99821,7
0.998339,0.013951,0.997875,0.997227,0.280806,0.011932,6
0.999396,0.082272,0.999805,0.999165,0.443428,0.085075,6
0.968591,0.021224,0.456288,0.999957,0.996647,0.898903,5
0.028311,0.872429,0.997286,0.000004,0.037783,0.685921,5
0.013307,0.354678,0.000124,0.353174,0.199059,0.016718,4
0.128503,0.988598,0.999531,0.000006,0.14824,0.421671,5
0.115015,0.351717,0.002941,0.999672,0.998292,0.999159,1
0.799827,0.994269,0.009792,0.000004,0.017714,0.004835,0
0.000071,0.131645,0.887085,0.000005,0.031704,0.97337,5
0.8751,0.99532,0.008594,0.920694,0.011042,0.010472,4
0.763573,0.998909,0.002174,0.608027,0.004691,0.015138,4
0.996842,0.030583,0.532829,0.761993,0.048627,0.007345,6
0.406145,0.997329,0.001395,0.983573,0.007063,0.065382,4
0.001236,0.99982,0.000159,0.987764,0.998522,0.994919,1
0.983222,0.012801,0.552103,0.99991,0.885144,0.01063,5
