@relation 'vehicle_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N6-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute Class {opel,saab,bus,van}

@data
0.999997,0.006753,0.000003,0.144036,0.960736,0.024221,saab
0.006549,0.039841,1,0.804243,0.989603,0.476416,van
0.999997,0.030681,0.000001,0.839124,0.005032,0.53428,saab
0.999992,0.987113,0.001559,0.890177,0.309046,0.811901,bus
0.033586,0.451521,0.999956,0.000939,0.786452,0.78773,saab
0.002286,0.981263,0.999398,0.016367,0.385046,0.024203,bus
0.999965,0.055761,0.000005,0.034533,0.121869,0.017679,saab
0.009863,0.005761,1,0.457003,0.883741,0.962553,van
0.000387,0.717482,0.999985,0.02005,0.91339,0.001212,van
0.001234,0.984988,0.999979,0.137241,0.39441,0.00523,opel
0.996343,0.109973,0.258693,0.96247,0.206294,0.128024,opel
0.999987,0.000354,0.001588,0.050174,0.593105,0.992859,saab
0.999938,0.018762,0.000517,0.870796,0.013039,0.576525,saab
0.015618,0.785793,0.88197,0.311318,0.389656,0.010945,van
0.000261,0.010366,1,0.139521,0.932084,0.675046,van
0.999703,0.029378,0.003709,0.942817,0.878306,0.06966,opel
1,0.999589,0,0.106139,0.053063,0.125899,bus
0.009834,0.829948,0.97409,0.564337,0.355535,0.004108,van
0.999886,0.010637,0.000315,0.791693,0.892074,0.017996,saab
0.999979,0.921804,0,0.992172,0.002806,0.597986,opel
0.999986,0.799308,0.000081,0.560598,0.0533,0.134667,bus
0.057604,0.10534,0.999692,0.922117,0.995176,0.348985,van
0.628305,0.56017,0.978282,0.989682,0.883559,0.53325,bus
0.951931,0.004433,0.999997,0.85741,0.894202,0.777252,opel
0.949162,0.002901,0.99981,0.121062,0.995695,0.986123,opel
0.428125,0.030627,0.999967,0.959085,0.796794,0.183602,bus
0.999989,0.013494,0.000091,0.986532,0.049442,0.553724,saab
0.001008,0.995804,0.999649,0.048491,0.030699,0.649663,bus
0.001253,0.771826,0.999963,0.007982,0.06528,0.095349,van
0.021984,0.352988,0.999846,0.983289,0.863225,0.167101,van
0.999995,0.731468,0,0.991148,0.062371,0.007601,opel
0.999354,0.000755,0.992141,0.948778,0.701537,0.941828,saab
0.039371,0.000336,1,0.981928,0.98992,0.056981,van
0.999997,0.010152,0.000042,0.665237,0.569747,0.126434,opel
0.964319,0.176462,0.833003,0.973461,0.748459,0.037969,opel
0.001673,0.997385,0.999993,0.021497,0.305978,0.001284,opel
0.999851,0.221737,0.083379,0.962638,0.355515,0.780682,bus
0.003929,0.992788,0.99906,0.342003,0.404981,0.316087,bus
0.001212,0.984967,0.999777,0.214255,0.05059,0.807524,bus
0.99994,0.307839,0,0.037972,0.265996,0.005109,opel
0.999998,0.140742,0,0.416688,0.648667,0.04078,saab
0.021286,0.000177,1,0.993871,0.995242,0.081883,van
0.00872,0.32953,0.999969,0.70053,0.126254,0.725029,van
0.999999,0.031373,0,0.784828,0.474855,0.348577,opel
0.999998,0.977107,0.000036,0.014354,0.001925,0.01352,bus
0.999998,0.204746,0,0.953723,0.19964,0.000493,opel
0.004057,0.952071,0.999958,0.063282,0.67051,0.052193,opel
0.999988,0.655819,0,0.459722,0.032187,0.867866,saab
0.999983,0.092029,0,0.498945,0.008367,0.051757,opel
0.036054,0.439204,0.885246,0.674748,0.157156,0.296724,van
0.999896,0.440531,0.407594,0.908366,0.553119,0.888477,bus
0.000458,0.997278,0.999968,0.049934,0.003411,0.089935,bus
0.999976,0.70029,0,0.964485,0.001434,0.130247,saab
0.999984,0.530673,0,0.407067,0.118871,0.616606,opel
0.95452,0.073463,0.838264,0.620959,0.918192,0.072786,opel
0.00907,0.224174,0.999999,0.310191,0.718171,0.759346,van
0.027588,0.564425,0.89247,0.809774,0.011939,0.182171,van
0.010259,0.995704,0.993066,0.494839,0.063163,0.472998,bus
0.999995,0.671888,0,0.944274,0.337845,0.039663,opel
0.882189,0.113894,0.972809,0.828772,0.893642,0.09879,saab
0.018527,0.518186,0.999971,0.0065,0.832111,0.12901,opel
0.999996,0.006466,0.000022,0.126757,0.270939,0.259586,opel
0.999999,0.012135,0,0.088057,0.449527,0.013674,saab
0.94633,0.001246,0.991508,0.907471,0.995452,0.032981,saab
0.001337,0.996714,0.999845,0.033854,0.030239,0.105581,bus
0.999986,0.115712,0.000001,0.099732,0.009579,0.038945,opel
1,0.991163,0,0.019276,0.000609,0.000015,bus
0.845962,0.245256,0.997964,0.980699,0.4781,0.482579,bus
0.999998,0.051296,0,0.35447,0.177247,0.914419,opel
0.052583,0.115665,0.998209,0.33539,0.033603,0.462691,van
0.000002,0.995619,1,0.005021,0.604447,0.134963,van
0.999988,0.023466,0.000001,0.004381,0.004456,0.445731,opel
0.999995,0.321181,0,0.704251,0.002153,0.450457,opel
0.999993,0.326718,0.000001,0.280759,0.009383,0.033519,opel
0.0001,0.81381,1,0.001503,0.86471,0.867316,opel
0.00773,0.775352,0.999976,0.008012,0.799859,0.16732,saab
0.999791,0.56099,0.003255,0.730819,0.104163,0.961035,opel
0.999999,0.145522,0,0.801737,0.973534,0.000412,saab
0.999998,0.001806,0.000002,0.015549,0.158757,0.981006,saab
0.35352,0.036801,0.999988,0.005864,0.962599,0.99662,opel
0.503813,0.027111,0.442561,0.290478,0.804025,0.614148,van
0.999976,0.166197,0,0.033251,0.286598,0.009914,opel
0.000641,0.995758,0.999766,0.023413,0.043911,0.032972,bus
0.758291,0.065099,0.999995,0.292316,0.231928,0.911105,opel
0.999998,0.012546,0,0.016095,0.010653,0.758371,opel
0.908421,0.000973,0.999865,0.00953,0.997701,0.99797,saab
0.004064,0.323648,1,0.34939,0.781794,0.41533,van
0.000014,0.998616,1,0.001493,0.092037,0.909046,opel
0.904497,0.000197,0.999957,0.978463,0.999912,0.01067,opel
0.999999,0.02491,0,0.639251,0.930677,0.126952,saab
0.009863,0.906012,0.999939,0.012143,0.394591,0.223397,saab
0.123529,0.000595,1,0.974113,0.896172,0.962069,van
0.982673,0.29603,0.98703,0.060463,0.777894,0.718109,saab
0.004027,0.562093,0.999999,0.557136,0.03351,0.541193,van
0.136361,0.006941,0.999999,0.008557,0.982287,0.999226,saab
0.000001,0.999988,0,0.999993,0.999977,0.999997,van
0.999999,0.006001,0.000002,0.386462,0.029057,0.854999,opel
0.721692,0.103759,0.996679,0.43138,0.399571,0.079528,saab
0.999309,0.59066,0.020877,0.757007,0.981588,0.078985,saab
0.999988,0.003835,0.000068,0.144114,0.87475,0.060784,opel
0.996066,0.017902,0.873187,0.950108,0.979185,0.706068,bus
0.000263,0.994912,0.999799,0.020587,0.079103,0.011676,bus
0.991175,0.055516,0.310766,0.482086,0.868923,0.038142,saab
1,0.941848,0,0.000076,0.000847,0.006866,bus
0.999997,0.002178,0.000168,0.542577,0.153823,0.970038,saab
0.00006,0.781044,1,0.501963,0.851117,0.013513,van
0.00004,0.973323,0.999999,0.009977,0.547694,0.002852,van
0.783784,0.015338,0.955431,0.956445,0.992913,0.139644,van
0.999997,0.196889,0,0.553642,0.033454,0.735398,saab
0.006385,0.000262,1,0.910546,0.971391,0.699859,van
0.999945,0.289549,0.00024,0.836562,0.203208,0.732933,opel
1,0.993881,0,0.077374,0.002189,0.000961,bus
0.8492,0.293285,0.995199,0.994471,0.924727,0.608147,bus
0.010149,0.001274,1,0.744946,0.952858,0.944801,van
0.984953,0.003398,0.999715,0.430792,0.96051,0.947137,saab
0.759577,0.371056,0.999645,0.529227,0.905623,0.986613,saab
0.001483,0.989684,0.678903,0.971541,0.70579,0.993199,bus
0.009733,0.278633,0.940802,0.147489,0.223267,0.125186,van
0.000189,0.939993,0.999981,0.000701,0.723845,0.007921,van
0.084886,0.012434,0.999982,0.92353,0.793903,0.360381,bus
0.554863,0.416852,0.999872,0.979558,0.890006,0.960011,bus
0.999986,0.104213,0.000009,0.713064,0.003922,0.089672,saab
0.000011,0.910229,1,0.189934,0.496065,0.019496,van
0.000326,0.842395,0.99999,0.002722,0.599418,0.440099,opel
0.974821,0.519087,0.984446,0.196669,0.961522,0.45103,saab
0.000423,0.997091,0.999281,0.068023,0.003765,0.207781,bus
0.999998,0.003356,0.00006,0.105726,0.997722,0.067282,saab
0.990698,0.132751,0.214958,0.957872,0.643997,0.052725,opel
1,0.998838,0,0.762065,0.103872,0.047962,bus
0.003623,0.676644,1,0.062296,0.518624,0.336108,saab
0.000367,0.996482,0.999866,0.041518,0.002239,0.136438,bus
0.999996,0.707075,0,0.987152,0.013846,0.524421,saab
0.999994,0.269388,0.000001,0.562618,0.001534,0.011552,opel
0.842764,0.936654,0.977321,0.132522,0.825497,0.990514,opel
0.999994,0.078574,0,0.108472,0.327178,0.36372,saab
0.114604,0.032412,0.999911,0.012586,0.991337,0.044978,opel
0.980995,0.03511,0.999998,0.527609,0.993906,0.997956,bus
0.999015,0.000319,0.16588,0.704826,0.843505,0.854603,saab
0.999993,0.357046,0,0.988041,0.089811,0.011471,saab
0.450793,0.7476,0.999283,0.354131,0.355115,0.536679,saab
0.001003,0.996027,0.99984,0.026195,0.009289,0.057268,bus
0.005485,0.021689,1,0.950406,0.967383,0.832111,van
0.999998,0.0305,0,0.028627,0.979614,0.116515,saab
0.533803,0.036999,0.999592,0.662329,0.921997,0.036284,saab
0.404916,0.027274,0.975736,0.962317,0.906476,0.325461,van
0.012556,0.426786,0.912235,0.2166,0.005439,0.198656,van
0.999982,0.25865,0,0.7813,0.46085,0.149449,opel
0.999998,0.075975,0,0.466763,0.070618,0.872622,saab
0.999998,0.16341,0,0.95451,0.027311,0.047477,saab
0.999965,0.141657,0.000019,0.918733,0.005106,0.142861,opel
0.988864,0.000302,0.998245,0.905173,0.840329,0.352959,opel
0.000147,0.575621,1,0.377528,0.437037,0.62532,opel
0.000547,0.994275,0.999939,0.041162,0.018453,0.028686,bus
0.003738,0.420692,1,0.708386,0.796546,0.427239,van
0.999996,0.043144,0,0.122708,0.636708,0.002352,saab
0.999964,0.481885,0,0.936244,0.303165,0.001723,saab
0.99998,0.611531,0.001297,0.883127,0.07063,0.083822,bus
0.000569,0.001726,1,0.066966,0.927863,0.99059,van
0.999994,0.03266,0,0.00468,0.058328,0.041609,opel
0.000828,0.567223,0.999999,0.010068,0.939209,0.557632,opel
0.043791,0.328125,0.999998,0.330276,0.220961,0.9474,opel
0.999999,0.729065,0,0.924035,0.573255,0.009651,opel
0.000543,0.987112,0.999631,0.025313,0.007333,0.229333,bus
0.000108,0.39099,1,0.005944,0.518158,0.938164,opel
0.003759,0.975497,0.999745,0.282925,0.016742,0.716617,bus
0.127216,0.003089,0.999967,0.798577,0.880999,0.011215,saab
0.000005,0.993418,0.999999,0.022909,0.450932,0.004095,van
0.995211,0.604693,0.280252,0.92425,0.011357,0.450822,opel
0.96645,0.708509,0.992658,0.150701,0.196842,0.947736,opel
0.001024,0.008735,1,0.831411,0.648153,0.068426,van
0.999486,0.25218,0.99046,0.343911,0.020085,0.586695,bus
0.02015,0.001378,1,0.894971,0.964202,0.247047,saab
0.995006,0.04508,0.907781,0.992726,0.991101,0.179959,bus
0.231456,0.001105,0.999999,0.984997,0.956483,0.963733,van
0.999999,0.64168,0,0.704518,0.818961,0.303026,opel
0.979765,0.024666,0.999891,0.038957,0.998146,0.97923,saab
0.989161,0.098749,0.993912,0.022516,0.535986,0.995419,opel
0.999996,0.419579,0,0.722564,0.134599,0.907749,saab
0.03399,0.00192,1,0.214534,0.848931,0.996402,van
0.000786,0.001087,1,0.850462,0.947936,0.512009,van
0.00105,0.007217,1,0.009692,0.622367,0.973614,opel
0.000538,0.992131,0.999962,0.00248,0.010067,0.11364,bus
0.999976,0.071175,0,0.107624,0.406512,0.005632,opel
0.026419,0.343587,0.476645,0.235424,0.006898,0.258656,van
0,0.998581,1,0.01557,0.305651,0.368482,opel
0.9581,0.215444,0.999969,0.853621,0.899767,0.996928,bus
0.000001,0.966658,1,0.00007,0.544943,0.93211,saab
0.498923,0.000152,1,0.06902,0.999345,0.96871,opel
0.201237,0.000724,0.999996,0.404483,0.992861,0.584513,opel
0.000002,0.992642,1,0.003951,0.663194,0.117073,van
0.000781,0.309718,0.999997,0.110861,0.333106,0.352142,van
0.999844,0.434147,0.000009,0.441902,0.000175,0.039401,opel
0.999999,0.725338,0,0.993225,0.101377,0.064574,saab
0.027312,0.42223,0.980749,0.900469,0.010277,0.120795,van
0.999114,0.014379,0.786495,0.004946,0.940139,0.974574,saab
0.999999,0.034166,0,0.021188,0.999409,0.019254,saab
0.016024,0.090045,1,0.000489,0.939051,0.976754,saab
0.999978,0.205909,0.000001,0.195229,0.743904,0.02454,saab
0.030531,0.629059,0.999978,0.922665,0.561043,0.338183,bus
0.036333,0.739797,0.999862,0.955163,0.354206,0.632777,bus
0.999614,0.24555,0.010552,0.98381,0.773617,0.239205,bus
0.017205,0.003328,0.999999,0.962023,0.987393,0.013606,van
0.001406,0.350982,1,0.490655,0.425961,0.022933,saab
0.999977,0.006131,0.000219,0.320767,0.017129,0.538715,opel
0.00226,0.996947,0.999274,0.555039,0.19572,0.009055,bus
0.999993,0.009554,0.000176,0.70159,0.105092,0.950648,opel
0.000009,0.997766,1,0.044316,0.55314,0.034778,opel
0.000314,0.808699,0.999994,0.146247,0.187521,0.090995,van
0.537729,0.000121,0.999999,0.938184,0.97818,0.102982,saab
0.001239,0.989909,0.999372,0.013861,0.019268,0.072318,bus
0.998749,0.263517,0.375211,0.994305,0.145571,0.92887,bus
0.999999,0.251963,0,0.988042,0.609977,0.006961,opel
0.999737,0.176052,0.0009,0.981531,0.006715,0.103475,opel
0.081135,0.989416,0.992758,0.824454,0.644684,0.868486,bus
0.999846,0.077395,0.008321,0.12513,0.418781,0.994658,saab
0.998584,0.232696,0.988694,0.978632,0.715123,0.680884,bus
0.380918,0.048575,0.954387,0.837172,0.982946,0.023831,van
0.054467,0.61556,0.999892,0.813605,0.369639,0.045257,opel
0.97661,0.028557,0.999984,0.88355,0.924214,0.994927,bus
0.006138,0.736849,0.999988,0.001171,0.735479,0.523175,saab
0.999982,0.075033,0.000001,0.224303,0.002926,0.335552,saab
0.11616,0.474464,0.999966,0.054471,0.906068,0.870402,saab
0.999979,0.416925,0.000001,0.583425,0.08247,0.367998,saab
0.001879,0.920782,0.999987,0.00534,0.160799,0.743443,saab
0.995017,0.000267,0.999977,0.267122,0.991569,0.998974,opel
0.998647,0.008693,0.986053,0.977052,0.733335,0.920045,opel
0.999274,0.000085,0.531559,0.880505,0.996427,0.113074,saab
0.000001,0.998735,1,0.032848,0.19507,0.040832,van
0.063442,0.708475,0.999693,0.105853,0.215145,0.9694,bus
0.03369,0.498239,0.632424,0.114984,0.780888,0.041796,van
0.234295,0.000173,1,0.674572,0.992045,0.87503,van
0.999861,0.095392,0.002041,0.98819,0.431492,0.182764,saab
0.017665,0.000398,1,0.937139,0.890582,0.983906,van
0.999968,0.006268,0.021048,0.888254,0.888933,0.102258,saab
0.001891,0.987526,0.999934,0.244433,0.923771,0.000331,saab
0.675519,0.500104,0.884789,0.553612,0.229512,0.131563,saab
0.144648,0.000769,0.999997,0.991475,0.822142,0.817199,van
0.149748,0.521996,0.681927,0.951399,0.228653,0.032112,van
0.999698,0.00963,0.470693,0.806063,0.947335,0.786608,opel
0.999999,0.025073,0.000001,0.844032,0.22678,0.477101,saab
0.438832,0.077613,0.092123,0.752159,0.996268,0.184479,van
0.000909,0.996133,0.9998,0.221586,0.041911,0.006532,bus
0.999561,0.145121,0.000946,0.987218,0.341498,0.002898,opel
0.999223,0.002818,0.87615,0.130707,0.993786,0.977994,opel
0.999816,0.749543,0.060955,0.858571,0.082697,0.019724,bus
0.314495,0.008812,1,0.934534,0.540248,0.945619,opel
0.411105,0.521149,0.999934,0.779305,0.922894,0.900068,saab
0.999999,0.393476,0,0.930518,0.005525,0.765811,opel
0.01394,0.98943,0.997579,0.1792,0.189194,0.885941,bus
0.999959,0.616751,0.001167,0.684699,0.590544,0.566586,bus
0.000922,0.99301,0.99931,0.083413,0.075777,0.005459,bus
0.463372,0.863733,0.999085,0.879338,0.965209,0.853552,bus
0.080847,0.757346,0.740475,0.894894,0.42743,0.123298,van
0.99302,0.052967,0.979736,0.985947,0.998047,0.045798,bus
0.014079,0.597568,0.936807,0.301788,0.009087,0.438263,van
1,0.990933,0,0.050962,0.002708,0.000152,bus
0.995209,0.054318,0.999828,0.407519,0.957532,0.994746,bus
0.000386,0.993911,0.999928,0.020964,0.174342,0.00686,bus
0.005866,0.009765,1,0.92679,0.239336,0.795067,opel
1,0.999442,0,0.004383,0.033424,0.028974,bus
0.000009,0.98255,1,0.009639,0.542749,0.383197,saab
0.999934,0.001766,0.000365,0.982139,0.966651,0.002072,saab
0.994907,0.000675,0.999776,0.957343,0.819993,0.983822,saab
0.065658,0.837067,0.998743,0.897914,0.757416,0.109577,bus
0.999991,0.003752,0.00009,0.83662,0.588625,0.352525,saab
0.012999,0.472675,0.916645,0.042377,0.013169,0.556888,van
0.99924,0.006937,0.776824,0.91506,0.834885,0.807689,saab
0.000333,0.893364,0.999968,0.003206,0.33851,0.073515,van
0.106508,0.540819,0.999994,0.61459,0.114913,0.830479,saab
0.864562,0.204029,0.999997,0.982868,0.754808,0.993929,bus
0.009178,0.917717,0.999965,0.754336,0.056269,0.5872,bus
0.827151,0.645505,0.839797,0.721967,0.439496,0.005918,opel
0.999992,0.065461,0.000001,0.056431,0.583629,0.053299,opel
0.999989,0.186182,0.00001,0.429485,0.241336,0.265532,saab
0.991472,0.020867,0.76952,0.977219,0.844059,0.0027,opel
0.350975,0.000261,0.999974,0.977147,0.999521,0.078349,van
0.999925,0.254875,0.000034,0.662618,0.001636,0.028548,opel
0.999992,0.184449,0,0.609986,0.884078,0.00225,saab
0,1,0,1,0.999999,1,van
0.002093,0.001358,1,0.292065,0.983255,0.883884,van
0.043206,0.425508,0.629375,0.317465,0.157198,0.005871,van
0.998487,0.038337,0.66366,0.092857,0.82614,0.996976,opel
0.999999,0.952289,0,0.170257,0.029319,0.006937,bus
0.999937,0.433407,0.000003,0.864782,0.025395,0.180333,saab
0.99996,0.047128,0.004751,0.886691,0.466682,0.154955,saab
0.999999,0.023145,0,0.404068,0.644918,0.155505,saab
0.851213,0.030497,0.999352,0.998863,0.930999,0.687175,bus
0.999999,0.423472,0,0.168027,0.535943,0.720085,opel
0.997211,0.003552,0.997164,0.917998,0.304218,0.931097,saab
0.991861,0.258904,0.958978,0.992542,0.835624,0.567938,bus
0.999998,0.048885,0,0.005223,0.229935,0.025413,opel
0.999978,0.281987,0,0.78452,0.433795,0.01468,saab
0.875177,0.242132,0.998816,0.01751,0.681682,0.995752,opel
0.999999,0.101858,0,0.812748,0.252949,0.808904,saab
0.119588,0.456978,0.584968,0.805073,0.988266,0.014374,van
0.999946,0.007921,0.055456,0.832703,0.420102,0.582444,opel
0.350047,0.038594,0.977434,0.896433,0.083897,0.761615,van
0.003069,0.054373,1,0.122117,0.290172,0.925766,van
0.999993,0.007034,0.000451,0.312148,0.303215,0.987863,saab
0.969941,0.0129,0.999617,0.99624,0.920177,0.882308,bus
0.000205,0.111902,1,0.001138,0.873951,0.972032,opel
0.999986,0.728658,0.000028,0.854693,0.229439,0.937444,opel
0.999998,0.063817,0,0.013573,0.390906,0.356251,opel
0.999999,0.969102,0,0.001072,0.00094,0.022169,bus
0.030717,0.378655,0.999822,0.992807,0.17271,0.763649,van
1,0.985468,0,0.001251,0.000127,0.006132,bus
0.000004,0.99492,0.999999,0.015996,0.008514,0.229973,van
0.064797,0.536021,0.999992,0.028561,0.961546,0.041973,opel
0.999984,0.165513,0.000009,0.588053,0.14819,0.816784,saab
0.999988,0.67764,0.000007,0.001649,0.057942,0.007384,bus
0.999997,0.939472,0.000039,0.592197,0.051757,0.023943,bus
0.430905,0.016597,0.99294,0.925078,0.576721,0.881475,van
0.999994,0.041636,0.000001,0.849816,0.308431,0.012211,saab
0.33341,0.089388,0.999994,0.335722,0.921788,0.986267,bus
0.029232,0.019329,0.999999,0.803129,0.050545,0.611435,opel
0.999914,0.244486,0.005233,0.910451,0.049121,0.714112,saab
0.658283,0.031805,0.839164,0.912554,0.994395,0.156869,van
0.003186,0.997281,0.999375,0.322098,0.011367,0.337064,bus
0.003957,0.056476,0.999995,0.80262,0.551979,0.240246,van
0.000579,0.97712,0.99981,0.007782,0.065368,0.033626,bus
0.572535,0.011698,0.998231,0.989373,0.176755,0.903418,van
0.999026,0.65167,0.004026,0.992641,0.076662,0.114702,saab
0.992554,0.032037,0.988438,0.012495,0.733754,0.955825,saab
0.000002,0.985764,1,0.047067,0.915795,0.012944,van
0.993388,0.163166,0.999872,0.83936,0.997846,0.99489,bus
0.497021,0.002286,0.999999,0.197842,0.941216,0.993866,saab
0.007685,0.016096,0.999998,0.745308,0.888927,0.652355,van
0.000086,0.062635,1,0.38092,0.620454,0.113665,van
0.999579,0.541253,0.000158,0.981502,0.010998,0.159903,saab
0.038569,0.289027,0.999593,0.010831,0.947846,0.042327,saab
0.001107,0.991571,0.998803,0.046289,0.020804,0.219414,bus
0.019649,0.431504,0.407202,0.427141,0.014291,0.022615,van
0.999891,0.004444,0.034316,0.468584,0.987902,0.35869,opel
0.99999,0.000407,0.000085,0.993967,0.995734,0.000437,saab
0.002896,0.748322,0.999975,0.882895,0.133757,0.397816,van
0.999994,0.632278,0.000001,0.812817,0.036966,0.928456,opel
0.999972,0.063274,0,0.022028,0.683665,0.001588,saab
0.00141,0.969407,0.99972,0.018723,0.009566,0.271318,bus
0.982903,0.117783,0.994296,0.311257,0.989358,0.879826,saab
0.215431,0.113854,0.999993,0.743109,0.915954,0.933361,bus
0.999498,0.864805,0.004035,0.710043,0.116808,0.469128,opel
0.266213,0.005542,0.999996,0.021269,0.923516,0.998383,saab
0.000904,0.95993,0.999559,0.007832,0.024995,0.105318,bus
0.999968,0.019621,0.003403,0.95313,0.141991,0.895639,opel
0.999117,0.69607,0.000433,0.973294,0.010825,0.307562,opel
0.008967,0.918216,0.999915,0.15601,0.246828,0.190205,bus
0.005206,0.077987,1,0.649605,0.619823,0.904171,van
0.993539,0.544841,0.999819,0.931665,0.766011,0.975871,bus
0.999758,0.576959,0.005203,0.349034,0.379597,0.922262,saab
1,0.900755,0.000001,0.000893,0.000324,0.002553,bus
0.999996,0.037351,0.000013,0.729273,0.394129,0.068325,saab
0.000124,0.692055,0.999996,0.000975,0.472359,0.082651,van
0.999979,0.166421,0.000583,0.665422,0.26494,0.61209,saab
0.043113,0.000399,1,0.995986,0.756758,0.824663,van
0.998284,0.870631,0.023323,0.36621,0.49038,0.989246,opel
0.99999,0.114547,0,0.28782,0.030256,0.541892,saab
0.00001,0.374359,1,0.005166,0.977142,0.134274,van
0.000529,0.995046,0.999851,0.015621,0.050488,0.038892,bus
0.999997,0.314291,0,0.953933,0.173017,0.022436,saab
0.000544,0.064805,1,0.050281,0.43762,0.780035,van
0.999997,0.231218,0,0.897218,0.459265,0.001726,saab
0.602248,0.593204,0.999446,0.090489,0.632857,0.450678,saab
0.000471,0.997612,0.999943,0.0529,0.026959,0.003879,bus
0.007514,0.086079,0.999989,0.985263,0.57133,0.344641,van
0.999909,0.018543,0.000117,0.020281,0.033515,0.111084,opel
0.999926,0.200311,0.108591,0.073955,0.386351,0.940087,bus
0.067023,0.576332,0.999852,0.572668,0.858519,0.716221,bus
0.000003,0.995758,1,0.015208,0.122807,0.013792,van
0.000415,0.003861,1,0.608071,0.999248,0.004746,opel
0.999998,0.00223,0.000002,0.992244,0.973765,0.000263,saab
0.999949,0.404153,0,0.463581,0.287138,0.000777,opel
0.714264,0.337044,0.999952,0.850035,0.97683,0.960161,bus
0.045707,0.1521,0.999777,0.244176,0.53256,0.791824,van
0.000243,0.829639,1,0.169537,0.46833,0.070002,opel
0.972866,0.101173,0.993363,0.903008,0.97158,0.121224,opel
0.999233,0.104139,0.237165,0.92148,0.897884,0.784817,bus
0.999989,0.003885,0.000478,0.981899,0.039537,0.452966,opel
0.002627,0.994734,0.999878,0.61442,0.016042,0.480688,bus
0.165545,0.161474,0.999498,0.799973,0.025423,0.163331,saab
0.999944,0.176864,0.000005,0.374634,0.040068,0.01271,saab
0.016885,0.751086,0.999904,0.591151,0.03729,0.061418,bus
0.000098,0.995013,1,0.055683,0.040453,0.122908,saab
0.999954,0.541153,0,0.107182,0.048548,0.291589,opel
0.001711,0.312852,1,0.153619,0.929195,0.002504,opel
0.995964,0.138967,0.999976,0.986115,0.723896,0.980071,bus
0.008058,0.640685,0.930948,0.472552,0.002775,0.089409,van
0.001089,0.986973,0.999686,0.008323,0.037562,0.126818,bus
0.000018,0.999807,0.091725,0.791954,0.302209,0.975119,bus
0.097048,0.313627,0.219634,0.457982,0.104799,0.586762,van
0.999998,0.034739,0,0.088207,0.935752,0.081771,saab
0.999445,0.368489,0.018992,0.08111,0.913115,0.958262,opel
0.998296,0.329892,0.168639,0.126066,0.947467,0.611383,saab
0.000246,0.846485,1,0.022928,0.040177,0.6799,saab
0.999996,0.823517,0,0.909951,0.162756,0.411599,opel
0.526418,0.001328,0.999954,0.978109,0.904365,0.934249,van
0.999985,0.072554,0.000002,0.680352,0.693055,0.13956,opel
0.999991,0.239447,0,0.484099,0.079936,0.017817,opel
0.105643,0.740732,0.999536,0.004963,0.147403,0.957788,opel
0.998955,0.003228,0.645015,0.995431,0.12431,0.71751,opel
0.999959,0.063214,0,0.570707,0.001125,0.016265,opel
0.001051,0.158057,0.999995,0.029995,0.769628,0.041975,van
0.031488,0.378077,0.447499,0.203572,0.071443,0.025119,van
0.892143,0.002666,0.999999,0.847412,0.95103,0.998133,bus
0.986344,0.01479,0.982383,0.995693,0.938761,0.32225,bus
0.999996,0.124614,0.000001,0.696041,0.888981,0.004953,saab
0.570075,0.342204,0.991184,0.382082,0.189238,0.007738,saab
0.000022,0.997884,1,0.019919,0.829702,0.001904,saab
1,0.992307,0,0.011958,0.000034,0.000515,bus
0.005828,0.184113,0.999934,0.371776,0.149916,0.441543,van
0.785737,0.037396,0.994283,0.954149,0.792591,0.016993,saab
0.076846,0.026858,0.996326,0.042901,0.403425,0.882712,van
0.058697,0.007869,0.999985,0.98418,0.904712,0.210205,van
0.072547,0.000205,1,0.034592,0.997121,0.990516,opel
0.929909,0.543966,0.977006,0.042686,0.960035,0.935191,saab
0.134753,0.23038,0.647753,0.375521,0.211831,0.942153,van
0.999998,0.207346,0,0.980622,0.019836,0.36987,saab
0.011739,0.041452,1,0.01714,0.681455,0.989708,saab
0.000054,0.304562,1,0.011026,0.361463,0.88295,van
