@relation 'pendigits_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N3-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0.021443,0.007617,0.980816,8
0.000005,0.558297,0.003912,3
0.000002,0.56842,0.003668,3
0.00008,0.000758,0.993021,2
0.010791,0.868786,0.745173,8
0.000001,0.54476,0.865522,1
0.000002,0.142738,0.026805,3
0.074135,0.998102,0.029933,4
1,0.848305,0.002934,0
0.00499,0.999874,0.999914,6
0.996075,0.974297,0.000246,4
0.000003,0.397819,0.718466,1
0.999875,0.375588,0.996729,8
0.999986,0.99814,0.978619,8
1,0.148262,0.999518,5
0.000012,0.004208,0.970689,2
0.999995,0.999177,0.967519,0
0.000006,0.000308,0.021481,2
0.000003,0.983208,0.011262,9
0.999985,0.000129,0.995517,5
0.034718,0.999959,0.999634,6
0.000014,0.844286,0.092206,3
0.000002,0.189779,0.019928,3
1,0.4299,0.000716,0
0.44598,0.896072,0.001391,4
1,0.879118,0.00159,0
0.054173,0.999828,0.996245,6
0.000026,0.000077,0.000021,1
0.741949,0.984623,0.002644,4
0.999999,0.999022,0.645634,0
0.000004,0.985987,0.068857,9
0.726595,0.224103,0.998857,8
0.012855,0.999949,0.995863,6
0.999984,0.004845,0.99922,5
0.000097,0.023467,0.998987,2
0.000723,0.70871,0.999915,2
0.000002,0.75703,0.021802,3
1,0.004404,0.98782,5
0.999997,0.074077,0.942392,8
0.000008,0.915377,0.018797,3
0.000014,0.230502,0.008001,3
1,0.257103,0.000098,0
0.056675,0.999334,0.138195,4
0.422678,0.9909,0.077681,4
0.000008,0.666399,0.029054,3
1,0.989272,0.133134,0
0.999996,0.999704,0.963536,0
0.004141,0.018857,0.998874,8
0.179443,0.993007,0.167361,4
0.000022,0.824077,0.000838,9
0.000003,0.012045,0.022377,3
0.000006,0.002105,0.001994,1
0.000024,0.002993,0.995073,2
0.261192,0.992884,0.079561,4
0.000001,0.126292,0.005908,3
0.004279,0.413313,0.000499,9
0.016468,0.999879,0.995992,6
0.000007,0.000187,0.01171,1
0.054522,0.999905,0.999076,6
0.047556,0.999906,0.995811,6
0.006686,0.999316,0.833845,4
0.001447,0.00048,0.000009,1
0.000003,0.979608,0.004112,9
0.000002,0.878105,0.021358,3
0.999999,0.00323,0.996808,5
1,0.1311,0.997968,5
0.999844,0.999954,0.99885,0
1,0.971577,0.011125,0
0,0.000018,0.492188,1
0.997681,0.998199,0.045897,4
0.000207,0.000925,0.000014,1
0.826945,0.997851,0.197924,4
1,0.04389,0.000079,0
0.00004,0.000851,0.991084,7
0.847292,0.990645,0.019225,4
0.000029,0.001862,0.000561,1
0.000003,0.835854,0.029636,3
0.000484,0.998837,0.000496,9
0.000026,0.002037,0.998833,2
0.000147,0.002255,0.998165,2
0.00004,0.011861,0.000284,7
0.323227,0.030985,0.999928,7
0.000005,0.000602,0.901191,2
1,0.839182,0.002379,0
0.999973,0.999676,0.926318,0
1,0.158197,0.998215,5
0.000144,0.000144,0.99865,7
0.000012,0.769555,0.000256,9
0.000013,0.000699,0.000364,1
0.002253,0.999907,0.999141,6
0.999879,0.040863,0.999942,5
0.788358,0.999557,0.597048,4
0.025724,0.931486,0.001761,4
0.000139,0.966718,0.018176,3
0.000003,0.039448,0.002733,3
0.000011,0.000153,0.540128,1
0.039114,0.009543,0.999762,7
0.99999,0.507308,0.000434,0
0.000002,0.999245,0.796679,5
0.000003,0.000185,0.955533,2
0.000002,0.019886,0.724925,8
0.999983,0.912883,0.996679,8
0.000005,0.909996,0.029283,3
0.000436,0.952899,0.000566,9
0.000001,0.996404,0.003969,9
0.00295,0.930546,0.000228,9
0.115127,0.99992,0.991808,6
0.1922,0.816924,0.002193,4
0.000003,0.001356,0.985067,2
0.056698,0.000054,0,1
0.000029,0.000226,0.97381,7
0.000015,0.904492,0.000495,9
0.00061,0.000602,0.000015,1
0.138416,0.999958,0.997507,6
0.000003,0.002154,0.982434,2
0,0.928543,0.128534,3
0.00195,0.042765,0.908963,8
0.028507,0.001448,0.988231,7
0.00012,0.001553,0.99919,2
0.000022,0.531718,0.053682,3
0.003046,0.99992,0.999778,6
0.000004,0.000093,0.800256,2
0.000015,0.586547,0.018512,3
0.008715,0.999979,0.999442,6
1,0.821737,0.002564,0
0.758767,0.997494,0.020241,4
0.000013,0.401033,0.009163,3
0.99989,0,0.000001,9
0.979615,0.198036,0.989014,8
0.000304,0.998592,0.999929,6
0,0.392338,0.049616,5
0.00056,0.000316,0.980469,7
0.000022,0.000355,0.976091,2
0.000034,0.999709,0.999488,6
1,0.998936,0.469318,0
0.000001,0.151498,0.0261,3
0.027187,0.999688,0.008589,4
0.019074,0.000153,0.000001,1
0.037557,0.000244,0,1
0.000064,0.00083,0.994664,7
0.004577,0.003311,0.997741,7
1,0.982976,0.017493,0
0.054189,0.999975,0.998024,6
0,0.811275,0.004181,5
0.000008,0.00129,0.972143,2
0.999957,0.999025,0.899071,0
0.000066,0.001554,0.956972,7
0.000022,0.003801,0.873988,2
0.000037,0.954927,0.000081,9
0.000004,0.190313,0.007369,3
0.772052,0.99788,0.090506,4
0.955651,0.999893,0.972032,6
1,0.779568,0.010998,0
0.033654,0.999844,0.999708,6
0.029811,0.010135,0.997911,7
0.99996,0.98975,0.878659,8
0.737359,0.992734,0.209977,4
1,0.111953,0.000303,0
1,0.920668,0.008378,0
0.005823,0.999904,0.999593,6
0.002133,0.000618,0.991942,7
0.000001,0.903976,0.077158,3
1,0.341998,0.000029,0
0.00001,0.001474,0.122621,2
0.549545,0.999531,0.100777,4
0.005068,0.695377,0.000116,9
0.312123,0.981097,0.815106,4
0,0.935896,0.114294,3
0.999974,0.000903,0.999501,5
0.000032,0.999638,0.08718,5
0.119638,0.999948,0.997146,6
0.000001,0.668605,0.035473,3
0.000002,0.995356,0.002344,9
0.000132,0.996041,0.047192,9
0.999997,0.287215,0.999926,5
1,0.054103,0.98739,5
0.000071,0.00066,0.94101,7
0.014274,0.217307,0.002503,9
0.262233,0.999986,0.99585,6
0.000001,0.996335,0.328157,5
0.770356,0.999929,0.15955,4
0.000005,0.916763,0.006574,3
0,0.004806,0.99406,1
1,0.996615,0.291468,0
0.017644,0.018568,0.993342,7
0.003432,0.930172,0.997921,8
0.001573,0.000565,0.999701,7
0.0082,0.000102,0,1
0.000013,0.009269,0.999117,1
0.000056,0.999827,0.009848,9
0.999984,0.999848,0.976709,0
0.00001,0.980049,0.001107,9
0.000875,0.997336,0.00018,9
0.000096,0.000063,0.115859,2
0.000009,0.000006,0.142267,2
0.000001,0.949513,0.001637,9
0.006096,0.310996,0.999875,8
0.03124,0.999933,0.996195,6
0.999996,0.021182,0.999573,5
0,0.000614,0.953582,1
0.000129,0.014044,0.950406,7
0.008093,0.999947,0.994247,6
0.000072,0.001498,0.996259,2
0.0938,0.999955,0.99649,6
0.000001,0.000651,0.16287,2
0.000478,0.00079,0.997818,2
1,0.939086,0.01606,0
0.000055,0.99603,0.062377,9
0.000002,0.106549,0.024682,3
0.048615,0.000037,0,1
0.000769,0.006884,0.975324,7
0.01782,0.018663,0.999854,7
0.001765,0.586811,0.961841,8
0.000002,0.980899,0.006164,9
0.00179,0.615662,0.837375,7
0.13776,0.997567,0.295462,4
0.002744,0.006669,0.970286,8
0.000006,0.333323,0.006352,3
0.000946,0.999149,0.999811,6
0.999987,0.999263,0.985627,0
1,0.17195,0.000317,0
0.000054,0.001092,0.999629,2
0.052502,0.999935,0.988306,6
0.999931,0.979441,0.999729,8
0.000003,0.623075,0.067723,3
1,0.986219,0.032109,0
0.00001,0.676293,0.012182,3
0.000708,0.998986,0.999961,6
0.999999,0.997484,0.149257,0
0.000016,0.003741,0.997066,2
0.000001,0.752818,0.168841,1
0.999982,0.000522,0.999254,5
0.000001,0.989798,0.004829,9
0.000897,0.99962,0.544449,4
0.000416,0.996292,0.000131,9
0.801583,0.817312,0.000103,4
0.000008,0.000167,0.889161,2
0.668811,0.999002,0.054056,4
0.000004,0.000749,0.965926,1
0.999993,0.988614,0.997957,8
0.002947,0.000194,0.000005,1
0.000002,0.978274,0.003645,9
0.914453,0.417693,0.999918,8
0.001129,0.014066,0.991889,7
0.000015,0.984231,0.001746,9
0.999995,0.286586,0.999798,5
0.000003,0.000643,0.981154,2
0.001046,0.005535,0.995363,7
0.000012,0.005801,0.999275,2
0.000004,0.000116,0.52194,2
0.003058,0.001851,0.000004,1
0.000006,0.953968,0.007491,9
0.000003,0.012904,0.212425,8
0.999999,0.033434,0.999138,5
0.021705,0.004704,0.000028,1
0.000198,0.003219,0.999585,2
1,0.011672,0.990722,5
1,0.457304,0.998326,5
1,0.193968,0.99694,5
0.991397,0.065828,0.999584,8
0.999989,0.393482,0.984474,8
0.001705,0.001514,0.992151,7
0.000055,0.031777,0.99552,2
0.999985,0.999554,0.987757,0
0.230602,0.98772,0.011146,4
0.000018,0.000117,0.840116,7
0.000009,0.001857,0.995603,2
0.000251,0.016901,0.322578,7
0.000001,0.046118,0.007485,3
0.000057,0.000466,0.455865,7
1,0.958282,0.69897,8
0.997097,0.002088,0.999849,5
1,0.824972,0.002895,0
0.000001,0.954427,0.005931,9
0.999995,0.999296,0.743139,0
0.999999,0.011592,0.998342,5
0.999995,0.00276,0.997768,5
0.000049,0.016342,0.999728,1
0.00047,0.002423,0.999525,7
0.000001,0.2839,0.018309,3
0.000678,0.000268,0.98329,7
0.015048,0.659666,0.799218,8
0.000073,0.051148,0.99451,2
0.999963,0.702558,0.995249,8
0.000002,0.001334,0.979917,2
0.000004,0.000035,0.113563,2
0.999996,0.129453,0.999722,5
0.000042,0.000104,0.00194,1
1,0.00567,0.000002,0
0.918857,0.999691,0.133347,4
0.000004,0.005152,0.995756,1
0.999989,0.001373,0.999261,5
0.000005,0.00205,0.035067,7
0.000043,0.861805,0.001286,9
0.999761,0.993373,0.982083,8
0.000003,0.000057,0.63122,2
0.088052,0.99975,0.995587,6
0.08857,0.007894,0.992566,7
0.001454,0.000498,0.997293,7
0.004162,0.619084,0.755014,7
0.000005,0.99699,0.005855,9
0.000166,0.009311,0.000023,1
0.000003,0.049539,0.014422,3
0.000003,0.984756,0.013416,9
1,0.061233,0.993169,5
0.00003,0.005062,0.996747,7
0.807577,0.980585,0.018898,4
0.936119,0.50053,0.995277,8
0.000047,0.000096,0.863841,7
0.000008,0.958393,0.000944,9
0.00001,0.513468,0.010819,3
0.000066,0.001319,0.000015,1
0.080054,0.995944,0.110593,4
0.007162,0.000306,0.000001,1
0.002095,0.999344,0.01028,9
0.999998,0.016813,0.998497,5
0.000693,0.999752,0.998877,6
0.000021,0.000055,0.962697,7
0.143456,0.955549,0.000423,4
0.000011,0.011373,0.000531,3
1,0.038336,0.998355,5
0.002076,0.999943,0.99862,6
0.000002,0.638344,0.203155,3
0.000002,0.228967,0.004181,3
0.075356,0.997132,0.003888,4
0.048846,0.998702,0.984796,4
0.002181,0.002102,0.000002,1
0.000083,0.001248,0.630087,7
0.001639,0.99981,0.999792,6
0.000091,0.947855,0.002977,9
0.04346,0.475994,0.999939,8
0.000435,0.003045,0.943703,7
0.000143,0.004122,0.971625,7
0.999969,0.999295,0.964093,0
0.123979,0.997198,0.003377,4
1,0.895075,0.006877,0
0.000023,0.002274,0.235866,7
0.000006,0.290588,0.014431,3
0.000002,0.859437,0.043735,3
0.999992,0.996382,0.909982,0
0.000017,0.039049,0.999932,2
0.001956,0.004231,0.000002,1
0.000012,0.989866,0.000634,9
0.999998,0.998485,0.651581,0
0.000163,0.883222,0.00138,9
0.999998,0.999313,0.660487,0
0.000547,0.071629,0.013264,9
0.182808,0.998771,0.02533,4
0.024753,0.998507,0.044447,4
0.000006,0.01543,0.999259,2
0.006227,0.000785,0.998334,7
0.001421,0.00219,0.000014,1
0.001638,0.001884,0.989304,7
0.00396,0.162179,0.999276,8
0.000004,0.917735,0.063416,3
0.620051,0.999671,0.04684,4
0.000001,0.001683,0.995871,1
0.999969,0.999711,0.980732,0
0.000011,0.008227,0.998516,1
0.999999,0.989789,0.064316,0
0.999995,0.001387,0.999219,5
0.000328,0.000941,0.000023,1
0.324909,0.999815,0.75512,6
0.000002,0.996037,0.247305,5
0.841816,0.999786,0.978446,4
0.000535,0.001415,0.996406,2
0.000153,0.00045,0.000029,1
0.999999,0.986694,0.067956,0
0.000065,0.667299,0.999955,2
0.000096,0.058482,0.999397,2
0.00021,0.824769,0.000447,9
0.99999,0.323569,0.15994,8
0.000031,0.000559,0.007016,1
0.000032,0.004381,0.547849,2
0.000014,0.994338,0.007865,9
0.034546,0.012056,0.999842,7
0.000004,0.533792,0.041743,3
0.000001,0.621007,0.005091,3
0.000152,0.999271,0.007631,9
0.998954,0.827626,0.998992,8
0.000326,0.002434,0.941003,7
0.039884,0.98918,0.988368,4
0.000011,0.397204,0.291645,1
0.002342,0.999962,0.997874,6
0.000018,0.398298,0.040543,9
1,0.150633,0.894629,5
0.000023,0.000056,0.983363,7
0.999996,0.996085,0.943939,0
0.008382,0.999952,0.999868,6
0.00996,0.002382,0.000002,1
0.000003,0.071358,0.001505,3
1,0.271537,0.000234,0
0.000002,0.99877,0.002548,9
0.000261,0.386314,0.999829,8
0,0.827439,0.100497,3
0.148898,0.999471,0.820079,4
0.060227,0.01384,0.999652,7
0.000007,0.439841,0.004041,3
0.000024,0.990143,0.000874,9
0.006181,0.000598,0.000003,1
0.999977,0.124381,0.999838,5
0.456129,0.972263,0.000153,4
0.000054,0.025857,0.001469,8
0.001254,0.998985,0.013012,4
0.000046,0.000666,0.000565,7
0.091763,0.996807,0.013971,4
0.000014,0.003783,0.998651,1
0.000122,0.999892,0.999822,6
0.055803,0.999506,0.040321,4
0.001016,0.001389,0.000019,1
1,0.991247,0.265527,0
0.001351,0.007762,0.998333,2
0.000392,0.98737,0.999212,4
0.972983,0.000601,0,1
0.000001,0.997471,0.137832,5
0.961007,0.999705,0.321871,4
0.000038,0.003518,0.978198,7
0.000008,0.000775,0.946563,2
0.000003,0.000566,0.982513,2
0.999999,0.073454,0.999747,5
0.000064,0.659373,0.004388,3
0.999988,0.902088,0.881309,8
0.900236,0.575993,0.001266,4
1,0.463983,0.000141,0
0.000009,0.000364,0.959397,2
0.000124,0.03173,0.000164,7
0.000018,0.018614,0.9996,2
0.001148,0.99752,0.999928,6
0.999999,0.281458,0.000022,0
0.999999,0.999078,0.374942,0
0.232226,0.042054,0.999826,7
0.000154,0.007288,0.000043,1
0.999994,0.000343,0.999433,5
0.000015,0.580549,0.105898,3
0.015058,0.00311,0.99846,7
0.00721,0.00795,0.999273,7
0.999993,0.999139,0.989134,8
0.000007,0.160312,0.002257,3
0.000249,0.000153,0.000015,1
0.000005,0.743756,0.013795,3
0.000005,0.110296,0.079726,3
0.999979,0.031636,0.999773,5
0.999983,0.000781,0.999605,5
0.999986,0.296602,0.999967,5
0.000041,0.07579,0.146649,9
0.000057,0.000043,0.834022,7
0.000011,0.997303,0.002689,9
0.000126,0.000494,0.99824,2
0.00708,0.00155,0.987729,7
0.000097,0.00505,0.999532,2
0.000016,0.007081,0.983183,2
0.999955,0.652538,0.996573,8
0.000003,0.45579,0.00675,3
0.969898,0.315293,0.999978,8
0.999967,0.001638,0.99891,5
0.003829,0.009227,0.98441,7
0.000824,0.99809,0.107586,9
1,0.902985,0.017001,0
0.000131,0.001145,0.990923,2
0.999996,0.023245,0.999896,5
0.000035,0.009287,0.998384,2
0.000031,0.003116,0.99346,2
0.931651,0.997526,0.335579,4
0.000013,0.211024,0.001919,3
0.000001,0.973975,0.458849,5
0.000059,0.000721,0.003945,3
0.000042,0.982683,0.001256,9
0.000018,0.966059,0.018533,3
0.000016,0.999683,0.99993,6
0.027472,0.993887,0.883149,4
0.005723,0.00035,0.000001,1
0.972756,0.102907,0.999982,7
0.116955,0.005305,0.999568,7
0.999935,0.000006,0,9
0.001245,0.999941,0.999933,6
0.11187,0.993227,0.001804,4
0.999999,0.000049,0.000001,9
0.000078,0.002944,0.000025,1
0.250723,0.999953,0.998974,6
1,0.001076,0.997319,5
0.000008,0.000207,0.969141,2
0.000735,0.999762,0.999675,6
0.999958,0.002234,0.999787,5
0.770928,0.971639,0.004705,4
0.000664,0.994119,0.000067,9
0.729957,0.999846,0.999964,0
0.999999,0.071534,0.999545,5
0.016879,0.001976,0.999784,7
0.006662,0.941082,0.982883,8
0.000005,0.998893,0.005289,9
0.99977,0.999546,0.982648,0
0.00008,0.001225,0.997475,2
0.999996,0.726018,0.933541,8
0.000001,0.999692,0.443454,5
0.000005,0.996451,0.608524,5
0.997234,0.999771,0.998504,0
0.999979,0.002631,0.99962,5
0.000003,0.942381,0.160514,3
0.000612,0.416504,0.816124,8
0.000005,0.730884,0.094643,3
0.169703,0.990296,0.029832,4
0.01697,0.00492,0.000002,1
0.999989,0.122797,0.999878,5
0.002876,0.999975,0.999344,6
0.00003,0.001011,0.000066,1
1,0.003746,0.000082,0
0.000003,0.327925,0.124845,3
0.713019,0.999694,0.252569,4
0.000039,0.128748,0.999601,2
0.003199,0.002327,0.996199,7
0.000018,0.04485,0.001039,3
0,0.994928,0.524979,5
0.999996,0.956334,0.951822,8
0.411253,0.999917,0.98955,6
0.815404,0.998718,0.792191,4
0.000001,0.006236,0.039589,1
0.999993,0.727847,0.476995,8
1,0.995933,0.645649,8
0.115121,0.999172,0.480284,4
0.999562,0,0,9
0.23187,0.999897,0.995027,6
0.999992,0.967921,0.984407,8
0.000033,0.033834,0.99971,2
1,0.000609,0.000002,0
0.000019,0.972947,0.000649,9
0.001246,0.999256,0.999701,6
0.000002,0.935894,0.009612,9
0.000014,0.001339,0.9842,2
0.000005,0.386329,0.009439,3
0.000033,0.002022,0.998141,2
0.000002,0.476904,0.017721,3
0.993772,0.999047,0.044641,0
0,0.941038,0.067589,5
0.98532,0.474451,0.999867,8
0.000118,0.999458,0.999933,6
0.000002,0.496684,0.015949,3
0.009411,0.525198,0.640759,8
0.000033,0.615158,0.119213,3
0.002316,0.000091,0.000004,1
0.999998,0.454783,0.963589,8
0.005584,0.00048,0.963566,7
0.000267,0.999819,0.999874,6
0.000076,0.999591,0.999951,6
0,0.937178,0.187915,5
0.999997,0.008154,0.999141,5
0.834299,0.686605,0.001135,4
0.999999,0.057211,0.99928,5
0.000002,0.006828,0.000142,1
1,0.989921,0.141248,0
0.99998,0.000012,0.985098,5
0.865219,0.996679,0.04936,4
0.99144,0.991107,0.013288,4
0.072011,0.999815,0.990266,6
0.618803,0.938517,0.005525,4
0.025311,0.000486,0,1
0.000007,0.999606,0.837452,5
0.001788,0.999982,0.999287,6
0.055339,0.957913,0.956461,4
0.002305,0.002773,0.000003,1
0.014015,0.004753,0.999186,7
0.000405,0.001701,0.000054,1
0.999999,0.997736,0.222197,0
0.000003,0.939665,0.00125,9
1,0.059372,0.998648,5
0.634172,0.982326,0.000199,4
0.00011,0.05391,0.000929,8
0.001286,0.133681,0.999886,2
1,0.818781,0.003389,0
0.545126,0.857148,0.000499,4
0.090847,0.99992,0.992282,6
0.00001,0.000991,0.992363,2
0.999373,0.828739,0.000588,4
0.000048,0.015013,0.001304,7
0.000159,0.020206,0.000029,7
0.764911,0.996905,0.916219,4
0.478582,0.999821,0.981384,6
0.011288,0.991264,0.00023,9
0.000311,0.024252,0.929524,7
0.000003,0.928993,0.000344,9
0.000001,0.560575,0.008417,3
0.00002,0.000773,0.001133,1
0.000464,0.000839,0.999224,7
0.000006,0.000014,0.626279,2
0.000561,0.000034,0.475488,7
0.00001,0.00114,0.388314,2
0.021154,0.998189,0.998772,4
0.999553,0.03169,0.999918,5
0.00017,0.119994,0.999605,2
0.999995,0.004192,0.99972,5
0.000132,0.0284,0.999427,2
0.001281,0.996117,0.794138,4
0.000043,0.002817,0.000258,1
0.999989,0.921859,0.002805,0
1,0.001304,0.000002,0
0.000002,0.491178,0.109405,3
0.939469,0.976578,0.002001,4
0.000053,0.14026,0.97209,8
0.999995,0.025876,0.999774,5
0.695846,0.966989,0.0024,4
0.999815,0.999722,0.996847,0
0.999998,0.999461,0.673423,0
0.000012,0.996757,0.999777,6
0.999924,0.999227,0.997908,8
0.000023,0.010923,0.987781,2
0.000007,0.999826,0.675828,5
0.071972,0.99963,0.801932,4
0.000002,0.659891,0.010414,3
0.000081,0.000488,0.989714,7
0.000061,0.000541,0.999478,7
0.336065,0.999181,0.639509,4
0.000001,0.007091,0.99608,2
0.622178,0.031752,0.999447,8
0.091163,0.999969,0.998331,6
0.000081,0.000906,0.000108,1
0.00003,0.973619,0.001297,9
1,0.80281,0.006139,0
1,0.986166,0.076122,0
0.000003,0.256378,0.010358,3
0.999999,0.845285,0.979641,8
0.005144,0.003226,0.970038,7
0.482673,0.986679,0.00054,4
0.000465,0.00081,0.001152,1
1,0.094404,0.997931,5
0.000018,0.889857,0.043145,3
0.055346,0.999827,0.954657,6
0.032141,0.000088,0,1
0.000105,0.047294,0.908283,8
0.999995,0.289667,0.173304,8
0.04139,0.00551,0.987476,7
0,0.911248,0.01941,9
0.000005,0.000276,0.635873,7
0.002554,0.005942,0.995039,7
0,0.99774,0.193118,5
0.002155,0.00012,0.000007,1
0.000052,0.000063,0.000138,1
0.220303,0.996436,0.296918,4
1,0.988413,0.039365,0
0.000023,0.999792,0.012232,9
0.333509,0.017478,0.9544,8
0.000131,0.00407,0.999136,2
0.001248,0.055398,0.893338,8
0.015904,0.999831,0.433503,4
0.000809,0.007847,0.993076,7
0.000007,0.999028,0.999891,6
0.468379,0.999427,0.343688,4
0.008218,0.999976,0.999496,6
0.999999,0.998432,0.44789,0
0.019694,0.022037,0.996497,7
1,0.10011,0.99433,5
0.000117,0.002189,0.000024,1
0.000017,0.00299,0.952498,2
0.000945,0.996223,0.001108,9
0.000001,0.002382,0.887894,2
0.000002,0.636491,0.326346,1
0.000045,0.003666,0.981172,2
0.000017,0.984099,0.004042,9
0.044219,0.999919,0.999387,6
0.000023,0.798584,0.055383,3
0.009426,0.999973,0.997898,6
0.000007,0.008256,0.998891,2
0.212089,0.999606,0.191662,4
0.000008,0.819067,0.006222,3
0.000054,0.000654,0.988079,7
0.000007,0.000419,0.966847,1
0.000143,0.000132,0.785,7
0.000181,0.999757,0.946615,6
0.011504,0.999966,0.999618,6
0.00001,0.967372,0.001147,9
0.880491,0.991655,0.043344,4
0.005078,0.000747,0.000001,1
0.99999,0.997175,0.993535,8
0.000001,0.996501,0.313302,9
0.528413,0.990024,0.000368,4
0.434875,0.88392,0.000357,4
0.000008,0.003296,0.997925,1
0.000017,0.000615,0.943583,2
0.372459,0.999986,0.656779,4
0.102336,0.999866,0.962926,4
0.872168,0.944551,0.00148,4
0.992102,0.999933,0.999783,0
0.302232,0.999922,0.999955,0
0.000003,0.398458,0.058299,3
0.999991,0.995753,0.71706,8
0.000074,0.002018,0.962833,7
0.999999,0.116475,0.99949,5
0.005755,0.999972,0.997965,6
0,0.153951,0.024694,5
0.923894,0.989286,0.003404,4
0.045473,0.921923,0.002819,4
0.000343,0.989946,0.000449,9
0,0.67932,0.032994,5
0.000033,0.542802,0.120608,3
0,0.805069,0.019931,3
0.49707,0.999969,0.284696,4
0.000456,0.947566,0.001803,9
0.999899,0.901198,0.999033,8
0.010158,0.894296,0.003575,9
0.946055,0.997155,0.372823,4
0.000021,0.959661,0.039242,9
0.00001,0.06264,0.119889,9
0.000061,0.999742,0.999837,6
0.000566,0.996379,0.00779,9
1,0.322815,0.000064,0
0.999959,0.457811,0.996788,8
0.000131,0.089865,0.999831,2
0.004937,0.001143,0.000001,1
0.000002,0.417695,0.044607,3
0.000048,0.695859,0.006228,9
0.999996,0.971357,0.950853,8
1,0.095091,0.992729,5
0.999896,0.999742,0.998967,0
0.999995,0.999108,0.774064,0
0.000054,0.005343,0.998754,2
0.000002,0.002455,0.986891,2
0.000002,0.326136,0.00432,3
0.000879,0.055291,0.996606,2
0.211464,0.801321,0.999349,8
0.999999,0.99824,0.072275,0
0.001314,0.000497,0.000004,1
1,0.7277,0.001611,0
0.001076,0.00159,0.000008,1
0.010792,0.003987,0.000001,1
0.000064,0.000519,0.992309,7
1,0.351319,0.00026,0
0.000035,0.028959,0.000305,8
0.029143,0.788338,0.998509,8
0.000004,0.000563,0.971711,1
0.416143,0.010553,0.996467,7
0.783032,0.964945,0.006089,4
0.010657,0.491074,0.782377,7
0.000018,0.000285,0.714373,7
0.999974,0.999118,0.965244,0
0.000018,0.004327,0.986696,2
0,0.992256,0.043378,5
0.000008,0.000609,0.000288,1
0.000158,0.998493,0.995427,6
0.000025,0.626451,0.283275,9
0.000249,0.100614,0.979508,7
0.000085,0.030852,0.679263,7
1,0.976322,0.060504,0
0.00399,0.999571,0.999964,6
0.000042,0.043129,0.998008,2
0.650741,0.997024,0.036693,4
0.000292,0.003674,0.000029,1
0.464463,0.990799,0.01403,4
0.000008,0.207395,0.010485,3
0.027811,0.999923,0.995039,6
0.000007,0.899319,0.019034,3
0.000017,0.003061,0.999176,2
0.999998,0.028199,0.998886,5
0.000011,0.00239,0.966205,2
0.999998,0.007478,0.999401,5
0.0005,0.999973,0.999634,6
0.998641,0.999281,0.99803,0
1,0.382823,0.000187,0
0.000476,0.007953,0.999247,8
0.000016,0.846679,0.024861,3
0.999906,0.006255,0.999894,5
0.999999,0.998202,0.276953,0
1,0.992835,0.105663,0
0.000024,0.002745,0.997693,2
0.000004,0.808811,0.017492,3
0.99991,0.000319,0.998308,5
0.000018,0.002903,0.603442,7
1,0.041827,0.998656,5
0.002704,0.003348,0.000006,1
0.000007,0.998631,0.777819,5
0.000001,0.017915,0.002952,3
0.000005,0.513164,0.045457,3
0.489727,0.585117,0.998078,8
0.015355,0.030604,0.999728,7
0.000001,0.464069,0.025005,3
1,0.997509,0.721776,0
0.269913,0.000248,0,1
0.963389,0.999849,0.984517,6
0.000008,0.992413,0.009541,9
0.999998,0.999246,0.372855,0
0.000001,0.838254,0.05093,3
0.928601,0.99684,0.486866,4
0.000051,0.998076,0.99972,6
0.000037,0.996408,0.999547,6
1,0.498957,0.000259,0
0.999999,0.103491,0.000035,0
0.000077,0.99948,0.999699,6
1,0.146224,0.000106,0
0.999995,0.50517,0.000171,0
0.999998,0.068452,0.999189,5
0.000006,0.00187,0.986689,1
0.000015,0.033253,0.155192,2
0.999999,0.005604,0.995235,5
0.126503,0.007391,0.997769,7
0.86057,0.943216,0.000733,4
0.000203,0.043982,0.547893,8
0.000009,0.894513,0.000355,9
0.464813,0.996972,0.038084,4
0.022039,0.999814,0.147309,4
0.000004,0.001563,0.943698,1
0.000049,0.004694,0.984301,7
1,0.98649,0.878883,8
0.999957,0.013084,0.999846,5
0.000002,0.070218,0.002335,3
0.000265,0.002786,0.00002,1
0.071368,0.658225,0.001366,9
0.999999,0.014536,0.999697,5
0.000012,0.00016,0.760136,1
0.000001,0.003117,0.993269,1
0.000003,0.070803,0.269831,1
0.003429,0.000965,0.000006,1
0.002684,0.084473,0.002437,9
0.000001,0.998307,0.587488,5
0.001311,0.540908,0.906684,7
0.00002,0.012095,0.001126,7
0.000004,0.006054,0.707962,8
0.000554,0.002799,0.993535,2
0.000589,0.00734,0.990894,7
1,0.933029,0.021755,0
0.000004,0.017186,0.002689,3
0.000009,0.999767,0.663474,5
0.000007,0.000368,0.552266,2
0.999998,0.992118,0.088344,0
0.000001,0.194652,0.002705,3
0.000534,0.999975,0.999701,6
0.000813,0.129651,0.999806,8
0.999948,0.991764,0.99761,8
0.000094,0.003291,0.000477,7
0.690247,0.995057,0.029904,4
0.087246,0.003553,0.997264,7
0.913262,0.999914,0.999941,0
0.000007,0.23209,0.00774,3
