@relation 'pendigits_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N9-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute hidden_unit_6output numeric
@attribute hidden_unit_7output numeric
@attribute hidden_unit_8output numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0.755683,0.017213,0.998188,0.650663,0.981896,0.270066,0.850684,0.931879,0.00436,6
0.959541,0.793261,0.998589,0.986243,0.053202,0.035154,0.996403,0.007722,0.004751,6
0.983343,0.393447,0.071404,0.000195,0.037276,0.99086,0.991775,0.641835,0.33471,8
0.047155,0.107456,0.913795,0.515507,0.055972,0.94844,0.998097,0.946596,0.955672,7
0.350326,0.999882,0.000713,0.000274,0.998799,0.031658,0.000017,0.998545,0.999682,9
0.989108,0.843983,0.989547,0.000275,0.170881,0.00164,0.81337,0.971998,0.017106,0
0.240459,0.107752,0.997284,0.999678,0.76674,0.015882,0.605317,0.107713,0.210116,5
0.914644,0.09363,0.02801,0.519912,0.008944,0.016927,0.000518,0.986856,0.030009,4
0.002921,0.945141,0.001281,0.994085,0.826484,0.033091,0.028881,0.990371,0.980724,1
0.988643,0.334591,0.079602,0.000072,0.069467,0.984445,0.71323,0.969026,0.803617,5
0.93648,0.097099,0.525394,0.483876,0.223898,0.0645,0.002287,0.853574,0.007152,4
0.99934,0.1751,0.09712,0.000016,0.951652,0.008266,0.010264,0.990451,0.118411,0
0.048778,0.228882,0.95115,0.999666,0.950441,0.117433,0.796743,0.006239,0.020639,5
0.007029,0.978781,0.000705,0.990111,0.995695,0.08576,0.018821,0.979619,0.997985,1
0.142593,0.194392,0.970172,0.999709,0.877025,0.017237,0.62585,0.024632,0.008441,5
0.001257,0.870546,0.932158,0.997092,0.687003,0.994078,0.997505,0.265774,0.837825,1
0.991271,0.302178,0.991987,0.934447,0.865791,0.17572,0.982553,0.044808,0.005279,6
0.017068,0.963156,0.976464,0.999522,0.989396,0.07338,0.064706,0.006785,0.861073,9
0.999935,0.976921,0.92737,0.000023,0.290968,0.975565,0.002621,0.89161,0.981073,5
0.999353,0.397478,0.974133,0.00009,0.054261,0.996048,0.150865,0.533603,0.8895,5
0.997237,0.529137,0.222006,0.000054,0.003245,0.063388,0.983992,0.253697,0.631462,8
0.999568,0.244973,0.779377,0.000023,0.176233,0.002305,0.039564,0.969995,0.026829,0
0.013188,0.032974,0.920511,0.999728,0.748187,0.003187,0.132761,0.024416,0.673837,9
0.987255,0.548504,0.997997,0.974086,0.490821,0.183965,0.982149,0.048459,0.003658,6
0.994876,0.463635,0.987045,0.000165,0.300813,0.001921,0.367,0.89047,0.021878,0
0.999818,0.64034,0.87837,0.000078,0.062844,0.997604,0.078503,0.501952,0.667176,5
0.998518,0.862204,0.763062,0.000043,0.993433,0.010735,0.004897,0.327687,0.9989,8
0.258019,0.980088,0.953615,0.997106,0.093542,0.986064,0.997882,0.963235,0.832561,2
0.009401,0.618015,0.206453,0.998916,0.075884,0.990884,0.987529,0.962955,0.938338,2
0.057104,0.023808,0.000261,0.998181,0.753788,0.689135,0.217631,0.733308,0.901839,1
0.051326,0.986312,0.83992,0.999,0.032335,0.936697,0.992523,0.976493,0.922355,2
0.836959,0.165509,0.992114,0.369462,0.015923,0.982376,0.955555,0.878484,0.781678,7
0.004866,0.912087,0.990089,0.999696,0.649427,0.011507,0.026237,0.010784,0.680762,9
0.051284,0.079711,0.885686,0.799336,0.474233,0.996096,0.99886,0.954956,0.986425,7
0.016725,0.979422,0.838692,0.998072,0.116746,0.798764,0.994081,0.992047,0.91195,1
0.001207,0.158469,0.02489,0.997086,0.968935,0.034358,0.93692,0.107666,0.072604,9
0.042726,0.039946,0.959819,0.953609,0.533867,0.999316,0.99847,0.87409,0.98972,7
0.011541,0.907185,0.783853,0.008138,0.844773,0.95873,0.990374,0.874492,0.001633,8
0.375045,0.890818,0.835301,0.998406,0.179061,0.984774,0.974813,0.948881,0.537723,1
0.002514,0.008995,0.172329,0.947893,0.212495,0.768977,0.994376,0.968184,0.935925,7
0.019026,0.100651,0.232581,0.998009,0.898133,0.283443,0.110655,0.3154,0.001734,9
0.805318,0.119868,0.742361,0.914639,0.005685,0.00231,0.02743,0.995621,0.01186,4
0.682235,0.042315,0.034415,0.878867,0.028083,0.014483,0.010038,0.9892,0.067581,4
0.66911,0.36902,0.994574,0.340608,0.049663,0.995443,0.958872,0.837177,0.887166,7
0.999194,0.509848,0.869147,0.000043,0.101164,0.002072,0.192159,0.973963,0.013994,0
0.001823,0.997974,0.00159,0.987969,0.710696,0.002317,0.008307,0.993431,0.99327,1
0.99859,0.204881,0.890278,0.000092,0.444864,0.00365,0.225378,0.895551,0.008575,0
0.999741,0.941835,0.985874,0.00012,0.110128,0.004912,0.076227,0.069442,0.808239,8
0.011871,0.945765,0.795993,0.078209,0.724985,0.99205,0.995298,0.984386,0.036764,8
0.008997,0.763652,0.59563,0.989697,0.154688,0.98896,0.997272,0.696126,0.936331,2
0.071232,0.308672,0.368941,0.999798,0.768595,0.003517,0.146269,0.020331,0.97566,9
0.206751,0.845056,0.947485,0.08435,0.017338,0.708174,0.986371,0.97967,0.832535,7
0.968186,0.494472,0.993953,0.98238,0.125723,0.01303,0.062072,0.226282,0.018722,4
0.005036,0.005855,0.836,0.997967,0.955734,0.049531,0.980101,0.12852,0.497246,3
0.000701,0.854514,0.00395,0.996867,0.554355,0.030008,0.052644,0.956496,0.990137,1
0.691752,0.111866,0.002843,0.998836,0.15779,0.001866,0.00549,0.40571,0.996757,9
0.009719,0.115176,0.875486,0.997679,0.463364,0.997448,0.99219,0.106491,0.948775,2
0.001068,0.47727,0.004613,0.99829,0.165953,0.035501,0.20624,0.966848,0.978139,1
0.003769,0.453147,0.714189,0.997728,0.663175,0.998059,0.992385,0.15599,0.942422,2
0.022335,0.878862,0.900779,0.97816,0.469261,0.994297,0.999005,0.127204,0.843876,2
0.999398,0.341933,0.94326,0.000109,0.032328,0.001907,0.164939,0.913813,0.012315,0
0.261156,0.318634,0.260993,0.999674,0.007334,0.001403,0.498331,0.681824,0.006937,9
0.006047,0.022226,0.795315,0.9443,0.166283,0.91058,0.995164,0.828393,0.979598,7
0.994962,0.335385,0.221424,0.000031,0.147179,0.998197,0.803969,0.949601,0.988968,5
0.92308,0.183164,0.743505,0.901348,0.041588,0.009833,0.037145,0.894426,0.003068,4
0.857872,0.408683,0.974589,0.995749,0.881621,0.993274,0.995036,0.002095,0.180214,6
0.954791,0.496819,0.993978,0.988682,0.026733,0.011568,0.19293,0.471796,0.00652,4
0.946908,0.087938,0.777026,0.806493,0.853817,0.032783,0.009011,0.445983,0.003445,4
0.842467,0.572776,0.999185,0.996015,0.549857,0.025301,0.996896,0.002139,0.016629,6
0.999865,0.830088,0.991445,0.000155,0.050622,0.024566,0.038416,0.025327,0.572761,8
0.983912,0.710765,0.998865,0.838637,0.32878,0.157363,0.996069,0.00395,0.019191,6
0.04836,0.054618,0.929022,0.901759,0.316658,0.994471,0.997695,0.930223,0.982472,7
0.93283,0.875192,0.999509,0.989184,0.133214,0.004465,0.997914,0.005802,0.046794,6
0.98231,0.216173,0.99621,0.989903,0.962134,0.512339,0.991789,0.033619,0.010194,6
0.004717,0.232481,0.937149,0.999793,0.920836,0.018635,0.884883,0.019357,0.956468,5
0.161749,0.999937,0.000658,0.000541,0.993302,0.071557,0.000014,0.998437,0.999692,9
0.394582,0.035212,0.321555,0.967769,0.525479,0.030549,0.022084,0.6339,0.004119,4
0.988661,0.135729,0.996106,0.933589,0.969058,0.073249,0.974535,0.090879,0.005202,6
0.961779,0.196422,0.963345,0.936761,0.157026,0.011948,0.066084,0.891456,0.005051,4
0.202566,0.972914,0.955657,0.995537,0.035975,0.938283,0.996399,0.982095,0.869972,2
0.110861,0.55896,0.551059,0.999929,0.207443,0.089544,0.813722,0.083712,0.997892,5
0.005649,0.863714,0.000946,0.992124,0.95828,0.061928,0.016471,0.979978,0.990756,1
0.996638,0.218909,0.000313,0.099837,0.261553,0.542231,0.010021,0.257477,0.153784,0
0.093684,0.276653,0.993904,0.999713,0.922981,0.231313,0.517581,0.00222,0.521724,5
0.999403,0.0846,0.388378,0.000032,0.707271,0.005991,0.027507,0.980188,0.026503,0
0.232055,0.97989,0.957423,0.998236,0.011496,0.726003,0.989002,0.97934,0.584365,2
0.99842,0.514956,0.984503,0.000278,0.026983,0.002898,0.695396,0.881802,0.004485,0
0.998244,0.802373,0.062703,0.000044,0.073139,0.038226,0.959191,0.699212,0.567503,8
0.033023,0.16611,0.988671,0.999934,0.786972,0.183208,0.778244,0.002548,0.86546,5
0.999432,0.387153,0.923512,0.000063,0.019451,0.994324,0.618521,0.595569,0.6184,5
0.998671,0.14227,0.003506,0.000036,0.993955,0.104506,0.000225,0.996373,0.961664,0
0.999287,0.883969,0.53384,0.000184,0.009733,0.10536,0.682765,0.056355,0.203736,8
0.571861,0.049931,0.067861,0.97693,0.444699,0.032231,0.012097,0.894962,0.01146,4
0.046018,0.168896,0.425726,0.999942,0.400621,0.569734,0.757754,0.005838,0.993893,5
0.999198,0.119604,0.841677,0.000053,0.236015,0.002514,0.057725,0.951919,0.023404,0
0.428451,0.013272,0.344318,0.845503,0.36827,0.063084,0.017085,0.894057,0.006532,4
0.018108,0.986809,0.938846,0.998654,0.184041,0.977446,0.993412,0.921487,0.466611,1
0.997456,0.58343,0.013588,0.000634,0.997616,0.04501,0.000432,0.978074,0.101262,0
0.970813,0.511148,0.980632,0.984626,0.013743,0.006064,0.18189,0.880788,0.008629,4
0.485511,0.993017,0.541972,0.999346,0.213075,0.970562,0.855126,0.984377,0.754614,1
0.024521,0.164669,0.856132,0.882087,0.042358,0.702233,0.995756,0.984658,0.838078,7
0.480001,0.136439,0.502454,0.999913,0.574196,0.006446,0.35111,0.146383,0.628038,9
0.997296,0.795224,0.879227,0.000334,0.014693,0.541249,0.981777,0.028226,0.034961,8
0.019658,0.999873,0.034745,0.998542,0.99466,0.005485,0.22465,0.622226,0.999878,8
0.999814,0.651789,0.895471,0.000086,0.031378,0.996125,0.178434,0.714437,0.616765,5
0.016303,0.069702,0.595946,0.998805,0.471256,0.003521,0.935523,0.958514,0.596268,3
0.085016,0.289357,0.960309,0.999951,0.805015,0.156789,0.299073,0.001009,0.021789,5
0.047569,0.864216,0.863317,0.998483,0.051335,0.983223,0.989779,0.759514,0.963763,2
0.010809,0.94495,0.646546,0.998972,0.296852,0.977292,0.989732,0.991359,0.957297,1
0.999891,0.990149,0.9867,0.000053,0.521736,0.966434,0.002545,0.393917,0.963015,5
0.999867,0.997089,0.953543,0.000066,0.374755,0.828591,0.00567,0.854301,0.977047,5
0.996306,0.316351,0.832273,0.000145,0.895651,0.018455,0.04165,0.841424,0.009329,0
0.999052,0.092608,0.48035,0.000044,0.028726,0.001337,0.551449,0.210635,0.96032,8
0.999264,0.695588,0.788052,0.000142,0.007606,0.042653,0.796931,0.07201,0.580775,8
0.121507,0.228372,0.978795,0.861095,0.058631,0.852019,0.996129,0.972692,0.729862,7
0.021755,0.046589,0.527578,0.999298,0.273606,0.004882,0.947159,0.764816,0.935701,3
0.912055,0.740096,0.998112,0.994041,0.685906,0.021805,0.992325,0.361225,0.008726,6
0.750276,0.643203,0.98717,0.050861,0.014437,0.744327,0.983836,0.976594,0.640282,7
0.999594,0.424299,0.067387,0.000023,0.922846,0.004362,0.001792,0.994203,0.229229,0
0.77126,0.218029,0.992254,0.980282,0.800241,0.240136,0.998317,0.005437,0.043522,6
0.99795,0.057955,0.032294,0.013195,0.941221,0.306626,0.000751,0.996846,0.106316,0
0.252757,0.381047,0.947799,0.557806,0.044357,0.931524,0.983741,0.980798,0.766944,7
0.722997,0.014559,0.009477,0.880882,0.939793,0.383881,0.00927,0.708651,0.005201,4
0.510238,0.098982,0.998342,0.693996,0.267296,0.999143,0.989393,0.732135,0.923511,7
0.998039,0.054602,0.002884,0.000538,0.99588,0.201855,0.000276,0.993669,0.794969,0
0.682924,0.073762,0.973956,0.28462,0.162146,0.998092,0.988276,0.926513,0.926024,7
0.600132,0.360382,0.998182,0.992363,0.078154,0.996189,0.998247,0.124811,0.790797,2
0.999616,0.906586,0.7389,0.000081,0.066914,0.987272,0.137898,0.971122,0.906301,5
0.026015,0.125388,0.558518,0.999332,0.663841,0.006652,0.976464,0.885447,0.936415,3
0.845709,0.999919,0.001266,0.000018,0.997545,0.007875,0.000013,0.999249,0.999102,9
0.99961,0.901995,0.994269,0.000122,0.221856,0.984535,0.016351,0.308353,0.934379,5
0.005796,0.043258,0.849338,0.998406,0.96134,0.014391,0.822281,0.074372,0.811205,3
0.002805,0.06822,0.511664,0.99661,0.967602,0.024288,0.986531,0.614268,0.936578,3
0.001634,0.23108,0.067155,0.99871,0.030811,0.001415,0.698406,0.758798,0.979536,3
0.050414,0.107688,0.43029,0.999319,0.293361,0.004823,0.964813,0.877737,0.901269,3
0.999889,0.407248,0.994921,0.000221,0.157011,0.002853,0.199501,0.001434,0.945257,8
0.996711,0.096235,0.9936,0.758278,0.979028,0.08953,0.878938,0.248112,0.002222,6
0.00683,0.013594,0.627358,0.997643,0.984152,0.169658,0.952997,0.241508,0.429527,3
0.069832,0.079067,0.89581,0.695148,0.025852,0.929776,0.993897,0.931066,0.95342,7
0.986095,0.123864,0.000391,0.11805,0.811158,0.444621,0.001787,0.526843,0.125429,0
0.006189,0.407784,0.636381,0.998453,0.807091,0.024064,0.019938,0.049158,0.001964,9
0.003007,0.06394,0.334433,0.999358,0.890251,0.018575,0.988292,0.642038,0.961824,3
0.063244,0.026212,0.979854,0.933281,0.624574,0.998915,0.997899,0.730604,0.990653,7
0.007956,0.793306,0.676349,0.98744,0.218829,0.992871,0.997737,0.529523,0.888795,2
0.003975,0.840494,0.859943,0.99597,0.152215,0.008997,0.011703,0.272527,0.002442,9
0.988321,0.724006,0.997703,0.975321,0.015814,0.012168,0.611987,0.428433,0.009845,4
0.998707,0.631283,0.757805,0.000057,0.064757,0.997246,0.481329,0.907343,0.957481,5
0.999918,0.428597,0.849653,0.000208,0.008995,0.007403,0.1404,0.117726,0.784772,8
0.00196,0.059446,0.903689,0.999826,0.896529,0.011052,0.690919,0.016596,0.924538,5
0.013304,0.862671,0.145999,0.999525,0.018918,0.936881,0.972919,0.993796,0.750623,2
0.031316,0.07431,0.909036,0.998994,0.881689,0.005557,0.933063,0.882737,0.627865,3
0.092178,0.090395,0.925647,0.197487,0.931972,0.642656,0.999577,0.099792,0.967473,8
0.042165,0.070637,0.710634,0.879276,0.786558,0.99799,0.997843,0.977017,0.988227,7
0.024685,0.072327,0.70064,0.999527,0.968308,0.016429,0.139769,0.076962,0.143821,9
0.989257,0.098361,0.983588,0.849682,0.960489,0.069551,0.959111,0.394392,0.005502,6
0.97798,0.12358,0.990193,0.8163,0.917192,0.088347,0.964088,0.084063,0.003073,6
0.948335,0.977286,0.000069,0.020016,0.999961,0.564622,0.00001,0.992129,0.999849,0
0.787885,0.547782,0.988786,0.998425,0.538008,0.942276,0.995901,0.002133,0.063527,6
0.018752,0.259281,0.351153,0.996319,0.823331,0.008681,0.982705,0.787646,0.954699,3
0.437961,0.071328,0.075037,0.980693,0.033319,0.020301,0.019644,0.987141,0.012692,4
0.117917,0.72327,0.841658,0.009605,0.196487,0.007942,0.997219,0.592413,0.99478,8
0.992159,0.038324,0.367589,0.000117,0.943901,0.043107,0.042171,0.886345,0.009536,0
0.9884,0.224479,0.996645,0.915386,0.922784,0.042029,0.981752,0.047124,0.011982,6
0.94809,0.475127,0.998961,0.772122,0.477344,0.132768,0.993232,0.005784,0.010569,6
0.736097,0.368122,0.993793,0.989681,0.037057,0.984316,0.96977,0.125459,0.727547,2
0.69983,0.097743,0.518304,0.999675,0.155887,0.016342,0.004829,0.059204,0.988671,9
0.00822,0.013058,0.006025,0.998772,0.133547,0.637061,0.455188,0.957987,0.765405,7
0.036958,0.018467,0.006651,0.99561,0.835426,0.082448,0.441416,0.068464,0.01943,9
0.999345,0.882303,0.99366,0.000258,0.630183,0.001008,0.029353,0.011359,0.972784,8
0.00893,0.041997,0.689094,0.998026,0.874671,0.008516,0.974952,0.389982,0.911121,3
0.335513,0.989759,0.98745,0.99857,0.049118,0.966265,0.995941,0.98867,0.589272,1
0.000731,0.986164,0.148562,0.998928,0.036799,0.001826,0.286498,0.956404,0.965323,1
0.999608,0.991,0.924657,0.00005,0.542521,0.965561,0.003712,0.391908,0.992236,5
0.964725,0.284173,0.998326,0.42335,0.687714,0.023035,0.989969,0.038389,0.008081,6
0.002036,0.998749,0.0102,0.997494,0.337332,0.018822,0.024498,0.988229,0.993081,1
0.999235,0.064236,0.020679,0.000037,0.987039,0.067489,0.001302,0.994944,0.576467,0
0.914802,0.461281,0.994955,0.990745,0.741943,0.862955,0.996804,0.002218,0.066975,6
0.005913,0.843823,0.523223,0.998514,0.035426,0.757641,0.991184,0.986663,0.867317,2
0.005156,0.020414,0.035765,0.999551,0.909697,0.059175,0.871267,0.034406,0.026888,9
0.082379,0.874342,0.321451,0.998074,0.718124,0.434083,0.039113,0.067686,0.999703,9
0.017392,0.202644,0.833227,0.999621,0.926425,0.069714,0.952039,0.034977,0.964368,3
0.002441,0.873657,0.001278,0.996283,0.983552,0.251121,0.066209,0.962303,0.997275,1
0.005102,0.975203,0.972905,0.396832,0.827729,0.934431,0.983503,0.774509,0.002501,8
0.367856,0.220618,0.946136,0.460677,0.060694,0.995254,0.987684,0.958842,0.905253,7
0.999377,0.50305,0.991495,0.000189,0.126815,0.006031,0.251967,0.001007,0.955197,8
0.998027,0.163759,0.990374,0.696444,0.888501,0.030051,0.95228,0.645141,0.010917,6
0.952524,0.041799,0.984184,0.154624,0.912277,0.034587,0.957076,0.312462,0.018048,6
0.004514,0.113092,0.798797,0.998245,0.012048,0.044506,0.592239,0.775433,0.860372,1
0.997861,0.38723,0.588763,0.000043,0.134432,0.997885,0.091952,0.867137,0.904906,5
0.998151,0.748221,0.451115,0.000075,0.084417,0.991278,0.524951,0.980351,0.528904,5
0.942863,0.232195,0.978931,0.974224,0.197498,0.011582,0.076432,0.712112,0.005286,4
0.999281,0.081926,0.043717,0.000039,0.983923,0.025356,0.001581,0.985099,0.242319,0
0.001602,0.056851,0.821934,0.998571,0.978816,0.018984,0.979747,0.060057,0.870682,3
0.786471,0.258569,0.950505,0.993978,0.003452,0.016174,0.102692,0.985017,0.015533,4
0.03871,0.035142,0.044483,0.999842,0.56335,0.007329,0.702921,0.63373,0.148833,9
0.021154,0.049665,0.895889,0.850335,0.111808,0.819495,0.99792,0.976815,0.917675,7
0.001532,0.916998,0.001726,0.996253,0.757501,0.243159,0.050283,0.981368,0.99417,1
0.009311,0.460946,0.076759,0.998695,0.602996,0.002914,0.037477,0.115237,0.002831,9
0.999733,0.919884,0.604017,0.000084,0.030802,0.006547,0.472419,0.429875,0.978628,8
0.003476,0.312998,0.008245,0.998954,0.981728,0.124043,0.09997,0.061362,0.030693,9
0.070019,0.187417,0.976354,0.91293,0.094996,0.995936,0.996174,0.746484,0.971058,7
0.497664,0.951235,0.973757,0.1097,0.028177,0.869911,0.977037,0.982289,0.802522,7
0.998648,0.027072,0.541208,0.000283,0.698532,0.013155,0.098012,0.990661,0.019767,0
0.005988,0.938224,0.000853,0.99383,0.972214,0.071166,0.035823,0.98577,0.991184,1
0.742491,0.841342,0.250333,0.996985,0.032471,0.638072,0.967029,0.005519,0.950748,8
0.302217,0.850984,0.91513,0.99598,0.037135,0.993476,0.997866,0.713562,0.63077,2
0.034246,0.075253,0.968875,0.999782,0.902317,0.485781,0.609835,0.002446,0.890816,5
0.008013,0.010215,0.808816,0.997205,0.958937,0.050868,0.986377,0.342523,0.487714,3
0.353601,0.07592,0.884365,0.992061,0.314315,0.006256,0.024099,0.712875,0.008386,4
0.99956,0.32705,0.95871,0.000121,0.041908,0.994217,0.019895,0.450316,0.921846,5
0.999108,0.271807,0.099988,0.00013,0.003029,0.108294,0.978218,0.426424,0.861098,8
0.999524,0.47899,0.011741,0.000022,0.979681,0.018803,0.000349,0.997585,0.834459,0
0.998356,0.526854,0.9964,0.004518,0.093391,0.003108,0.805301,0.410485,0.002016,0
0.9982,0.03859,0.329358,0.000021,0.412883,0.0031,0.045022,0.993543,0.169077,0
0.99927,0.009467,0.105641,0.000122,0.875806,0.042368,0.011544,0.992583,0.195652,0
0.0064,0.051992,0.93926,0.999732,0.91886,0.018948,0.905603,0.043923,0.844319,5
0.008502,0.983872,0.993693,0.999592,0.168683,0.036603,0.052413,0.001757,0.459338,9
0.996248,0.487649,0.0006,0.000044,0.999555,0.409607,0.000149,0.987856,0.985932,0
0.003737,0.057917,0.065394,0.998748,0.977086,0.851692,0.712775,0.131879,0.990552,1
0.001599,0.254873,0.028526,0.998272,0.672679,0.187151,0.562172,0.870985,0.995927,1
0.998765,0.313699,0.928132,0.000077,0.029072,0.994137,0.420358,0.251688,0.723859,5
0.246226,0.010315,0.967606,0.007759,0.922728,0.074972,0.991311,0.016951,0.792547,8
0.96509,0.593179,0.983615,0.98129,0.004321,0.005683,0.303379,0.919366,0.007985,4
0.162883,0.735542,0.875251,0.016593,0.183011,0.997563,0.995354,0.087467,0.080936,8
0.999291,0.292604,0.947093,0.000132,0.032245,0.997293,0.115412,0.643919,0.909155,5
0.010499,0.833593,0.547059,0.999345,0.055144,0.9806,0.989738,0.941992,0.965485,2
0.550988,0.325451,0.993063,0.990173,0.040914,0.992614,0.986356,0.07134,0.86117,2
0.997204,0.624507,0.993397,0.002169,0.005746,0.004215,0.898617,0.910658,0.004942,0
0.999424,0.112226,0.064346,0.000023,0.983649,0.03668,0.006727,0.989147,0.192411,0
0.091839,0.732406,0.973072,0.983332,0.111135,0.990302,0.985464,0.249854,0.967875,2
0.442397,0.010495,0.930196,0.485714,0.396269,0.010803,0.989949,0.779454,0.905791,7
0.989675,0.122862,0.996162,0.858314,0.820289,0.076877,0.859124,0.822099,0.002864,6
0.00015,0.465998,0.485714,0.998511,0.996689,0.986741,0.988304,0.538259,0.965063,1
0.082186,0.908362,0.817785,0.999338,0.03921,0.985488,0.991945,0.914497,0.937932,2
0.993632,0.907015,0.988301,0.000274,0.007383,0.022995,0.839754,0.398589,0.801283,8
0.998623,0.651023,0.803047,0.00005,0.133221,0.998586,0.374183,0.765466,0.966826,5
0.628015,0.23587,0.960604,0.99774,0.008108,0.004782,0.13632,0.959318,0.012432,4
0.99777,0.585469,0.000358,0.000048,0.99961,0.301324,0.000086,0.998031,0.990322,0
0.005752,0.899424,0.856007,0.998922,0.388989,0.990273,0.994726,0.945203,0.930417,1
0.999934,0.993132,0.946924,0.000047,0.29783,0.913098,0.00383,0.911637,0.986583,5
0.4904,0.956162,0.874822,0.983452,0.055096,0.206078,0.936724,0.00089,0.983032,8
0.004145,0.33847,0.114133,0.999191,0.778495,0.005234,0.968216,0.907894,0.913679,3
0.002405,0.911718,0.001871,0.993684,0.493535,0.009068,0.014381,0.985233,0.973456,1
0.509408,0.96812,0.85972,0.985151,0.010707,0.965725,0.998424,0.991833,0.853745,2
0.004406,0.00862,0.588946,0.995268,0.985392,0.258353,0.96702,0.226704,0.43943,3
0.99895,0.503186,0.989067,0.000317,0.028999,0.001486,0.210185,0.686919,0.005797,0
0.999643,0.783086,0.812126,0.000059,0.060031,0.991918,0.517793,0.962269,0.735554,5
0.891356,0.678443,0.991533,0.00284,0.98208,0.02479,0.18263,0.762454,0.017441,0
0.999501,0.065499,0.140068,0.000024,0.842814,0.015128,0.01221,0.993467,0.170868,0
0.610641,0.075934,0.059579,0.958911,0.04803,0.03577,0.039692,0.985745,0.009928,4
0.791934,0.011151,0.006609,0.931075,0.648474,0.08765,0.012591,0.976732,0.15674,4
0.000638,0.622588,0.016823,0.998256,0.964983,0.014816,0.677126,0.393083,0.992299,1
0.997905,0.356033,0.852128,0.000071,0.319085,0.999102,0.103691,0.569894,0.961468,5
0.918817,0.274779,0.996782,0.9626,0.835884,0.461087,0.99791,0.005976,0.031117,6
0.029318,0.968232,0.89423,0.998612,0.16396,0.08493,0.041232,0.003426,0.998962,9
0.028331,0.989842,0.389131,0.9993,0.596145,0.210475,0.044952,0.024785,0.999657,9
0.998067,0.304456,0.962336,0.000061,0.133673,0.003771,0.222442,0.610845,0.003687,0
0.8031,0.939117,0.604042,0.988627,0.086191,0.071638,0.976742,0.004169,0.980044,8
0.349319,0.161568,0.110122,0.001444,0.008705,0.47062,0.993687,0.929905,0.006138,8
0.998215,0.096016,0.909541,0.000221,0.768499,0.011453,0.024187,0.283973,0.998237,8
0.007843,0.015793,0.816529,0.99621,0.970522,0.091383,0.975954,0.142492,0.937695,3
0.948295,0.396092,0.994813,0.986753,0.229059,0.040315,0.352018,0.078078,0.005078,4
0.004789,0.639764,0.000762,0.997155,0.900699,0.630628,0.096547,0.979806,0.993594,1
0.010701,0.012988,0.012766,0.997714,0.861766,0.12924,0.901665,0.074992,0.086452,9
0.011206,0.268581,0.02725,0.99829,0.793687,0.003846,0.433716,0.409618,0.007762,9
0.988518,0.414015,0.386881,0.000111,0.35979,0.973069,0.994502,0.010806,0.947316,8
0.861341,0.80413,0.999146,0.985144,0.144685,0.0117,0.996373,0.013938,0.002944,6
0.999882,0.450347,0.916213,0.000114,0.022991,0.986702,0.039572,0.660905,0.873811,5
0.010607,0.037924,0.422305,0.9995,0.909758,0.583008,0.973387,0.047899,0.974237,3
0.503675,0.007571,0.004675,0.911159,0.496486,0.15437,0.023401,0.97757,0.08636,4
0.023072,0.920473,0.926624,0.999111,0.139707,0.983942,0.993922,0.942285,0.64556,1
0.242454,0.093256,0.315109,0.999904,0.455547,0.004119,0.217611,0.047127,0.79506,9
0.97189,0.130214,0.930854,0.920147,0.170479,0.01369,0.131186,0.989499,0.011475,4
0.91353,0.469424,0.994382,0.996825,0.017309,0.018908,0.348402,0.620399,0.017686,4
0.007248,0.01757,0.921481,0.999373,0.920339,0.007909,0.92143,0.131541,0.837821,3
0.996025,0.209971,0.84549,0.000067,0.606821,0.00333,0.430887,0.993759,0.022254,0
0.93105,0.087768,0.712479,0.763237,0.654647,0.049292,0.051225,0.822959,0.00479,4
0.136821,0.691834,0.976903,0.699313,0.106824,0.946771,0.989218,0.972241,0.890011,7
0.888472,0.138684,0.61033,0.8353,0.120436,0.028048,0.018433,0.918165,0.004148,4
0.147895,0.774167,0.973985,0.993559,0.052918,0.990174,0.993848,0.655137,0.904398,2
0.003098,0.561545,0.001898,0.996729,0.88399,0.178561,0.063889,0.955829,0.987881,1
0.00148,0.556448,0.001112,0.997578,0.993776,0.785436,0.140893,0.954111,0.997523,1
0.992683,0.683607,0.80474,0.000199,0.030652,0.997974,0.949346,0.566246,0.425802,5
0.999567,0.076468,0.090028,0.000011,0.876531,0.007546,0.006821,0.99588,0.395968,0
0.995913,0.54943,0.997405,0.980593,0.845077,0.339117,0.992613,0.014146,0.017575,6
0.999279,0.64518,0.92947,0.000062,0.19146,0.997481,0.024235,0.337538,0.939201,5
0.041712,0.356278,0.972281,0.981442,0.996906,0.047156,0.996667,0.979552,0.503984,1
0.076305,0.069377,0.963063,0.335354,0.920828,0.999453,0.997913,0.413353,0.97203,7
0.999216,0.086577,0.220255,0.000012,0.905563,0.011105,0.010514,0.986431,0.042723,0
0.013365,0.030825,0.154778,0.999856,0.924379,0.039143,0.590149,0.031525,0.640596,9
0.008709,0.206139,0.008253,0.997946,0.988217,0.951375,0.687972,0.696913,0.995784,1
0.681586,0.538263,0.539739,0.985047,0.209515,0.05361,0.93773,0.007538,0.998297,8
