@relation 'pendigits_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.55-A5-M-1'

@attribute 0.424input6-0.419input14+0.375input8-0.346input16+0.302input4... numeric
@attribute -0.475input10-0.445input9-0.387input11-0.316input12+0.301input15... numeric
@attribute '-0.451input1+0.4  input7-0.342input11-0.34input2+0.306input5...' numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
1.767113,1.568987,1.27298,7
1.877778,1.087444,1.048502,2
1.571512,-2.73485,-0.80178,9
2.224577,-1.088859,0.045259,3
-1.545525,-1.415892,-1.055979,4
-2.249761,0.027742,-2.052433,6
-4.587361,-1.97,1.525528,0
-0.983901,1.474247,-2.642531,6
0.140771,2.04652,1.084412,7
-3.152989,-0.206603,-0.38663,8
-1.454965,-1.022373,-0.76557,4
-4.285858,-2.766303,2.620448,0
-4.634833,-2.06971,1.198958,0
-0.653596,1.375257,-2.888656,6
1.052681,2.040186,1.692666,7
2.189062,-0.628879,-1.18522,3
-3.935903,-3.440776,2.220493,0
2.257808,0.056249,1.418491,2
-1.409528,-1.463345,-1.559763,4
0.684648,-2.677768,0.097179,9
-1.119602,-0.156334,-0.750441,4
2.455911,-0.488716,-1.433566,3
-2.601698,2.355894,2.641214,5
0.87476,-1.249484,-2.398941,5
-1.385694,0.651634,-2.682728,6
2.367694,-0.741344,-0.731613,3
1.873527,-2.002216,-1.78168,9
0.749998,-1.276052,-1.608557,9
-3.63973,2.313865,1.053755,5
-4.463003,0.832975,2.209161,5
1.862063,1.540718,1.501581,7
0.483259,-1.635671,0.616355,9
-1.615994,0.467847,-2.981203,6
1.862785,-0.452901,-2.140968,5
-1.769117,-1.489952,-2.038604,4
1.904087,-1.425425,-0.98999,3
2.715153,2.058424,0.509318,1
-4.31948,-1.162177,-0.094502,0
0.279761,1.71431,0.910072,7
0.025999,1.462547,-0.974849,8
1.016216,2.913762,1.536737,7
1.651969,-3.746887,3.175285,1
1.775888,2.419017,0.529314,1
0.767198,-2.053772,-2.466328,9
-3.878033,-0.078545,-1.435236,0
1.618497,-2.180392,-1.203499,9
0.55415,-2.984515,-1.330332,9
2.061845,0.280222,2.450124,2
2.767925,0.548856,2.876242,2
2.18934,-1.900141,-1.136282,9
0.027929,2.449803,-0.119595,8
-0.928211,0.707514,-2.773613,6
-3.206996,2.132229,1.864902,5
3.138709,1.735869,1.117573,1
1.439489,1.294535,0.725811,7
-0.702142,0.573983,-2.874437,6
1.549069,2.067505,1.236433,2
-1.312549,0.605176,-2.743749,6
2.870414,0.40864,1.429539,2
1.196237,2.265197,1.513547,2
-4.609827,-1.955842,1.070756,0
0.925395,-1.175044,-1.688765,9
2.513279,-0.628487,0.07262,3
1.270733,-3.769359,3.603886,1
1.102329,1.49678,0.991069,7
0.093882,2.710047,0.768938,7
0.500249,0.758515,-0.399883,8
1.938111,-1.552906,-1.425197,9
0.563211,0.467437,-0.351647,7
-0.946922,-0.943561,-1.29871,4
0.976587,1.470533,1.046615,8
2.087528,-1.217426,-0.115122,3
-0.110203,1.788142,-2.454624,6
-3.852307,0.165548,-0.990432,0
-3.816208,-2.618429,2.312036,0
1.56749,2.74318,1.195614,2
-1.079777,0.370493,-2.629615,6
-3.226012,1.632028,-0.495857,8
2.080471,-0.573646,-0.612401,3
-4.61213,-1.877761,0.582279,0
1.855661,-1.133706,-0.491321,3
-0.089921,2.271513,-2.493513,6
-4.140454,-1.42024,-0.19217,0
1.811476,2.140509,0.855113,2
2.317858,-0.229546,-0.936895,1
-2.611151,2.253289,2.833884,5
2.212058,-1.715968,-1.699126,9
0.084687,-0.623795,-2.28305,4
0.72512,-3.105284,-1.2738,9
-0.805482,-2.810275,0.464335,4
2.378166,1.44457,1.801898,2
-1.398922,-1.566202,-1.297266,4
2.286965,1.584877,1.348561,1
-3.723283,0.929196,-0.377613,8
1.657794,-2.869361,2.806895,1
2.038371,-1.66814,-1.397302,9
-1.576451,2.390431,0.231572,8
0.8846,1.742104,0.803397,7
1.472456,-2.018478,-1.253493,9
-3.476617,2.012225,1.050336,5
2.510337,1.874325,1.242517,2
0.956195,1.975346,1.042126,7
1.804917,2.53663,0.631868,2
2.632566,0.838102,1.94729,2
1.437261,-3.112039,2.205758,1
1.755679,-1.556635,-1.098712,9
2.489729,0.144913,0.645296,8
-3.525483,1.845771,1.881617,5
0.790958,-2.708873,2.044955,1
1.17596,2.597773,1.017523,2
-3.677469,1.171791,2.390011,5
-4.098874,1.245304,1.160861,5
-4.464535,1.151971,1.694689,5
-1.748278,2.154219,1.051141,8
-3.135071,0.838966,0.993226,8
0.997732,1.92696,1.431661,7
1.343763,1.81808,0.388168,2
-3.856314,0.143344,-1.154245,0
-0.758711,-1.752066,-0.658997,4
2.342946,1.432095,1.932236,7
2.062992,2.142278,0.996058,2
1.411676,0.230977,0.877129,7
2.745839,-0.852928,0.33691,3
2.049601,0.760059,1.717523,7
-4.005096,-0.538767,0.411029,8
-1.669668,2.698647,2.001666,5
-4.281241,-2.250476,1.41668,0
2.285782,-1.431839,-1.287126,9
-3.894288,-0.731709,-0.813214,0
-3.478513,1.715026,2.229756,5
-2.959533,1.8906,2.510932,5
1.429479,2.690424,0.399641,1
1.128768,2.725739,1.098047,7
2.54146,-0.792563,-0.273967,3
1.423648,1.905479,1.84873,7
0.054456,0.181005,-0.217159,8
1.24244,1.6956,0.288199,2
-3.080129,1.081797,0.53499,8
2.492553,1.820876,1.030142,2
2.848334,0.46531,2.339302,2
-3.405078,2.069476,1.338976,5
2.462145,-0.865621,2.371106,1
-3.33166,-3.805544,3.507288,0
-1.933292,-1.47748,-1.527469,4
2.110083,2.000786,0.6924,1
-2.801739,2.199411,2.607761,5
2.524878,-0.228624,1.298946,7
1.559349,-1.86489,-0.5939,9
-2.904541,0.454471,-0.69219,8
2.738207,1.102849,2.09262,2
-1.2118,0.645294,-2.245395,6
0.014133,1.737254,1.260354,7
1.178501,2.443771,1.645533,7
0.502269,0.370113,-0.326956,7
1.613074,-1.895624,-1.895578,9
1.85669,-2.656766,1.464154,1
2.455212,-0.732353,0.375168,3
1.816494,-1.390229,-1.494769,9
-4.206549,0.990819,2.047028,5
1.843384,2.285956,0.732279,7
-1.34464,-1.672169,-0.365526,4
-1.490324,1.225769,0.321582,8
2.17487,1.484965,2.041359,7
1.796442,-2.076492,-1.036198,9
1.888781,-1.159539,-0.296865,3
2.286628,-2.521197,1.941819,1
-0.735073,-1.216016,-1.151929,4
1.487405,-3.52111,2.840053,1
0.082645,-1.948777,-1.832104,9
-3.341855,1.750661,2.052476,5
-0.078838,1.23911,-2.727373,6
2.341355,1.899677,2.074295,7
-0.432273,-2.574691,-0.194254,4
2.384996,-1.582107,1.042444,3
-3.949913,1.552873,2.026749,5
-0.540533,0.951829,-2.981411,6
2.131913,-0.194675,-0.739002,3
2.419256,-1.209949,-0.058218,3
-0.509272,-2.116757,-1.1242,4
-0.943227,0.414511,-1.777979,4
1.507284,-3.273572,2.186029,1
1.885165,0.912572,1.432974,7
-0.365642,1.625967,-2.802956,6
1.256568,-1.829394,-0.91167,9
-0.347225,2.674736,-0.283,8
1.285636,1.317953,1.253762,7
1.487105,1.544633,1.039831,7
-3.636938,-0.057759,-1.024409,0
-0.599346,-2.145417,-1.11099,4
-3.860241,-1.971066,1.040154,0
2.110443,0.331453,1.271375,7
2.063823,-0.981417,-0.1186,3
2.055708,-0.814914,-0.972562,3
-3.738832,-0.248745,-0.449312,0
1.51571,3.034297,0.021172,2
1.500152,-3.268024,1.965992,1
1.573153,-2.424494,-1.365907,9
-4.103556,-0.802035,-0.490325,0
1.142467,-2.047301,-0.531146,9
-4.119108,-0.851419,-0.726996,0
1.254203,-1.065627,0.65255,9
-0.922806,-1.746789,-1.35896,4
-0.441334,-1.478348,-1.499196,4
1.902982,2.481735,0.308227,2
0.702469,2.34385,1.644666,7
1.52852,-2.749527,2.054439,1
0.95555,1.781671,1.424043,7
0.374732,2.075978,0.118568,8
1.811841,-0.780683,-1.08435,3
-1.422408,-1.681074,-1.61738,4
2.659311,2.259436,0.827307,1
-3.736598,0.011573,-1.298308,0
1.875142,2.305902,0.552319,1
-3.800774,-1.480395,0.168516,0
-2.961112,2.124657,2.661034,5
1.925163,-2.433815,2.15175,1
-1.352627,-0.50148,-2.026124,6
1.686702,-0.628134,-2.073817,5
-2.049306,0.045013,-1.92198,4
1.168018,2.102868,1.371385,2
2.174473,-2.238407,2.259151,1
-3.921351,-1.500229,0.289905,0
0.83746,2.772693,-0.942522,2
1.170155,2.337688,0.119258,2
1.258263,-2.17756,-0.343289,9
-2.841693,-0.803037,1.310933,8
2.235728,-0.832246,1.862182,1
1.784189,0.440707,1.161246,2
1.44771,-1.619816,-1.664018,9
0.043618,2.798652,0.907,7
2.007978,-0.722772,-0.457689,3
2.389159,-1.302553,-0.570223,3
0.652758,-2.008612,-1.976106,9
-2.520571,1.499282,0.062144,8
1.421838,1.398496,1.261734,7
-0.713948,0.716341,-1.242878,4
1.751768,-0.129336,-0.313126,1
-0.548242,0.829315,-3.072778,6
1.763859,-0.893506,-0.239688,9
-4.433462,0.050207,1.989748,5
2.300546,2.154714,2.026164,7
-3.920051,-0.101775,-0.390499,0
-0.895947,1.5333,-3.067118,6
1.173253,-3.437414,2.27573,1
2.435492,-1.486404,0.412473,3
-3.806565,-2.750112,2.150584,0
1.766235,-2.18567,-2.149811,9
0.760458,2.422432,-0.452121,8
2.574534,-0.411937,-1.123737,3
-1.151569,-0.387634,-1.832537,4
-0.076365,2.538517,0.941756,7
2.026121,-1.378315,-0.207399,3
1.382068,-2.342554,-1.334496,9
1.386565,-3.135445,2.586339,1
-3.09165,2.257538,1.214307,5
-0.681419,-2.862713,-0.205918,4
1.907781,-1.621489,0.927878,8
0.27072,-1.738763,-1.777506,4
2.292692,-1.286228,1.936188,7
-0.631204,-1.804887,-1.134226,4
1.78958,2.323503,0.824623,1
0.123631,1.68481,-3.152907,6
-0.700913,-1.616976,-1.727007,4
1.591955,-2.633761,2.157868,1
-4.639729,-1.230974,0.309244,0
0.764554,2.113842,0.948041,2
0.242064,1.548809,-1.693762,4
-0.367852,-4.375402,3.368932,1
1.848944,-0.805218,-2.180174,5
-2.156155,-1.186198,-1.530578,4
1.746605,1.632933,0.987831,7
2.167391,1.409618,1.375619,2
2.444526,1.876111,1.295822,2
-3.747547,2.079105,1.647592,5
1.433171,-1.506688,-0.285161,3
-3.183427,0.027456,0.324796,8
-1.072543,-2.087882,0.779795,4
-4.098167,-2.991338,2.025753,0
2.25595,1.622517,1.556702,2
1.759191,-2.055793,1.035391,7
1.627407,2.608092,0.309072,2
-0.097765,2.145746,-2.192441,6
-3.108698,-3.377603,2.04115,0
-4.153453,-1.146573,-0.554711,0
-0.555847,2.593288,0.746639,7
1.849948,-2.4765,1.510466,1
-2.781748,2.436831,2.985995,5
1.660546,-0.519951,-0.443601,3
0.426288,2.293702,1.30672,7
0.43196,2.390598,0.998728,7
-3.82308,0.259027,-1.037288,8
2.207243,-1.437516,0.183097,3
2.153197,-2.490531,2.634982,1
1.963787,-1.099877,-0.649927,3
2.169398,-0.338931,0.097951,3
-2.89829,2.320707,1.596257,5
-2.6637,2.416731,2.688263,5
-3.335024,2.569904,0.897578,5
1.787622,-0.287201,0.297609,9
2.164568,1.371508,2.294619,7
1.429699,-2.063008,-1.791316,9
1.548102,2.388951,1.516986,2
0.743328,1.816828,1.528801,7
1.329158,2.520092,0.823583,2
1.795666,1.578404,0.766662,2
-2.92243,1.201822,0.505051,8
2.269702,-1.168061,-0.334408,3
-1.806905,2.806601,0.361342,8
-2.561087,2.128223,2.492733,5
0.703321,1.58016,1.027943,7
0.250467,-1.259312,-1.713036,9
-4.404079,-1.836567,1.151602,0
1.527113,1.858576,1.35285,2
-3.278069,2.479909,1.796999,5
1.535479,2.241117,0.632657,2
1.791894,1.95018,0.945902,2
-1.864035,-0.956196,-0.985393,4
2.05959,-1.471799,0.146549,3
2.103653,-0.115019,-1.699309,5
2.089825,-0.875483,1.888721,3
1.259634,-2.13034,-1.134811,9
1.486306,-1.238625,-1.171889,3
0.665082,2.055981,-3.09352,6
-0.627857,-0.023057,-1.299232,4
1.536912,-3.432884,2.77344,1
-1.700798,3.027329,0.706913,7
-0.137188,2.559032,1.269964,7
-1.149298,-4.011823,4.977325,9
-0.503067,1.777778,-3.173687,6
-0.524035,-2.289571,-0.819225,4
-2.211418,-3.792798,4.615818,9
2.129197,-2.498019,1.722306,1
-1.626311,0.873384,-2.707497,6
-3.494699,1.716324,2.979825,5
2.280588,1.68126,1.707217,2
-0.077487,1.611293,-2.831831,6
-2.588985,2.526558,2.320965,5
-1.173237,-1.991803,-0.218527,4
0.71461,-3.236475,-1.093385,9
-2.024621,1.888839,-2.420231,0
-3.701458,1.908305,1.665211,5
0.394634,2.869371,1.348915,7
-0.03247,0.72231,-0.971297,8
1.451228,-2.026047,-2.114096,9
-3.248971,0.174577,-1.33542,0
1.553858,2.214474,1.271451,2
-3.417513,0.283189,0.738271,8
1.501542,-0.639716,-2.783863,5
1.420654,-0.192999,-2.085924,5
-2.88879,0.827827,-1.80141,0
-2.738179,2.354727,2.346835,5
1.887599,-0.444229,-1.272868,3
0.81132,0.360957,-0.161586,8
1.916349,-0.516724,-0.734069,3
-0.738984,-1.494594,-0.812862,4
0.979482,-3.511747,2.134123,1
-3.208932,2.316027,1.243988,5
-0.583345,1.148606,-3.278584,6
2.460636,-2.012755,1.87165,1
-3.158314,-2.808533,3.338943,0
2.169667,-0.293429,-0.331711,3
-1.645792,-1.227682,-1.672217,4
1.258151,2.336157,-0.172698,2
0.849028,2.126254,1.302296,7
2.047518,-1.640881,0.707144,3
2.13704,-0.189616,-2.187978,5
-3.540487,0.117385,0.133857,8
-1.593381,0.340041,-2.411414,6
-1.768689,-0.445098,-1.340662,4
2.980428,-0.215056,0.779626,1
-3.082992,-0.512812,0.785919,8
-4.316979,-0.826883,-0.153292,8
-1.020533,-0.798348,-1.65096,4
-0.55487,-3.434188,5.498207,9
-1.483714,0.53591,-2.41704,6
-3.465459,0.507194,-0.069766,8
1.388192,2.569914,0.194112,2
-2.707211,-3.660735,3.996169,0
1.543315,-2.333975,-1.046078,9
-0.134145,1.698069,-2.460137,6
2.086049,-1.355486,-1.118871,9
1.949685,1.751942,1.218694,2
2.146081,-1.032632,-0.252435,3
1.713197,2.319923,1.031708,2
2.286243,-0.917208,-0.429276,3
-2.179784,-1.565789,-1.068933,0
2.393727,-0.726011,-1.442965,5
-1.821275,2.340686,0.23706,8
0.253808,2.083291,-2.775898,6
2.291393,-0.913247,-0.437103,3
0.415977,0.216526,-0.147098,8
1.538615,-0.467411,-0.461571,3
1.791276,-2.815903,3.003469,1
-3.534722,0.504018,1.108842,8
0.922055,1.603724,1.893536,7
-0.024494,1.793714,-2.958413,6
0.284199,2.122761,-2.892266,6
2.530624,-0.367377,-1.502181,5
-3.203971,1.972376,2.196425,5
-0.908455,-2.067908,0.587867,4
-3.550176,1.795005,1.711393,5
2.887313,-1.93497,1.102445,1
-4.403699,-1.429118,0.322106,0
-2.12996,1.789184,3.978351,5
-1.61021,-1.562202,-0.865826,4
-2.101593,-1.926169,-0.334526,4
-1.058127,0.504045,-2.358444,6
-1.010774,-1.90861,-0.047229,4
1.187095,-3.845756,2.860005,1
1.105208,-0.07421,-2.682669,5
-0.573663,1.074302,-3.351427,6
-0.677387,0.398249,-0.749181,4
1.448565,-3.239846,2.104588,1
0.393016,2.470832,1.173103,7
1.757665,-2.388205,1.973352,1
-4.001192,-1.238626,-0.300374,0
2.000602,-1.915745,-1.004769,9
-3.794794,1.630243,1.820126,5
-0.953107,-2.905198,-0.26382,4
1.671159,-1.901819,0.80999,8
0.471735,2.639057,0.0007,2
-4.000068,-2.155961,1.318711,0
-0.729539,-2.439285,0.265657,4
-1.137553,0.492283,-2.605705,6
2.164376,2.069214,1.175507,2
-2.227424,-2.560422,0.820015,4
1.966202,-1.361619,1.065342,7
1.771113,-2.572214,1.264772,7
-1.708124,-0.094234,-1.153135,4
-1.607142,0.233463,-2.131238,6
0.000993,-3.028828,-0.804294,9
1.250375,1.120298,0.611847,7
2.075206,-2.356334,-0.929686,9
2.380068,-1.11692,-0.516029,3
2.422306,-1.254903,1.799322,1
1.355228,2.736101,1.360545,7
2.749073,1.15323,2.521853,2
1.734963,0.904819,2.62209,7
2.260489,0.579074,1.395886,2
-0.821433,1.139623,-1.866099,4
-2.335808,2.636444,1.365668,5
0.870358,2.289453,-0.008144,2
-3.071863,2.36876,2.30021,5
1.100089,2.346918,0.387595,2
0.16358,-0.149888,-1.693829,4
2.20667,-1.78092,1.562521,1
-3.126296,-2.199012,0.782237,0
-3.184428,-3.672904,3.887128,0
2.160739,-0.362745,-0.527191,3
-1.507457,-2.33187,-0.128755,4
1.448018,1.190583,-0.071862,8
-3.199683,2.290262,1.771875,5
-1.093604,-2.20932,-0.17624,4
-3.412466,0.580533,-1.521889,0
-4.123439,-0.836774,-0.798852,0
1.000274,1.995,-2.441553,6
-3.370514,0.810811,-1.330098,8
1.678419,1.641988,0.647178,2
1.013198,-0.447015,-2.836292,5
-0.999975,-0.441857,-1.979572,4
2.210649,-1.128901,-0.596345,3
1.831488,2.120062,1.503496,7
1.771992,2.953983,1.327843,7
-1.324613,-0.647768,-1.583759,4
2.493143,2.166484,0.432282,2
-0.818046,2.193046,1.014667,8
-1.379048,0.755962,-2.875113,6
2.241828,-1.866442,1.959483,1
1.494769,-2.096129,-1.15406,9
-4.24848,-2.071875,1.407886,0
-4.081508,-1.475381,0.33922,0
2.279036,-0.9911,-0.097644,3
-3.80504,0.482717,0.610589,8
0.762416,1.473047,1.367989,7
-0.864313,-2.618747,-0.43281,4
1.643744,-1.414675,2.079945,1
-3.931076,1.444429,1.738728,5
1.534759,-0.876982,-0.867402,3
-0.953688,0.052268,-2.316699,6
1.313753,-3.76578,3.347692,1
1.427177,0.918948,0.363873,8
-2.997896,-0.734845,1.410826,8
0.24081,1.647598,1.322423,7
2.548707,-1.046582,-1.231672,9
2.571486,1.03666,1.66199,7
0.776251,1.945868,1.075099,7
2.183109,-0.692221,-2.385693,5
1.738301,-2.726088,2.907392,1
2.555903,-1.562494,2.644118,1
-1.054319,-0.914718,-1.144248,4
-4.354572,-1.749341,0.41979,0
0.981228,-1.92422,-2.494592,9
-0.346508,1.086083,1.308783,8
1.331555,2.429271,0.923037,2
0.905192,0.79864,0.486783,8
-0.636168,-0.90148,-2.237588,4
1.017802,1.872308,0.920057,7
0.950128,2.08384,-2.8317,6
-1.387241,-0.999698,-1.591361,4
-0.83746,1.190983,-3.219151,6
-4.096611,-1.03079,-0.431762,0
0.211061,1.897376,0.848616,7
-4.180148,1.092825,1.850049,5
2.04783,-2.5254,1.844511,1
1.872923,1.318992,1.064443,2
0.413884,-2.547114,-1.286253,9
2.877935,1.364009,0.830527,2
2.131578,0.025779,-0.754969,1
1.77431,1.691565,0.950113,2
1.404778,-1.79177,-1.277563,9
-1.181195,1.120779,-2.730195,6
1.543244,-0.792416,-0.678851,3
-0.822448,0.780386,-3.100774,6
1.914528,2.410268,0.521054,2
-1.11349,-1.214894,-1.765638,4
1.853077,-1.399781,-0.698286,3
1.868525,2.034943,1.414034,7
2.272525,1.611706,1.498702,1
1.848852,1.205837,2.093325,7
0.307967,0.146178,-2.63169,6
-0.91708,1.256306,-3.089861,6
1.674126,-2.104842,-1.109833,9
-1.535611,-1.501259,-0.597893,4
1.439508,-3.324115,2.556429,1
-3.756918,0.506016,-0.715961,8
1.774931,-0.600245,-2.156955,9
-0.897788,-2.731642,-0.489496,4
-0.614272,-2.513176,0.181661,4
1.980265,2.273671,0.820077,1
2.041585,1.462231,1.491021,2
-1.611809,-0.958283,-2.714581,4
-1.234771,-0.066299,-2.313511,4
-1.245993,-2.293018,0.067704,4
-2.857693,1.240453,-2.281386,0
-1.676934,1.819267,-2.732185,0
2.134653,-0.577358,-0.347793,3
-3.479995,-0.568443,-0.466591,8
1.735451,1.586756,1.180118,7
-3.835099,1.833711,1.562044,5
-0.772658,0.772829,-3.098011,6
2.819757,-0.67095,-0.161764,5
-1.565316,-2.23951,-0.378283,4
-0.185313,-1.931147,-0.213935,4
0.818868,-2.571254,-1.067488,9
2.943045,-0.694364,-0.954862,5
1.570546,-0.435048,-0.391502,3
2.487688,-0.975318,-0.961695,3
-1.578536,-1.310461,-2.393643,4
0.806911,-2.042461,-0.667857,9
-2.990108,1.425575,0.008365,8
0.295094,-1.847318,-0.373879,9
-1.911483,-0.899621,-0.937191,4
1.408056,-1.212079,-1.153658,9
2.069894,-0.369771,0.291601,9
0.334237,1.779861,-2.962052,6
0.478662,-1.917136,-1.431923,9
-3.519392,-3.096014,2.050994,0
-2.857192,1.29218,0.718682,8
0.977016,2.604549,-0.005915,2
1.439038,-3.522752,2.443179,1
2.340623,-0.58536,-0.429905,3
1.544032,-1.403712,-0.430176,9
-3.5703,0.081521,0.008573,8
-4.426106,0.931959,1.978393,5
-3.610149,0.821267,-1.538935,0
-3.921373,-0.647166,-0.74024,0
1.535531,2.364377,0.777848,2
2.468134,1.868541,0.828404,2
2.353813,-1.295412,-0.182525,3
0.736633,1.787149,0.385036,2
-0.850708,1.759378,-0.401206,8
-4.142841,-1.697167,-0.245178,0
1.76314,-2.972864,2.501126,1
-4.398362,-2.440763,1.656191,0
1.640582,-2.881163,2.150341,1
1.131871,-3.584017,2.172903,1
1.830151,2.156216,1.468185,7
-3.970707,-2.76839,2.091635,0
2.028036,-2.134951,0.932935,8
-0.381435,1.570698,-0.47962,8
2.351445,1.706405,1.387843,1
-0.483076,1.786655,1.301878,7
-1.223171,-1.935221,-0.154185,4
0.313809,0.443368,-0.124719,7
2.318474,1.144471,1.710266,7
-3.638817,-0.014527,-0.959825,0
1.824878,1.73389,0.889962,2
2.181677,-1.056249,-1.929119,5
2.78071,-1.515834,1.830532,1
0.482125,1.088711,-2.306855,6
1.521049,-0.41497,-0.549159,9
1.154,1.381157,0.111918,7
1.564357,0.59008,0.525445,7
-4.08781,-1.514114,0.518882,0
-0.54914,2.156307,-2.603305,6
1.347238,2.022681,0.236752,2
-1.360255,-1.644834,-0.962321,4
1.800236,-2.528376,1.760623,1
-1.057633,-1.779111,-0.668501,4
2.08886,-0.990698,0.05694,3
-0.997028,0.586613,-2.661173,6
1.784553,-1.105774,-0.93283,3
1.808976,2.532691,0.836928,2
-3.481018,1.757364,1.9457,5
2.031664,1.558631,1.044373,2
-3.352751,2.058243,2.261659,5
-0.301669,1.28677,-3.37774,6
-2.940204,0.785717,-1.422479,0
-4.006772,-2.856671,2.075911,0
1.069028,2.348126,0.800743,8
1.611395,-1.06573,-0.761218,3
-2.526181,2.650339,1.945003,5
-4.162078,-1.233112,-0.321844,0
-4.305545,-1.443989,0.197226,0
1.809877,2.271677,0.917489,2
1.994995,-1.075568,-0.778607,3
-2.194354,2.13195,2.894094,5
2.070239,0.764261,1.125148,7
-3.897613,1.610376,1.972167,5
1.362258,-3.139621,2.035645,1
1.247815,-0.04585,-2.341638,5
2.75837,-1.102667,0.679831,3
2.06487,-0.659359,-0.468813,3
-0.981659,1.551122,0.028662,8
0.210443,2.609376,0.604596,7
2.372435,-0.761475,-0.473565,3
-4.82389,-0.774059,-0.120307,0
0.695831,-4.36485,3.314707,1
-2.323598,0.188725,-1.958168,6
1.527636,-1.554779,-1.594043,9
-4.008467,-1.12841,-0.662263,0
2.245615,-0.705673,-0.992152,3
-1.890685,-0.78748,-0.953321,4
0.659467,1.851761,-2.46263,6
0.778752,1.804121,-2.278907,6
-3.790131,-2.733208,1.847589,0
-3.080616,-3.128811,2.392673,0
0.385961,1.657331,-2.728944,6
-4.307108,-3.035783,2.60227,0
-2.970166,-2.818878,1.610702,0
-3.506133,1.75856,1.668848,5
2.085895,1.716323,1.075344,1
1.840559,-0.198748,0.606456,2
-3.281138,1.519906,2.443486,5
-0.109849,2.07025,1.250196,7
-1.196281,-2.48425,0.097352,4
1.435915,0.415318,0.492847,8
1.885402,-2.299377,-0.709263,9
-1.138659,-1.538232,-1.038425,4
-0.645415,-1.316712,-2.120448,4
2.274827,1.434682,1.12553,1
1.798459,1.849777,0.863251,7
-4.439963,-0.397266,0.158834,8
-2.749365,2.478475,1.813154,5
2.560968,-1.266777,0.331449,3
1.849891,-2.636158,1.850346,1
-0.021158,-2.058064,0.248868,9
-3.55043,2.138173,2.096516,5
2.299621,1.043925,1.919095,1
2.636908,2.032613,0.675545,1
2.324006,0.227961,0.130202,1
1.450563,-2.912902,2.383133,1
0.891368,-1.69067,0.819177,9
1.750266,-0.248635,-2.434168,5
0.636335,0.654589,-0.327609,7
2.181681,-1.377748,1.056243,7
2.396217,0.718283,0.796923,8
1.108468,1.87955,1.213621,2
1.096657,1.799515,0.936051,7
-4.811379,-1.909013,1.15082,0
2.560849,-1.094985,0.75707,3
1.031832,-0.382878,-2.763456,5
2.45109,0.891047,1.632318,2
-3.729159,-1.406306,0.055502,0
2.546664,-1.283105,-0.017736,3
-0.342532,1.321545,-3.394995,6
0.671686,2.517056,-0.0049,8
-3.274275,0.914084,-0.631308,8
1.947038,-1.571432,1.597254,7
-1.285614,-1.609542,-0.819478,4
0.057956,2.070917,1.428143,7
-2.356803,1.656273,-2.450066,0
2.104123,-1.087128,0.006695,3
1.599788,2.253656,1.717016,7
2.047936,-1.498303,0.191383,3
-3.305647,1.254151,0.42783,8
-1.4722,-1.35942,-0.984272,4
2.044947,1.022013,2.627708,7
-3.572372,-3.356742,3.49174,0
1.744699,2.286772,1.171197,7
-1.415406,-2.555699,1.061044,0
2.139143,-2.565162,-0.596155,9
2.127752,2.360831,0.537571,2
0.419918,2.505089,1.194527,7
-3.715916,1.938457,1.043926,5
2.65606,-1.095749,0.576076,3
0.576907,-1.845804,-1.840855,9
-3.976791,-0.502572,-0.949356,0
1.872816,-0.071222,-0.111793,9
-4.170232,-0.759258,-0.905685,0
2.478605,-1.402512,2.026134,1
-4.355543,-2.194628,0.78966,0
2.270107,-1.928501,1.143904,3
-0.937384,0.532343,-2.076743,4
2.246944,-0.87476,0.243352,3
2.201726,-0.300634,0.024274,9
-2.906705,2.387534,1.503989,5
-3.831746,1.459343,1.795109,5
1.542587,-2.662595,1.882409,1
1.798539,-2.992078,3.018347,1
2.840491,0.316909,1.816684,2
0.888064,-2.639925,1.671704,4
-1.264386,-2.314414,-0.039779,4
2.207546,-1.817145,1.578532,1
-3.370873,-0.96051,-1.004418,0
1.287346,1.163802,0.95683,7
-0.861125,-0.407473,-1.44896,4
-0.865442,-1.869565,-1.877478,4
1.487929,-3.728433,3.207399,1
1.57627,-2.880391,1.932578,1
-3.602566,1.730863,2.724696,5
1.531787,2.213004,1.774955,7
-1.161502,-2.213247,-0.381191,4
1.172298,-0.009466,-2.694024,5
-3.599637,1.986755,1.099492,5
-4.261541,-1.609356,0.625267,0
1.502414,-1.282292,-1.841267,9
-2.749146,2.155878,3.100898,5
2.172137,-1.23476,-0.803718,3
1.750764,1.32305,0.904575,2
1.357597,1.329062,0.980851,7
0.86475,-2.730655,-1.550274,9
-4.095517,0.328725,-0.324427,8
1.216655,2.847256,0.532908,2
2.305676,1.775449,1.158246,2
-1.029381,-1.988246,-0.617959,4
-0.978832,-2.101599,-0.432581,4
0.352156,1.001892,-0.611531,8
1.93306,-1.991896,-1.571887,9
-0.896874,0.308275,-2.218209,4
0.661817,-1.678321,0.722158,9
0.273169,2.533268,-0.019124,2
-1.295996,0.58856,-2.541274,6
-3.626637,1.859978,1.834892,5
-0.801489,1.488416,-3.187818,6
2.627804,-1.388315,-1.376408,9
-1.044555,1.081739,-2.884493,6
-0.467791,1.087234,-2.802684,6
1.327728,0.017713,-2.48185,5
-1.608823,-1.753922,-1.178193,4
