@relation 'pendigits_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.75-A5-M-1'

@attribute 0.424input6-0.419input14+0.375input8-0.346input16+0.302input4... numeric
@attribute -0.475input10-0.445input9-0.387input11-0.316input12+0.301input15... numeric
@attribute '-0.451input1+0.4  input7-0.342input11-0.34input2+0.306input5...' numeric
@attribute 0.562input13+0.487input15-0.358input3-0.298input5-0.252input1... numeric
@attribute 0.452input2-0.417input3+0.392input9+0.361input7+0.305input4... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
2.471017,-0.635134,-0.27175,-0.457283,-0.546353,3
-3.75645,1.172483,-1.211411,0.398942,-1.62431,8
-3.643165,-2.240392,1.368388,-1.00806,1.115408,0
0.993064,-0.220194,-2.724913,-0.784895,0.371065,5
0.53554,2.040911,1.280301,0.334905,0.971659,7
1.451251,2.785392,1.372872,-1.559894,0.420474,7
1.387623,-0.247658,-2.454737,-0.828553,0.370247,5
0.724707,2.78365,0.146289,0.193982,-1.177638,2
2.635962,-1.486857,2.359323,-0.759998,-0.389653,1
1.906084,1.736416,1.073538,1.478952,0.223612,2
0.076056,0.784755,-1.166219,2.426845,-0.268401,4
1.449656,1.099076,1.012129,0.535555,0.026312,1
-3.249714,2.412681,0.804396,-0.400007,-0.582815,5
-0.392502,2.477997,-0.247824,-1.322107,1.057931,8
2.465293,2.094758,0.896316,0.189393,-0.189207,1
-0.814585,0.447397,-1.384049,2.947399,0.30322,4
1.578536,-2.050517,-0.376085,-0.087272,0.751879,9
-3.929205,1.802373,1.378801,0.386114,-0.727384,5
-0.85459,1.195208,-3.140383,1.328223,-0.339203,6
-0.984036,-0.220132,-1.966496,2.434232,0.130705,4
0.766702,1.446351,1.461653,0.13961,1.265455,7
3.240135,0.721796,1.483667,-1.619962,1.116884,1
1.779051,-2.390701,-1.697532,0.38819,-1.010417,9
1.535752,2.330148,0.906705,1.204303,-0.131134,2
1.578003,-0.266497,-2.46665,-1.160054,0.345567,5
1.540196,-0.710691,-2.853961,-0.769428,-0.608588,5
-4.000681,-0.464453,-1.333763,0.462981,0.364566,0
-0.811637,-2.776388,-0.132992,-0.775891,1.58329,4
1.711031,-0.489875,-2.665553,0.148515,-1.339187,5
2.222434,-0.745282,-0.379906,-1.128101,0.504701,3
2.671401,-0.014345,-0.596699,-2.05445,-0.063361,3
2.438483,-0.653372,-0.250868,-1.40201,-0.321397,3
-3.805835,0.868971,-0.680163,0.175609,-1.726981,8
-2.526598,-1.764034,-0.046879,-1.821742,1.443902,0
-0.590327,2.311576,1.046295,0.742751,0.239861,7
-1.078845,0.886942,-2.839665,0.427857,0.161207,6
3.394058,-0.554023,0.857492,-2.105818,0.309924,1
0.44098,2.169033,0.503198,-0.416332,0.518845,8
-3.390159,1.819704,2.20971,-0.322175,-0.460172,5
0.365955,2.207558,1.026751,0.200073,0.895192,7
-1.423054,-1.110633,-1.305093,1.549604,0.74987,4
-4.349886,1.303514,1.033689,-0.174755,-1.953188,5
1.772816,1.726938,1.807304,-0.382022,1.191246,7
0.95591,1.926309,0.958848,1.701225,0.11068,2
-3.7772,-2.013922,1.004879,-2.057767,0.645967,0
1.864506,-0.974553,-1.079993,-0.853175,-0.148535,3
2.509855,-1.34464,1.756772,-0.467351,-0.150256,1
-0.327985,1.743248,-2.799293,-0.124357,-0.767412,6
2.499258,-1.155232,-0.527113,-0.953026,-0.258161,3
1.737842,-2.092014,1.645465,2.278623,-0.874773,1
-2.98091,2.20029,1.889155,-0.543836,0.765359,5
2.196505,0.419076,1.339119,1.579577,0.813232,2
1.435297,-1.085015,-0.198282,1.584312,0.10758,3
1.940954,-0.09051,-2.419377,-0.435353,-1.36205,5
-1.220064,-1.827074,-0.179285,1.488494,1.65196,4
2.378062,1.556124,1.614388,1.056976,0.398078,2
-1.44983,-1.913272,-0.312967,0.321307,1.660962,4
-3.499048,-0.580618,-1.367324,-0.012855,0.423678,0
-4.02303,-1.956209,0.623978,-0.736521,0.415009,0
-3.147479,0.905924,-0.028147,-0.95126,-2.650503,8
0.202757,0.944543,-2.739072,-1.574504,-0.344653,6
2.326069,-0.569988,-1.010488,-1.706524,-0.078913,3
-3.667317,1.745264,1.450106,0.308321,-0.737996,5
2.716521,1.018119,1.917569,-1.390751,1.372331,7
-3.903388,0.092068,-1.039465,0.650495,0.458596,0
-0.959132,0.19489,-1.994582,0.749479,1.174308,6
0.929113,-3.18309,-1.753142,-0.199476,-0.906446,9
0.754746,2.315772,0.833544,1.640824,0.393729,2
-4.045117,0.707494,0.129853,0.724836,-1.889315,8
0.020468,1.855882,-3.041078,-0.873417,-0.956217,6
-2.683027,2.16854,2.820175,-0.36505,0.462852,5
-4.402676,-2.215656,1.467655,-1.132418,0.530823,0
1.436232,-0.48708,-3.097169,-0.649931,-0.114527,5
-3.777731,1.529401,1.663691,-0.051041,-2.509999,5
1.787204,2.500311,1.412571,1.406934,-0.47085,2
-0.573325,2.005832,-2.590054,-0.904324,-0.717464,6
-0.243421,-3.390304,-0.510916,2.467148,-1.120126,9
-3.653757,-0.126024,-0.766959,0.081447,1.138531,0
0.411051,1.003402,-2.835205,-1.102756,-0.303188,6
1.753712,-2.231523,-1.22747,-0.952096,-0.100133,9
-3.895955,-3.097572,2.964763,-1.51782,-0.527745,0
1.856993,-0.800668,-0.413612,0.103714,-0.042914,3
-1.591427,-2.473532,0.063776,0.501619,1.344676,4
-0.148527,1.876954,-2.836925,-0.179383,-0.572902,6
-2.81132,1.862826,-0.344774,0.151233,-0.708306,8
1.92189,2.088655,1.107735,0.486746,-0.197607,2
2.10517,-0.739563,-0.750358,-1.057844,-0.304396,3
0.851891,-0.318548,-2.787,-0.278349,0.200895,5
2.448797,-1.578286,1.05922,-0.627875,0.314156,3
1.501973,-3.30796,2.763286,0.553362,-1.301821,1
-4.631413,-2.056233,-0.0321,0.448758,-1.775798,8
1.729037,2.453599,1.207698,-0.343833,-0.206186,2
2.692288,-2.522984,1.558767,-0.27096,-1.183982,1
-4.556489,-1.995932,0.907109,-0.405794,-0.171718,0
1.450424,2.582352,1.447113,-1.036776,0.743934,7
-1.172039,0.955596,-3.117154,-0.297159,-0.661446,6
-1.170727,2.558471,0.638739,-1.161634,0.95223,8
1.427967,2.649751,0.418059,0.307234,0.280536,1
-0.067415,-1.995648,-1.737278,-1.014228,1.038476,4
1.72963,-0.56091,-1.09131,-0.583278,-0.264037,3
1.164865,2.525073,-0.123664,1.42203,-0.123739,2
1.386796,-2.667146,3.008851,1.15221,-0.45384,1
1.630429,2.539897,1.698749,-1.984679,0.622564,7
-3.347152,-3.482863,3.752338,-2.079711,-0.447647,0
2.304671,-0.838625,-0.078637,-1.150225,0.440576,3
2.165525,-2.398502,1.794247,1.157976,-0.873192,1
2.574564,2.167564,0.780398,-1.456981,0.100989,1
2.280174,-1.477411,-1.618819,-0.835906,-1.624186,9
0.853347,-1.975109,-2.440389,1.096301,-0.391185,9
2.159086,-0.234016,-0.612175,-1.950862,0.593656,3
-0.481156,-0.051596,-1.952713,1.907164,-0.087358,4
-3.387967,1.772586,2.197807,-0.310363,-1.30557,5
1.5825,1.604214,0.755949,-0.124366,0.443634,7
-4.24594,-2.697861,1.699692,-1.550637,0.565375,0
1.236311,-0.693534,-0.898345,0.474868,-0.041699,3
1.765521,2.02597,1.400227,-0.703964,0.796474,7
2.058753,-0.905908,-0.587487,-0.631914,-0.252437,3
2.30147,-0.831002,-1.595383,-0.65838,-0.874953,5
1.515258,2.479328,0.64776,1.129141,0.459648,2
2.492727,-1.360108,-1.437831,-1.189941,-1.041055,5
2.207226,1.228635,1.475762,0.683123,0.690626,2
1.564112,-1.971819,-1.909018,-0.300208,0.629172,9
-2.959474,0.921992,1.852668,-0.016232,-1.097889,8
-2.959166,2.498982,1.029382,-1.061259,-0.995324,5
1.065578,2.993019,0.840949,-1.979617,0.313732,7
2.01324,-1.032669,-0.653264,-0.369284,0.083021,3
1.638022,-1.559496,-1.151148,-0.327545,-1.112499,9
2.834981,1.121452,2.216585,0.29076,-0.328815,2
1.667581,-2.714033,2.981421,0.335514,-1.072724,1
2.587989,1.247669,1.834089,-0.044841,1.123452,1
3.090928,-0.340832,-0.385911,-1.64242,-0.867944,5
0.495653,1.544587,1.134201,-1.471206,-0.371802,8
2.063516,-1.391488,-0.354511,-0.338654,0.381315,3
2.298938,-1.405561,-0.459642,-0.604257,-0.323181,3
1.596577,1.935432,1.456774,1.904393,-0.270605,2
0.242488,0.250399,-0.651135,-2.511782,-0.362045,8
2.256702,0.80208,-0.818687,-2.927931,-0.195521,1
2.4917,-0.601966,-0.022683,-1.276895,-0.042948,3
-0.692248,-1.642375,-1.307034,1.369135,1.125084,4
-3.733366,-2.135424,1.164101,-2.131856,0.788862,0
-0.649269,1.810125,-2.887758,-0.679888,-0.693981,6
-1.985797,-2.93716,0.175426,1.260266,1.330232,4
2.082204,0.569486,-0.529933,-2.836035,-0.084845,1
-2.775665,1.303111,0.848854,0.853422,1.028403,8
-3.635116,0.090928,-0.816162,-0.034941,-2.753658,8
-4.076445,1.762909,1.556751,0.547504,-0.594431,5
1.937186,1.512485,0.900659,1.356521,0.536727,2
-4.029649,-0.098963,-0.852072,0.687474,0.37882,0
2.606157,-0.265291,1.879139,0.668834,1.217234,2
1.840199,-1.418227,-1.459808,-1.014911,1.072569,9
-2.420029,1.915935,3.27183,-1.258814,-0.116588,5
-1.117714,1.262616,-2.979458,-0.562077,-0.531012,6
1.612668,-0.664963,-0.836958,0.367419,-0.546531,3
2.451726,-0.742972,-0.091563,-1.195789,-0.225198,3
-3.634613,-2.422776,1.836177,-0.954552,1.306505,0
-0.736584,-2.202468,0.113247,1.429548,1.715208,4
-4.052514,-2.405662,1.252134,-1.552559,1.132616,0
-1.072686,0.739002,-2.422957,0.035891,0.567164,6
2.776421,-2.121829,2.601891,-1.433897,-0.799626,1
-1.205943,-2.244015,-0.370202,1.847495,1.358975,4
-4.158974,-0.833509,-0.595045,-0.388859,0.888953,0
1.681099,-1.025157,-1.605625,0.405493,-2.401906,9
-1.024911,1.904839,0.470583,-1.438948,2.410627,8
-0.852312,0.652167,-2.843595,-0.355919,0.649813,6
-2.855806,2.058821,2.246572,0.163028,0.264176,5
1.205911,2.227819,0.440544,1.627542,-0.047306,2
0.288575,2.499765,-0.768533,1.727392,0.203669,2
2.208444,-0.934187,-0.789639,-1.061119,-0.285691,3
-3.638236,1.088571,2.691202,0.231373,-2.460901,5
-3.241844,0.61511,1.747261,-0.295084,0.088467,8
1.737951,-1.145932,-0.967881,-0.455218,0.40533,3
1.960836,-1.135266,0.048075,0.218825,-0.758453,3
-3.69268,-2.984217,2.198106,-1.277641,0.456815,0
-0.750249,-1.254826,-1.702908,0.927904,0.656843,4
-1.10748,-1.300601,-0.757863,2.275779,1.157497,4
1.916802,-0.818401,-0.545256,-1.591551,0.786129,3
-4.105561,-1.33795,0.232105,-0.660584,0.755317,0
-4.116322,-0.210626,-1.130482,0.641237,0.139223,0
0.690234,2.304713,0.631357,-1.913711,-0.935004,8
-0.923104,-1.075566,-0.94607,2.755881,1.030763,4
1.692537,-2.053296,-0.535576,-0.28713,-0.643226,9
2.58414,-0.442762,0.757401,-1.618936,0.656011,3
2.687649,-1.062248,1.38148,-1.833428,-0.809217,1
1.776379,2.05012,0.962019,0.725789,0.531705,2
-0.954911,-1.27821,-0.889283,1.999958,0.992511,4
2.674855,-0.9989,0.053963,-1.3486,0.650057,3
0.748824,-2.24576,0.350639,0.32403,-2.483521,9
-0.826258,0.727297,-2.610022,-0.043886,0.507617,6
2.740595,-0.357092,1.998159,-1.57666,-0.450059,1
-1.165429,1.051348,-2.662259,0.579926,-0.160582,6
-1.065849,0.645195,-2.607466,-0.360218,-0.178289,6
-0.445409,-0.277613,-2.003153,2.256224,0.090881,4
1.691257,-2.768873,2.487571,0.799565,-1.138932,1
1.894502,-1.673535,-1.371105,-1.15627,0.565728,9
2.056177,-0.994952,-0.961328,-1.416432,0.706892,3
-3.270069,1.653577,2.581657,-1.011892,-1.214347,5
-4.029489,1.306427,1.670844,0.406856,-2.092672,5
-3.645617,0.667848,-2.040718,0.808196,-0.183049,0
-4.308247,-1.979013,0.743331,-1.336194,0.936228,0
3.311373,1.132906,2.283483,-1.272426,0.730402,1
-2.522426,-1.71844,-0.741088,1.256718,1.021973,4
2.058013,-2.574743,2.128801,0.450481,-0.667935,1
-1.636125,-1.141082,-1.075653,1.625955,1.180722,4
-3.941747,-2.942987,2.892639,-1.703157,-0.067437,0
1.935514,2.149984,1.302247,-2.009156,1.002609,7
-1.455091,-1.73559,-0.554445,1.719049,1.253343,4
2.30995,-1.513344,1.607952,0.439644,-0.809578,1
2.003371,-0.926725,-0.883531,-0.384272,-0.212843,3
0.558716,-2.751732,-1.644905,0.275818,-0.112997,9
1.740224,2.445792,1.005293,0.928683,-0.082259,2
1.325867,2.229541,1.154692,1.571249,0.317238,2
2.06395,-1.793469,1.187725,0.533465,1.135666,7
-0.593756,2.885409,0.781912,-0.020815,0.066602,7
2.421376,1.396951,1.379649,0.271635,0.066024,2
-4.396123,-2.411927,1.44114,-0.792194,0.058178,0
-3.67015,-0.426035,-1.207928,0.338316,-0.879824,0
-4.033095,1.37646,1.582622,-0.242272,-2.318472,5
1.702324,2.699751,1.806476,-0.893062,0.225182,7
1.915112,-2.332891,-0.421129,-1.365598,-0.024644,9
2.544485,-1.625871,1.853137,1.337576,-1.555428,1
-0.426984,1.189258,-2.917278,-0.840901,0.042832,6
-2.643788,2.657191,1.366808,-0.413974,-0.399012,5
-1.753951,-0.767262,-1.613564,1.271224,0.758604,4
0.020495,-1.99719,-0.296869,-0.175595,1.576867,4
0.980945,-1.358122,-0.999302,0.830712,0.383489,3
2.515222,-1.164366,0.51886,-0.900753,0.203175,3
2.359131,0.787588,1.966192,0.616849,-0.095666,1
0.048884,2.703051,1.004693,-0.080253,0.520502,7
-2.879991,-2.520882,1.540353,-1.52611,1.303153,0
1.428609,-0.051892,-2.580283,-0.878351,0.434895,5
2.548187,1.688736,1.659684,0.11988,0.214078,2
2.423271,0.769072,0.416591,-2.311018,-0.525955,8
-3.319738,1.04441,0.1312,-0.213962,-1.647673,8
1.878966,-0.976921,-1.03478,-0.841463,0.0228,3
0.897203,-2.33507,-0.636843,0.020795,1.252478,9
1.897186,-1.90334,-1.883381,-0.577597,-0.601741,9
0.497708,-2.634953,-0.32376,1.181396,1.713889,9
-1.211236,0.462811,-2.571852,-1.024218,0.194636,6
-0.467156,-2.025204,0.18001,2.51307,1.261979,4
2.341423,1.858775,1.062692,0.253614,0.095698,2
1.252436,-3.985674,3.552619,0.701729,-2.125926,1
2.144631,1.942157,1.68527,-1.681219,0.879764,7
1.802513,-2.139951,-0.761673,-1.640052,0.424754,9
1.863402,-2.555572,2.325415,0.238257,-0.715021,1
-1.406308,0.686716,-2.75521,-0.164503,-0.014421,6
2.316166,1.801558,0.938556,0.132025,0.12973,2
2.32299,-0.470369,-1.355689,-1.281926,0.099543,3
0.937114,0.951936,0.547613,-1.548972,-0.896975,8
0.459686,1.830978,1.655859,-0.937821,1.216778,7
1.419254,2.531405,1.174773,0.980566,-0.112604,2
1.647392,-0.707529,-0.341763,0.458751,0.03119,3
-0.584575,1.506254,-2.984358,-0.355775,-0.322224,6
2.630568,1.287062,1.932814,0.4596,0.450605,2
1.785974,-0.967634,-0.40495,-0.179307,-0.056233,3
-0.920535,1.088716,-3.214908,0.609845,-0.061414,6
-4.474497,-2.358635,1.491728,-0.951988,0.174913,0
-1.386765,-1.771341,-0.972427,0.28408,1.097265,4
1.877805,-1.154545,-0.132042,-0.325983,0.685669,3
-0.808574,-3.042633,5.799213,-0.204389,-3.620171,9
-1.507856,1.232673,0.773226,-1.297679,1.915735,8
0.124109,2.128008,-2.434373,-0.382489,-0.583777,6
2.766384,-0.524768,-0.570504,-0.898909,-1.121913,5
1.455021,1.920972,1.802917,-1.287038,1.647958,7
2.00279,1.697952,1.624776,1.387572,0.2321,2
0.535942,1.491567,-2.93879,-0.42541,-0.728968,6
-4.307291,-1.047978,-0.487231,-0.659388,0.651831,0
2.66718,-0.645053,-0.089235,-1.326351,0.009795,3
-0.537707,-2.130476,-1.834452,0.920752,0.558723,4
1.308617,-3.484386,3.114528,0.9082,-1.315356,1
1.240199,-3.92438,3.085274,-0.623896,-1.482188,1
1.811289,2.256269,1.313628,-1.500828,0.710269,7
0.636466,2.142269,1.26508,0.753535,0.610619,7
-4.484103,-1.93602,0.62281,-0.916455,0.906542,0
-1.218959,0.74627,-2.988617,-0.583502,-0.054237,6
2.872521,-1.374866,-1.026424,-0.980019,-1.146983,5
2.184473,1.659721,1.160916,0.599712,-0.108116,2
-3.503593,-0.327393,-0.911469,0.209179,0.704518,0
1.767113,1.568987,1.27298,-0.58391,1.370961,7
1.877778,1.087444,1.048502,1.03374,0.914868,2
1.571512,-2.73485,-0.80178,-1.077178,0.982113,9
2.224577,-1.088859,0.045259,0.41237,0.424269,3
-1.545525,-1.415892,-1.055979,1.931673,1.196928,4
-2.249761,0.027742,-2.052433,-0.795223,0.824529,6
-4.587361,-1.97,1.525528,-0.272852,0.014937,0
-0.983901,1.474247,-2.642531,-1.017507,-0.306348,6
0.140771,2.04652,1.084412,0.797499,0.745894,7
-3.152989,-0.206603,-0.38663,-0.502949,-3.438578,8
-1.454965,-1.022373,-0.76557,1.994645,1.325641,4
-4.285858,-2.766303,2.620448,-0.498751,-1.153873,0
-4.634833,-2.06971,1.198958,-1.021527,0.561933,0
-0.653596,1.375257,-2.888656,-0.103629,-0.281146,6
1.052681,2.040186,1.692666,-0.606398,1.297093,7
2.189062,-0.628879,-1.18522,-0.986895,-0.16118,3
-3.935903,-3.440776,2.220493,-1.040291,-0.359882,0
2.257808,0.056249,1.418491,1.587357,0.67902,2
-1.409528,-1.463345,-1.559763,0.870809,0.702567,4
0.684648,-2.677768,0.097179,0.103212,-1.901485,9
-1.119602,-0.156334,-0.750441,2.792303,0.937091,4
2.455911,-0.488716,-1.433566,-1.957368,-0.220336,3
-2.601698,2.355894,2.641214,-0.615503,0.543024,5
0.87476,-1.249484,-2.398941,-0.027476,0.756266,5
-1.385694,0.651634,-2.682728,0.348232,0.34014,6
2.367694,-0.741344,-0.731613,-1.453317,-0.023674,3
1.873527,-2.002216,-1.78168,-0.641595,-0.370324,9
0.749998,-1.276052,-1.608557,0.561853,1.174051,9
-3.63973,2.313865,1.053755,-0.270879,-0.487073,5
-4.463003,0.832975,2.209161,0.400197,-1.772032,5
1.862063,1.540718,1.501581,-0.486684,0.748879,7
0.483259,-1.635671,0.616355,1.026538,-1.110722,9
-1.615994,0.467847,-2.981203,-0.756425,0.069925,6
1.862785,-0.452901,-2.140968,-1.540785,0.749618,5
-1.769117,-1.489952,-2.038604,0.234014,0.031965,4
1.904087,-1.425425,-0.98999,-0.215082,0.43817,3
2.715153,2.058424,0.509318,-0.946743,-0.518759,1
-4.31948,-1.162177,-0.094502,-0.31954,0.858719,0
0.279761,1.71431,0.910072,0.387734,0.840517,7
0.025999,1.462547,-0.974849,-0.431531,1.333275,8
1.016216,2.913762,1.536737,-0.319722,-0.381838,7
1.651969,-3.746887,3.175285,-0.39173,-2.231787,1
1.775888,2.419017,0.529314,0.211145,-0.136618,1
0.767198,-2.053772,-2.466328,1.198947,-0.87526,9
-3.878033,-0.078545,-1.435236,-0.05629,0.158582,0
1.618497,-2.180392,-1.203499,-0.170298,0.65716,9
0.55415,-2.984515,-1.330332,-0.290792,-0.312719,9
2.061845,0.280222,2.450124,0.216912,1.428503,2
2.767925,0.548856,2.876242,0.394997,-0.010391,2
2.18934,-1.900141,-1.136282,-0.341019,-0.35473,9
0.027929,2.449803,-0.119595,0.70848,0.69312,8
-0.928211,0.707514,-2.773613,-1.2511,-0.297611,6
-3.206996,2.132229,1.864902,-0.824707,-0.651821,5
3.138709,1.735869,1.117573,-1.484662,0.829532,1
1.439489,1.294535,0.725811,-0.109296,0.814395,7
-0.702142,0.573983,-2.874437,-1.053207,0.139252,6
1.549069,2.067505,1.236433,1.720512,0.027567,2
-1.312549,0.605176,-2.743749,-0.084929,0.245709,6
2.870414,0.40864,1.429539,-1.738184,0.498863,2
1.196237,2.265197,1.513547,1.278427,0.255317,2
-4.609827,-1.955842,1.070756,-0.340907,0.203469,0
0.925395,-1.175044,-1.688765,0.82714,1.19213,9
2.513279,-0.628487,0.07262,-0.983627,-0.287903,3
1.270733,-3.769359,3.603886,1.477961,-2.809264,1
1.102329,1.49678,0.991069,0.281643,0.178915,7
0.093882,2.710047,0.768938,0.897605,-0.069212,7
0.500249,0.758515,-0.399883,0.858079,-2.129413,8
1.938111,-1.552906,-1.425197,-1.508552,0.937127,9
0.563211,0.467437,-0.351647,0.114837,0.359421,7
-0.946922,-0.943561,-1.29871,2.140383,0.926957,4
0.976587,1.470533,1.046615,-1.975634,-0.171153,8
2.087528,-1.217426,-0.115122,0.016083,0.067542,3
-0.110203,1.788142,-2.454624,-0.822104,-0.804483,6
-3.852307,0.165548,-0.990432,0.556856,0.817642,0
-3.816208,-2.618429,2.312036,-2.057788,-0.029185,0
1.56749,2.74318,1.195614,1.366297,-0.341335,2
-1.079777,0.370493,-2.629615,-1.131596,0.745092,6
-3.226012,1.632028,-0.495857,-0.278448,-2.506817,8
2.080471,-0.573646,-0.612401,-0.549144,0.449711,3
-4.61213,-1.877761,0.582279,-0.604768,0.110934,0
1.855661,-1.133706,-0.491321,-0.526079,0.452845,3
-0.089921,2.271513,-2.493513,-1.022625,-0.527615,6
-4.140454,-1.42024,-0.19217,-0.580366,0.958452,0
1.811476,2.140509,0.855113,1.090398,-0.113221,2
2.317858,-0.229546,-0.936895,-2.740133,0.166352,1
-2.611151,2.253289,2.833884,-0.613487,0.13953,5
2.212058,-1.715968,-1.699126,-0.915311,-0.94283,9
0.084687,-0.623795,-2.28305,0.369976,-0.478576,4
0.72512,-3.105284,-1.2738,0.556716,-0.563372,9
-0.805482,-2.810275,0.464335,-1.167452,1.548708,4
2.378166,1.44457,1.801898,0.391003,0.714523,2
-1.398922,-1.566202,-1.297266,-0.030723,0.66385,4
2.286965,1.584877,1.348561,0.675476,0.568876,1
-3.723283,0.929196,-0.377613,0.063864,-2.15027,8
1.657794,-2.869361,2.806895,0.219122,-1.271145,1
2.038371,-1.66814,-1.397302,-1.448181,0.797007,9
-1.576451,2.390431,0.231572,0.840863,0.671856,8
0.8846,1.742104,0.803397,0.467986,0.953629,7
1.472456,-2.018478,-1.253493,0.498546,1.360553,9
-3.476617,2.012225,1.050336,-0.261103,-1.726288,5
2.510337,1.874325,1.242517,-0.511594,0.071336,2
0.956195,1.975346,1.042126,0.221262,1.073543,7
1.804917,2.53663,0.631868,0.850684,-0.252157,2
2.632566,0.838102,1.94729,0.281415,0.092809,2
1.437261,-3.112039,2.205758,1.268348,-1.030499,1
1.755679,-1.556635,-1.098712,-0.368017,0.531105,9
2.489729,0.144913,0.645296,-1.765446,-1.209453,8
-3.525483,1.845771,1.881617,-0.645635,-0.719561,5
0.790958,-2.708873,2.044955,2.271191,0.060757,1
1.17596,2.597773,1.017523,1.577709,0.182084,2
-3.677469,1.171791,2.390011,-0.116677,-1.369362,5
-4.098874,1.245304,1.160861,0.160501,-2.252601,5
-4.464535,1.151971,1.694689,0.403213,-1.622529,5
-1.748278,2.154219,1.051141,-0.066101,1.070224,8
-3.135071,0.838966,0.993226,-0.183225,-0.336697,8
0.997732,1.92696,1.431661,0.286499,0.732244,7
1.343763,1.81808,0.388168,1.664371,0.495379,2
-3.856314,0.143344,-1.154245,0.560168,-0.097848,0
-0.758711,-1.752066,-0.658997,0.530986,1.807711,4
2.342946,1.432095,1.932236,-1.263327,1.153178,7
2.062992,2.142278,0.996058,0.294123,0.073681,2
1.411676,0.230977,0.877129,0.38659,1.421396,7
2.745839,-0.852928,0.33691,-0.912194,0.381183,3
2.049601,0.760059,1.717523,-0.864342,1.318176,7
-4.005096,-0.538767,0.411029,0.408814,-2.038669,8
-1.669668,2.698647,2.001666,-0.561582,-0.975169,5
-4.281241,-2.250476,1.41668,-1.087167,0.890184,0
2.285782,-1.431839,-1.287126,-1.549132,0.279236,9
-3.894288,-0.731709,-0.813214,-0.257786,0.249876,0
-3.478513,1.715026,2.229756,0.113808,0.125005,5
-2.959533,1.8906,2.510932,-1.509397,0.565639,5
1.429479,2.690424,0.399641,-0.029749,-0.349597,1
1.128768,2.725739,1.098047,-0.12967,0.706347,7
2.54146,-0.792563,-0.273967,-0.69467,0.21648,3
1.423648,1.905479,1.84873,-0.621443,0.410012,7
0.054456,0.181005,-0.217159,0.836435,-1.028949,8
1.24244,1.6956,0.288199,1.834979,0.607077,2
-3.080129,1.081797,0.53499,0.557601,0.073824,8
2.492553,1.820876,1.030142,-0.495253,0.097587,2
2.848334,0.46531,2.339302,-0.235194,0.944642,2
-3.405078,2.069476,1.338976,-0.605584,-0.588552,5
2.462145,-0.865621,2.371106,-1.327283,-0.131094,1
-3.33166,-3.805544,3.507288,-1.05008,-1.496586,0
-1.933292,-1.47748,-1.527469,0.986602,0.447164,4
2.110083,2.000786,0.6924,1.011354,-0.12818,1
-2.801739,2.199411,2.607761,-0.685998,0.766803,5
2.524878,-0.228624,1.298946,-0.372407,1.3269,7
1.559349,-1.86489,-0.5939,-1.605044,0.79082,9
-2.904541,0.454471,-0.69219,-1.287251,-0.290297,8
2.738207,1.102849,2.09262,0.245538,0.551199,2
-1.2118,0.645294,-2.245395,1.011403,0.60371,6
0.014133,1.737254,1.260354,0.175676,0.869426,7
1.178501,2.443771,1.645533,-1.923678,0.962974,7
0.502269,0.370113,-0.326956,-1.43427,-0.214524,7
1.613074,-1.895624,-1.895578,0.298434,-2.678775,9
1.85669,-2.656766,1.464154,1.73465,-0.665187,1
2.455212,-0.732353,0.375168,-0.832592,-0.268424,3
1.816494,-1.390229,-1.494769,-1.181366,0.341888,9
-4.206549,0.990819,2.047028,0.50012,-2.410492,5
1.843384,2.285956,0.732279,-2.478422,0.40538,7
-1.34464,-1.672169,-0.365526,2.001236,1.313744,4
-1.490324,1.225769,0.321582,0.70583,1.186915,8
2.17487,1.484965,2.041359,-1.643653,0.92032,7
1.796442,-2.076492,-1.036198,-0.750684,0.759924,9
1.888781,-1.159539,-0.296865,0.240986,0.204381,3
2.286628,-2.521197,1.941819,0.012594,-0.286416,1
-0.735073,-1.216016,-1.151929,2.5274,0.921189,4
1.487405,-3.52111,2.840053,0.737037,-1.604089,1
0.082645,-1.948777,-1.832104,0.946402,0.524309,9
-3.341855,1.750661,2.052476,0.025147,-0.773719,5
-0.078838,1.23911,-2.727373,-1.202663,-0.075765,6
2.341355,1.899677,2.074295,-1.579548,0.305846,7
-0.432273,-2.574691,-0.194254,1.29607,1.519,4
2.384996,-1.582107,1.042444,-0.397514,0.294082,3
-3.949913,1.552873,2.026749,0.740061,-0.506857,5
-0.540533,0.951829,-2.981411,0.730114,0.539462,6
2.131913,-0.194675,-0.739002,-1.153824,-0.491533,3
2.419256,-1.209949,-0.058218,-0.653638,0.544218,3
-0.509272,-2.116757,-1.1242,-0.533614,1.421559,4
-0.943227,0.414511,-1.777979,2.389264,0.192255,4
1.507284,-3.273572,2.186029,1.432453,-0.618101,1
1.885165,0.912572,1.432974,-1.376214,1.412969,7
-0.365642,1.625967,-2.802956,-0.850426,-0.489265,6
1.256568,-1.829394,-0.91167,0.314582,-1.898429,9
-0.347225,2.674736,-0.283,-1.151602,0.519494,8
1.285636,1.317953,1.253762,0.35899,1.147509,7
1.487105,1.544633,1.039831,0.265834,1.014985,7
-3.636938,-0.057759,-1.024409,0.238817,0.896514,0
-0.599346,-2.145417,-1.11099,-0.516214,1.027258,4
