@relation 'pendigits_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.35-A5-M-1'

@attribute 0.424input6-0.419input14+0.375input8-0.346input16+0.302input4... numeric
@attribute -0.475input10-0.445input9-0.387input11-0.316input12+0.301input15... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
-1.093604,-2.20932,4
-3.412466,0.580533,0
-4.123439,-0.836774,0
1.000274,1.995,6
-3.370514,0.810811,8
1.678419,1.641988,2
1.013198,-0.447015,5
-0.999975,-0.441857,4
2.210649,-1.128901,3
1.831488,2.120062,7
1.771992,2.953983,7
-1.324613,-0.647768,4
2.493143,2.166484,2
-0.818046,2.193046,8
-1.379048,0.755962,6
2.241828,-1.866442,1
1.494769,-2.096129,9
-4.24848,-2.071875,0
-4.081508,-1.475381,0
2.279036,-0.9911,3
-3.80504,0.482717,8
0.762416,1.473047,7
-0.864313,-2.618747,4
1.643744,-1.414675,1
-3.931076,1.444429,5
1.534759,-0.876982,3
-0.953688,0.052268,6
1.313753,-3.76578,1
1.427177,0.918948,8
-2.997896,-0.734845,8
0.24081,1.647598,7
2.548707,-1.046582,9
2.571486,1.03666,7
0.776251,1.945868,7
2.183109,-0.692221,5
1.738301,-2.726088,1
2.555903,-1.562494,1
-1.054319,-0.914718,4
-4.354572,-1.749341,0
0.981228,-1.92422,9
-0.346508,1.086083,8
1.331555,2.429271,2
0.905192,0.79864,8
-0.636168,-0.90148,4
1.017802,1.872308,7
0.950128,2.08384,6
-1.387241,-0.999698,4
-0.83746,1.190983,6
-4.096611,-1.03079,0
0.211061,1.897376,7
-4.180148,1.092825,5
2.04783,-2.5254,1
1.872923,1.318992,2
0.413884,-2.547114,9
2.877935,1.364009,2
2.131578,0.025779,1
1.77431,1.691565,2
1.404778,-1.79177,9
-1.181195,1.120779,6
1.543244,-0.792416,3
-0.822448,0.780386,6
1.914528,2.410268,2
-1.11349,-1.214894,4
1.853077,-1.399781,3
1.868525,2.034943,7
2.272525,1.611706,1
1.848852,1.205837,7
0.307967,0.146178,6
-0.91708,1.256306,6
1.674126,-2.104842,9
-1.535611,-1.501259,4
1.439508,-3.324115,1
-3.756918,0.506016,8
1.774931,-0.600245,9
-0.897788,-2.731642,4
-0.614272,-2.513176,4
1.980265,2.273671,1
2.041585,1.462231,2
-1.611809,-0.958283,4
-1.234771,-0.066299,4
-1.245993,-2.293018,4
-2.857693,1.240453,0
-1.676934,1.819267,0
2.134653,-0.577358,3
-3.479995,-0.568443,8
1.735451,1.586756,7
-3.835099,1.833711,5
-0.772658,0.772829,6
2.819757,-0.67095,5
-1.565316,-2.23951,4
-0.185313,-1.931147,4
0.818868,-2.571254,9
2.943045,-0.694364,5
1.570546,-0.435048,3
2.487688,-0.975318,3
-1.578536,-1.310461,4
0.806911,-2.042461,9
-2.990108,1.425575,8
0.295094,-1.847318,9
-1.911483,-0.899621,4
1.408056,-1.212079,9
2.069894,-0.369771,9
0.334237,1.779861,6
0.478662,-1.917136,9
-3.519392,-3.096014,0
-2.857192,1.29218,8
0.977016,2.604549,2
1.439038,-3.522752,1
2.340623,-0.58536,3
1.544032,-1.403712,9
-3.5703,0.081521,8
-4.426106,0.931959,5
-3.610149,0.821267,0
-3.921373,-0.647166,0
1.535531,2.364377,2
2.468134,1.868541,2
2.353813,-1.295412,3
0.736633,1.787149,2
-0.850708,1.759378,8
-4.142841,-1.697167,0
1.76314,-2.972864,1
-4.398362,-2.440763,0
1.640582,-2.881163,1
1.131871,-3.584017,1
1.830151,2.156216,7
-3.970707,-2.76839,0
2.028036,-2.134951,8
-0.381435,1.570698,8
2.351445,1.706405,1
-0.483076,1.786655,7
-1.223171,-1.935221,4
0.313809,0.443368,7
2.318474,1.144471,7
-3.638817,-0.014527,0
1.824878,1.73389,2
2.181677,-1.056249,5
2.78071,-1.515834,1
0.482125,1.088711,6
1.521049,-0.41497,9
1.154,1.381157,7
1.564357,0.59008,7
-4.08781,-1.514114,0
-0.54914,2.156307,6
1.347238,2.022681,2
-1.360255,-1.644834,4
1.800236,-2.528376,1
-1.057633,-1.779111,4
2.08886,-0.990698,3
-0.997028,0.586613,6
1.784553,-1.105774,3
1.808976,2.532691,2
-3.481018,1.757364,5
2.031664,1.558631,2
-3.352751,2.058243,5
-0.301669,1.28677,6
-2.940204,0.785717,0
-4.006772,-2.856671,0
1.069028,2.348126,8
1.611395,-1.06573,3
-2.526181,2.650339,5
-4.162078,-1.233112,0
-4.305545,-1.443989,0
1.809877,2.271677,2
1.994995,-1.075568,3
-2.194354,2.13195,5
2.070239,0.764261,7
-3.897613,1.610376,5
1.362258,-3.139621,1
1.247815,-0.04585,5
2.75837,-1.102667,3
2.06487,-0.659359,3
-0.981659,1.551122,8
0.210443,2.609376,7
2.372435,-0.761475,3
-4.82389,-0.774059,0
0.695831,-4.36485,1
-2.323598,0.188725,6
1.527636,-1.554779,9
-4.008467,-1.12841,0
2.245615,-0.705673,3
-1.890685,-0.78748,4
0.659467,1.851761,6
0.778752,1.804121,6
-3.790131,-2.733208,0
-3.080616,-3.128811,0
0.385961,1.657331,6
-4.307108,-3.035783,0
-2.970166,-2.818878,0
-3.506133,1.75856,5
2.085895,1.716323,1
1.840559,-0.198748,2
-3.281138,1.519906,5
-0.109849,2.07025,7
-1.196281,-2.48425,4
1.435915,0.415318,8
1.885402,-2.299377,9
-1.138659,-1.538232,4
-0.645415,-1.316712,4
2.274827,1.434682,1
1.798459,1.849777,7
-4.439963,-0.397266,8
-2.749365,2.478475,5
2.560968,-1.266777,3
1.849891,-2.636158,1
-0.021158,-2.058064,9
-3.55043,2.138173,5
2.299621,1.043925,1
2.636908,2.032613,1
2.324006,0.227961,1
1.450563,-2.912902,1
0.891368,-1.69067,9
1.750266,-0.248635,5
0.636335,0.654589,7
2.181681,-1.377748,7
2.396217,0.718283,8
1.108468,1.87955,2
1.096657,1.799515,7
-4.811379,-1.909013,0
2.560849,-1.094985,3
1.031832,-0.382878,5
2.45109,0.891047,2
-3.729159,-1.406306,0
2.546664,-1.283105,3
-0.342532,1.321545,6
0.671686,2.517056,8
-3.274275,0.914084,8
1.947038,-1.571432,7
-1.285614,-1.609542,4
0.057956,2.070917,7
-2.356803,1.656273,0
2.104123,-1.087128,3
1.599788,2.253656,7
2.047936,-1.498303,3
-3.305647,1.254151,8
-1.4722,-1.35942,4
2.044947,1.022013,7
-3.572372,-3.356742,0
1.744699,2.286772,7
-1.415406,-2.555699,0
2.139143,-2.565162,9
2.127752,2.360831,2
0.419918,2.505089,7
-3.715916,1.938457,5
2.65606,-1.095749,3
0.576907,-1.845804,9
-3.976791,-0.502572,0
1.872816,-0.071222,9
-4.170232,-0.759258,0
2.478605,-1.402512,1
-4.355543,-2.194628,0
2.270107,-1.928501,3
-0.937384,0.532343,4
2.246944,-0.87476,3
2.201726,-0.300634,9
-2.906705,2.387534,5
-3.831746,1.459343,5
1.542587,-2.662595,1
1.798539,-2.992078,1
2.840491,0.316909,2
0.888064,-2.639925,4
-1.264386,-2.314414,4
2.207546,-1.817145,1
-3.370873,-0.96051,0
1.287346,1.163802,7
-0.861125,-0.407473,4
-0.865442,-1.869565,4
1.487929,-3.728433,1
1.57627,-2.880391,1
-3.602566,1.730863,5
1.531787,2.213004,7
-1.161502,-2.213247,4
1.172298,-0.009466,5
-3.599637,1.986755,5
-4.261541,-1.609356,0
1.502414,-1.282292,9
-2.749146,2.155878,5
2.172137,-1.23476,3
1.750764,1.32305,2
1.357597,1.329062,7
0.86475,-2.730655,9
-4.095517,0.328725,8
1.216655,2.847256,2
2.305676,1.775449,2
-1.029381,-1.988246,4
-0.978832,-2.101599,4
0.352156,1.001892,8
1.93306,-1.991896,9
-0.896874,0.308275,4
0.661817,-1.678321,9
0.273169,2.533268,2
-1.295996,0.58856,6
-3.626637,1.859978,5
-0.801489,1.488416,6
2.627804,-1.388315,9
-1.044555,1.081739,6
-0.467791,1.087234,6
1.327728,0.017713,5
-1.608823,-1.753922,4
-1.500942,-1.236405,4
-1.347405,-1.590518,4
0.282895,2.169337,2
-0.097961,2.664001,7
0.625623,1.757092,7
-3.628638,0.924987,5
2.574829,-0.506317,5
-3.686927,-3.044479,0
0.358365,0.959619,8
-4.187865,-0.287527,0
1.940312,2.765836,7
-2.481615,2.112183,8
-2.573504,1.981185,5
-4.431523,0.438271,5
2.005925,-0.666797,3
-2.630768,0.10678,8
2.323241,-1.181909,1
1.837418,-1.23158,3
-0.858823,0.718216,6
-1.00439,0.247171,6
2.267747,-0.777842,3
-0.953204,-1.882041,4
0.635474,2.398129,8
1.524993,1.804784,2
-0.286151,1.780081,6
2.378644,-0.499053,3
-2.486789,1.181222,0
1.910104,-2.099055,9
-1.193068,0.657384,6
0.098003,-3.014833,9
2.092342,-1.0283,3
1.748867,-0.676822,3
-3.693781,0.248186,0
1.992895,-1.797922,7
-3.642184,1.053172,8
-4.314787,-1.712235,0
-1.242447,0.764197,6
-1.0248,-2.392046,4
-3.666651,-0.149397,8
0.037653,-2.509586,9
-1.092637,0.848847,6
-3.557243,-0.027725,0
-1.661208,-1.881449,4
-1.182665,0.727614,6
-1.227571,-2.150485,4
1.752192,-2.630676,1
2.402739,-0.850098,3
0.994036,2.794015,2
1.160713,2.154185,6
-3.447659,0.456032,0
-3.826352,-2.828838,0
-2.888923,0.375077,0
-0.844744,0.067884,6
1.702314,1.589418,2
2.47709,0.240097,5
-1.993748,1.825887,5
0.970906,2.893908,2
-1.409859,0.267667,6
0.315138,2.098345,7
-2.737273,2.365046,5
2.825646,-0.302621,5
1.431399,1.524731,2
1.532628,2.339734,7
1.904704,-0.713066,3
-4.07258,-1.11759,0
2.872352,-1.062275,3
0.224363,-1.385377,9
0.969731,-0.552991,1
2.236771,-2.441347,1
-2.851923,0.550578,8
0.241492,2.063269,8
0.702338,-0.383286,5
-1.649947,-1.050377,4
-0.496167,2.379177,8
-0.248331,1.970248,7
1.00456,-2.229729,9
1.859651,2.41868,2
1.684227,-1.785185,9
2.387278,1.038481,7
0.097504,1.85572,6
-2.226087,1.626963,8
2.505702,1.131889,2
1.69091,-2.532825,1
-3.678489,2.133565,5
2.094496,-1.816313,8
1.381071,-1.756372,9
-3.919765,-2.704675,0
2.501198,-1.322785,3
1.562976,-2.744374,9
-0.79186,0.714455,6
-0.329957,1.300873,6
-0.447119,1.487265,6
2.027598,-2.048201,8
-3.124686,1.204398,5
1.79663,-2.347572,9
1.13081,2.787706,7
0.034753,-2.181076,4
-1.806464,-1.16565,4
1.637355,-1.850054,7
-0.230302,-0.720503,4
2.612049,-0.534333,1
2.619731,-0.942211,3
-2.651653,2.14062,5
1.487157,1.971815,1
0.965298,-2.132521,9
-1.982035,0.359162,6
-0.678571,1.185895,6
0.351379,-1.564408,9
0.718976,-2.111925,4
-1.220298,0.761281,6
1.323201,-0.779409,5
-0.824613,-2.084193,4
1.61837,2.341726,7
1.508862,-2.14749,9
0.105613,2.580363,7
-1.064465,-1.566525,4
-0.196913,-1.480404,9
-1.44595,-1.059538,4
2.294375,-1.777103,9
-0.729666,-0.966897,4
1.69058,-2.707152,1
3.396647,1.046962,1
0.974528,2.539259,8
-1.237186,-1.077049,4
-0.968885,-2.719223,4
-2.737582,2.398984,5
1.278088,-3.226013,1
2.474207,-1.748795,1
0.875866,-1.894782,9
1.709871,2.087665,2
1.080797,2.359974,2
-1.359987,1.109907,6
1.843029,-0.236392,9
0.090458,0.879257,4
2.844898,-0.350792,3
2.04977,-1.068284,3
-1.6999,0.564381,6
-1.284273,0.436029,6
1.007813,-0.194179,5
2.227559,-1.77502,1
-4.440533,-1.621386,0
-1.839985,1.549022,8
-1.530079,-0.399621,4
0.592684,-4.267126,1
1.336504,-3.993306,1
-0.011868,-1.244509,4
1.979427,1.569607,7
0.330457,2.125001,6
1.980802,2.077523,7
1.413337,-1.252739,3
-0.039209,0.478374,7
-1.52856,2.405737,8
2.497143,1.722813,2
0.11083,0.584498,8
-4.605139,-2.32898,0
1.32813,-1.69649,9
-2.578831,-3.55194,0
1.924899,-0.858263,3
-0.049848,-3.129338,9
2.494363,-0.762679,3
2.336803,1.494511,2
-0.570171,0.592123,6
-1.127142,-0.531888,6
-2.918851,0.896031,8
1.335379,0.599435,8
2.763645,-0.163502,3
-3.140894,2.033977,5
3.307132,1.392499,1
2.19289,2.059137,2
-2.795402,2.279049,5
-4.436488,-1.371988,0
-2.755517,-2.921742,0
-0.799486,-1.381821,4
-1.085501,-1.037981,4
2.797706,0.180504,1
2.576006,1.824687,1
-0.538501,1.304919,6
2.398787,-0.798658,5
1.759842,1.959365,7
2.6746,-1.327199,1
-4.682354,-1.73437,0
-3.443855,0.86639,8
-2.779998,1.754574,8
0.863881,-3.413593,9
1.104684,-1.897014,9
-1.402137,-2.428737,4
1.267077,-3.082992,1
1.294118,2.100967,7
0.993446,-3.676897,1
-3.651678,0.94506,8
-1.313693,0.810054,6
-2.005876,-1.60617,4
-0.857456,-1.01927,4
2.094292,-1.496727,9
1.471086,2.613959,1
0.434987,1.785059,6
-0.953363,-2.178885,4
1.820608,1.380109,2
2.451668,-1.822461,9
-4.007591,1.418552,5
-1.421059,0.523926,6
3.180903,-0.670657,1
2.401012,1.512306,1
2.185573,-1.480101,9
-0.568395,1.143624,6
-0.878117,-1.330537,4
0.348008,0.506451,8
-1.547053,-2.004981,0
-3.788393,0.20746,8
1.863685,-2.813297,1
-0.998235,0.337074,4
-1.150992,-3.397858,9
-0.818558,2.06315,8
-1.283275,-1.22093,4
0.699889,0.619762,8
-2.667501,1.563001,5
1.92208,1.42915,7
1.754358,-0.75639,3
3.055401,-0.245461,5
-1.165506,-2.255497,4
-3.396013,1.840399,8
0.040221,-1.209774,4
0.070139,-3.95361,1
2.356539,-0.769657,3
2.025345,-0.468827,3
-3.630304,-3.173619,0
-1.449647,-2.162802,4
2.181201,-2.402667,1
-3.756229,-2.785905,0
1.113986,2.608007,2
1.216973,-3.705927,1
2.149526,-0.490773,3
1.350766,-0.532801,9
1.989958,-2.258158,9
-4.039464,0.238605,0
2.489488,-1.232408,3
2.292665,-1.131675,3
1.078093,2.741297,7
1.740192,2.578168,7
0.393496,-2.95575,9
2.390483,0.975278,7
-2.62633,1.142918,8
-3.787209,2.064955,5
0.940726,2.537113,2
-4.076412,-0.895431,0
0.644249,1.927534,7
-0.222103,1.047566,6
-3.841617,-1.060015,0
-3.571446,2.220305,5
-3.912392,-0.990402,0
1.907546,-0.72669,3
-1.530074,0.939792,6
1.567208,-2.261885,9
2.740823,-0.080885,3
0.560092,2.643343,2
-1.359933,-0.387228,4
-3.207068,1.56015,8
0.466607,3.011886,2
2.262268,-0.618051,5
-4.380946,0.507284,8
1.972348,-1.783312,9
2.070975,-0.883388,3
-4.208318,-1.271222,0
-3.304302,1.732387,5
-4.589768,-1.802666,0
2.129274,-1.460062,1
2.724197,-0.084632,2
-3.023697,-3.09917,0
1.3751,1.872589,2
2.068391,-0.977256,3
2.96765,0.237316,1
2.06396,2.264142,2
-2.284925,-1.757378,4
2.146051,-0.581281,5
2.547845,1.026032,2
-0.360007,-0.037474,4
-1.236898,2.750408,8
2.374336,-0.98946,3
-0.831358,1.26967,6
-0.825453,1.550281,6
2.293271,-0.644883,3
-1.058112,1.546773,6
2.243775,-0.779705,3
1.355409,-3.154817,1
1.456141,2.553207,2
1.625114,2.510693,7
-0.408578,-1.944283,4
-3.935336,-0.410804,0
2.673408,1.842161,1
-1.028325,0.4845,6
-4.214174,-2.529228,0
2.137804,-1.225368,8
-0.579115,0.403176,6
0.801047,2.133333,2
1.802883,1.820957,2
0.611431,2.54439,7
1.658487,2.725126,2
0.445439,2.521932,8
1.761148,2.236943,2
-0.879294,0.631511,6
2.594372,-1.21113,1
-4.434057,-1.276904,0
-1.352513,0.467582,6
1.514667,-1.504151,9
2.302643,-1.48933,3
2.794256,0.834761,2
-4.658406,-1.924103,0
-0.41074,1.360992,6
2.575224,-0.680443,1
-1.654166,-1.670942,4
1.540398,2.049221,2
-0.772761,1.97636,8
2.148733,-0.648067,3
-1.856067,-1.636943,4
-2.546092,1.149958,8
1.454215,-1.937298,9
0.914824,2.120931,6
-0.666521,-1.025149,4
0.807819,-2.679151,9
1.513966,1.477408,2
0.994383,2.491242,7
1.513556,2.250561,2
-1.027451,0.293149,6
0.347162,-2.718696,9
-4.159329,-1.850199,0
-0.179012,0.451615,7
2.007057,-1.677889,3
1.046826,-3.869789,1
2.247603,-1.041864,3
-4.653868,-1.641573,8
0.641926,0.611699,1
2.386867,0.818484,2
1.436231,1.438436,2
-2.143163,0.536802,0
1.861244,-0.663727,3
-3.042546,2.198522,5
-1.167522,-2.12218,4
-1.252272,1.247193,6
-0.222774,1.83241,7
1.06487,-1.679723,9
1.573933,-2.093157,9
1.570487,0.200057,1
1.778284,-2.038443,7
2.252801,-0.766253,3
1.417459,1.76132,2
1.058854,1.877784,7
-4.151388,-0.343708,0
0.936356,2.344764,2
0.959828,-3.10989,9
2.164521,1.666505,7
0.708697,2.700773,7
-4.144752,-0.751224,0
1.664092,2.452542,2
2.155069,-1.256596,9
2.248657,-0.599846,3
2.547446,0.072134,3
0.888957,-4.091297,1
-0.556765,1.782795,6
-1.757304,2.980094,8
2.443682,-2.510334,1
-4.273208,0.516152,8
2.141308,-1.061207,3
-1.027252,-1.706513,4
-4.016759,-0.192169,0
0.957119,1.320516,6
-1.152577,0.918549,6
2.313046,-0.240507,2
-0.80927,1.151044,6
1.939069,-0.761974,3
0.324791,0.482045,8
-1.524776,-2.245915,4
1.874034,-1.819721,9
-0.967214,-2.838101,4
-1.329081,0.303132,4
-0.213799,2.511063,7
2.53858,-1.709182,1
-1.692838,-0.316707,4
1.806187,-0.115801,5
-4.674163,-0.938727,8
-0.97443,1.303198,6
1.360524,-0.454839,5
1.654585,3.075825,7
1.236747,1.183291,7
-3.567887,-1.105643,8
2.659766,-2.105711,1
1.73427,2.229449,2
1.76058,-2.666263,7
-3.840608,0.158824,0
-3.339231,2.113446,5
1.090521,-2.497315,9
-2.866622,2.485403,5
-2.322876,-0.432497,6
1.473417,-0.706678,3
-1.287926,0.682241,6
2.491538,-0.776256,3
1.224922,2.482856,2
-2.100535,1.868827,0
-0.81904,-0.668702,4
1.903756,2.365027,2
-0.990646,2.759779,8
1.986729,-0.70705,3
2.187874,-1.086437,3
-4.297137,-1.149927,0
-4.191738,1.451857,5
-3.47587,1.060926,8
0.465938,3.134044,2
-4.605358,-1.498231,0
0.804785,0.929629,1
0.51159,1.592506,8
-1.178871,-2.186387,4
-1.183202,1.184462,6
1.975951,-2.657857,1
-1.146303,0.286104,4
2.098366,-0.185642,5
1.49694,2.209553,2
-1.273296,-0.168574,4
1.470347,-3.026483,1
-4.064836,-0.466958,0
1.694694,-2.80359,1
1.196993,1.997439,7
2.603633,-0.877088,5
0.37899,-1.136871,9
2.07915,-1.554856,9
-1.014594,1.276114,6
1.320548,1.719212,2
2.21484,-1.349747,7
-2.108625,2.215229,5
-0.037857,2.45432,7
-0.175434,0.842154,4
0.703465,2.170964,2
2.111955,-0.08461,5
1.833522,-0.74439,3
-3.720474,2.104464,5
-1.04981,-2.032742,4
-0.496774,0.710261,6
-4.255288,-2.215564,0
-3.381917,1.591462,8
1.636342,-0.697565,3
-0.571658,-3.190037,9
1.418216,-0.776034,3
1.98267,-2.546557,1
-1.014417,0.725865,6
1.67231,-0.902752,1
-0.740754,-0.090716,4
-0.521779,1.40354,8
-1.266098,1.326827,8
-3.946689,-1.98404,0
0.317088,0.507056,8
1.611292,-1.015827,3
-1.955356,-0.796242,4
-2.494456,2.197621,5
0.440418,2.277487,8
1.138486,3.005106,2
-3.313035,1.574364,5
1.054996,2.267907,7
-0.754945,0.509538,6
2.033029,-2.168841,1
-0.001671,1.932117,7
1.282107,-0.494572,3
2.45347,-1.932618,9
2.698209,-2.220086,1
2.408503,-0.343002,2
2.150487,-1.572322,7
-0.545566,-1.496443,4
-1.263927,0.301042,6
-3.967473,0.231986,8
0.976381,2.370804,2
1.424762,2.820623,7
1.816314,-1.435202,9
2.290458,-2.221442,1
2.171939,1.904591,7
0.996176,-0.306076,5
2.406197,1.207483,7
0.986107,2.039781,6
2.459655,-1.073227,3
1.187729,-2.510689,9
1.052449,-0.721207,9
-3.840969,-0.556962,0
-3.838509,1.638235,5
-4.135779,-0.609635,0
2.007417,2.336575,7
-3.909399,-1.110397,0
1.661623,2.714017,7
2.288601,-0.671961,3
-0.405143,0.572841,6
1.948892,2.083376,2
1.553034,-2.533844,9
1.270712,2.765502,7
-4.167814,-2.054595,0
2.079776,-1.040333,3
2.51989,-2.158432,1
1.876072,-2.731346,1
-1.160644,-1.06474,4
1.926551,-1.136706,9
2.460123,1.374152,2
1.506839,-2.001673,9
1.416289,1.55764,2
-4.482356,-1.542966,0
-3.235379,2.236278,5
1.639521,0.868119,1
1.36286,2.353274,2
1.283405,-2.317129,9
-2.873932,1.651175,5
-0.853248,-2.634867,4
1.587654,-0.566663,3
2.337112,-2.081421,9
-3.371868,2.438663,5
-3.038953,1.63957,8
0.392309,2.188389,2
1.832056,-0.802528,3
1.413629,-3.324715,1
2.278467,-1.777833,3
2.069226,-2.626943,1
-1.056172,-1.302542,4
-3.510108,0.037557,0
-1.293561,1.021233,6
1.585612,-0.516439,9
1.449423,-1.75916,9
-4.412005,-1.444753,0
-1.011993,-2.109365,4
0.321695,-2.59317,9
-1.125047,0.896388,6
0.436527,2.661878,2
-0.806165,-1.289878,4
1.161801,2.501249,7
-0.787523,0.800165,6
1.28556,-3.54232,1
2.442475,-0.267029,3
-3.960181,0.265022,0
2.163892,-0.568685,5
2.100034,-1.806234,9
-1.151755,0.800547,6
-1.202158,0.312847,4
2.84283,-1.726459,1
-1.3124,-1.710181,4
1.653042,-1.558661,9
0.640314,1.798237,6
-2.306586,0.914871,0
1.81799,-2.561017,1
-0.890469,-0.532355,4
-1.111583,-1.374378,4
1.24405,2.660199,2
1.639686,-2.815731,9
-0.3901,2.229064,7
-3.26069,-3.52091,0
0.590426,2.173364,7
-4.23254,-0.852653,0
1.371743,-1.219395,5
-3.245462,1.27364,8
1.199174,-0.694093,5
-1.301908,-1.840895,4
1.224262,-1.364223,7
2.091479,-1.668527,7
1.607688,1.511309,7
-2.992434,0.537752,0
0.946973,1.750797,8
-0.052186,-1.318127,9
1.279911,-3.122977,1
2.983269,1.758795,1
-4.63475,-2.00598,0
-0.03444,-2.929774,9
-0.829307,1.350744,6
-0.076403,0.071747,7
-0.145721,1.872616,7
2.375495,-1.783587,1
-2.713964,2.451349,5
-0.164354,2.495035,7
1.623506,-0.630643,5
2.054416,-2.223156,3
1.871809,1.340042,2
1.987221,-0.947437,3
-0.872359,1.167011,6
-1.75728,-0.780001,4
0.118092,2.312002,6
2.256152,1.090823,2
2.295635,-1.225139,3
-3.209698,-0.322318,8
0.517646,2.32521,7
1.570285,2.901268,7
-1.552215,-1.273648,4
2.291942,-0.755688,3
2.370656,-0.230467,3
1.333677,-2.146845,9
0.297133,0.16494,7
0.058443,2.106791,1
-4.381353,0.091822,8
2.070877,-1.158489,3
-4.439058,-2.658684,0
2.228957,-1.207849,3
0.705689,0.777781,7
-2.901465,1.126277,8
-0.306829,0.267148,4
2.14372,1.254656,2
2.210007,1.217505,2
2.287277,-2.534967,1
-3.429674,1.921765,5
-1.327516,-0.624768,4
1.480631,-1.994643,9
1.258779,2.201044,7
-1.139569,-2.29843,4
1.471722,1.040365,7
1.446902,1.885904,7
1.160756,2.30406,2
1.101205,2.450391,2
1.047085,2.022027,7
1.692972,0.800035,7
-0.291654,0.547856,6
-4.149923,0.483057,8
2.298111,-0.659347,3
1.763937,-2.803347,1
0.087722,-2.169999,4
1.55961,-3.312997,1
0.070077,1.521857,6
-1.700232,-0.449216,4
0.23637,2.773775,7
-0.183897,1.078038,6
0.866395,-1.447404,5
-1.566836,-1.839217,4
-3.0279,1.764405,5
-2.786664,-0.739174,8
-0.352977,-2.627214,4
1.273631,2.017734,2
1.406643,2.513471,1
-1.164979,-0.089825,6
1.725465,-1.661002,9
-0.969236,-2.05435,4
-0.925019,0.610348,6
0.369288,2.313274,8
-4.225272,-2.179494,0
2.669742,-0.50854,3
0.702127,-2.479383,9
0.777611,2.663601,7
0.033536,2.20897,7
1.714176,1.661289,2
-1.430923,-0.804644,4
0.766658,2.046743,7
-3.83468,1.167566,8
1.506333,2.606662,2
0.186786,2.420781,7
1.477184,2.478717,2
0.911425,-0.163576,5
2.01336,-0.881027,3
1.496788,-0.610369,5
-1.340446,-1.932751,4
1.98703,-2.440527,9
-0.292058,1.272455,6
-3.69621,-2.654695,0
1.207542,2.165536,2
1.990861,-0.798051,3
2.439058,-0.607998,3
-3.128773,-3.344397,0
0.657545,-2.617153,9
2.178512,-0.513874,3
0.489409,2.144797,7
1.346182,-0.660457,3
-4.633982,-1.510284,0
-4.377944,-2.295324,0
2.686418,-0.387943,3
1.495623,-2.806638,1
2.087147,-1.419924,9
2.138505,0.221014,2
3.067311,1.253537,1
2.491086,1.600959,2
2.745306,-1.281431,5
-1.240387,0.535646,6
2.201337,-0.213982,3
-3.479689,2.073314,5
0.840283,1.20918,6
1.674731,-3.030809,1
2.024027,-0.730377,3
-1.258722,0.774288,6
1.36387,-1.874265,9
1.882845,1.374784,7
1.726384,-2.935072,1
-3.584207,-1.676832,0
-1.605955,0.920806,6
1.571286,-1.961637,9
-0.757516,-0.533978,4
-1.144198,-0.115155,4
2.068357,-0.984358,5
0.572565,2.218685,2
0.761611,3.020003,2
2.206194,-2.575904,1
2.521675,-0.477955,1
2.556295,-1.642217,3
0.447388,2.188943,2
2.193429,-1.491352,7
0.595477,1.897555,7
-0.010718,2.245649,7
1.496542,-2.920989,1
-3.650221,-2.507996,0
0.703958,1.417351,6
-0.925604,0.224668,6
-2.700352,2.403037,5
-1.078262,0.096833,6
2.374266,-1.099907,3
-2.406938,1.808553,5
2.465184,0.24292,1
-2.755663,1.674548,0
-0.047904,1.185922,6
-0.808202,0.70139,6
1.156216,-0.126173,3
-3.676877,0.878773,8
-1.14826,-1.903042,4
1.477617,2.554544,8
-2.774404,1.755647,8
1.556415,-2.301097,7
1.996142,-0.899339,5
-2.980788,1.249781,0
-1.26795,0.712136,6
2.456755,-1.603949,9
-3.510972,-1.023469,8
0.83147,-2.437711,9
1.220839,-3.284019,1
1.726103,-2.794168,1
1.482493,2.098952,2
-4.417177,-2.34714,0
2.371754,-0.274238,3
-1.176767,-0.118345,4
1.583099,-3.114889,1
1.639582,-2.234171,7
-4.130981,-3.076556,0
1.081371,-2.134349,9
2.02332,-1.747301,9
-1.662876,0.662266,6
-0.823189,-2.393294,4
2.459956,-1.755873,9
-0.229401,1.302897,6
0.027549,1.28907,8
-1.639084,-1.411377,4
-3.529834,-2.758662,0
-3.936506,0.860959,8
0.440719,-2.169183,9
-2.482214,0.719236,8
1.382937,2.255728,7
-0.416459,2.545293,8
-3.26728,1.233592,0
2.038419,1.757827,2
-0.439994,-0.319991,4
-3.01859,-3.795694,0
1.825548,-0.075007,1
1.588146,-0.894516,3
2.191687,-0.861877,3
1.653745,-0.887223,9
-4.326105,-2.373776,0
2.390915,-0.623394,3
-3.660166,-0.649005,0
2.028879,-1.789596,9
-1.046205,-1.054833,4
-4.327559,-2.792047,0
-3.434524,-2.852942,0
-0.969531,0.594146,6
-3.074376,0.7042,8
-0.794502,0.533611,4
0.497366,-0.66108,5
1.436158,-3.065282,1
1.49834,-2.986021,1
-1.16142,-1.487776,4
0.421484,-2.656768,9
-3.40041,1.85244,8
2.247862,-0.579586,3
-0.866729,0.756098,6
2.440277,-1.164463,3
-0.145677,1.78934,6
2.127228,-2.40632,9
-1.18088,2.019823,0
-1.550402,-1.180311,4
2.589533,-0.159447,5
-0.612976,2.288244,8
