@relation 'vehicle_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute '-0.317SCATTER RATIO-0.314SCALED VARIANCE_MINOR-0.314PR.AXIS RECTANGULARITY+0.314ELONGATEDNESS-0.309SCALED VARIANCE_MAJOR...' numeric
@attribute '-0.541KURTOSIS ABOUT_MINOR-0.539HOLLOWS RATIO+0.489SKEWNESS ABOUT_MAJOR+0.208SCALED RADIUS OF GYRATION-0.189RADIUS RATIO...' numeric
@attribute '-0.643PR.AXIS ASPECT RATIO-0.592MAX.LENGTH ASPECT RATIO-0.285SKEWNESS ABOUT_MAJOR-0.275RADIUS RATIO+0.119COMPACTNESS...' numeric
@attribute '0.666KURTOSIS ABOUT_MAJOR-0.608SKEWNESS ABOUT_MINOR-0.199SCALED RADIUS OF GYRATION-0.185MAX.LENGTH RECTANGULARITY-0.184CIRCULARITY...' numeric
@attribute '-0.726SKEWNESS ABOUT_MINOR-0.604KURTOSIS ABOUT_MAJOR-0.216MAX.LENGTH ASPECT RATIO-0.144SKEWNESS ABOUT_MAJOR+0.102KURTOSIS ABOUT_MINOR...' numeric
@attribute '0.465MAX.LENGTH RECTANGULARITY+0.436MAX.LENGTH ASPECT RATIO+0.281CIRCULARITY-0.257RADIUS RATIO+0.247HOLLOWS RATIO...' numeric
@attribute '-0.489MAX.LENGTH ASPECT RATIO-0.464COMPACTNESS+0.39 PR.AXIS ASPECT RATIO+0.385SCALED RADIUS OF GYRATION+0.287KURTOSIS ABOUT_MAJOR...' numeric
@attribute Class {opel,saab,bus,van}

@data
1.350096,-2.609143,-1.070779,1.169329,1.083111,-1.320702,0.000767,bus
3.208131,-3.377057,0.16659,0.304659,-0.193445,0.417705,-0.259345,van
1.938138,2.390122,0.005371,-0.09822,0.871917,0.507977,0.18501,bus
1.592697,0.130428,-0.009977,-1.0563,0.999228,0.060388,0.582236,bus
-3.672155,-0.952216,0.428849,1.519862,-0.694619,0.117427,-0.285828,saab
-3.653567,-0.210148,0.861375,-0.492882,0.749927,0.324954,-1.254856,opel
-3.005612,-1.53312,0.737477,-2.063228,-0.120857,-0.029215,-0.809991,opel
-3.634632,-2.375984,0.506846,1.225635,-1.405673,0.098668,-0.361093,opel
-1.792552,-0.255196,0.006127,0.177212,-0.047668,0.833888,1.004878,saab
0.489541,0.770426,0.259188,1.057491,-0.013979,1.531625,-0.031829,van
2.226613,-0.013019,-0.302396,0.671252,-0.123665,-0.010452,0.76576,bus
-3.662057,-0.92156,-0.059932,-0.444574,-0.788554,0.149392,1.347327,opel
2.278016,2.480135,0.399187,1.117606,0.351329,0.229558,-0.194113,bus
3.357884,1.84891,1.016834,-0.791707,-0.299619,0.248699,-0.928714,van
3.088383,-0.054451,0.114149,-0.147465,0.403076,0.881477,-0.47061,van
-1.924742,-3.111283,-0.03311,1.479399,-1.053783,0.482179,0.36747,saab
5.035506,2.20244,0.506878,-0.588055,-0.149619,-0.573982,-0.577505,van
-3.853333,1.862263,0.718255,-0.111099,0.507717,-1.446866,-0.340205,bus
-4.694228,0.237256,-0.549603,0.838329,1.216777,0.04883,-0.024605,saab
-7.28955,3.337329,1.754014,0.476487,-1.076628,-1.290056,-0.287846,bus
2.440512,3.005418,0.030725,-0.51624,0.171264,-0.192844,-0.393281,bus
-2.648788,-0.31003,-0.289797,-1.730656,0.614312,-0.031576,0.455796,saab
0.44388,-2.265483,0.44865,2.174184,-0.272147,-0.33317,-0.188608,saab
2.447177,3.12992,0.413772,-0.1984,0.74796,0.391117,0.183664,bus
-2.285142,-3.150267,0.601544,-1.922752,-1.55083,0.068736,-0.183444,opel
1.626618,0.071258,1.240987,-0.46102,-0.603027,0.509988,0.236875,opel
1.037399,-2.345384,-0.465274,0.591413,0.496815,0.860301,0.136233,van
1.450095,-1.124057,0.326565,0.879025,0.046885,-0.68898,-0.363978,saab
1.185191,-2.742871,0.304283,-3.147294,-0.829813,0.071778,0.047362,van
-2.605627,-0.752743,0.715257,-1.345349,-0.029648,0.297794,-0.179871,opel
-5.419456,0.032026,0.008278,0.184611,-0.905592,0.773386,1.157416,opel
2.552532,3.002904,0.274289,0.459433,0.452209,-0.103445,-0.302135,bus
-5.228981,2.020007,1.549775,-0.115342,0.315901,-0.405853,-0.43197,bus
-4.970828,0.160233,0.248295,-0.014465,0.205332,0.490095,-0.407535,saab
1.386216,1.180977,0.638134,-0.874806,-1.112073,0.855803,-0.244682,van
-2.906892,0.787838,0.782906,0.779631,-0.755118,-0.707192,1.02098,bus
0.399751,-2.328229,0.234436,-1.437003,-2.088874,0.617345,0.335139,van
1.929929,-0.086464,-0.384728,0.220212,0.775569,-0.381503,0.118612,bus
2.15127,-0.606718,-0.238099,0.243545,0.477637,-0.441309,-0.097062,bus
2.715643,0.611515,0.074356,1.150965,-0.251999,0.254184,0.774461,opel
4.305577,2.400687,-0.232043,0.429754,0.44731,-1.151657,0.048897,saab
-4.307484,0.334558,0.904411,-1.333767,-0.236326,0.054811,-0.518211,opel
-4.919105,0.562913,-0.195941,-0.105445,-0.804695,0.082327,0.865169,opel
-5.216178,2.65853,1.133497,0.47523,0.175485,-0.78488,0.08134,bus
-5.263462,-1.929662,0.378005,-1.209874,-2.687756,-0.303679,-0.16399,saab
1.030231,-2.598772,0.577209,-0.877731,0.17341,0.36617,0.731541,opel
1.027301,-2.33001,-0.029721,-1.541306,0.081416,0.738436,-0.212359,van
2.729594,-3.218572,0.821258,-2.196572,-0.606722,0.037576,0.167512,opel
-2.062628,-1.434401,-0.04339,2.350052,-0.211503,0.168569,0.635289,opel
3.109356,2.559766,0.024225,-1.14309,-0.479486,-1.687411,-0.313298,saab
0.876702,-0.270058,0.172296,-1.542089,-0.814366,0.875433,0.667682,van
1.677258,1.824992,-0.222356,-0.992076,1.124479,0.115381,1.123904,bus
-1.527371,-1.023864,0.108757,-1.725161,0.628235,0.114169,0.098386,saab
-0.625024,-0.426195,-0.283517,0.816072,0.529248,-0.437072,-0.45283,opel
0.975254,-1.232214,-0.512696,-1.992655,0.23939,-0.436206,0.693265,bus
-3.995433,-0.951373,0.957455,0.566652,-2.069866,0.087265,-0.170428,saab
1.023751,-0.049879,-0.093666,-0.343718,1.451739,0.30164,0.071911,opel
-2.091421,-2.062849,0.07392,-0.376485,1.500703,0.238111,-0.294487,opel
-4.506962,-0.129536,1.030631,0.56255,-1.502127,1.02279,-0.545444,saab
-2.810364,-1.744705,0.565206,1.928821,-1.591023,0.537503,0.348186,saab
-0.303395,-0.44536,0.433035,-0.591178,1.22132,0.197416,0.010132,saab
0.774621,0.537301,0.146117,-1.55047,-0.748445,0.782457,0.138162,van
1.288812,1.084423,0.419981,-0.927877,-1.484415,-0.200196,0.610132,opel
-4.041415,-0.256362,0.296928,-1.894402,0.109008,0.242466,-0.263029,saab
0.649668,0.913494,-0.333735,-0.215287,1.151453,1.187815,-0.049734,van
3.953845,1.774441,-0.367,0.721945,-2.034584,-0.622618,0.664971,saab
2.100484,1.63618,-0.253182,-0.784046,0.936128,-0.188175,0.733741,bus
0.285166,0.640821,0.563629,-0.342887,-0.498195,0.494783,0.587046,opel
0.176659,-0.905092,-0.069229,0.639344,1.708435,-1.622255,-0.696076,bus
0.098967,-1.515961,-0.463484,-0.868908,0.731782,-0.830477,0.830018,bus
0.145201,-1.030677,-0.208968,0.233601,0.884051,0.954724,0.150339,van
-0.666293,-1.977927,-0.679971,-0.113234,0.386331,-0.550938,1.19225,bus
5.156488,2.135618,0.230115,0.141375,-1.223616,-0.844084,0.043995,van
-4.421711,2.015633,1.188323,1.730547,0.717714,-1.370838,-0.399587,bus
-4.226615,-0.395579,0.723872,-0.267773,-1.762514,0.041871,-0.332956,saab
4.0688,0.135388,0.340126,0.967196,0.408872,0.07532,-0.254404,saab
5.028905,1.98811,0.248837,0.548671,0.661792,-0.115664,-0.772937,saab
-4.564181,0.236488,-0.088622,0.726431,0.516464,0.788376,0.160641,opel
4.095693,2.22773,0.108928,0.638348,0.980051,-0.053992,-0.189561,opel
-6.254435,3.377516,0.248896,0.651942,0.593109,-2.461998,0.511036,bus
1.640128,2.200893,-0.228324,0.702045,0.559732,0.545831,1.029507,bus
-4.396153,-0.224499,-0.20771,0.668357,0.035119,-0.389663,0.396487,opel
2.026783,-0.254999,0.595413,-0.003176,-0.477443,1.010188,0.486189,opel
-0.057591,1.283465,-0.551871,-1.102466,1.075946,0.903089,0.115885,van
-1.264785,-1.01642,0.137341,0.437141,0.191809,-0.788012,-0.415636,saab
0.83945,0.654624,0.088613,-0.867259,0.984302,1.130388,-0.085181,van
-3.932177,2.47534,-15.415062,-0.703462,-3.006205,-2.450858,-0.851023,van
-5.103419,0.576934,0.172084,0.447122,-0.060919,0.861023,0.260473,opel
2.575301,3.016814,0.69253,0.808912,-0.478512,0.369876,-0.379126,bus
2.168268,-1.601275,-2.737194,0.043698,-0.363838,1.644001,-1.940891,van
0.62701,-1.825181,-0.297854,-0.307407,-0.602297,0.903775,0.128893,van
0.994348,0.523562,-0.530746,-1.072015,0.7459,-0.236134,1.132255,bus
-1.102636,0.50677,-0.093237,-0.415078,1.899171,0.134262,0.814909,saab
1.470856,-0.021294,-0.153322,0.459844,1.526635,-1.139736,-1.520964,opel
-6.515252,4.08385,2.101767,-0.8354,0.180462,-1.655435,-0.876606,bus
1.814418,-0.02319,-0.322533,-0.198223,1.551019,-0.769439,0.079655,bus
0.839447,-2.395244,-0.481194,1.02691,0.410438,-1.361811,-0.31718,bus
2.703326,-1.094106,-0.659811,-1.457829,0.751946,0.481459,0.001817,van
-4.232246,-1.848384,0.361675,-1.422262,-2.444863,0.132001,0.144373,saab
2.224104,-1.062125,0.156013,1.206635,-0.645506,-0.382106,-0.101281,opel
-3.45303,1.107784,1.335415,-0.662947,-0.697527,0.243661,-0.813789,opel
1.908778,-3.190748,0.22149,-2.168355,-0.416699,0.031403,-0.627282,van
-2.901319,-1.470908,0.082928,0.649169,-0.735592,0.270359,-0.602064,opel
1.662727,-1.665435,-0.640562,1.097043,0.327964,-0.253773,0.691769,bus
4.086904,1.339533,-0.191936,1.902119,-0.446052,0.349355,0.275452,opel
2.782361,0.302563,0.933407,0.53479,0.944532,-0.008621,-0.791273,saab
1.675538,0.066441,-0.454356,-0.600815,0.752261,0.159376,0.791759,bus
0.787695,-1.257919,0.02623,2.47022,-0.278824,-0.036324,-0.048036,saab
0.226514,-1.139674,-0.497561,-0.743975,1.368879,0.185859,0.235058,saab
5.66038,2.550743,0.098328,1.053128,0.189922,-0.255466,0.229962,opel
2.208147,2.473863,-0.033143,0.370219,-0.40569,0.217226,0.835553,bus
2.868612,-2.333219,0.212179,2.251466,-1.165571,-0.032714,0.574989,opel
0.986572,1.187003,0.290822,0.093155,-1.410241,1.335026,0.261384,van
-3.948774,-0.398943,0.962708,1.109941,-0.229659,1.460036,-0.578218,opel
1.892356,-1.127834,0.105301,-0.908569,-0.011429,0.206192,0.933531,bus
1.776395,-2.933153,-0.802259,1.361795,0.807536,-1.186438,-0.191575,bus
1.453257,1.108378,-1.065316,0.02961,0.034676,-0.595712,1.084856,bus
3.366972,-3.101774,0.808344,0.809481,-0.265869,-0.118,-0.59335,saab
3.691797,2.711527,0.628216,-0.775265,0.188365,-0.500593,-1.358192,van
-2.909951,0.12299,0.013965,0.095543,0.67857,-0.362604,-0.694328,opel
3.271404,-3.171198,0.133758,0.127426,1.588195,-0.479755,-1.003906,saab
2.141933,2.702702,0.600122,-0.870941,0.010333,0.202642,0.063605,bus
-0.631414,-1.768,-0.080697,0.794219,-1.285394,-0.786284,0.263628,opel
3.364086,-2.118506,0.576334,2.299403,-1.196675,0.597324,0.190558,opel
-4.589843,0.100265,0.372094,0.352706,-1.06726,0.137445,0.066675,opel
0.711786,-1.839365,0.272174,1.977354,-1.440929,-0.035326,0.299174,opel
-3.886904,-1.201343,0.980631,-0.330633,-1.779659,-0.036228,-0.916447,saab
3.044093,-1.559975,-0.248296,-0.83267,-0.514632,-0.031957,-0.041697,van
-4.328716,-0.188894,0.219816,0.433914,1.479505,0.791813,-0.504427,saab
-2.724123,0.249225,-0.884573,0.651275,0.790955,-2.252995,0.539405,bus
2.320241,0.423578,0.74252,1.790697,-1.364009,0.155399,0.186022,saab
2.121479,2.311012,0.402922,-0.158086,-1.015242,-0.082518,0.230158,bus
-3.571548,0.540823,1.296202,0.180435,-0.807295,0.651343,-0.434355,saab
3.696064,-2.059673,0.20687,0.562092,0.447142,0.21465,0.013622,van
2.921111,1.48268,1.069315,-1.347407,-1.816958,-0.074513,-0.472133,van
2.656932,2.180664,0.465527,-1.154985,-0.487408,-0.651752,-0.330238,opel
-1.26546,-0.472435,-0.01145,-0.921478,0.849291,0.086283,0.672578,opel
-2.653939,-2.452257,0.500559,2.345086,-0.285597,1.177047,-0.110596,saab
-2.927032,-0.534508,0.212572,0.253107,1.46252,0.783901,-0.098113,saab
0.805566,1.589644,0.067764,-1.132799,-0.657822,0.68596,-0.109947,van
4.569613,-1.328331,0.649784,0.059727,-0.257369,0.259024,-0.517578,van
-2.272799,-1.21708,-0.019097,-1.121109,-0.335051,-0.023306,0.24334,opel
-5.665206,2.375003,-0.196535,1.153664,-0.345406,-2.223,1.340723,bus
1.075288,1.642601,0.103713,-1.64257,-0.418305,0.433182,-0.05026,van
-2.81208,-1.105671,0.48248,-1.154513,-0.897667,0.314884,0.409296,saab
-4.432548,1.138885,-1.281501,-0.078954,1.95101,0.213464,1.029121,opel
-3.280147,0.755928,0.181052,0.192005,0.489753,-0.769458,0.520254,bus
1.680176,-1.380686,-0.706334,-1.142544,-0.840234,-0.220693,0.076118,van
0.401301,-0.693082,-1.208449,-0.973559,0.370157,-0.453541,1.365527,bus
1.464558,-2.482206,0.48079,-0.155791,0.689798,-0.75778,-0.918241,opel
1.101954,-2.880088,0.0789,1.379096,-1.045623,-0.095238,0.004587,opel
1.475593,-1.312683,0.123076,-1.22138,0.57773,-0.293602,0.179081,bus
-3.474918,-1.148307,-0.174886,-0.348861,1.568502,0.334316,-0.546412,saab
2.322314,2.572379,-0.467291,0.94166,0.357009,0.156174,0.711384,bus
2.585834,1.906479,0.891407,0.426565,-0.254479,0.514868,-0.112021,van
1.767531,-0.441259,-0.792714,-1.553852,0.264359,0.100877,1.041135,van
-5.099622,0.921982,-0.515634,-1.652131,0.561496,-0.03364,0.54627,opel
-0.477117,-2.948307,0.180068,0.215018,1.125421,-0.100102,-0.926376,saab
2.895223,-2.847633,0.561342,-2.163299,-0.027409,0.3074,0.318104,van
-3.654349,-1.228081,0.607707,-0.194173,-0.24653,-0.017469,0.087642,opel
-0.449157,-0.574634,-0.099263,-1.602481,0.243824,-0.462739,0.020376,opel
2.851477,2.908765,0.975781,-1.001248,-0.797028,-1.246402,-0.329517,opel
-1.826863,-1.02535,-0.525423,0.091407,1.001641,-0.713609,0.80515,bus
1.949536,1.776489,-0.745257,-0.075218,-0.159973,-0.326593,1.089612,bus
2.32038,1.894759,-0.748985,0.735897,0.624519,0.375388,0.964348,bus
-3.986792,1.178062,0.897954,-0.174041,-1.477436,0.786061,0.569716,opel
-4.487658,-0.199505,0.382136,-0.263296,-0.903364,-0.210278,-0.49585,saab
3.09355,-3.250431,0.298547,-2.415953,0.05945,0.324538,-0.292456,van
2.202838,0.210264,-0.303684,0.028108,1.006078,0.491922,0.35133,van
-5.262752,-0.817156,-0.261948,0.151167,-0.415823,0.68739,0.635021,opel
-3.634478,2.450925,1.539226,0.816695,0.489245,-1.43013,-0.76116,bus
-5.071381,0.564944,0.502295,-2.150174,-0.210635,-0.04888,-0.643139,opel
2.462179,1.463469,0.295854,-0.344296,-0.78808,-0.443621,-0.049404,opel
-4.278595,0.612791,-0.660226,1.342776,0.411259,0.525445,1.386265,saab
-4.449325,0.796519,0.521095,-0.104312,0.518274,1.14662,-0.7582,opel
0.645513,0.79699,-0.468443,-0.407756,0.310692,1.120247,0.169765,van
-1.455068,-1.085377,-0.465763,0.516752,0.802472,-1.298626,0.873126,bus
2.701255,3.33389,0.270912,0.187203,0.926369,-0.14671,-0.386065,bus
-4.237962,1.273644,-0.299185,-0.406526,1.814356,0.267017,-0.199762,saab
-4.086751,0.42844,-0.392607,0.862933,-0.011931,0.207939,0.126258,opel
-0.281727,-0.752305,0.270936,-0.781986,-0.738526,-0.034961,0.662537,opel
2.878799,-0.427485,0.007107,0.248495,0.147767,-0.067887,-0.377391,van
0.588219,1.395397,-0.327876,-0.616215,1.175447,1.245497,-0.19271,van
1.416752,2.156287,-0.898059,0.16351,0.557285,-0.093113,1.587829,bus
-5.177252,0.590317,-0.706052,-0.875825,-0.330496,0.100591,0.518557,opel
0.150497,-0.753046,0.042384,-0.955259,-0.346521,-0.202484,0.662898,saab
2.3551,0.642535,0.907307,0.414724,-1.329377,-0.059545,-0.005174,opel
-3.656839,-0.882039,0.988039,0.662275,-0.375672,0.559768,-0.428129,opel
-4.905098,-0.184572,1.100677,-0.108087,-1.310271,0.811987,-0.356887,saab
0.173695,-2.38842,0.472901,-1.699941,-1.067136,0.157413,0.033265,saab
2.373841,2.919524,0.12569,0.271877,0.169112,-0.267316,0.079912,bus
-4.101443,0.973789,1.044154,0.355933,0.12526,0.889005,-0.16832,opel
-5.381028,3.754614,2.415558,-0.945202,0.013564,-1.450142,-1.158386,bus
0.53702,-0.778209,-0.480909,-0.770171,1.060231,-0.485841,0.795419,bus
-4.656988,-0.629955,-0.321541,1.453332,-0.054474,0.790229,0.694016,opel
1.254669,0.494449,0.305674,0.127332,0.926215,0.986287,-1.074403,van
5.188213,2.397234,0.32109,0.307327,-0.882673,-0.826738,-0.079007,van
-4.045241,0.716769,1.288746,1.935476,-0.079741,1.671584,0.042309,opel
-4.750536,0.898817,-0.10264,0.613069,1.273291,0.874004,-0.3555,opel
-4.280116,1.102533,0.759926,0.072931,0.41162,0.314698,-0.576473,opel
3.979204,0.877723,0.190109,1.588646,-1.339182,0.143776,-0.005797,opel
2.544181,0.946436,0.660036,0.445979,-1.177224,-0.367643,-0.428767,saab
-2.197506,-0.230682,-0.680348,1.178139,0.987876,-0.385916,0.03295,opel
-4.97929,-0.25877,0.545537,-2.066727,-1.860055,-0.759717,-0.660854,saab
-4.000106,-1.350663,0.606777,2.594508,-0.350751,1.414969,0.135853,saab
2.169101,-1.60427,0.203363,2.501964,-0.912984,-0.114176,-0.15112,opel
-0.086045,-0.63071,-0.193229,0.22873,-0.730464,1.23671,0.155223,van
-4.350749,0.914945,0.874682,0.056971,-1.513865,0.911482,0.535487,opel
2.405416,3.0742,0.314599,-0.04181,-0.176349,-0.110029,0.063628,bus
1.739653,-0.979377,0.555446,0.913103,1.046249,-0.436506,-0.726115,opel
-4.565002,0.057848,0.896272,1.999847,0.049807,1.51277,-0.257515,opel
1.371475,-3.134106,0.238499,2.434731,-1.587939,0.292417,-0.012675,saab
3.136213,-0.196742,0.160142,-0.245444,0.009808,-0.365847,-0.619644,van
4.457614,2.760666,-0.188166,1.985446,-0.226195,-0.205211,0.652873,opel
1.113059,-3.696914,0.530314,-2.631923,-1.684781,-0.324707,0.236366,opel
-5.273552,-1.075778,-0.122128,-0.189879,-1.426853,0.409117,0.57695,saab
2.310482,1.418991,0.517507,0.591433,-0.651138,-0.190608,0.050244,saab
2.70431,-3.065218,-0.186873,-0.272956,1.131733,0.422811,-0.375063,van
0.196431,-0.508198,0.443789,1.004284,-0.488241,-0.694603,-0.285303,saab
2.958572,0.671249,0.210621,-0.039226,1.519649,-0.200419,-0.881422,van
2.806443,-2.345287,0.046152,2.728758,-0.883154,0.321993,0.6892,saab
-0.629635,0.606503,-9.28207,-0.25209,-1.495805,1.602587,-2.215924,van
-4.253553,-0.92931,0.416831,1.277361,0.765513,0.931149,-0.419348,opel
0.61547,-0.137986,0.666316,-0.530097,0.07453,0.091854,0.123373,saab
-1.659036,-0.583304,-0.235148,-0.781162,-1.091731,-1.320337,-0.125163,saab
-3.267161,-1.265544,1.065058,-0.066951,-1.240285,0.223302,-0.871062,opel
-0.589824,-2.213372,-0.509419,-0.372837,-0.269316,-0.23218,1.217915,bus
2.55681,3.143129,0.410063,-0.393117,-0.481023,0.010908,-0.299152,bus
-0.942136,-0.615746,0.504037,-0.739205,-0.869178,0.228599,0.928331,saab
-5.955291,3.302209,2.23013,2.010961,-0.960114,-0.0782,-0.508198,bus
-3.377576,-1.882181,0.214643,1.42878,0.787496,0.575146,-0.782092,saab
3.825934,0.912965,0.164841,-1.601895,-0.510052,-0.304036,-0.024798,van
3.742207,2.464711,0.936753,-0.892948,-1.189704,-0.349628,-0.929614,van
0.189452,-1.798602,-0.349437,-1.463489,-0.80582,-0.025922,-0.175052,van
-4.881249,0.225959,-0.398275,0.982685,0.387177,0.902314,0.36165,saab
3.550339,-2.896893,0.275629,-0.815188,0.24897,0.872366,0.282932,van
-2.871964,-0.410028,-0.398645,0.408953,0.635109,-0.338301,-0.308369,opel
-5.523391,3.065753,1.188762,-0.16553,0.157337,-1.364944,-0.5026,bus
0.45377,-1.313069,-1.084666,-1.044765,0.5607,-0.703605,1.035145,bus
4.118699,-2.793376,0.34091,0.068695,0.609686,-0.026256,-0.481268,van
0.713897,-2.576997,0.292906,0.754869,-0.118674,-0.305921,-0.68703,saab
1.220882,-1.217387,-0.695649,1.104629,0.191908,-0.962897,-0.338804,saab
1.148177,0.796211,-2.989837,0.343702,0.455718,0.471289,-0.350253,bus
1.011141,1.042793,0.103512,-0.267364,-0.377812,1.422259,-0.551522,van
3.140159,2.31865,1.176171,0.011275,-1.964289,-0.052386,-0.794304,van
1.887808,-1.377235,-0.016429,-0.924413,0.41372,0.552491,0.418559,bus
1.370754,-1.364835,-1.175776,-0.079879,0.883944,-1.040471,-0.126784,bus
-3.809133,0.540927,0.64808,-0.115617,1.302106,0.378897,-1.247785,saab
4.797861,1.470536,0.54209,-1.12065,-0.077808,-0.510312,-0.0624,van
3.167777,1.420337,0.394203,0.997747,-1.173372,0.523804,-0.015258,opel
0.239225,-0.600088,0.124471,0.292104,-0.887152,-1.18263,-0.18771,saab
2.226581,3.326827,-0.175984,0.381101,0.821402,0.348376,0.001849,bus
-3.390661,-2.128328,0.93108,-0.075302,-2.388893,-0.554388,-0.283245,saab
-1.125655,-0.52638,-0.119546,-1.288283,0.113606,0.138247,1.032583,opel
-6.112121,1.853893,-0.575236,0.042941,-0.021953,-2.243274,0.745656,bus
3.216892,0.587266,0.498958,0.284879,-0.161103,-0.361822,0.458585,saab
2.501435,3.412342,0.160474,0.369116,0.931058,0.257507,-0.281923,bus
-4.650518,0.447864,-0.949877,-0.11107,1.50911,-0.047996,0.528866,saab
-4.30538,1.310825,0.978951,-0.405247,1.115126,0.381725,-0.696539,opel
0.585862,-0.063762,-0.948538,1.811028,-0.271619,-0.993319,0.442818,opel
-4.161611,-0.161577,0.370588,0.868611,-0.667096,0.281871,-0.577833,saab
1.868048,-0.692138,1.124634,-0.168545,-2.174176,0.194938,0.605264,opel
1.719265,-3.055756,-0.431945,1.547966,0.016825,-1.705702,-0.346871,bus
-1.412227,-2.558623,0.208877,0.367258,-0.080697,1.094856,0.021181,saab
-4.428536,0.315428,-0.148343,-1.571461,0.721915,-0.279804,-0.317754,saab
1.174623,0.345208,0.020841,0.247434,0.384257,-0.728675,-0.555668,saab
2.362766,3.217747,0.373081,0.18862,0.395408,-0.081955,-0.151714,bus
3.56932,-2.025138,-0.344169,-0.719125,0.572479,-0.588612,-1.173466,van
-4.845494,-0.75432,0.40602,0.604378,-2.597707,0.493269,0.268138,saab
1.085181,-0.89827,0.588318,-1.174931,-0.522073,-0.107507,0.350361,saab
0.474596,-1.233223,-0.515069,-1.105591,-0.01184,0.481819,0.143956,van
0.790751,1.745599,0.174252,0.019336,0.845658,1.704664,-0.534931,van
-4.222868,-0.004571,-0.384641,-0.241922,-0.457332,0.289163,0.544771,opel
-4.676619,-0.379714,-0.240048,1.265222,0.360532,0.567397,0.036874,saab
-4.768431,0.210882,0.093436,-0.779412,0.938459,0.053562,-0.802724,saab
-3.596249,0.407973,0.161341,-0.291833,1.441622,0.643704,0.482467,opel
0.103686,-2.618604,0.680545,-0.698043,0.345482,0.619706,0.089533,opel
4.048324,0.34108,-0.070246,-0.046234,0.493718,-0.003336,0.201366,opel
2.588501,3.062745,0.412501,-0.203346,0.275063,-0.101003,-0.477302,bus
3.259013,-0.320694,-0.09996,-0.595373,0.363846,-0.638098,-1.016626,van
-4.493918,0.129013,1.187825,-0.739496,-1.505633,0.255511,-0.661854,saab
-4.237381,0.774137,0.083577,-1.830723,-0.349633,-0.030333,-0.153934,saab
-2.855944,0.269781,0.212456,-0.42521,0.878671,-0.933793,0.318693,bus
4.77023,-2.235863,0.444709,1.338776,0.007341,0.716756,0.090074,van
-4.605324,0.78029,1.365819,1.012069,-1.215768,1.5306,0.113666,opel
3.408222,0.318354,0.312735,0.706316,-1.313106,-0.032651,-0.116119,opel
2.564801,-0.289336,-0.02489,0.900564,0.99829,-0.276099,-0.398604,opel
-5.286334,0.522254,-0.365212,-1.175238,-0.67064,-0.49363,0.438926,opel
2.318255,2.921677,0.140757,0.596328,0.476251,0.622814,0.102815,bus
4.376788,0.340497,0.387696,1.558889,-0.315432,0.471165,0.147188,opel
2.067889,1.903896,-0.499916,0.595798,1.042049,0.359788,0.574701,bus
1.665195,-1.231401,0.95056,-1.808343,-0.303982,0.661323,-0.008782,saab
4.026529,2.91048,0.447229,-1.005058,-1.046057,-0.097052,-0.169178,van
-1.195927,0.497171,-0.200727,-0.046195,1.684711,-0.0272,1.125228,opel
0.355753,0.020135,-0.023259,1.458958,0.633948,-0.798264,-0.348229,opel
3.392041,-0.872081,0.59705,-1.444322,0.417343,0.770548,0.237927,van
-0.507056,-0.176879,0.930649,0.779598,1.553276,-1.054634,-1.003359,bus
3.080618,-2.26392,0.514779,-1.230122,0.117976,0.227859,-0.173203,saab
-0.556654,-2.076708,-0.566822,-1.534937,-0.260651,-0.875575,0.730708,bus
2.263772,-3.107656,-0.493419,-0.387419,0.900631,0.158878,-0.353571,van
-4.762113,-0.197696,-0.611175,0.162011,-0.853358,-0.63472,0.414025,opel
1.156355,-2.502881,0.20022,1.608953,-1.485899,-0.972246,0.473901,saab
0.308155,-1.109797,0.175517,2.542134,0.005772,-0.129917,0.470462,opel
-4.536182,-0.087635,-0.871047,1.096175,0.294872,0.381467,0.599349,saab
3.114477,-2.378755,0.029682,1.52736,0.359211,0.845043,0.32433,van
4.202553,-2.242977,0.398074,-0.92403,0.282224,0.678205,0.288425,van
3.675798,-0.971776,0.637402,1.644403,-0.252881,1.290961,-0.336544,opel
2.764152,3.195766,0.76609,0.891738,0.028417,0.135801,-0.220883,bus
-4.180844,0.479101,0.915643,-0.443563,-1.357476,0.784838,0.32291,opel
0.291379,1.634213,0.018906,0.121656,0.682343,1.959837,0.013575,van
6.3606,2.517544,0.044127,0.39132,0.012011,-1.056407,-0.143941,opel
1.283095,-2.027504,-0.839509,1.227086,0.870565,-1.336938,0.113192,bus
5.907932,1.82738,0.648424,2.449679,-1.158917,-0.12606,-0.035756,saab
3.281223,-3.98065,0.921847,1.018521,-1.240347,-0.302082,0.159168,opel
2.126991,-2.583663,0.499202,-0.23244,-0.922048,0.545284,0.196482,opel
5.033493,2.332721,0.33477,0.298061,-1.10468,-0.423818,0.146339,van
3.039917,0.564473,0.378881,0.03589,0.086632,0.277177,-1.047392,van
-3.503604,1.930132,0.803875,0.042746,1.671502,1.034845,-0.491678,opel
-5.262229,0.380074,-0.795393,-1.082856,0.77812,-0.541359,0.114724,saab
0.823435,1.184325,-0.195348,-0.909349,1.41602,1.156009,0.158385,van
-0.602536,-1.665426,0.69739,2.313218,-1.224828,-0.153258,-0.162235,saab
