@relation 'pendigits_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute 0.424input6-0.419input14+0.375input8-0.346input16+0.302input4... numeric
@attribute -0.475input10-0.445input9-0.387input11-0.316input12+0.301input15... numeric
@attribute '-0.451input1+0.4  input7-0.342input11-0.34input2+0.306input5...' numeric
@attribute 0.562input13+0.487input15-0.358input3-0.298input5-0.252input1... numeric
@attribute 0.452input2-0.417input3+0.392input9+0.361input7+0.305input4... numeric
@attribute -0.524input1+0.439input5+0.395input11+0.364input13-0.217input15... numeric
@attribute -0.671input2-0.359input12+0.355input9-0.343input10-0.247input5... numeric
@attribute -0.477input1-0.476input7-0.454input13-0.359input16-0.218input8... numeric
@attribute -0.643input3-0.497input15-0.405input9-0.266input12-0.174input4... numeric
@attribute -0.478input6-0.445input16+0.359input7-0.324input4-0.294input14... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
2.241575,-2.392933,1.72154,1.286471,-0.492857,0.58485,0.329489,-0.80998,-0.798738,-0.040832,1
1.157702,2.005229,1.528084,-1.093054,0.918554,0.774413,0.1012,0.383596,-1.146832,-0.530277,7
1.695939,1.971405,0.791377,1.457992,0.337503,0.273179,-0.548633,0.378076,0.389549,0.352363,2
-4.381564,-2.710094,1.059901,-0.947636,0.256442,-0.395593,0.608777,0.706921,0.22087,0.145339,0
-3.917163,0.011202,-0.949623,0.379861,0.352873,0.877169,1.184616,-0.288352,-0.080331,-0.304551,0
-0.545389,1.895541,-2.752707,-0.604208,-0.622729,-0.636628,-0.048171,0.187393,0.921488,0.390785,6
-0.661327,2.109107,0.134799,-0.742195,0.950884,-2.255987,1.740575,-1.020007,-0.578787,-1.346639,8
0.781857,-1.560963,-2.579875,0.809523,-0.372909,-1.220575,0.250781,-0.466722,-0.262293,-0.69619,9
1.649975,-3.169246,2.880599,-0.051454,-1.435771,-0.756246,0.952444,0.254178,0.554572,0.286522,1
1.604997,-0.368707,-2.317302,-1.197115,1.165869,-0.65811,0.431191,-0.166546,0.208052,0.264427,5
-3.822378,1.624096,2.122146,0.006337,-1.12757,-0.614493,-1.543327,0.765941,-0.32254,-0.889897,5
0.091532,1.606857,0.09285,-0.42625,1.366497,-1.528422,2.412583,-0.547527,-0.84078,-0.810175,8
0.660689,2.261158,0.157987,1.569685,-0.795605,0.421382,0.404163,-0.238898,0.102674,0.709368,2
-3.110437,-1.716858,0.971558,-2.593283,-2.575655,0.758756,-0.176687,0.330123,-1.463663,0.693513,8
2.901956,-1.304237,2.10653,0.314169,-0.641443,0.41672,1.186517,0.302166,-0.494963,0.21734,1
2.262645,-1.733613,1.860945,0.054876,-3.658236,0.099981,1.568635,0.766595,1.334167,0.275609,8
2.459365,-0.627592,0.12489,-0.894508,0.656943,-1.874721,-0.0777,0.298197,-0.197493,-0.044665,1
-3.144869,-0.054237,-1.168778,-0.299071,0.76946,0.732686,0.814827,0.267614,-0.327675,-1.417489,0
-0.872379,0.437044,-2.438318,-1.436862,0.231772,-0.208046,0.357674,0.447583,0.127383,0.603122,6
-0.471171,-0.028856,-2.056236,1.219149,-0.55501,0.055209,-0.688071,0.673341,-1.282735,-0.104274,4
1.737831,-1.002986,-0.958252,-0.601274,0.393841,1.420974,0.221836,0.695334,-0.219271,-0.095234,3
1.166273,-0.109227,-2.761951,-0.388287,-0.451269,-1.349005,-0.403462,0.237675,0.433031,-0.650663,5
0.268452,1.732782,1.024824,0.514013,0.911246,0.891165,-0.362431,-0.105456,-0.775517,-0.243059,7
-1.549248,0.501761,-2.551482,-0.592878,0.141858,-0.171721,0.379277,1.161328,0.424737,0.151342,6
1.276491,2.33509,1.333784,-0.448769,0.58752,0.855741,0.081318,0.337545,-0.69203,0.10901,7
2.414708,-1.876629,1.882759,-0.424428,-0.163885,0.408773,-0.014253,-0.173102,0.240697,-0.242794,1
2.441283,-2.026625,2.303623,-0.503873,0.004974,-0.361869,-0.045289,0.045846,0.602984,-0.601046,1
2.610847,-0.403294,-1.32763,-2.068454,-0.303457,0.385136,0.290044,-0.119949,-0.930065,0.649324,3
0.633756,0.341078,-0.057962,-0.175834,0.326993,3.110406,0.56529,-0.741357,0.561787,0.134675,7
2.243348,-0.715293,-1.351182,-1.477493,-0.438087,0.893195,0.482244,0.132505,-0.646877,0.232012,3
1.937464,-1.103237,-0.260408,-0.180318,-0.061401,1.452248,0.22763,0.500722,0.555744,-0.348182,3
1.885363,2.000129,0.426924,1.101938,-0.850031,0.39452,-1.361749,-0.472341,-0.485895,0.64123,2
1.450867,-1.495027,-1.697876,0.046783,0.758349,0.04413,0.069394,-0.467081,0.650209,-0.140695,9
-0.630245,0.762521,-2.931676,-0.849994,0.527156,-0.435193,0.330497,1.156016,0.263548,-0.255256,6
-2.417232,2.032677,3.243887,-1.129375,-0.614601,-0.055066,-0.36712,0.150191,-0.308531,-0.078061,5
2.537369,-1.92204,1.72927,0.233097,-4.379633,-0.553115,2.001261,0.344459,1.536782,0.696664,8
-3.275825,1.026603,0.373317,-0.786638,-3.019525,1.552822,-0.961963,-0.585602,-0.332395,0.360061,8
-4.334667,-1.302327,-0.390785,-0.259079,0.722197,0.665932,0.693765,0.00737,-0.088335,-0.28338,0
0.710172,-0.235496,-2.860561,-0.258743,0.155213,-1.176858,-0.416437,0.220691,0.592311,-0.431568,5
1.289588,-3.554854,2.586066,1.460357,-1.65234,-0.402331,1.43841,-0.171698,-0.190228,0.443538,1
-2.876142,2.580905,1.465929,-0.18161,0.17325,-0.528457,-0.206751,-0.775608,0.697561,-0.234213,5
-3.520217,0.639613,0.114388,-1.487111,-3.785189,1.083039,-0.756794,-0.366307,-0.586205,0.868019,8
2.522023,1.68138,1.534648,0.23264,0.130179,-0.53174,1.082019,-0.67674,-0.133228,1.01069,2
-0.729997,0.691017,-2.611971,-0.565073,0.399585,0.12338,0.271124,1.129013,0.598745,-0.125394,6
1.287642,2.442216,0.295738,0.883908,0.058016,-0.996737,0.825108,0.549255,-0.091828,0.530392,1
0.957163,2.67228,-0.880034,0.850979,-0.134059,-0.152107,-0.886023,0.313134,-0.458613,0.976873,2
-1.303717,2.158092,-2.162134,1.522894,-0.653885,0.178744,1.235278,-1.092814,-0.216773,-0.771338,0
1.660942,2.236967,1.079022,1.05744,0.177816,-0.292416,0.334642,0.575948,0.213011,0.585933,2
2.607876,-1.030502,-0.234606,-1.037346,0.070383,0.853623,0.153456,-0.49045,0.478551,-0.029177,3
2.069523,-1.124309,-0.90064,-0.248129,-0.130385,1.001533,-0.350104,-0.322625,0.602401,-0.181873,3
0.457268,1.565796,0.553823,1.426604,0.920859,-1.769626,-1.130487,1.697149,1.668905,-0.467279,1
2.259913,-2.211852,1.709934,1.41943,-1.457426,0.89241,0.46658,-0.883576,-0.846244,0.062184,1
2.465555,1.880343,0.911198,-0.340972,-0.036356,-0.738798,0.038924,-0.320971,-0.687485,1.053736,2
-1.570594,-1.849633,-0.471566,0.661841,1.504212,-0.654707,-0.579263,0.561175,-0.124199,0.349135,4
-0.91412,-2.094931,-0.105307,0.704084,1.748869,-0.053794,-0.875657,0.496202,-0.693133,-0.792482,4
-4.376165,-0.666385,-0.319462,0.037535,0.953522,1.061592,0.59534,0.001893,0.006684,-0.601891,0
0.881242,2.195706,1.450659,1.430256,0.036987,0.003347,0.788251,0.635941,0.46983,0.225447,2
1.640412,-2.813159,1.916503,1.063657,-0.383035,0.123676,0.296418,-0.55279,-0.222383,0.000402,1
-3.271719,-0.784316,1.098542,-2.399122,-2.919356,0.434681,-0.039546,-0.086448,-0.634771,1.078278,8
-0.286423,0.754275,-2.858906,-1.346275,0.10673,-0.341638,0.115889,0.993777,0.192984,0.379525,6
-3.56488,1.847114,2.312023,-0.060961,-0.247166,-0.365175,-1.538791,-0.163543,0.2203,-0.470193,5
0.53871,0.615909,-1.444973,0.728096,-2.783929,0.63699,0.712915,-0.075715,0.40566,-0.35019,8
2.187134,-1.216618,-0.093413,-0.54783,0.363898,1.352292,0.622591,0.743208,0.450389,-0.341723,3
-1.363013,-0.425874,-1.463086,2.471431,0.443439,-0.092662,-0.397872,0.863938,-0.790899,0.138494,4
2.792153,-0.910281,-1.798873,-0.770269,-1.48311,0.490463,-0.932651,-0.156129,-0.613016,-0.678738,5
2.470932,0.587344,2.024411,0.666689,-0.050331,-0.393573,1.204038,0.838399,0.1734,0.052245,1
-3.336471,1.97715,1.718382,-0.39217,-0.563588,-0.472855,-1.158395,-0.190562,-0.138418,-0.63797,5
0.741503,2.467001,1.502682,-0.334748,0.413861,0.824308,-0.83508,0.28994,-0.290583,0.357256,7
1.168784,-2.577689,-1.423351,-0.233922,0.865452,-0.740477,-0.220981,-0.938903,-0.008181,0.023822,9
2.512715,-1.301407,0.309454,-0.643763,0.174162,1.514169,-0.545228,-0.016766,0.261173,-0.45214,3
-0.53864,-0.230941,-2.447993,-0.889135,0.367594,-0.322154,0.014388,1.176516,0.198321,0.540284,6
2.261327,2.010078,0.988346,0.955247,0.025133,-0.360359,0.268129,0.357771,-0.14073,0.143266,1
-2.800931,2.285474,3.28036,-1.298754,0.007893,0.044292,-0.978004,0.137014,0.291669,-0.152016,5
0.158453,1.777936,-3.023969,-0.436754,-0.240643,-0.522303,0.267897,0.260785,0.736014,0.038531,6
-0.364766,1.619002,-3.000589,-0.19134,-0.452786,-0.621486,0.026227,0.465822,0.977006,0.836896,6
-4.301749,-2.053524,1.641913,-0.363643,-0.433238,0.55545,2.036606,0.484803,0.191666,0.114973,0
-3.451351,1.824752,2.233868,-0.246528,0.304016,-0.313297,-0.569538,-0.458798,0.395382,-0.21843,5
-1.63688,0.495712,-2.458243,-0.468282,0.294643,0.334267,0.681266,0.505243,0.679015,-0.083226,6
1.742122,1.935827,1.357109,0.874517,0.49102,0.599213,0.315648,0.174308,-0.112736,0.588823,2
-0.989617,-0.000726,-2.102772,0.93257,0.04322,-0.312324,-0.4324,0.988184,-0.229508,0.111883,4
-1.181891,-1.863626,-0.836236,1.70377,1.234315,0.020518,-0.35999,0.191426,-0.544216,0.422278,4
-1.417044,-1.329222,-1.240392,1.843696,0.984188,0.147643,-0.111622,0.398602,-0.490842,0.602227,4
1.622738,0.236636,-0.702234,1.037852,-0.180589,1.471071,0.795994,0.761012,0.580506,-0.057638,1
-2.510537,1.225395,-0.625827,0.286542,1.276098,0.324078,0.719372,-3.00305,0.512234,0.341498,8
2.015717,1.438128,1.04035,0.304847,0.812569,1.193635,-0.132728,-0.172549,-0.535783,-0.14992,7
0.708281,1.914038,1.329602,-0.149521,0.710413,0.995371,-0.032296,-0.16683,-0.884094,-0.535188,7
-1.097749,-1.475849,-0.874366,1.110317,0.80713,-0.115127,-0.206414,0.201573,-1.54281,0.828584,4
-4.219577,-1.430186,0.026004,-0.078007,0.727837,0.503183,0.698398,0.257133,-0.012193,-0.148099,0
1.029294,1.099393,0.664841,0.804253,1.002593,-1.502469,-0.748292,0.236629,1.057642,1.021527,1
2.093718,-2.075261,1.441701,1.318948,-0.458925,0.849742,0.519774,-0.77991,-1.169142,0.11815,1
-4.104064,-0.751836,-0.392042,0.304306,0.850759,1.065574,0.502127,0.254768,0.111843,-0.299563,0
2.450745,-1.317246,1.060271,-0.44933,0.726301,0.926935,-1.113666,-0.549874,0.225232,-0.420532,3
1.783152,1.776722,1.321485,1.653927,0.428753,-0.215466,0.376781,0.353697,0.713135,0.033446,2
1.081556,2.437346,-0.268022,1.098492,-0.392424,-0.221802,-0.500998,0.482916,-0.199129,0.731836,2
1.699503,-1.564284,-1.888079,-0.457641,0.649219,-0.51732,0.980508,-0.194161,-0.023123,-0.046785,9
2.252957,2.115458,0.727978,-0.660058,0.130029,-0.263499,0.211453,-0.350717,-1.393584,1.589021,2
1.730447,2.316989,1.093082,0.732851,-0.589414,-0.573378,0.148574,0.353967,-0.067417,0.710557,2
-4.221677,-2.686796,0.188155,-1.079472,0.119475,-0.780301,0.314226,0.430193,-0.117547,0.168724,0
1.448586,-0.717337,-0.553276,1.124644,0.373189,1.657802,-0.148299,0.142639,0.035329,0.01698,3
1.769652,1.001053,1.190285,-0.658478,1.113257,1.426343,0.12633,-0.001477,-1.137722,-0.065616,7
1.290115,2.59172,0.437203,1.082605,0.173566,-0.811351,-0.239132,0.246373,0.720237,0.810815,2
-0.311393,2.572061,-0.428413,-0.94378,0.684086,-1.674242,0.665036,-0.916849,-0.160946,-0.474804,8
1.680001,-2.504523,-0.434049,-0.826096,-0.75578,-0.119054,-1.11232,-0.691888,0.481736,0.412987,9
-1.323899,-1.726824,-0.495465,0.587187,1.548072,-0.443263,-0.517283,0.666502,-0.370904,0.192046,4
-1.500554,0.624257,-2.441671,0.300813,0.456445,0.137889,0.457178,1.044558,0.729857,0.042525,6
2.353377,-2.141206,-1.364773,-1.104742,-0.95448,0.580787,-0.878899,-0.73747,-0.989017,0.155359,9
2.786279,1.806557,1.135959,-0.042789,0.135215,-1.325097,0.615974,0.586667,-0.286558,-0.111864,1
1.682344,-2.874743,2.724616,0.172745,-1.284326,-0.606486,0.718317,0.086845,0.285985,0.325783,1
1.017393,-1.606439,-0.005743,0.501497,-0.801686,1.557203,-1.527803,0.077831,1.018807,-0.130845,9
-1.555591,2.075254,0.891168,-0.537821,1.921187,-1.074815,0.830312,-2.099173,-0.022348,-0.027743,8
-3.669863,1.698165,2.421256,0.435563,-0.496855,-0.541375,-0.829744,0.430069,0.461042,-0.755464,5
1.40351,-3.211876,2.224809,0.790218,-0.311565,-0.247917,0.808421,-0.123151,0.833801,0.032554,1
-1.634762,-2.011526,-0.535472,1.904196,1.059871,0.163764,-0.608667,0.163674,-0.972496,0.563744,4
-3.008321,0.803381,-1.695591,1.370942,0.529632,1.132132,1.007899,-0.29729,0.072232,0.057151,0
2.294131,1.921715,1.197781,0.127872,-0.097771,-0.403357,0.485726,-0.432421,-0.392911,1.040138,2
2.18476,-2.327745,1.871595,1.094035,-0.462572,0.515968,0.026591,-0.910888,-0.320436,-0.19632,1
1.466587,-1.963344,-1.193035,-1.220412,0.987664,-1.161214,-0.880929,-1.434511,-0.197391,0.069419,9
2.215526,-1.724269,0.402988,0.054873,0.490664,1.544353,0.086325,-0.061796,0.704904,-0.419943,3
2.415761,-0.757809,-0.526116,-1.053198,0.070541,1.638831,0.035715,0.115674,-0.175198,0.325783,3
0.88999,2.15816,1.032648,1.379276,0.141948,-0.023976,-0.118993,0.714363,0.131993,0.42947,2
2.781763,-0.035916,-0.648058,-2.222048,-0.374543,0.109632,0.260386,-0.369957,-0.391681,0.740552,3
-1.050742,-1.703727,-0.737475,0.732056,1.374247,-0.387742,-0.373443,0.526938,-0.362624,0.415161,4
0.859296,1.663137,1.498908,-0.072554,0.792579,1.121428,0.375539,-0.186103,-0.766919,-0.413493,7
1.237383,2.910001,0.156907,0.566974,-0.166872,-0.390209,-0.806985,0.686523,-0.460304,0.798103,2
0.225086,-3.183165,-0.882385,1.154331,-1.971842,-2.647281,0.828445,-0.358139,0.508122,0.020721,9
2.278207,-0.584692,0.229758,-0.489288,-0.36558,1.53949,-0.346154,0.188147,0.616458,-0.038813,3
-1.163862,-2.337936,-1.280119,0.524605,0.649076,-1.115156,-0.739805,-1.025323,-1.778314,0.504653,4
-4.342174,-1.923505,0.788914,-1.336919,0.960823,0.61526,-0.156202,0.503199,-0.023239,-0.049113,0
-3.836775,-2.88372,1.819586,-1.685913,0.505711,-0.668626,-0.333067,0.84805,0.144331,0.34743,0
1.078086,1.822932,1.463684,0.277458,0.696672,1.065705,0.036078,-0.329285,-0.241541,-0.670233,7
1.938214,-0.821155,-1.201315,-0.86839,-0.250204,1.169084,0.065513,0.562644,-0.464785,0.096226,3
2.753681,0.739776,2.090116,0.001526,0.861465,0.075237,-0.620139,0.085161,-0.21247,0.180096,2
0.725063,2.386768,0.51685,1.899121,-0.317794,-0.339308,0.519078,0.895983,0.706463,0.291437,2
0.939927,0.032125,0.212082,0.665972,-1.007447,-0.122649,-0.830835,-1.53829,2.416297,1.330244,8
2.866752,-0.517945,-1.461756,-1.586592,-0.733745,0.195663,-0.46696,-0.282165,-0.580227,-0.476364,5
-1.091146,2.232472,0.656174,-0.090347,0.780567,-0.680363,0.915609,-2.745108,-0.419368,0.312784,8
2.39912,-2.256987,2.034831,0.356953,-0.544538,0.34214,0.148697,-0.538602,-0.031306,-0.221722,1
-2.529582,-1.998565,0.495548,0.487012,1.622502,-0.272374,-0.696507,0.229823,-0.55564,1.408713,4
-3.646916,0.065111,-1.25396,0.226646,0.320172,0.680117,1.196318,-0.571446,-0.270449,-1.060843,0
-1.351602,-0.726751,-1.294838,0.080093,1.420625,0.608369,0.231618,2.136739,0.850395,0.648811,6
-2.204223,-2.211926,0.173096,0.956649,1.23784,-0.612767,-0.804474,0.107036,-1.117104,1.052787,4
1.631909,2.257037,0.72544,-0.234482,-0.372432,-0.5441,0.000779,-0.303472,-1.008813,1.33087,2
2.017947,1.295083,1.298461,1.810139,0.771754,-0.035993,0.111699,0.026015,0.773451,-0.053437,2
0.778068,2.196808,0.906595,-0.034754,0.830542,0.683421,-0.385052,0.317704,-0.836352,-0.424077,7
-1.366536,-0.792653,-1.486138,2.361828,0.422775,0.115888,-0.491342,0.723919,-0.61341,0.037963,4
-3.671419,1.679315,1.274318,-0.04967,-1.090996,-0.633126,-1.801106,0.008303,-0.652225,-0.326438,5
2.100224,-0.738788,-1.328538,-1.819421,0.57199,0.452756,-0.075805,0.220356,-0.938926,0.341452,3
1.628316,1.676519,1.454475,-0.892997,1.012836,1.036796,-0.113309,0.259684,-0.821686,0.016907,7
1.371099,1.258832,1.616759,0.733363,0.530713,0.783672,1.219702,-0.084211,0.159324,-0.41074,7
1.316836,2.539972,0.776965,1.16597,-0.119466,-0.272028,-0.396463,0.799157,0.141973,0.53843,2
-1.471124,2.697752,0.673457,-0.327639,1.113844,-0.862738,0.180025,-1.572185,-0.025911,-0.42412,8
1.794761,-2.612635,2.6641,-0.327813,-0.424407,-0.809278,0.247503,0.261163,1.190728,-0.175829,1
1.8177,2.188235,0.986245,0.509326,-0.028951,-0.430562,0.362861,0.280862,-0.32831,0.914634,2
1.196326,1.887127,-0.018019,1.030594,-0.86712,-0.630535,-0.502361,0.192674,-0.412955,0.610425,2
-0.271467,-2.92609,-0.646396,1.277119,1.561713,-1.4084,-0.839756,-1.435588,-0.186497,-0.102123,9
1.414887,1.734564,0.390552,1.842036,0.465505,0.610028,-0.16152,0.218695,0.407685,0.184354,2
-1.842004,-1.273278,-0.97349,1.253974,1.29861,0.111367,-0.179159,0.850032,-0.09083,0.688198,4
1.677253,2.576336,0.178527,0.762093,-0.529374,-0.216779,-0.595378,0.252211,-0.212727,0.857066,2
0.577557,2.160893,1.537958,0.32345,0.439681,0.283217,0.688447,0.511573,-0.064826,-0.385111,7
-3.382105,1.982655,2.102162,0.224643,0.072084,-0.344595,-1.472338,-0.211337,0.256244,-1.417962,5
1.826652,-2.654729,-0.532099,-0.848845,0.326183,-1.3872,0.330779,-1.269574,0.471009,-0.069605,9
2.017455,-0.419683,-0.880663,-1.717102,0.504219,0.655729,0.429531,0.506102,-0.596792,0.557234,3
0.8803,-1.990883,-2.457069,0.602135,-0.197079,-0.88342,0.653144,-0.737295,-0.267501,0.078677,9
2.906118,1.158995,1.494908,-0.589374,-0.028855,-0.961536,-0.567446,-0.166404,-0.222693,0.215772,2
-4.168488,-0.283435,-0.023402,1.438172,-0.381925,0.682267,1.952156,-0.019935,-0.175176,0.502371,0
-4.034721,-0.196193,-1.570059,-0.122952,-0.035747,0.450041,0.683223,-0.644061,-0.446182,-0.540174,0
-3.653147,1.908175,1.638338,-0.03759,-1.214816,-1.031837,-0.598336,0.068829,0.07138,-0.580087,5
-3.398596,-1.893487,3.397357,-1.075958,-3.159447,-0.561515,-0.167654,-0.679198,1.142823,1.75165,8
-1.497427,-1.404561,-0.547025,1.280211,1.35766,-0.15077,-0.304521,0.755645,-0.613078,0.52046,4
1.509128,1.613961,0.717374,1.959567,0.050112,-0.051043,-0.159369,0.495324,0.533936,0.001891,2
-2.562951,2.368467,2.306849,-1.55019,-0.418032,-0.187273,-1.070765,-0.37327,-0.391643,0.021928,5
-1.221388,-2.373594,-0.455329,0.467,1.494249,-0.223608,-0.650496,0.466761,-0.280193,0.318498,4
2.006146,-0.729679,-0.032987,-0.045011,0.153096,2.137139,-0.825518,-0.35281,0.059977,0.313718,3
-4.189297,-2.671389,1.795376,-1.122315,0.491796,-0.023746,-0.095508,0.995051,0.158371,0.169454,0
0.151417,0.609426,-0.758934,1.213078,-1.97954,0.610551,-0.220008,-0.601347,1.342585,-0.4157,8
-3.274116,1.485248,-0.343747,0.257439,0.28348,0.905728,0.263179,-2.4949,1.182137,0.258866,8
1.242411,-3.257222,2.381316,0.761059,-0.320942,-0.383727,0.635315,-0.083978,0.918158,0.129953,1
1.520785,2.436358,0.736323,0.421334,0.052871,-0.250382,-0.414288,0.25984,-0.391202,1.029495,2
1.043741,-3.251659,1.713297,1.551916,-0.301825,0.015355,0.412605,-0.347581,0.242242,0.026217,1
1.541816,2.309429,0.218595,1.05797,-0.092945,-0.461564,-1.358909,0.541358,-0.087502,0.163175,2
-4.202716,0.568802,-0.069755,0.23647,-2.327845,0.794529,-0.70726,-0.652567,0.437074,-0.019872,8
-2.775622,2.097199,1.731061,-1.470731,-0.990152,-0.615377,-1.29968,-0.761383,-1.234429,-0.151694,5
1.283117,2.700667,0.753541,1.178067,-0.1853,-0.364536,0.210851,0.541323,0.592354,0.647016,2
-3.431918,1.975348,2.168456,-0.063,-0.545327,-0.793613,-0.758576,-0.017662,0.334118,-0.769915,5
1.807775,1.188654,1.265576,-0.211878,0.917613,1.493537,0.253112,-0.367851,-0.659666,-0.421168,7
1.133267,1.456319,1.02208,0.841459,1.444829,1.042117,0.118,-0.034247,-0.013556,-0.19789,7
-4.175717,-0.717634,-0.841408,-0.203882,-0.115554,0.239243,0.963634,-0.376614,-0.218054,-0.424923,0
2.050163,-0.572868,-0.12613,-0.008957,0.087494,1.834532,-0.138139,-0.224363,1.135714,0.058954,3
1.766503,-0.993022,-1.567748,-0.282085,-2.191338,-1.386265,-0.327272,0.336749,-0.919864,-1.480438,9
2.332755,-1.428637,0.025319,-0.029145,0.541948,1.495083,0.560182,0.334968,0.778372,-0.383605,3
-0.124934,-2.0408,-0.491768,0.285147,1.701319,-0.959649,-0.899369,0.628763,0.249169,-0.708752,4
0.185771,-2.524563,-1.196872,1.209466,0.833888,-1.735972,-0.350613,-1.52351,-0.832227,-0.400174,9
1.359229,2.552633,1.921998,-0.404073,0.029483,0.020329,0.431805,0.358494,-0.409037,0.124332,7
-1.54265,-0.357831,-1.297332,2.577577,0.53169,0.644025,-0.319355,1.084246,-0.672105,0.115711,4
-2.605362,1.685571,2.986627,0.290621,0.02102,-0.674311,0.81317,0.121954,0.822287,-0.888935,5
-0.202481,1.900722,-2.748775,-0.606033,-0.516592,-0.878776,-0.212309,0.370086,1.294235,0.511197,6
1.908615,-2.396953,1.327614,1.278441,-0.014752,0.848871,-0.441366,-1.033591,-0.765519,-0.064387,1
0.934161,2.635832,1.250791,0.436299,0.742196,0.768338,-0.303522,-0.120938,0.325109,-0.706219,7
-0.973999,-2.18824,-0.334978,1.424004,1.547637,-0.04787,-0.60259,0.242221,-0.248926,0.211918,4
-3.199718,-3.137371,2.16152,-1.182538,0.723768,-0.776607,-0.856118,1.360056,0.214257,0.92346,0
1.152092,-2.252662,-1.34361,0.694375,1.317624,0.001311,-0.382768,-0.66291,1.233638,-0.296573,9
-2.672686,1.502995,0.003741,0.798114,0.327679,0.608411,0.908577,-2.459602,0.869672,0.09162,8
2.477826,-1.542116,0.46491,-0.499352,0.197868,1.136255,0.161979,-0.613184,0.748123,0.033527,3
-0.108022,1.994845,0.289578,-0.604628,0.776979,-1.811265,2.394681,-0.65787,-1.154199,-0.932029,8
-3.506518,1.794174,1.983018,-0.02681,0.535116,-0.223249,-0.649269,-0.233148,0.416492,-0.690569,5
-1.383561,-1.923417,-1.021278,0.486003,0.974768,-1.409053,-0.699691,-0.737631,-1.541605,0.607433,4
1.441801,2.647433,1.058174,-1.45799,0.842897,0.267523,-0.352539,1.110178,-1.478987,-0.189732,7
2.654378,0.169122,-1.096429,-1.18572,-1.628415,0.040089,-0.807903,-0.078127,-0.177297,-0.216846,5
-1.397816,-2.682219,0.773298,1.501241,1.447848,-0.798905,-1.017585,-0.542038,-0.895548,0.003953,4
-4.349549,-1.887305,0.432524,-0.702833,0.670055,0.153442,0.867151,0.647147,0.195563,-0.041345,0
1.228857,2.551826,0.284273,1.371672,-0.07216,-0.051129,-0.517421,0.837284,0.214431,0.5143,2
-3.020315,0.484781,1.529125,-0.336715,0.502773,2.272046,-0.053331,-1.387923,0.466153,0.383025,8
0.341483,2.178371,-2.352887,-1.196811,-0.668974,-0.84414,-0.354293,-0.165442,0.932299,0.100934,6
0.264025,-3.787336,2.276437,1.568291,-1.414011,-0.634002,0.753633,0.167921,-0.231219,0.117016,1
1.846248,-1.040963,-0.902519,-1.088397,0.08114,0.901702,0.498685,0.499116,-0.308986,0.083138,3
-1.191528,1.259663,-3.12217,-0.236746,-0.393946,-0.004519,0.508083,-0.296872,0.596484,-0.23897,6
1.036572,-2.360489,-0.318888,0.758405,-2.111642,0.792955,-1.535653,-0.110364,1.149292,0.218429,9
-1.192901,-0.359558,-1.616865,2.091322,0.5668,0.014369,-0.216837,0.503562,-0.108615,0.389742,4
2.838208,-0.263478,-1.688548,-1.864828,-0.215886,-0.533829,0.420793,-0.26545,-0.581078,0.053853,5
-3.869406,-1.755642,0.432649,-1.322863,-2.777328,-0.450409,0.615051,1.703595,-0.245315,-0.1535,8
-1.369552,2.504154,-2.320533,1.026705,-0.921281,0.117455,0.72478,-1.451249,-0.509204,-0.630058,0
-3.061773,2.405691,2.422515,-0.449967,0.242797,-0.357707,-0.411703,-0.173421,0.718948,-0.351648,5
-0.058095,1.834223,-3.026994,0.297203,-0.55229,-0.452127,0.145803,-0.737276,0.737957,-0.394982,6
-4.225743,0.572661,0.188951,1.308808,-2.236968,-0.149371,-0.02634,-0.384584,0.443465,-0.497909,8
0.755917,-3.600013,2.198699,1.993846,-0.980911,-1.242989,1.929648,-0.586386,0.669544,0.506111,1
1.641308,1.885226,1.070077,0.260487,-0.107797,-0.299597,-0.28954,-0.385948,-0.674651,0.857365,2
-0.074671,2.255183,-2.483723,-0.761161,-0.536747,-0.923963,-0.201746,0.08668,1.056326,0.197706,6
-1.561169,0.218221,-2.28919,-1.073962,0.261955,-0.034039,0.313462,1.500991,0.29755,0.842948,6
0.935564,1.588078,0.709329,0.839387,1.600492,-0.839703,-0.144197,0.775419,0.631987,0.042817,1
2.007744,-0.667909,-0.715702,-1.049424,0.850518,0.926213,0.442368,0.640232,-0.185801,0.169168,3
-3.308981,2.05724,2.3115,-0.320765,-0.298944,-0.287565,-1.573148,0.215797,0.006456,-0.974729,5
-1.256003,1.691516,1.163093,0.482972,1.857016,-0.686825,1.662176,-1.660645,0.010412,-0.494229,8
2.539212,1.805506,1.106756,-0.263603,0.394959,-0.376603,0.032835,-0.649377,-0.295067,0.859665,2
1.705528,2.345336,1.636434,-1.462308,0.906143,0.335936,-0.449277,0.745294,0.546735,-0.781245,7
1.989508,-1.074052,-2.037473,-0.887427,-1.770288,-1.340578,0.153771,0.032289,-0.796447,-0.975766,9
1.621808,2.226876,0.788224,0.003358,0.143396,-0.286799,-0.234407,0.199463,-0.909441,0.934392,2
-0.043015,-2.414418,-0.128862,-0.46586,1.727938,-0.579334,-1.056518,0.343624,0.126582,-0.391544,4
-1.750032,-0.672976,-0.859178,0.827267,1.525913,-0.028923,0.149287,1.932991,-0.04676,0.504705,4
